,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches,club
722,Emre Can,de GER,MF,25.0,12.6,18.0,1.43,15.0,0.0,2.0,1.0,0.0,0.0,2.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Dortmund
723,Thomas Delaney,dk DEN,MF,27.0,11.9,12.0,1.01,11.0,0.0,0.0,1.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
724,Paco Alcácer,es ESP,FW,25.0,9.1,18.0,2.52,14.0,1.0,2.0,0.0,1.0,0.0,4.0,0.56,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
725,Marwin Hitz,ch SUI,GK,31.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
726,Mario Götze,de GER,FW,27.0,6.9,24.0,3.63,19.0,0.0,1.0,2.0,1.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
727,Mahmoud Dahoud,de GER,"MF,FW",23.0,6.5,15.0,2.3,12.0,0.0,1.0,2.0,0.0,0.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
728,Gio Reyna,us USA,"FW,MF",16.0,4.7,18.0,4.07,14.0,0.0,1.0,0.0,3.0,0.0,5.0,1.13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
729,Mateu Morey,es ESP,"DF,FW",19.0,2.2,3.0,1.37,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
730,Jacob Bruun Larsen,dk DEN,FW,20.0,1.8,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
731,Leonardo Balerdi,ar ARG,DF,20.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
732,Ömer Toprak,tr TUR,DF,30.0,1.0,,,,,,,,,,,,,,,,,,Matches,Dortmund
733,Marcel Schmelzer,de GER,FW,31.0,0.7,2.0,2.69,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
734,Tobias Raschl,de GER,MF,19.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
735,Marius Wolf,de GER,"DF,FW",24.0,0.1,,,,,,,,,,,,,,,,,,Matches,Dortmund
736,Matthias Zimmermann,de GER,"DF,MF",27.0,36.1,51.0,1.57,45.0,3.0,0.0,0.0,2.0,1.0,6.0,0.18,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
737,Kaan Ayhan,tr TUR,DF,24.0,34.0,31.0,1.02,27.0,0.0,0.0,1.0,0.0,3.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
738,Rouwen Hennings,de GER,FW,31.0,32.0,53.0,1.94,41.0,0.0,2.0,5.0,4.0,1.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
739,André Hoffmann,de GER,DF,26.0,29.3,8.0,0.3,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
740,Erik Thommy,de GER,"DF,FW",24.0,27.8,89.0,3.55,42.0,17.0,13.0,4.0,12.0,1.0,9.0,0.36,3.0,3.0,2.0,0.0,1.0,0.0,0.0,Matches,Dusseldorf
741,Niko Gießelmann,de GER,DF,27.0,26.2,36.0,1.58,23.0,10.0,0.0,1.0,2.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
742,Alfredo Morales,us USA,MF,29.0,23.9,34.0,1.77,25.0,0.0,4.0,0.0,2.0,3.0,4.0,0.21,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,Dusseldorf
743,Adam Bodzek,de GER,MF,33.0,23.0,17.0,0.76,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
744,Florian Kastenmeier,de GER,GK,22.0,20.3,4.0,0.24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
745,Zack Steffen,us USA,GK,24.0,18.3,5.0,0.29,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
746,Markus Suttner,at AUT,"DF,MF",32.0,16.2,33.0,2.22,21.0,6.0,0.0,3.0,1.0,2.0,4.0,0.27,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
747,Kevin Stöger,at AUT,MF,25.0,15.9,51.0,3.62,32.0,9.0,3.0,2.0,5.0,0.0,6.0,0.43,5.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dusseldorf
748,Kenan Karaman,tr TUR,FW,25.0,15.9,41.0,2.73,29.0,0.0,7.0,3.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
749,Dawid Kownacki,pl POL,"FW,MF",22.0,13.1,34.0,2.8,20.0,1.0,6.0,3.0,3.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Dusseldorf
750,Kasim Nuhu,gh GHA,DF,24.0,12.3,7.0,0.63,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dusseldorf
751,Valon Berisha,xk KVX,"MF,FW",26.0,10.5,19.0,1.82,12.0,4.0,0.0,0.0,3.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
752,Marcel Sobottka,de GER,MF,25.0,9.3,8.0,1.03,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dusseldorf
753,Jean Zimmer,de GER,"DF,MF",25.0,8.9,24.0,3.0,9.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
754,Oliver Fink,de GER,"MF,FW",37.0,8.5,22.0,2.93,15.0,0.0,1.0,1.0,3.0,2.0,3.0,0.4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Dusseldorf
755,Opoku Ampomah,gh GHA,FW,23.0,7.9,17.0,3.06,11.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
756,Mathias Jørgensen,dk DEN,DF,29.0,7.9,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
757,Lewis Baker,eng ENG,MF,24.0,7.2,15.0,2.48,7.0,2.0,2.0,1.0,3.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
758,Steven Skrzybski,de GER,"FW,MF",26.0,6.4,13.0,2.21,8.0,0.0,2.0,0.0,1.0,2.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
759,Bernard Tekpetey,gh GHA,"FW,MF",21.0,5.5,15.0,3.01,9.0,1.0,1.0,0.0,3.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
760,Kelvin Ofori,gh GHA,"MF,FW",18.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
761,Aymen Barkok,ma MAR,"FW,MF",21.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
762,Robin Bormuth,de GER,DF,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
763,Thomas Pledl,de GER,"DF,MF",25.0,1.8,2.0,1.98,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dusseldorf
764,Marko Dmitrović,rs SRB,GK,27.0,35.0,8.0,0.23,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
765,Fabián Orellana,cl CHI,"MF,FW",33.0,26.6,96.0,3.62,47.0,25.0,13.0,3.0,7.0,1.0,14.0,0.53,6.0,2.0,2.0,1.0,2.0,1.0,0.0,Matches,eibar
766,Edu Expósito,es ESP,MF,22.0,26.2,44.0,1.71,31.0,0.0,3.0,6.0,2.0,2.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,eibar
767,José Ángel,es ESP,DF,29.0,26.2,51.0,1.94,35.0,10.0,0.0,3.0,2.0,1.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,eibar
768,Papakouli Diop,sn SEN,MF,33.0,25.0,32.0,1.28,25.0,0.0,0.0,1.0,1.0,5.0,2.0,0.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,eibar
769,Paulo Oliveira,pt POR,DF,27.0,24.2,6.0,0.26,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
770,Anaitz Arbilla,es ESP,DF,32.0,22.3,20.0,0.9,15.0,3.0,0.0,2.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
771,Takashi Inui,jp JPN,"MF,FW",31.0,21.8,45.0,2.07,35.0,0.0,5.0,2.0,3.0,0.0,4.0,0.18,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,eibar
772,Pedro León,es ESP,"MF,FW",32.0,21.1,67.0,3.18,31.0,26.0,4.0,3.0,1.0,2.0,5.0,0.24,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
773,Sergi Enrich,es ESP,FW,29.0,20.9,19.0,0.92,12.0,0.0,1.0,3.0,3.0,0.0,5.0,0.24,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,eibar
774,Pedro Bigas,es ESP,DF,28.0,19.7,9.0,0.46,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
775,Kike,es ESP,FW,29.0,19.6,33.0,1.68,19.0,0.0,0.0,6.0,7.0,1.0,3.0,0.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,eibar
776,Pablo de Blasis,ar ARG,"DF,MF",31.0,18.8,35.0,1.96,30.0,1.0,1.0,2.0,0.0,1.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,eibar
777,Gonzalo Escalante,ar ARG,MF,26.0,18.6,18.0,0.97,10.0,1.0,1.0,1.0,4.0,1.0,3.0,0.16,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches,eibar
778,Álvaro Tejero,es ESP,DF,23.0,16.4,26.0,1.62,20.0,2.0,1.0,0.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
779,Charles,br BRA,FW,35.0,15.5,25.0,1.73,17.0,0.0,1.0,1.0,5.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,eibar
780,Sergio Álvarez,es ESP,"MF,DF",27.0,13.7,12.0,0.94,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
781,Esteban Burgos,ar ARG,DF,27.0,12.4,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
782,Rober Correa,es ESP,DF,26.0,11.0,16.0,1.55,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
783,Sebastián Cristóforo,uy URU,MF,25.0,10.7,15.0,1.54,9.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
784,Quique,es ESP,FW,29.0,6.3,14.0,2.57,10.0,0.0,2.0,0.0,2.0,0.0,2.0,0.37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,eibar
785,Iván Ramis,es ESP,DF,34.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
786,Rafa Soares,pt POR,"DF,MF",24.0,4.8,8.0,1.66,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
787,Yoel,es ESP,GK,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
788,Miguel Marí,es ESP,MF,22.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
789,Ekhi Bravo,es ESP,MF,21.0,1.0,,,,,,,,,,,,,,,,,,Matches,eibar
790,Sergio Cubero Ezcurra,es ESP,MF,19.0,0.5,,,,,,,,,,,,,,,,,,Matches,eibar
791,Miguel Atienza,es ESP,MF,20.0,0.3,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
792,Filip Kostić,rs SRB,"DF,MF",26.0,45.7,194.0,4.54,95.0,58.0,15.0,18.0,6.0,2.0,26.0,0.61,13.0,8.0,1.0,4.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
793,Martin Hinteregger,at AUT,DF,26.0,43.7,41.0,1.05,29.0,1.0,1.0,7.0,2.0,1.0,2.0,0.05,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
794,Daichi Kamada,jp JPN,"MF,FW",22.0,33.2,124.0,4.13,76.0,27.0,13.0,3.0,3.0,1.0,18.0,0.6,8.0,4.0,2.0,1.0,1.0,1.0,1.0,Matches,Eintracht Frankfurt
795,David Abraham,ar ARG,DF,33.0,32.3,17.0,0.61,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
796,Makoto Hasebe,jp JPN,"DF,MF",35.0,32.2,32.0,1.1,31.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
797,Sebastian Rode,de GER,MF,28.0,31.6,73.0,2.54,57.0,6.0,1.0,1.0,6.0,2.0,5.0,0.17,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
798,Kevin Trapp,de GER,GK,29.0,31.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
799,Djibril Sow,ch SUI,MF,22.0,29.9,60.0,2.15,49.0,4.0,1.0,1.0,2.0,3.0,8.0,0.29,5.0,1.0,0.0,1.0,1.0,0.0,0.0,Matches,Eintracht Frankfurt
800,André Silva,pt POR,FW,23.0,27.7,80.0,3.23,57.0,0.0,10.0,4.0,8.0,0.0,9.0,0.36,5.0,0.0,1.0,1.0,1.0,0.0,1.0,Matches,Eintracht Frankfurt
801,Obite N'Dicka,fr FRA,DF,19.0,27.6,24.0,1.02,20.0,0.0,3.0,1.0,0.0,0.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
802,Almamy Touré,ml MLI,DF,23.0,23.3,35.0,1.7,30.0,0.0,1.0,4.0,0.0,0.0,6.0,0.29,5.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
803,Danny da Costa,de GER,DF,26.0,22.8,54.0,2.52,43.0,2.0,4.0,2.0,2.0,1.0,11.0,0.51,8.0,1.0,2.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
804,Dominik Kohr,de GER,MF,25.0,21.7,52.0,2.8,37.0,0.0,4.0,5.0,4.0,2.0,6.0,0.32,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
805,Gonçalo Paciência,pt POR,FW,24.0,20.7,49.0,2.42,32.0,1.0,5.0,5.0,3.0,3.0,7.0,0.35,4.0,0.0,0.0,2.0,0.0,1.0,0.0,Matches,Eintracht Frankfurt
806,Bas Dost,nl NED,FW,30.0,19.7,45.0,2.42,37.0,0.0,2.0,3.0,3.0,0.0,6.0,0.32,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
807,Timothy Chandler,us USA,DF,29.0,16.6,25.0,1.77,17.0,4.0,1.0,1.0,2.0,0.0,3.0,0.21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
808,Mijat Gaćinović,rs SRB,"FW,MF",24.0,15.1,34.0,2.55,19.0,2.0,2.0,3.0,7.0,1.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
809,Frederik Rønnow,dk DEN,GK,26.0,15.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
810,Stefan Ilsanker,at AUT,"MF,DF",30.0,13.6,10.0,0.85,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
811,Gelson Fernandes,ch SUI,MF,32.0,13.1,7.0,0.62,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
812,Erik Durm,de GER,DF,27.0,8.1,9.0,1.37,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
813,Lucas Torró,es ESP,"MF,FW",25.0,3.8,5.0,1.36,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
814,Felix Wiedwald,de GER,GK,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
815,Dejan Joveljić,rs SRB,FW,19.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
816,Ante Rebić,hr CRO,FW,25.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
817,Simon Falette,gn GUI,DF,27.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
818,Jonathan de Guzmán,nl NED,"MF,FW",31.0,1.0,8.0,8.28,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
819,Diego López,es ESP,GK,37.0,40.9,5.0,0.12,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
820,Marc Roca,es ESP,MF,22.0,35.7,63.0,1.77,48.0,10.0,2.0,2.0,0.0,1.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
821,Dídac Vilà,es ESP,DF,30.0,32.4,41.0,1.26,32.0,4.0,1.0,3.0,1.0,0.0,3.0,0.09,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,espanyol
822,Sergi Darder,es ESP,MF,25.0,30.5,67.0,2.2,48.0,10.0,4.0,4.0,0.0,1.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
823,David López,es ESP,"MF,DF",29.0,29.6,36.0,1.22,29.0,1.0,0.0,1.0,3.0,2.0,6.0,0.2,3.0,0.0,0.0,1.0,2.0,0.0,0.0,Matches,espanyol
824,Bernardo Espinosa,co COL,DF,30.0,27.6,9.0,0.33,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
825,Wu Lei,cn CHN,"FW,MF",27.0,24.6,30.0,1.27,20.0,0.0,6.0,3.0,1.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,espanyol
826,Jonathan Calleri,ar ARG,FW,25.0,22.2,44.0,1.98,24.0,1.0,3.0,7.0,9.0,0.0,7.0,0.31,5.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,espanyol
827,Víctor Sánchez,es ESP,MF,31.0,21.8,49.0,2.29,31.0,13.0,1.0,1.0,0.0,3.0,2.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,espanyol
828,Javi López,es ESP,DF,33.0,19.3,26.0,1.42,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
829,Naldo,br BRA,DF,30.0,18.7,11.0,0.59,9.0,0.0,0.0,2.0,0.0,0.0,3.0,0.16,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,espanyol
830,Fernando Calero,es ESP,DF,23.0,17.6,4.0,0.24,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
831,Matías Vargas,ar ARG,"FW,MF",22.0,17.3,43.0,2.6,36.0,3.0,2.0,2.0,0.0,0.0,9.0,0.54,6.0,1.0,0.0,2.0,0.0,0.0,0.0,Matches,espanyol
832,Leandro Cabrera,uy URU,DF,28.0,17.0,11.0,0.65,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
833,Óscar Melendo,es ESP,"FW,MF",21.0,16.9,39.0,2.3,34.0,0.0,0.0,0.0,5.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
834,Pedrosa,es ESP,DF,21.0,16.8,33.0,2.08,24.0,3.0,3.0,0.0,2.0,1.0,3.0,0.19,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,espanyol
835,Victor Perea,es ESP,DF,19.0,16.2,29.0,1.82,19.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
836,Adri Embarba,es ESP,"FW,MF",27.0,15.2,33.0,2.17,17.0,5.0,4.0,2.0,5.0,0.0,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
837,Víctor Campuzano,es ESP,FW,22.0,13.7,23.0,1.68,9.0,0.0,3.0,4.0,5.0,1.0,2.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches,espanyol
838,Raúl de Tomás,es ESP,FW,24.0,11.9,28.0,2.34,10.0,0.0,7.0,3.0,7.0,0.0,2.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,espanyol
839,Esteban Granero,es ESP,MF,32.0,10.2,43.0,4.21,18.0,16.0,2.0,5.0,1.0,1.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
840,Facundo Ferreyra,ar ARG,FW,28.0,9.8,15.0,1.7,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
841,Lluis López,es ESP,DF,22.0,8.3,8.0,1.09,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
842,Pipa,es ESP,DF,21.0,8.2,18.0,2.42,12.0,3.0,2.0,0.0,1.0,0.0,4.0,0.54,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,espanyol
843,Ander Iturraspe,es ESP,MF,30.0,7.4,5.0,0.79,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
844,Sébastien Corchia,fr FRA,DF,28.0,7.0,20.0,2.86,12.0,3.0,2.0,0.0,3.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
845,Pol Lozano,es ESP,MF,19.0,6.9,13.0,2.07,9.0,2.0,0.0,0.0,1.0,1.0,2.0,0.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
846,Andrés Prieto,es ESP,GK,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
847,Nico Ribaudo,es ESP,"FW,MF",18.0,2.0,6.0,2.97,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
848,Oier Olazábal,es ESP,GK,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
849,Pablo Piatti,ar ARG,"MF,FW",30.0,1.9,3.0,1.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
850,Mohamed Ezzarfani,ma MAR,MF,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
851,Kévin Soni,cm CMR,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,espanyol
852,Jordan Pickford,eng ENG,GK,25.0,43.3,6.0,0.16,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
