,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
778,Makoto Hasebe,jp JPN,"DF,MF",34.0,43.7,0,3.0,1.0,33.3,0.07,0.02,0.0,0.0,28.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Eintracht Frankfurt
779,Luka Jović,rs SRB,FW,20.0,36.6,27,147.0,59.0,40.1,4.01,1.61,0.17,0.42,14.2,0.0,2,2,21.3,19.8,0.14,5.7,5.2,Matches,Eintracht Frankfurt
780,Sébastien Haller,ci CIV,FW,24.0,34.6,20,70.0,29.0,41.4,2.02,0.84,0.21,0.52,11.1,0.0,5,5,18.5,14.7,0.21,1.5,0.3,Matches,Eintracht Frankfurt
781,Obite N'Dicka,fr FRA,DF,18.0,33.5,1,15.0,2.0,13.3,0.45,0.06,0.07,0.5,9.4,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,Eintracht Frankfurt
782,Gelson Fernandes,ch SUI,MF,31.0,33.3,1,4.0,3.0,75.0,0.12,0.09,0.25,0.33,13.4,0.0,0,0,0.9,0.9,0.22,0.1,0.1,Matches,Eintracht Frankfurt
783,Mijat Gaćinović,rs SRB,MF,23.0,32.5,2,51.0,16.0,31.4,1.57,0.49,0.04,0.13,22.4,3.0,0,0,4.2,4.2,0.09,-2.2,-2.2,Matches,Eintracht Frankfurt
784,Ante Rebić,hr CRO,FW,24.0,27.9,10,71.0,31.0,43.7,2.55,1.11,0.14,0.32,15.8,3.0,0,0,10.5,10.5,0.15,-0.5,-0.5,Matches,Eintracht Frankfurt
785,David Abraham,ar ARG,DF,32.0,25.9,0,12.0,1.0,8.3,0.46,0.04,0.0,0.0,10.1,0.0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,Eintracht Frankfurt
786,Jonathan de Guzmán,nl NED,MF,30.0,23.2,3,29.0,7.0,24.1,1.25,0.3,0.07,0.29,19.4,3.0,1,1,4.2,3.5,0.13,-1.2,-1.5,Matches,Eintracht Frankfurt
787,Martin Hinteregger,at AUT,DF,25.0,20.0,2,13.0,3.0,23.1,0.65,0.15,0.15,0.67,20.0,0.0,0,1,2.1,1.4,0.11,-0.1,0.6,Matches,Eintracht Frankfurt
788,Sebastian Rode,de GER,MF,27.0,17.0,1,9.0,4.0,44.4,0.53,0.24,0.11,0.25,19.2,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,Eintracht Frankfurt
789,Jetro Willems,nl NED,"MF,DF",24.0,15.6,0,17.0,2.0,11.8,1.09,0.13,0.0,0.0,21.7,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,Eintracht Frankfurt
790,Simon Falette,gn GUI,DF,26.0,13.3,0,8.0,1.0,12.5,0.6,0.08,0.0,0.0,20.3,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Eintracht Frankfurt
791,Lucas Torró,es ESP,MF,24.0,10.2,1,11.0,2.0,18.2,1.08,0.2,0.09,0.5,13.3,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Matches,Eintracht Frankfurt
792,Marco Russ,de GER,DF,32.0,7.5,0,2.0,0.0,0.0,0.27,0.0,0.0,,7.0,0.0,0,0,0.7,0.7,0.34,-0.7,-0.7,Matches,Eintracht Frankfurt
793,Carlos Salcedo,mx MEX,DF,24.0,7.0,0,4.0,2.0,50.0,0.57,0.29,0.0,0.0,30.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Eintracht Frankfurt
794,Almamy Touré,ml MLI,DF,22.0,5.8,0,2.0,0.0,0.0,0.35,0.0,0.0,,13.1,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,Eintracht Frankfurt
795,Frederik Rønnow,dk DEN,GK,25.0,5.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
796,Gonçalo Paciência,pt POR,"FW,MF",23.0,5.2,5,26.0,10.0,38.5,4.98,1.91,0.19,0.5,14.5,0.0,0,1,3.3,2.5,0.1,0.7,1.5,Matches,Eintracht Frankfurt
797,Nicolai Müller,de GER,"MF,FW",30.0,4.1,2,8.0,4.0,50.0,1.95,0.97,0.25,0.5,14.4,0.0,0,0,1.6,1.6,0.19,0.4,0.4,Matches,Eintracht Frankfurt
798,Taleb Tawatha,il ISR,DF,26.0,3.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
799,Marc Stendera,de GER,MF,22.0,2.4,0,4.0,1.0,25.0,1.67,0.42,0.0,0.0,22.2,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,Eintracht Frankfurt
800,Allan,br BRA,"MF,DF",21.0,2.0,0,2.0,0.0,0.0,1.02,0.0,0.0,,20.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Eintracht Frankfurt
801,Marco Fabián,mx MEX,FW,29.0,1.4,0,1.0,0.0,0.0,0.72,0.0,0.0,,14.3,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,Eintracht Frankfurt
802,Danny Blum,de GER,FW,27.0,0.6,0,1.0,1.0,100.0,1.76,1.76,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
803,Timothy Chandler,us USA,"DF,MF",28.0,0.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
804,Branimir Hrgota,se SWE,FW,25.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
805,Francesco Caputo,it ITA,FW,30.0,39.0,16,90.0,36.0,40.0,2.37,0.95,0.14,0.36,13.9,0.0,3,6,17.7,13.2,0.15,-1.7,-0.2,Matches,Empoli
806,Giovanni Di Lorenzo,it ITA,DF,24.0,38.0,5,22.0,8.0,36.4,0.59,0.22,0.23,0.63,12.0,0.0,0,0,3.3,2.8,0.13,1.7,2.2,Matches,Empoli
807,Matías Silvestre,ar ARG,DF,33.0,35.0,2,10.0,5.0,50.0,0.29,0.15,0.2,0.4,8.6,0.0,0,0,0.8,0.8,0.08,1.2,1.2,Matches,Empoli
808,Ismaël Bennacer,dz ALG,MF,20.0,33.5,0,19.0,5.0,26.3,0.58,0.15,0.0,0.0,26.0,4.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches,Empoli
809,Rade Krunić,ba BIH,MF,24.0,31.6,5,54.0,15.0,27.8,1.75,0.49,0.09,0.33,17.3,0.0,0,0,4.4,4.4,0.08,0.6,0.6,Matches,Empoli
810,Freddie Veseli,al ALB,DF,25.0,28.2,0,5.0,0.0,0.0,0.18,0.0,0.0,,18.6,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Empoli
811,Hamed Junior Traorè,ci CIV,MF,18.0,25.5,2,44.0,12.0,27.3,1.75,0.48,0.05,0.17,20.9,0.0,0,0,3.3,3.3,0.07,-1.3,-1.3,Matches,Empoli
812,Domenico Maietta,it ITA,DF,35.0,20.0,0,7.0,2.0,28.6,0.37,0.11,0.0,0.0,27.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Empoli
813,Afriyie Acquah,gh GHA,MF,26.0,16.8,2,23.0,7.0,30.4,1.37,0.42,0.09,0.29,20.8,0.0,0,0,1.6,1.6,0.07,0.4,0.4,Matches,Empoli
814,Ivan Provedel,it ITA,GK,24.0,16.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
815,Manuel Pasqual,it ITA,"DF,MF",36.0,15.9,1,7.0,0.0,0.0,0.47,0.0,0.0,,24.6,2.0,1,1,1.1,0.3,0.05,-0.1,-0.3,Matches,Empoli
816,Bartłomiej Drągowski,pl POL,GK,20.0,14.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
817,Miha Zajc,si SVN,"FW,MF",24.0,14.0,3,53.0,13.0,24.5,4.09,1.0,0.06,0.23,17.7,4.0,0,0,4.5,4.5,0.08,-1.5,-1.5,Matches,Empoli
818,Diego Farias,br BRA,FW,28.0,13.3,4,34.0,15.0,44.1,2.56,1.13,0.12,0.27,15.3,0.0,0,0,4.5,4.5,0.13,-0.5,-0.5,Matches,Empoli
819,Antonino La Gumina,it ITA,FW,22.0,13.1,2,30.0,9.0,30.0,2.48,0.74,0.07,0.22,10.6,0.0,0,0,5.4,5.4,0.19,-3.4,-3.4,Matches,Empoli
820,Jacob Rasmussen,dk DEN,"DF,MF",21.0,11.9,0,4.0,0.0,0.0,0.35,0.0,0.0,,9.5,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Empoli
821,Cristian Dell'Orco,it ITA,DF,24.0,11.5,1,4.0,1.0,25.0,0.35,0.09,0.25,1.0,9.0,0.0,0,0,1.0,1.0,0.25,0.0,0.0,Matches,Empoli
822,Pietro Terracciano,it ITA,GK,28.0,9.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
823,Leonardo Capezzi,it ITA,MF,23.0,8.9,0,13.0,1.0,7.7,1.52,0.12,0.0,0.0,26.2,2.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Empoli
824,Luca Antonelli,it ITA,"DF,MF",31.0,8.4,0,7.0,2.0,28.6,0.83,0.24,0.0,0.0,13.1,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches,Empoli
825,Marko Pajač,hr CRO,DF,25.0,8.2,2,9.0,4.0,44.4,1.1,0.49,0.22,0.5,23.7,2.0,0,0,0.3,0.3,0.04,1.7,1.7,Matches,Empoli
826,Dimitris Nikolaou,gr GRE,DF,19.0,3.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
827,Salih Uçan,tr TUR,"MF,DF",24.0,2.9,1,11.0,4.0,36.4,3.82,1.39,0.09,0.25,17.9,2.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches,Empoli
828,Matteo Brighi,it ITA,MF,37.0,2.6,1,1.0,1.0,100.0,0.39,0.39,1.0,1.0,6.0,0.0,0,0,0.6,0.6,0.63,0.4,0.4,Matches,Empoli
829,Levan Mchedlidze,ge GEO,"FW,DF",28.0,2.5,0,4.0,1.0,25.0,1.73,0.43,0.0,0.0,17.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Empoli
830,Samuel Mráz,sk SVK,FW,21.0,1.9,1,2.0,1.0,50.0,1.06,0.53,0.5,1.0,9.5,0.0,0,0,0.5,0.5,0.24,0.5,0.5,Matches,Empoli
831,Dimitri Oberlin,ch SUI,FW,20.0,1.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
832,Joel Untersee,ch SUI,DF,24.0,1.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Empoli
833,Alejandro Rodríguez,es ESP,FW,27.0,0.3,0,1.0,0.0,0.0,3.6,0.0,0.0,,9.0,0.0,0,0,0.4,0.4,0.45,-0.4,-0.4,Matches,Empoli
834,Marc Roca,es ESP,MF,21.0,38.8,1,29.0,10.0,34.5,0.75,0.26,0.03,0.1,26.1,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,espanyol
835,Borja Iglesias,es ESP,FW,25.0,38.8,20,100.0,41.0,41.0,2.58,1.06,0.16,0.39,14.3,0.0,4,4,16.6,14.3,0.17,0.4,-0.3,Matches,espanyol
836,Diego López,es ESP,GK,36.0,38.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,espanyol
837,Sergi Darder,es ESP,MF,24.0,34.6,6,68.0,19.0,27.9,1.96,0.55,0.09,0.32,22.6,1.0,0,0,3.5,3.5,0.06,1.5,1.5,Matches,espanyol
838,Mario Hermoso,es ESP,DF,23.0,34.5,3,32.0,11.0,34.4,0.93,0.32,0.09,0.27,24.5,7.0,0,0,1.8,1.8,0.07,1.2,1.2,Matches,espanyol
839,Dídac Vilà,es ESP,DF,29.0,27.6,0,26.0,7.0,26.9,0.94,0.25,0.0,0.0,15.3,0.0,0,0,2.5,2.5,0.1,-2.5,-2.5,Matches,espanyol
840,Óscar Melendo,es ESP,"MF,FW",20.0,26.0,0,9.0,6.0,66.7,0.35,0.23,0.0,0.0,19.3,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,espanyol
841,Roberto Rosales,ve VEN,DF,29.0,24.8,3,23.0,9.0,39.1,0.93,0.36,0.13,0.33,23.9,2.0,0,0,0.7,0.7,0.04,2.3,2.3,Matches,espanyol
842,Javi López,es ESP,DF,32.0,24.0,0,7.0,1.0,14.3,0.29,0.04,0.0,0.0,19.6,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,espanyol
843,Esteban Granero,es ESP,MF,31.0,23.7,3,30.0,8.0,26.7,1.27,0.34,0.1,0.38,23.2,13.0,0,0,2.0,2.0,0.07,1.0,1.0,Matches,espanyol
844,David López,es ESP,DF,28.0,23.1,0,14.0,2.0,14.3,0.61,0.09,0.0,0.0,16.1,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,espanyol
845,Léo Baptistão,br BRA,"FW,MF",25.0,17.3,3,53.0,22.0,41.5,3.07,1.27,0.04,0.09,18.2,0.0,1,1,4.7,4.0,0.1,-2.7,-3.0,Matches,espanyol
846,Sergio García,es ESP,"FW,MF",35.0,17.2,2,36.0,10.0,27.8,2.09,0.58,0.06,0.2,15.1,1.0,0,0,4.1,4.1,0.12,-2.1,-2.1,Matches,espanyol
847,Naldo,br BRA,DF,29.0,16.8,1,7.0,2.0,28.6,0.42,0.12,0.14,0.5,7.2,0.0,0,0,0.6,0.6,0.1,0.4,0.4,Matches,espanyol
848,Víctor Sánchez,es ESP,MF,30.0,16.4,0,14.0,2.0,14.3,0.85,0.12,0.0,0.0,20.9,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,espanyol
849,Pablo Piatti,ar ARG,"FW,MF",29.0,13.8,2,27.0,10.0,37.0,1.95,0.72,0.04,0.1,17.4,1.0,1,1,1.4,1.4,0.09,-0.4,-0.4,Matches,espanyol
850,Pedrosa,es ESP,DF,20.0,12.0,1,10.0,1.0,10.0,0.83,0.08,0.1,1.0,22.5,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Matches,espanyol
851,Wu Lei,cn CHN,"FW,MF",26.0,11.8,3,29.0,8.0,27.6,2.46,0.68,0.1,0.38,13.0,0.0,0,0,4.1,4.1,0.14,-1.1,-1.1,Matches,espanyol
852,Hernán Pérez,py PAR,"FW,MF",29.0,9.9,2,16.0,7.0,43.8,1.61,0.71,0.13,0.29,14.9,0.0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches,espanyol
853,Óscar Duarte,cr CRC,"DF,MF",29.0,9.3,0,7.0,2.0,28.6,0.75,0.21,0.0,0.0,21.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,espanyol
854,Lluis López,es ESP,DF,21.0,8.6,0,1.0,1.0,100.0,0.12,0.12,0.0,0.0,4.2,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,espanyol
855,Javi Puado,es ESP,"FW,MF",20.0,6.7,1,14.0,4.0,28.6,2.08,0.59,0.07,0.25,15.2,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,espanyol
856,Roberto,es ESP,GK,32.0,6.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,espanyol
857,Alejandro López,es ESP,MF,21.0,4.3,1,5.0,1.0,20.0,1.16,0.23,0.2,1.0,31.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,espanyol
858,Facundo Ferreyra,ar ARG,"FW,MF",27.0,2.3,1,3.0,1.0,33.3,1.28,0.43,0.33,1.0,15.2,0.0,0,0,0.3,0.3,0.1,0.7,0.7,Matches,espanyol
859,Alfa Semedo,gw GNB,MF,20.0,0.5,0,1.0,0.0,0.0,2.0,0.0,0.0,,18.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,espanyol
860,Jordan Pickford,eng ENG,GK,24.0,40.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
861,Gylfi Sigurðsson,is ISL,MF,28.0,37.2,14,89.0,33.0,37.1,2.39,0.89,0.13,0.36,19.4,7.0,2,5,10.9,6.9,0.09,2.1,4.1,Matches,Everton
862,Michael Keane,eng ENG,DF,25.0,35.3,1,29.0,9.0,31.0,0.82,0.25,0.03,0.11,9.4,0.0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches,Everton
863,Lucas Digne,fr FRA,DF,25.0,34.9,4,35.0,10.0,28.6,1.0,0.29,0.11,0.4,24.9,11.0,0,0,1.1,1.1,0.03,2.9,2.9,Matches,Everton
864,Idrissa Gana Gueye,sn SEN,MF,28.0,33.4,0,21.0,3.0,14.3,0.63,0.09,0.0,0.0,23.9,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Everton
865,Kurt Zouma,fr FRA,DF,23.0,32.9,2,18.0,5.0,27.8,0.55,0.15,0.11,0.4,12.2,0.0,0,0,1.3,1.3,0.08,0.7,0.7,Matches,Everton
866,Richarlison,br BRA,"FW,MF",21.0,31.4,14,90.0,28.0,31.1,2.87,0.89,0.16,0.5,13.9,1.0,0,0,9.0,9.0,0.1,4.0,4.0,Matches,Everton
867,Séamus Coleman,ie IRL,DF,29.0,29.4,2,13.0,5.0,38.5,0.44,0.17,0.15,0.4,18.1,0.0,0,0,1.2,1.2,0.09,0.8,0.8,Matches,Everton
868,Bernard,br BRA,"FW,MF",25.0,25.8,2,28.0,7.0,25.0,1.08,0.27,0.07,0.29,16.1,0.0,0,0,2.6,2.6,0.11,-1.6,-1.6,Matches,Everton
869,Theo Walcott,eng ENG,"FW,MF",29.0,24.4,6,44.0,22.0,50.0,1.8,0.9,0.14,0.27,15.0,0.0,0,0,5.7,5.7,0.13,-0.7,-0.7,Matches,Everton
870,André Gomes,pt POR,MF,25.0,23.5,1,24.0,5.0,20.8,1.02,0.21,0.04,0.2,19.5,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,Everton
871,Dominic Calvert-Lewin,eng ENG,FW,21.0,22.0,8,61.0,21.0,34.4,2.77,0.95,0.13,0.38,12.6,0.0,0,0,5.2,5.1,0.09,0.8,0.9,Matches,Everton
872,Cenk Tosun,tr TUR,FW,27.0,14.1,4,39.0,18.0,46.2,2.77,1.28,0.1,0.22,14.3,0.0,0,0,3.9,3.9,0.11,-0.9,-0.9,Matches,Everton
873,Tom Davies,eng ENG,MF,20.0,13.7,0,8.0,3.0,37.5,0.58,0.22,0.0,0.0,19.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Everton
874,Jonjoe Kenny,eng ENG,DF,21.0,12.1,0,4.0,0.0,0.0,0.33,0.0,0.0,,24.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Everton
875,Yerry Mina,co COL,DF,23.0,11.4,1,4.0,1.0,25.0,0.35,0.09,0.25,1.0,9.0,0.0,0,0,0.4,0.4,0.1,0.6,0.6,Matches,Everton
876,Morgan Schneiderlin,fr FRA,MF,28.0,10.2,0,3.0,0.0,0.0,0.29,0.0,0.0,,16.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Everton
877,Ademola Lookman,eng ENG,"FW,MF",20.0,9.4,1,19.0,5.0,26.3,2.02,0.53,0.05,0.2,17.7,0.0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches,Everton
878,Leighton Baines,eng ENG,DF,33.0,6.5,0,2.0,1.0,50.0,0.31,0.15,0.0,0.0,26.9,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Everton
879,Mason Holgate,eng ENG,DF,21.0,5.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
880,Phil Jagielka,eng ENG,"DF,MF",35.0,3.7,1,1.0,1.0,100.0,0.27,0.27,1.0,1.0,4.0,0.0,0,0,0.4,0.4,0.38,0.6,0.6,Matches,Everton
881,Maarten Stekelenburg,nl NED,GK,35.0,2.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Everton
882,Oumar Niasse,sn SEN,"FW,MF",28.0,2.3,0,5.0,1.0,20.0,2.14,0.43,0.0,0.0,10.3,0.0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches,Everton
883,Kieran Dowell,eng ENG,"FW,MF",20.0,1.5,0,3.0,1.0,33.3,2.0,0.67,0.0,0.0,,,0,0,,,,,,Matches,Everton
884,Sandro Ramírez,es ESP,FW,23.0,0.9,0,1.0,1.0,100.0,1.06,1.06,0.0,0.0,,,0,0,,,,,,Matches,Everton
885,James McCarthy,ie IRL,MF,27.0,0.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
886,Cristiano Biraghi,it ITA,DF,25.0,39.5,1,35.0,7.0,20.0,0.99,0.2,0.03,0.14,24.4,9.0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,Fiorentina
887,Federico Chiesa,it ITA,"FW,MF",20.0,37.6,12,133.0,42.0,31.6,3.95,1.25,0.05,0.14,18.7,0.0,0,0,9.4,9.4,0.07,-3.4,-3.4,Matches,Fiorentina
888,Alban Lafont,fr FRA,GK,19.0,37.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Fiorentina
889,Nikola Milenković,rs SRB,DF,20.0,37.4,3,27.0,13.0,48.1,0.81,0.39,0.11,0.23,15.0,0.0,0,0,2.6,2.6,0.1,0.4,0.4,Matches,Fiorentina
890,Jordan Veretout,fr FRA,MF,25.0,36.7,5,31.0,6.0,19.4,0.95,0.18,0.0,0.0,27.8,3.0,5,6,5.7,1.2,0.04,-0.7,-1.2,Matches,Fiorentina
891,Germán Pezzella,ar ARG,DF,27.0,34.7,2,25.0,5.0,20.0,0.79,0.16,0.08,0.4,10.7,0.0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches,Fiorentina
892,Vitor Hugo,br BRA,DF,27.0,29.7,0,15.0,1.0,6.7,0.55,0.04,0.0,0.0,10.3,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,Fiorentina
893,Marco Benassi,it ITA,MF,23.0,29.2,9,57.0,21.0,36.8,2.25,0.83,0.12,0.33,17.1,0.0,0,0,5.3,5.3,0.09,1.7,1.7,Matches,Fiorentina
894,Gerson,br BRA,"MF,FW",21.0,28.8,3,40.0,8.0,20.0,1.48,0.3,0.08,0.38,18.9,0.0,0,0,2.8,2.8,0.07,0.2,0.2,Matches,Fiorentina
895,Giovanni Simeone,ar ARG,FW,23.0,28.1,8,69.0,28.0,40.6,2.53,1.03,0.09,0.21,12.6,0.0,0,0,10.7,10.7,0.16,-4.7,-4.7,Matches,Fiorentina
896,Edimilson Fernandes,ch SUI,MF,22.0,24.4,2,20.0,5.0,25.0,0.91,0.23,0.1,0.4,21.3,0.0,0,0,1.0,1.0,0.05,1.0,1.0,Matches,Fiorentina
897,Luis Muriel,co COL,FW,27.0,19.5,9,45.0,14.0,31.1,2.81,0.87,0.13,0.43,20.6,3.0,0,0,3.3,3.3,0.07,2.7,2.7,Matches,Fiorentina
898,Kevin Mirallas,be BEL,"FW,MF",30.0,17.0,2,29.0,9.0,31.0,2.01,0.62,0.07,0.22,17.5,0.0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches,Fiorentina
899,Federico Ceccherini,it ITA,DF,26.0,12.9,0,2.0,1.0,50.0,0.18,0.09,0.0,0.0,8.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Fiorentina
900,Vincent Laurini,fr FRA,DF,29.0,11.1,0,2.0,1.0,50.0,0.2,0.1,0.0,0.0,19.3,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,Fiorentina
901,Bryan Dabo,bf BFA,"MF,DF",26.0,10.4,1,9.0,4.0,44.4,0.97,0.43,0.11,0.25,18.4,0.0,0,0,1.0,1.0,0.11,0.0,0.0,Matches,Fiorentina
902,Marko Pjaca,hr CRO,"FW,MF",23.0,8.3,1,19.0,7.0,36.8,2.28,0.84,0.05,0.14,13.8,0.0,0,0,1.8,1.8,0.1,-0.8,-0.8,Matches,Fiorentina
903,Valentin Eysseric,fr FRA,"FW,MF",26.0,4.0,0,4.0,2.0,50.0,1.01,0.5,0.0,0.0,22.7,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Fiorentina
904,Christian Nørgaard,dk DEN,MF,24.0,3.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Fiorentina
905,Dávid Hancko,sk SVK,DF,20.0,3.1,0,2.0,0.0,0.0,0.64,0.0,0.0,,8.2,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,Fiorentina
906,Bartłomiej Drągowski,pl POL,GK,20.0,2.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Fiorentina
907,Pietro Terracciano,it ITA,GK,28.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Fiorentina
908,Dušan Vlahović,rs SRB,"FW,MF",18.0,1.8,0,10.0,1.0,10.0,5.63,0.56,0.0,0.0,11.9,0.0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,Fiorentina
909,Nicky Medja,ch SUI,MF,18.0,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Fiorentina
910,Cyril Théréau,fr FRA,FW,35.0,0.3,0,1.0,0.0,0.0,3.0,0.0,0.0,,12.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Fiorentina
911,Riccardo Sottil,it ITA,"FW,MF",19.0,0.2,0,1.0,0.0,0.0,4.5,0.0,0.0,,12.0,0.0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches,Fiorentina
912,Cristóbal Montiel Rodríguez,es ESP,FW,18.0,0.1,0,1.0,0.0,0.0,15.0,0.0,0.0,,26.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Fiorentina
913,Dominique Heintz,de GER,DF,24.0,36.3,1,11.0,4.0,36.4,0.3,0.11,0.09,0.25,13.8,0.0,0,0,0.9,0.9,0.08,0.1,0.1,Matches,Freiburg
914,Alexander Schwolow,de GER,GK,26.0,35.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Freiburg
915,Christian Günter,de GER,DF,25.0,34.3,0,28.0,8.0,28.6,0.82,0.23,0.0,0.0,23.4,0.0,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches,Freiburg
916,Janik Haberer,de GER,"MF,FW",24.0,26.9,1,29.0,3.0,10.3,1.08,0.11,0.03,0.33,20.7,0.0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,Freiburg
917,Mike Frantz,de GER,"MF,FW",31.0,26.9,3,25.0,13.0,52.0,0.93,0.48,0.12,0.23,16.0,0.0,0,0,1.9,1.9,0.1,0.1,0.1,Matches,Freiburg
