,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches,club
50,Quentin Cornette,fr FRA,"MF,FW",24.0,2.3,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
51,Gaoussou Traoré,fr FRA,MF,18.0,2.2,3.0,2.52,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
52,Guessouma Fofana,fr FRA,MF,25.0,2.1,1.0,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
53,Stanley Segarel,fr FRA,"FW,MF",24.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
54,Seybou Koita,ne NIG,FW,24.0,0.3,,,,,,,,,,,,,,,,,,Matches,amiens
55,Baptiste Santamaria,fr FRA,MF,23.0,38.4,42.0,1.16,32.0,0.0,1.0,4.0,3.0,2.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
56,Ludovic Butelle,fr FRA,GK,35.0,37.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
57,Flavien Tait,fr FRA,"MF,FW",25.0,33.9,161.0,4.85,83.0,33.0,22.0,6.0,15.0,1.0,14.0,0.42,10.0,1.0,0.0,1.0,1.0,0.0,1.0,Matches,angers
58,Vincent Manceau,fr FRA,DF,29.0,33.3,40.0,1.29,32.0,2.0,1.0,0.0,2.0,3.0,3.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,angers
59,Ismaël Traoré,ci CIV,DF,31.0,29.7,14.0,0.48,12.0,0.0,1.0,0.0,1.0,0.0,3.0,0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,angers
60,Mateo Pavlović,ba BIH,DF,28.0,29.6,8.0,0.29,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
61,Jeff Reine-Adélaïde,fr FRA,"FW,MF",20.0,29.3,89.0,3.13,64.0,0.0,8.0,2.0,14.0,1.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
62,Abdoulaye Bamba,ci CIV,DF,28.0,28.6,33.0,1.15,30.0,2.0,0.0,0.0,1.0,0.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
63,Stéphane Bahoken,cm CMR,FW,26.0,28.4,52.0,1.9,37.0,1.0,2.0,4.0,4.0,4.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,angers
64,Cheikh N'Doye,sn SEN,MF,32.0,28.3,41.0,1.58,33.0,0.0,1.0,1.0,6.0,0.0,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
65,Romain Thomas,fr FRA,DF,30.0,27.6,14.0,0.53,9.0,2.0,0.0,1.0,2.0,0.0,2.0,0.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,angers
66,Pierrick Capelle,fr FRA,"MF,DF",31.0,21.9,56.0,2.74,34.0,11.0,3.0,8.0,0.0,0.0,6.0,0.29,2.0,3.0,1.0,0.0,0.0,0.0,0.0,Matches,angers
67,Angelo Fulgini,fr FRA,"MF,FW",21.0,20.5,67.0,3.69,47.0,7.0,3.0,2.0,7.0,0.0,5.0,0.28,2.0,0.0,1.0,0.0,1.0,0.0,1.0,Matches,angers
68,Thomas Mangani,fr FRA,MF,31.0,19.3,47.0,2.65,24.0,18.0,1.0,3.0,1.0,0.0,3.0,0.17,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,angers
69,Vincent Pajot,fr FRA,MF,27.0,7.9,12.0,1.51,7.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
70,Wilfried Kanga,fr FRA,FW,20.0,6.4,15.0,2.74,7.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
71,Théo Pellenard,fr FRA,DF,24.0,5.5,8.0,1.45,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
72,Cristian López,es ESP,FW,29.0,4.9,11.0,2.66,3.0,0.0,1.0,4.0,2.0,1.0,2.0,0.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,angers
73,Farid El Melali,dz ALG,"FW,MF",21.0,3.6,14.0,3.84,9.0,0.0,1.0,0.0,3.0,1.0,2.0,0.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,angers
74,Zacharie Boucher,fr FRA,GK,26.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
75,Yoann Andreu,fr FRA,DF,29.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
76,Kevin Mouanga,fr FRA,MF,18.0,1.3,,,,,,,,,,,,,,,,,,Matches,angers
77,Harrison Manzala,cd COD,"MF,FW",24.0,1.0,1.0,1.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
78,Rayan Aït Nouri,fr FRA,DF,17.0,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
79,Dorian Bertrand,fr FRA,MF,25.0,0.6,,,,,,,,,,,,,,,,,,Matches,angers
80,Elhadji Pape Diaw,sn SEN,DF,23.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
81,Pierre-Emerick Aubameyang,ga GAB,FW,29.0,42.8,86.0,2.12,60.0,0.0,10.0,5.0,8.0,2.0,19.0,0.47,11.0,0.0,3.0,2.0,2.0,0.0,1.0,Matches,Arsenal
82,Granit Xhaka,ch SUI,"MF,DF",25.0,38.2,95.0,2.63,66.0,25.0,1.0,1.0,1.0,1.0,8.0,0.22,2.0,6.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
83,Sokratis Papastathopoulos,gr GRE,DF,30.0,37.5,14.0,0.4,11.0,0.0,2.0,0.0,1.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
84,Shkodran Mustafi,de GER,DF,26.0,37.0,12.0,0.35,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
85,Alexandre Lacazette,fr FRA,FW,27.0,37.0,109.0,3.11,72.0,0.0,19.0,7.0,7.0,3.0,24.0,0.69,15.0,0.0,4.0,1.0,2.0,1.0,1.0,Matches,Arsenal
86,Lucas Torreira,uy URU,MF,22.0,35.9,64.0,1.92,36.0,11.0,3.0,3.0,7.0,4.0,11.0,0.33,6.0,2.0,0.0,1.0,2.0,0.0,0.0,Matches,Arsenal
87,Bernd Leno,de GER,GK,26.0,35.5,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
88,Mattéo Guendouzi,fr FRA,MF,19.0,33.9,75.0,2.4,62.0,2.0,7.0,1.0,1.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
89,Nacho Monreal,es ESP,DF,32.0,32.2,41.0,1.36,34.0,2.0,0.0,3.0,2.0,0.0,10.0,0.33,8.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,Arsenal
90,Alex Iwobi,ng NGA,"FW,MF",22.0,31.6,122.0,4.35,112.0,1.0,5.0,2.0,1.0,1.0,16.0,0.57,15.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Arsenal
91,Sead Kolašinac,ba BIH,DF,25.0,30.9,78.0,2.69,69.0,0.0,5.0,2.0,2.0,0.0,11.0,0.38,10.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Arsenal
92,Henrikh Mkhitaryan,am ARM,"FW,MF",29.0,28.1,95.0,3.69,76.0,9.0,0.0,6.0,0.0,3.0,18.0,0.7,16.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Arsenal
93,Mesut Özil,de GER,"MF,FW",29.0,26.8,107.0,4.04,90.0,14.0,1.0,1.0,1.0,0.0,12.0,0.45,11.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Arsenal
94,Laurent Koscielny,fr FRA,DF,32.0,25.3,7.0,0.29,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Arsenal
95,Aaron Ramsey,wal WAL,"MF,FW",27.0,24.2,63.0,3.14,53.0,0.0,2.0,5.0,2.0,1.0,14.0,0.7,12.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,Arsenal
96,Ainsley Maitland-Niles,eng ENG,DF,20.0,23.6,31.0,1.56,26.0,0.0,3.0,1.0,0.0,1.0,6.0,0.3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Arsenal
97,Petr Čech,cz CZE,GK,36.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
98,Stephan Lichtsteiner,ch SUI,DF,34.0,19.2,14.0,0.86,10.0,1.0,0.0,0.0,2.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
99,Héctor Bellerín,es ESP,DF,23.0,17.0,32.0,1.88,28.0,0.0,2.0,2.0,0.0,0.0,8.0,0.47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
100,Rob Holding,eng ENG,DF,22.0,14.6,6.0,0.44,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Arsenal
101,Mohamed Elneny,eg EGY,MF,26.0,11.3,22.0,2.35,14.0,4.0,0.0,1.0,2.0,1.0,2.0,0.21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Arsenal
102,Danny Welbeck,eng ENG,"FW,MF",27.0,6.7,11.0,2.24,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
103,Carl Jenkinson,eng ENG,DF,26.0,6.5,4.0,0.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
104,Emile Smith-Rowe,eng ENG,MF,18.0,4.4,7.0,2.38,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
105,Joe Willock,eng ENG,MF,18.0,3.9,7.0,2.44,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
106,Eddie Nketiah,eng ENG,"MF,FW",19.0,3.7,10.0,3.64,4.0,0.0,2.0,1.0,2.0,1.0,1.0,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Arsenal
107,Konstantinos Mavropanos,gr GRE,DF,20.0,1.6,2.0,1.22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
108,Bukayo Saka,eng ENG,FW,16.0,1.4,5.0,3.72,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
109,Denis Suárez,es ESP,FW,24.0,1.1,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
110,Julio Pleguezuelo,es ESP,DF,21.0,1.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
111,Emiliano Martínez,ar ARG,GK,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
112,Zechariah Medley,eng ENG,DF,18.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
113,Charlie Gilmour,sco SCO,MF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
114,Remo Freuler,ch SUI,MF,26.0,37.2,98.0,2.92,87.0,1.0,2.0,5.0,2.0,1.0,13.0,0.39,9.0,1.0,0.0,1.0,2.0,0.0,0.0,Matches,Atalanta
115,Papu Gómez,ar ARG,"MF,FW",30.0,37.2,206.0,6.4,119.0,63.0,10.0,5.0,6.0,3.0,22.0,0.68,14.0,6.0,2.0,0.0,0.0,0.0,0.0,Matches,Atalanta
116,Duván Zapata,co COL,FW,27.0,37.0,124.0,3.85,81.0,0.0,22.0,15.0,5.0,1.0,18.0,0.56,10.0,0.0,3.0,5.0,0.0,0.0,0.0,Matches,Atalanta
117,Hans Hateboer,nl NED,"DF,MF",24.0,37.0,75.0,2.27,68.0,1.0,2.0,3.0,0.0,1.0,10.0,0.3,9.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Atalanta
118,Marten de Roon,nl NED,MF,27.0,37.0,74.0,2.24,67.0,0.0,1.0,2.0,1.0,3.0,9.0,0.27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
119,José Luis Palomino,ar ARG,DF,28.0,30.1,18.0,0.72,14.0,1.0,0.0,0.0,0.0,3.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
120,Josip Iličić,si SVN,"FW,MF",30.0,28.1,159.0,6.67,109.0,7.0,25.0,6.0,10.0,1.0,24.0,1.01,17.0,2.0,3.0,1.0,0.0,0.0,1.0,Matches,Atalanta
121,Timothy Castagne,be BEL,"DF,MF",22.0,27.2,47.0,2.11,40.0,2.0,3.0,1.0,1.0,0.0,6.0,0.27,5.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Atalanta
122,Gianluca Mancini,it ITA,DF,22.0,26.0,22.0,0.88,16.0,0.0,0.0,4.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
123,Berat Djimsiti,al ALB,DF,25.0,24.1,9.0,0.45,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Atalanta
124,Pierluigi Gollini,it ITA,GK,23.0,23.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
125,Robin Gosens,de GER,"DF,MF",24.0,22.6,49.0,2.27,35.0,5.0,5.0,3.0,0.0,1.0,5.0,0.23,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Atalanta
126,Andrea Masiello,it ITA,DF,32.0,22.4,18.0,0.88,17.0,0.0,0.0,0.0,1.0,0.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Atalanta
127,Rafael Tolói,it ITA,DF,27.0,22.4,33.0,1.7,25.0,0.0,2.0,5.0,0.0,1.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
128,Mario Pašalić,hr CRO,"MF,FW",23.0,20.1,45.0,2.5,39.0,0.0,1.0,3.0,1.0,1.0,6.0,0.33,5.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Atalanta
129,Etrit Berisha,al ALB,GK,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
130,Musa Barrow,gm GAM,"FW,MF",19.0,6.8,29.0,4.34,20.0,2.0,4.0,2.0,0.0,1.0,3.0,0.45,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Atalanta
131,Emiliano Rigoni,ar ARG,"FW,MF",25.0,5.8,21.0,3.62,12.0,3.0,1.0,3.0,0.0,2.0,3.0,0.52,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Atalanta
132,Matteo Pessina,it ITA,MF,21.0,3.6,4.0,1.53,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
