,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
15,John Guidetti,se SWE,FW,25.0,14.9,227.0,345.0,65.8,3416.0,977.0,140.0,196.0,71.4,63.0,99.0,63.6,19.0,35.0,54.3,2,2.0,1.0,13.0,25.0,7.0,1.0,28.0,Matches,alaves
16,Álvaro Medrán,es ESP,"MF,FW",23.0,14.0,356.0,468.0,76.1,7100.0,2215.0,145.0,178.0,81.5,149.0,176.0,84.7,58.0,100.0,58.0,2,1.2,-1.2,11.0,33.0,5.0,1.0,42.0,Matches,alaves
17,Burgui,es ESP,"FW,MF",23.0,12.8,264.0,354.0,74.6,4623.0,1578.0,127.0,154.0,82.5,107.0,143.0,74.8,27.0,41.0,65.9,2,1.7,-1.7,17.0,28.0,15.0,1.0,47.0,Matches,alaves
18,Carlos Vigaray,es ESP,"DF,MF",22.0,11.0,211.0,329.0,64.1,3584.0,1523.0,102.0,129.0,79.1,82.0,119.0,68.9,23.0,67.0,34.3,0,0.1,-0.1,2.0,14.0,3.0,0.0,18.0,Matches,alaves
19,Adrián Diéguez,es ESP,DF,21.0,9.7,130.0,172.0,75.6,2693.0,1337.0,53.0,61.0,86.9,54.0,69.0,78.3,22.0,39.0,56.4,0,0.0,0.0,0.0,12.0,4.0,1.0,13.0,Matches,alaves
20,Antonio Sivera,es ESP,GK,20.0,7.0,7.0,12.0,58.3,343.0,269.0,1.0,1.0,100.0,1.0,1.0,100.0,5.0,10.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,alaves
21,Bojan Krkić,es ESP,"FW,MF",26.0,6.6,109.0,138.0,79.0,1980.0,402.0,54.0,62.0,87.1,38.0,48.0,79.2,16.0,24.0,66.7,0,0.1,-0.1,2.0,9.0,2.0,1.0,5.0,Matches,alaves
22,Hernán Pérez,py PAR,"MF,FW",28.0,5.5,96.0,147.0,65.3,1680.0,543.0,53.0,71.0,74.6,31.0,45.0,68.9,11.0,23.0,47.8,0,0.6,-0.6,5.0,5.0,11.0,5.0,10.0,Matches,alaves
23,Christian Santos,ve VEN,FW,29.0,5.5,90.0,141.0,63.8,1121.0,128.0,57.0,82.0,69.5,22.0,43.0,51.2,4.0,6.0,66.7,0,0.2,-0.2,3.0,4.0,1.0,1.0,1.0,Matches,alaves
24,Ermedin Demirović,ba BIH,FW,19.0,4.1,20.0,31.0,64.5,260.0,33.0,14.0,20.0,70.0,4.0,7.0,57.1,1.0,2.0,50.0,1,0.1,0.9,1.0,1.0,0.0,0.0,1.0,Matches,alaves
25,Óscar Romero,py PAR,"MF,FW",25.0,2.8,41.0,72.0,56.9,944.0,362.0,17.0,24.0,70.8,12.0,24.0,50.0,11.0,21.0,52.4,0,0.1,-0.1,5.0,4.0,1.0,0.0,5.0,Matches,alaves
26,Víctor López,es ESP,"MF,FW",20.0,2.7,10.0,18.0,55.6,261.0,138.0,3.0,5.0,60.0,3.0,5.0,60.0,4.0,6.0,66.7,1,0.3,0.7,3.0,0.0,2.0,1.0,1.0,Matches,alaves
27,Enzo Fernández,es ESP,MF,22.0,1.7,17.0,30.0,56.7,236.0,52.0,10.0,16.0,62.5,6.0,9.0,66.7,0.0,3.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Matches,alaves
28,Aleksandar Katai,rs SRB,"FW,MF",26.0,0.8,9.0,11.0,81.8,139.0,70.0,5.0,6.0,83.3,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Matches,alaves
29,Héctor Hernández,es ESP,MF,26.0,0.2,11.0,13.0,84.6,220.0,63.0,4.0,5.0,80.0,5.0,5.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,alaves
30,Héctor Bellerín,es ESP,"DF,MF",22.0,46.2,1758.0,2121.0,82.9,28267.0,8737.0,893.0,1010.0,88.4,739.0,854.0,86.5,102.0,170.0,60.0,5,3.6,-0.6,36.0,87.0,51.0,11.0,141.0,Matches,Arsenal
31,Granit Xhaka,ch SUI,MF,24.0,46.0,2673.0,3130.0,85.4,55537.0,14756.0,915.0,1014.0,90.2,1241.0,1382.0,89.8,475.0,662.0,71.8,8,3.9,3.1,42.0,374.0,48.0,1.0,311.0,Matches,Arsenal
32,Petr Čech,cz CZE,GK,35.0,38.1,564.0,808.0,69.8,17881.0,10672.0,48.0,53.0,90.6,284.0,289.0,98.3,232.0,465.0,49.9,0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,Matches,Arsenal
33,Shkodran Mustafi,de GER,DF,25.0,36.3,1476.0,1752.0,84.2,32740.0,10946.0,317.0,365.0,86.8,888.0,978.0,90.8,261.0,388.0,67.3,1,0.5,0.5,5.0,118.0,7.0,2.0,71.0,Matches,Arsenal
34,Nacho Monreal,es ESP,DF,31.0,34.3,1556.0,1774.0,87.7,28452.0,10172.0,623.0,691.0,90.2,733.0,802.0,91.4,171.0,227.0,75.3,2,1.3,0.7,12.0,154.0,11.0,4.0,114.0,Matches,Arsenal
35,Mesut Özil,de GER,"MF,FW",28.0,32.8,1597.0,1914.0,83.4,27878.0,8390.0,772.0,848.0,91.0,602.0,701.0,85.9,185.0,270.0,68.5,12,7.0,1.0,80.0,177.0,80.0,6.0,229.0,Matches,Arsenal
36,Laurent Koscielny,fr FRA,DF,31.0,31.0,1504.0,1711.0,87.9,34234.0,11908.0,390.0,437.0,89.2,769.0,840.0,91.5,337.0,414.0,81.4,0,0.4,-0.4,7.0,150.0,3.0,1.0,106.0,Matches,Arsenal
37,Alexandre Lacazette,fr FRA,FW,26.0,30.5,531.0,704.0,75.4,7340.0,1348.0,317.0,390.0,81.3,151.0,206.0,73.3,30.0,47.0,63.8,4,3.3,0.7,34.0,16.0,34.0,6.0,41.0,Matches,Arsenal
38,Jack Wilshere,eng ENG,MF,25.0,29.6,694.0,803.0,86.4,11579.0,2812.0,325.0,358.0,90.8,279.0,306.0,91.2,65.0,105.0,61.9,5,2.3,0.7,15.0,63.0,22.0,0.0,81.0,Matches,Arsenal
39,Alex Iwobi,ng NGA,"FW,MF",21.0,29.2,987.0,1152.0,85.7,16495.0,4520.0,480.0,522.0,92.0,387.0,456.0,84.9,93.0,121.0,76.9,6,3.6,1.4,37.0,91.0,34.0,2.0,119.0,Matches,Arsenal
40,Sead Kolašinac,ba BIH,"DF,MF",24.0,29.1,1152.0,1452.0,79.3,18804.0,6890.0,553.0,654.0,84.6,497.0,594.0,83.7,75.0,134.0,56.0,4,2.4,1.6,19.0,79.0,20.0,7.0,112.0,Matches,Arsenal
41,Aaron Ramsey,wal WAL,MF,26.0,27.4,1034.0,1246.0,83.0,18239.0,4405.0,446.0,508.0,87.8,457.0,522.0,87.5,105.0,156.0,67.3,9,4.7,3.3,29.0,108.0,37.0,2.0,111.0,Matches,Arsenal
42,Mohamed Elneny,eg EGY,MF,25.0,26.0,766.0,829.0,92.4,13677.0,3103.0,327.0,347.0,94.2,348.0,370.0,94.1,78.0,92.0,84.8,4,0.7,0.3,10.0,85.0,6.0,0.0,58.0,Matches,Arsenal
43,Danny Welbeck,eng ENG,"FW,MF",26.0,26.0,319.0,395.0,80.8,4363.0,613.0,182.0,217.0,83.9,108.0,129.0,83.7,9.0,15.0,60.0,3,1.1,0.9,13.0,14.0,9.0,0.0,19.0,Matches,Arsenal
44,Rob Holding,eng ENG,DF,21.0,22.4,498.0,594.0,83.8,10637.0,3345.0,142.0,170.0,83.5,262.0,289.0,90.7,89.0,124.0,71.8,0,0.0,0.0,2.0,38.0,1.0,0.0,29.0,Matches,Arsenal
45,Ainsley Maitland-Niles,eng ENG,"DF,MF",19.0,21.7,501.0,600.0,83.5,8376.0,2765.0,253.0,280.0,90.4,187.0,219.0,85.4,52.0,76.0,68.4,0,0.7,-0.7,6.0,31.0,17.0,3.0,39.0,Matches,Arsenal
46,David Ospina,co COL,GK,28.0,20.2,79.0,100.0,79.0,2371.0,1416.0,8.0,8.0,100.0,45.0,45.0,100.0,26.0,47.0,55.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
47,Calum Chambers,eng ENG,DF,22.0,19.5,515.0,629.0,81.9,10541.0,3232.0,169.0,194.0,87.1,261.0,306.0,85.3,80.0,114.0,70.2,0,0.1,-0.1,2.0,35.0,4.0,1.0,34.0,Matches,Arsenal
48,Alexis Sánchez,cl CHI,"FW,MF",28.0,19.0,639.0,912.0,70.1,12030.0,3748.0,297.0,368.0,80.7,224.0,316.0,70.9,102.0,176.0,58.0,4,5.3,-2.3,49.0,51.0,81.0,13.0,133.0,Matches,Arsenal
49,Olivier Giroud,fr FRA,FW,30.0,14.1,95.0,134.0,70.9,1070.0,140.0,62.0,84.0,73.8,18.0,28.0,64.3,2.0,3.0,66.7,3,0.9,-0.9,8.0,3.0,4.0,0.0,6.0,Matches,Arsenal
50,Henrikh Mkhitaryan,am ARM,"FW,MF",28.0,13.4,354.0,477.0,74.2,5517.0,1358.0,204.0,250.0,81.6,113.0,141.0,80.1,26.0,63.0,41.3,5,2.3,1.7,15.0,22.0,16.0,3.0,38.0,Matches,Arsenal
51,Pierre-Emerick Aubameyang,ga GAB,FW,28.0,12.7,219.0,319.0,68.7,2890.0,505.0,139.0,173.0,80.3,61.0,90.0,67.8,8.0,28.0,28.6,4,1.1,2.9,13.0,8.0,5.0,2.0,11.0,Matches,Arsenal
52,Theo Walcott,eng ENG,"MF,FW",28.0,10.2,12.0,22.0,54.5,162.0,5.0,7.0,13.0,53.8,5.0,8.0,62.5,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
53,Per Mertesacker,de GER,DF,32.0,9.4,222.0,242.0,91.7,4846.0,1574.0,59.0,66.0,89.4,118.0,125.0,94.4,43.0,47.0,91.5,1,0.0,0.0,0.0,7.0,0.0,0.0,5.0,Matches,Arsenal
54,Reiss Nelson,eng ENG,"MF,FW",17.0,8.5,75.0,82.0,91.5,1102.0,287.0,47.0,48.0,97.9,23.0,25.0,92.0,3.0,5.0,60.0,0,0.0,0.0,1.0,3.0,4.0,0.0,5.0,Matches,Arsenal
55,Francis Coquelin,fr FRA,"MF,DF",26.0,8.2,79.0,93.0,84.9,1374.0,402.0,42.0,47.0,89.4,25.0,27.0,92.6,10.0,15.0,66.7,1,0.2,-0.2,1.0,10.0,2.0,0.0,8.0,Matches,Arsenal
56,Mathieu Debuchy,fr FRA,DF,32.0,7.2,,,,,,,,,,,,,,,1,,,,,,,,Matches,Arsenal
57,Joe Willock,eng ENG,MF,17.0,5.7,28.0,33.0,84.8,521.0,102.0,12.0,14.0,85.7,13.0,14.0,92.9,3.0,5.0,60.0,0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Matches,Arsenal
58,Alex Oxlade-Chamberlain,eng ENG,"MF,DF",23.0,4.0,116.0,151.0,76.8,2507.0,811.0,37.0,44.0,84.1,55.0,62.0,88.7,23.0,39.0,59.0,0,0.4,-0.4,6.0,8.0,9.0,3.0,16.0,Matches,Arsenal
59,Matt Macey,eng ENG,GK,22.0,2.3,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
60,Konstantinos Mavropanos,gr GRE,"DF,MF",19.0,2.2,84.0,97.0,86.6,1717.0,529.0,30.0,34.0,88.2,41.0,43.0,95.3,12.0,17.0,70.6,0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,Matches,Arsenal
61,Eddie Nketiah,eng ENG,"FW,MF",18.0,1.5,7.0,8.0,87.5,94.0,8.0,5.0,6.0,83.3,2.0,2.0,100.0,0.0,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
62,Josh Dasilva,eng ENG,MF,18.0,0.7,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
63,Chuba Akpom,eng ENG,FW,21.0,0.6,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
64,Marcus McGuane,eng ENG,MF,18.0,0.1,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
65,Ben Sheaf,eng ENG,MF,19.0,0.1,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
66,Remo Freuler,ch SUI,MF,25.0,33.4,1900.0,2200.0,86.4,34990.0,8591.0,723.0,811.0,89.1,920.0,1030.0,89.3,210.0,285.0,73.7,2,2.5,-0.5,45.0,206.0,38.0,4.0,189.0,Matches,Atalanta
67,Bryan Cristante,it ITA,"MF,FW",22.0,31.4,1223.0,1584.0,77.2,21799.0,6731.0,517.0,640.0,80.8,562.0,682.0,82.4,123.0,207.0,59.4,2,4.3,-2.3,40.0,169.0,44.0,2.0,175.0,Matches,Atalanta
68,Etrit Berisha,al ALB,GK,28.0,31.0,543.0,801.0,67.8,19253.0,12822.0,56.0,57.0,98.2,205.0,208.0,98.6,281.0,534.0,52.6,0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,Matches,Atalanta
69,Papu Gómez,ar ARG,"FW,MF",29.0,30.6,1108.0,1512.0,73.3,20271.0,5885.0,477.0,557.0,85.6,447.0,574.0,77.9,148.0,312.0,47.4,8,10.0,-2.0,101.0,81.0,89.0,21.0,157.0,Matches,Atalanta
70,Andrea Masiello,it ITA,DF,31.0,30.1,1624.0,1924.0,84.4,36451.0,13101.0,500.0,544.0,91.9,781.0,873.0,89.5,335.0,479.0,69.9,0,0.3,-0.3,10.0,128.0,9.0,0.0,120.0,Matches,Atalanta
71,Marten de Roon,nl NED,MF,26.0,28.6,1426.0,1685.0,84.6,29208.0,7826.0,442.0,525.0,84.2,749.0,829.0,90.3,218.0,291.0,74.9,3,2.0,1.0,21.0,174.0,23.0,3.0,163.0,Matches,Atalanta
72,Rafael Tolói,it ITA,DF,26.0,27.2,1352.0,1672.0,80.9,30104.0,11513.0,364.0,426.0,85.4,711.0,816.0,87.1,273.0,405.0,67.4,2,1.3,0.7,13.0,143.0,15.0,3.0,127.0,Matches,Atalanta
73,Hans Hateboer,nl NED,"DF,MF",23.0,26.6,1111.0,1401.0,79.3,18369.0,6841.0,557.0,646.0,86.2,478.0,579.0,82.6,68.0,126.0,54.0,1,1.7,-0.7,16.0,75.0,34.0,12.0,146.0,Matches,Atalanta
74,Mattia Caldara,it ITA,DF,23.0,24.0,870.0,1011.0,86.1,21097.0,4478.0,166.0,201.0,82.6,433.0,483.0,89.6,258.0,303.0,85.1,1,0.1,0.9,2.0,27.0,0.0,0.0,25.0,Matches,Atalanta
75,José Luis Palomino,ar ARG,DF,27.0,22.0,949.0,1128.0,84.1,20236.0,6487.0,260.0,295.0,88.1,528.0,596.0,88.6,158.0,220.0,71.8,0,0.5,-0.5,2.0,55.0,5.0,4.0,60.0,Matches,Atalanta
76,Andrea Petagna,it ITA,FW,22.0,18.0,385.0,524.0,73.5,6974.0,1042.0,186.0,241.0,77.2,145.0,192.0,75.5,47.0,64.0,73.4,5,4.3,0.7,30.0,19.0,31.0,5.0,38.0,Matches,Atalanta
77,Josip Iličić,si SVN,"FW,MF",29.0,22.2,911.0,1188.0,76.7,16914.0,4650.0,409.0,487.0,84.0,335.0,407.0,82.3,139.0,233.0,59.7,6,6.2,-0.2,62.0,63.0,69.0,10.0,129.0,Matches,Atalanta
78,Leonardo Spinazzola,it ITA,DF,24.0,16.7,746.0,972.0,76.7,13636.0,4568.0,341.0,386.0,88.3,301.0,372.0,80.9,92.0,178.0,51.7,3,2.5,0.5,18.0,45.0,39.0,14.0,90.0,Matches,Atalanta
79,Timothy Castagne,be BEL,"DF,MF",21.0,16.7,776.0,963.0,80.6,12809.0,4527.0,375.0,432.0,86.8,346.0,425.0,81.4,48.0,77.0,62.3,1,2.3,-1.3,18.0,54.0,21.0,7.0,86.0,Matches,Atalanta
80,Robin Gosens,de GER,"DF,MF",23.0,16.1,676.0,862.0,78.4,11492.0,4557.0,328.0,373.0,87.9,305.0,376.0,81.1,41.0,95.0,43.2,2,1.8,0.2,15.0,56.0,20.0,4.0,94.0,Matches,Atalanta
81,Andreas Cornelius,dk DEN,FW,24.0,10.4,213.0,304.0,70.1,3217.0,472.0,129.0,166.0,77.7,65.0,88.0,73.9,15.0,32.0,46.9,1,1.2,-0.2,17.0,10.0,7.0,0.0,14.0,Matches,Atalanta
82,Gianluca Mancini,it ITA,DF,21.0,7.6,278.0,341.0,81.5,6113.0,2022.0,82.0,96.0,85.4,131.0,151.0,86.8,63.0,90.0,70.0,0,0.0,0.0,0.0,21.0,2.0,0.0,29.0,Matches,Atalanta
83,Jasmin Kurtić,si SVN,"MF,FW",28.0,7.4,248.0,322.0,77.0,4048.0,916.0,132.0,159.0,83.0,84.0,113.0,74.3,24.0,33.0,72.7,0,0.6,-0.6,6.0,18.0,5.0,0.0,21.0,Matches,Atalanta
84,Pierluigi Gollini,it ITA,GK,22.0,6.9,159.0,185.0,85.9,4879.0,2874.0,18.0,18.0,100.0,74.0,75.0,98.7,65.0,90.0,72.2,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Atalanta
85,Musa Barrow,gm GAM,"FW,MF",18.0,4.9,97.0,126.0,77.0,1658.0,343.0,52.0,65.0,80.0,34.0,41.0,82.9,10.0,17.0,58.8,1,1.1,-0.1,10.0,8.0,5.0,1.0,14.0,Matches,Atalanta
86,Nicolas Haas,ch SUI,MF,21.0,1.9,77.0,91.0,84.6,1412.0,455.0,31.0,34.0,91.2,33.0,37.0,89.2,12.0,19.0,63.2,0,0.1,-0.1,1.0,7.0,4.0,1.0,9.0,Matches,Atalanta
87,Riccardo Orsolini,it ITA,"FW,MF",20.0,1.4,38.0,52.0,73.1,667.0,136.0,16.0,21.0,76.2,17.0,20.0,85.0,5.0,9.0,55.6,0,0.5,-0.5,4.0,1.0,2.0,1.0,2.0,Matches,Atalanta
88,Alessandro Bastoni,it ITA,DF,18.0,1.0,72.0,84.0,85.7,1302.0,384.0,28.0,34.0,82.4,38.0,41.0,92.7,5.0,6.0,83.3,0,0.1,-0.1,2.0,6.0,0.0,0.0,7.0,Matches,Atalanta
89,Luca Vido,it ITA,"FW,MF",20.0,0.8,28.0,31.0,90.3,550.0,90.0,15.0,18.0,83.3,6.0,6.0,100.0,6.0,6.0,100.0,0,0.1,-0.1,2.0,2.0,2.0,1.0,3.0,Matches,Atalanta
90,Francesco Rossi,it ITA,GK,26.0,0.1,3.0,3.0,100.0,89.0,79.0,0.0,0.0,,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
91,Squad Total,,,25.7,38.0,16813.0,20966.0,80.2,337538.0,111390.0,6204.0,7232.0,85.8,7730.0,9016.0,85.7,2645.0,4112.0,64.3,38,43.5,0.5,435.0,1376.0,464.0,93.0,1700.0,,Atalanta
92,Opponent Total,,,27.1,38.0,12845.0,17077.0,75.2,255126.0,101382.0,5076.0,6009.0,84.5,5553.0,6769.0,82.0,2010.0,3722.0,54.0,29,26.9,2.1,296.0,997.0,243.0,71.0,1257.0,,Atalanta
93,Iñaki Williams,es ESP,"FW,MF",23.0,41.5,555.0,754.0,73.6,8968.0,1849.0,299.0,384.0,77.9,202.0,263.0,76.8,45.0,70.0,64.3,4,4.7,1.3,32.0,27.0,36.0,18.0,34.0,Matches,athletic club
94,Raúl García,es ESP,"MF,FW",31.0,36.6,491.0,879.0,55.9,8392.0,2975.0,249.0,382.0,65.2,189.0,334.0,56.6,45.0,123.0,36.6,2,3.8,-2.8,29.0,79.0,28.0,8.0,86.0,Matches,athletic club
95,Unai Núñez,es ESP,DF,20.0,34.2,1208.0,1501.0,80.5,28467.0,9383.0,262.0,336.0,78.0,646.0,711.0,90.9,291.0,434.0,67.1,0,0.3,-0.3,4.0,109.0,1.0,0.0,109.0,Matches,athletic club
96,Iñigo Lekue,es ESP,"DF,FW",24.0,33.7,862.0,1157.0,74.5,15999.0,5663.0,361.0,429.0,84.1,389.0,492.0,79.1,106.0,207.0,51.2,1,1.7,-0.7,21.0,62.0,38.0,13.0,100.0,Matches,athletic club
97,Aritz Aduriz,es ESP,FW,36.0,33.1,329.0,509.0,64.6,4876.0,1115.0,204.0,289.0,70.6,101.0,160.0,63.1,18.0,38.0,47.4,4,1.1,-0.1,11.0,36.0,10.0,0.0,32.0,Matches,athletic club
98,Markel Susaeta,es ESP,"FW,MF",29.0,32.2,740.0,1003.0,73.8,13880.0,3487.0,312.0,383.0,81.5,320.0,383.0,83.6,99.0,207.0,47.8,4,4.3,-2.3,48.0,52.0,27.0,11.0,65.0,Matches,athletic club
99,Kepa Arrizabalaga,es ESP,GK,22.0,31.0,545.0,862.0,63.2,23152.0,17448.0,30.0,32.0,93.8,174.0,176.0,98.9,341.0,653.0,52.2,0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,Matches,athletic club
100,Mikel San José,es ESP,MF,28.0,30.7,802.0,1034.0,77.6,15508.0,4621.0,316.0,389.0,81.2,369.0,448.0,82.4,114.0,177.0,64.4,1,1.2,-0.2,13.0,101.0,12.0,2.0,102.0,Matches,athletic club
101,Ander Iturraspe,es ESP,MF,28.0,27.2,974.0,1220.0,79.8,20799.0,5679.0,336.0,395.0,85.1,425.0,500.0,85.0,205.0,306.0,67.0,0,2.0,-2.0,26.0,101.0,13.0,3.0,97.0,Matches,athletic club
102,Aymeric Laporte,fr FRA,DF,23.0,26.0,809.0,991.0,81.6,20057.0,7057.0,177.0,206.0,85.9,402.0,454.0,88.5,225.0,321.0,70.1,0,0.5,0.5,7.0,85.0,8.0,2.0,76.0,Matches,athletic club
103,Mikel Balenziaga,es ESP,DF,29.0,22.5,579.0,782.0,74.0,10312.0,3242.0,233.0,281.0,82.9,299.0,376.0,79.5,44.0,99.0,44.4,3,0.9,1.1,8.0,34.0,17.0,13.0,53.0,Matches,athletic club
104,Óscar de Marcos,es ESP,"DF,MF",28.0,22.4,643.0,866.0,74.2,11804.0,4130.0,269.0,336.0,80.1,301.0,369.0,81.6,70.0,135.0,51.9,3,1.8,0.2,21.0,61.0,26.0,12.0,87.0,Matches,athletic club
105,Iñigo Córdoba,es ESP,"FW,MF",20.0,22.3,353.0,543.0,65.0,6040.0,1785.0,164.0,226.0,72.6,147.0,205.0,71.7,33.0,81.0,40.7,2,1.7,-0.7,15.0,32.0,19.0,7.0,53.0,Matches,athletic club
106,Enric Saborit,es ESP,DF,25.0,19.6,510.0,699.0,73.0,9816.0,3250.0,205.0,259.0,79.2,236.0,313.0,75.4,67.0,111.0,60.4,3,0.6,0.4,9.0,38.0,10.0,4.0,43.0,Matches,athletic club
107,Iago Herrerín,es ESP,GK,29.0,19.0,139.0,235.0,59.1,6114.0,4598.0,15.0,15.0,100.0,29.0,30.0,96.7,95.0,190.0,50.0,0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,Matches,athletic club
108,Mikel Rico,es ESP,MF,32.0,17.1,453.0,561.0,80.7,8866.0,2002.0,158.0,183.0,86.3,220.0,261.0,84.3,67.0,96.0,69.8,0,0.8,-0.8,11.0,42.0,5.0,1.0,37.0,Matches,athletic club
109,Beñat Etxebarria,es ESP,MF,30.0,16.4,620.0,790.0,78.5,13379.0,3690.0,197.0,229.0,86.0,297.0,345.0,86.1,123.0,210.0,58.6,2,2.1,-0.1,26.0,61.0,19.0,1.0,74.0,Matches,athletic club
110,Iñigo Martínez,es ESP,DF,26.0,16.0,599.0,793.0,75.5,15057.0,6163.0,128.0,173.0,74.0,310.0,357.0,86.8,161.0,255.0,63.1,0,0.4,-0.4,2.0,83.0,7.0,0.0,56.0,Matches,athletic club
