,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club,Player▲,Sh▼
1980,Federico Fernández,ar ARG,DF,28.0,32.6,1,7.0,1.0,14.3,0.21,0.03,0.14,1.0,9.4,0.0,0,0,0.7,0.7,0.09,0.3,0.3,Matches,Swansea City,,
1981,Mike van der Hoorn,nl NED,DF,24.0,30.3,1,17.0,7.0,41.2,0.56,0.23,0.06,0.14,13.4,0.0,0,0,0.9,0.9,0.09,0.1,0.1,Matches,Swansea City,,
1982,Sam Clucas,eng ENG,"MF,FW",26.0,26.8,3,24.0,7.0,29.2,0.9,0.26,0.13,0.43,16.0,0.0,0,0,1.8,1.8,0.09,1.2,1.2,Matches,Swansea City,,
1983,Ki Sung-yueng,kr KOR,MF,28.0,25.6,2,27.0,7.0,25.9,1.05,0.27,0.07,0.29,24.9,1.0,0,0,0.9,0.9,0.04,1.1,1.1,Matches,Swansea City,,
1984,Tammy Abraham,eng ENG,"FW,MF",19.0,25.0,8,61.0,23.0,37.7,2.44,0.92,0.13,0.35,12.4,0.0,0,0,6.3,6.3,0.15,-1.3,-1.3,Matches,Swansea City,,
1985,Leroy Fer,nl NED,MF,27.0,20.2,3,20.0,6.0,30.0,0.99,0.3,0.15,0.5,13.6,0.0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches,Swansea City,,
1986,Nathan Dyer,eng ENG,"MF,FW",29.0,18.6,3,18.0,7.0,38.9,0.97,0.38,0.17,0.43,21.3,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,Swansea City,,
1987,Roque Mesa,es ESP,MF,28.0,12.1,0,8.0,1.0,12.5,0.66,0.08,0.0,0.0,26.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Swansea City,,
1988,Luciano Narsingh,nl NED,"FW,MF",26.0,11.9,2,15.0,8.0,53.3,1.26,0.67,0.13,0.25,15.4,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches,Swansea City,,
1989,Wilfried Bony,ci CIV,FW,28.0,11.4,3,29.0,10.0,34.5,2.54,0.87,0.1,0.3,16.9,0.0,0,0,1.5,1.5,0.08,0.5,0.5,Matches,Swansea City,,
1990,André Ayew,gh GHA,"FW,MF",27.0,10.6,0,14.0,7.0,50.0,1.33,0.66,0.0,0.0,13.0,0.0,0,0,2.5,2.5,0.18,-2.5,-2.5,Matches,Swansea City,,
1991,Kristoffer Nordfeldt,se SWE,GK,28.0,10.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Swansea City,,
1992,Wayne Routledge,eng ENG,"MF,FW",32.0,10.0,1,9.0,2.0,22.2,0.9,0.2,0.11,0.5,16.5,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,Swansea City,,
1993,Renato Sanches,pt POR,MF,19.0,9.5,0,19.0,1.0,5.3,2.0,0.11,0.0,0.0,26.1,4.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Swansea City,,
1994,Kyle Bartley,eng ENG,DF,26.0,9.5,0,7.0,2.0,28.6,0.74,0.21,0.0,0.0,7.4,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,Swansea City,,
1995,Connor Roberts,wal WAL,MF,21.0,9.1,0,6.0,2.0,33.3,0.66,0.22,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Swansea City,,
1996,Andy King,wal WAL,MF,28.0,7.9,2,8.0,4.0,50.0,1.01,0.5,0.25,0.5,19.7,0.0,0,0,1.0,1.0,0.12,1.0,1.0,Matches,Swansea City,,
1997,Àngel Rangel,es ESP,DF,34.0,4.7,0,4.0,1.0,25.0,0.85,0.21,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Swansea City,,
1998,Oliver McBurnie,sco SCO,FW,21.0,3.9,0,7.0,3.0,42.9,1.82,0.78,0.0,0.0,8.8,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,Swansea City,,
1999,Leon Britton,eng ENG,MF,34.0,3.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Swansea City,,
2000,Jay Fulton,sco SCO,MF,23.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Swansea City,,
2001,Daniel James,wal WAL,"FW,MF",19.0,0.3,1,2.0,2.0,100.0,6.21,6.21,0.5,0.5,,,0,0,,,,,,Matches,Swansea City,,
2002,Adnan Maric,se SWE,MF,20.0,0.1,0,1.0,0.0,0.0,6.92,0.0,0.0,,,,0,0,,,,,,Matches,Swansea City,,
2003,Adam King,sco SCO,MF,21.0,0.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Swansea City,,
2004,Nicolas Nkoulou,cm CMR,DF,27.0,38.2,2,17.0,4.0,23.5,0.45,0.1,0.12,0.5,10.2,0.0,0,0,1.2,1.2,0.07,0.8,0.8,Matches,Torino,,
2005,Salvatore Sirigu,it ITA,GK,30.0,38.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2006,Lorenzo De Silvestri,it ITA,"DF,MF",29.0,36.1,7,27.0,14.0,51.9,0.75,0.39,0.26,0.5,11.5,0.0,0,0,3.3,3.3,0.13,1.7,1.7,Matches,Torino,,
2007,Tomás Rincón,ve VEN,MF,29.0,34.4,1,21.0,8.0,38.1,0.61,0.23,0.05,0.13,22.6,0.0,0,0,0.8,0.8,0.05,0.2,0.2,Matches,Torino,,
2008,Iago Falque,es ESP,FW,27.0,34.0,14,75.0,21.0,28.0,2.21,0.62,0.19,0.67,17.7,4.0,0,0,9.3,9.3,0.12,2.7,2.7,Matches,Torino,,
2009,Andrea Belotti,it ITA,FW,23.0,32.8,13,88.0,30.0,34.1,2.68,0.91,0.15,0.43,13.6,0.0,0,2,11.3,9.8,0.11,-1.3,0.2,Matches,Torino,,
2010,Daniele Baselli,it ITA,MF,25.0,29.6,4,36.0,9.0,25.0,1.22,0.3,0.11,0.44,17.6,0.0,0,0,3.7,3.7,0.1,0.3,0.3,Matches,Torino,,
2011,Adem Ljajić,rs SRB,"MF,FW",25.0,25.1,6,63.0,23.0,36.5,2.62,0.96,0.1,0.26,20.3,15.0,0,0,5.1,5.0,0.08,0.9,1.0,Matches,Torino,,
2012,Nicolás Burdisso,ar ARG,DF,36.0,24.0,0,10.0,1.0,10.0,0.42,0.04,0.0,0.0,8.0,0.0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches,Torino,,
2013,Emiliano Moretti,it ITA,DF,36.0,21.8,0,5.0,1.0,20.0,0.23,0.05,0.0,0.0,10.5,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,Torino,,
2014,Cristian Molinaro,it ITA,DF,34.0,21.4,0,3.0,0.0,0.0,0.14,0.0,0.0,,19.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Torino,,
2015,Cristian Ansaldi,ar ARG,"DF,MF",30.0,20.8,1,18.0,6.0,33.3,0.87,0.29,0.06,0.17,19.7,0.0,0,0,0.7,0.7,0.04,0.3,0.3,Matches,Torino,,
2016,M'Baye Niang,sn SEN,FW,22.0,19.3,4,49.0,18.0,36.7,2.54,0.93,0.08,0.22,17.8,1.0,0,0,3.6,3.6,0.08,0.4,0.4,Matches,Torino,,
2017,Joel Obi,ng NGA,MF,26.0,16.0,6,17.0,9.0,52.9,1.06,0.56,0.35,0.67,12.4,0.0,0,0,4.1,4.1,0.24,0.9,0.9,Matches,Torino,,
2018,Afriyie Acquah,gh GHA,MF,25.0,14.1,1,9.0,3.0,33.3,0.64,0.21,0.11,0.33,22.9,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Matches,Torino,,
2019,Álex Berenguer,es ESP,FW,22.0,13.8,2,17.0,9.0,52.9,1.23,0.65,0.12,0.22,18.4,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,Torino,,
2020,Mirko Valdifiori,it ITA,MF,31.0,8.7,0,2.0,0.0,0.0,0.23,0.0,0.0,,27.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Torino,,
2021,Kevin Bonifazi,it ITA,"DF,FW",21.0,5.5,0,1.0,0.0,0.0,0.22,0.0,0.0,,23.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Torino,,
2022,Lyanco,br BRA,DF,20.0,5.5,0,2.0,0.0,0.0,0.36,0.0,0.0,,26.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Torino,,
2023,Antonio Barreca,it ITA,"DF,MF",22.0,5.2,0,1.0,0.0,0.0,0.19,0.0,0.0,,22.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Torino,,
2024,Simone Edera,it ITA,FW,20.0,4.9,2,12.0,6.0,50.0,2.43,1.22,0.17,0.33,19.8,0.0,0,0,0.5,0.5,0.07,0.5,0.5,Matches,Torino,,
2025,Vanja Milinković-Savić,rs SRB,GK,20.0,4.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2026,Umar Sadiq,ng NGA,FW,20.0,2.5,0,4.0,0.0,0.0,1.6,0.0,0.0,,12.6,0.0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches,Torino,,
2027,Lucas Boyé,ar ARG,"FW,MF",21.0,2.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2028,Davide Zappacosta,it ITA,DF,25.0,1.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2029,Samuel Gustafson,se SWE,"MF,FW",22.0,1.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2030,Saša Lukić,rs SRB,MF,20.0,0.3,0,,,,,,,,,,0,0,,,,,,Matches,Torino,,
2031,Manuel De Luca,it ITA,FW,19.0,0.1,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Torino,,
2032,Alessandro Buongiorno,it ITA,DF,18.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Torino,,
2033,Jan Vertonghen,be BEL,DF,30.0,46.6,1,29.0,4.0,13.8,0.62,0.09,0.03,0.25,21.5,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,Tottenham,,
2034,Christian Eriksen,dk DEN,"MF,FW",25.0,44.1,14,127.0,53.0,41.7,2.88,1.2,0.11,0.26,22.0,16.0,0,0,6.7,6.7,0.07,3.3,3.3,Matches,Tottenham,,
2035,Harry Kane,eng ENG,FW,24.0,43.8,41,234.0,93.0,39.7,5.34,2.12,0.16,0.41,15.8,9.0,3,4,26.1,23.8,0.13,3.9,4.2,Matches,Tottenham,,
2036,Eric Dier,eng ENG,"MF,DF",23.0,43.3,0,42.0,10.0,23.8,0.97,0.23,0.0,0.0,16.7,1.0,0,0,1.8,1.8,0.06,-1.8,-1.8,Matches,Tottenham,,
2037,Hugo Lloris,fr FRA,GK,30.0,43.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2038,Dele Alli,eng ENG,"MF,FW",21.0,41.9,14,102.0,29.0,28.4,2.43,0.69,0.14,0.48,14.8,0.0,0,0,9.3,9.3,0.13,-0.3,-0.3,Matches,Tottenham,,
2039,Davinson Sánchez,co COL,DF,21.0,38.2,0,13.0,1.0,7.7,0.34,0.03,0.0,0.0,11.5,0.0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches,Tottenham,,
2040,Son Heung-min,kr KOR,"FW,MF",25.0,37.6,18,127.0,52.0,40.9,3.38,1.38,0.14,0.35,15.9,0.0,0,0,10.1,10.1,0.14,1.9,1.9,Matches,Tottenham,,
2041,Ben Davies,wal WAL,DF,24.0,33.7,2,21.0,7.0,33.3,0.62,0.21,0.1,0.29,20.4,0.0,0,0,1.0,1.0,0.06,1.0,1.0,Matches,Tottenham,,
2042,Kieran Trippier,eng ENG,"DF,MF",26.0,32.3,0,9.0,1.0,11.1,0.28,0.03,0.0,0.0,23.4,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Tottenham,,
2043,Mousa Dembélé,be BEL,MF,30.0,28.7,0,14.0,3.0,21.4,0.49,0.1,0.0,0.0,23.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Tottenham,,
2044,Moussa Sissoko,fr FRA,"MF,FW",27.0,26.9,2,36.0,13.0,36.1,1.34,0.48,0.06,0.15,14.4,0.0,0,0,3.2,3.2,0.17,-2.2,-2.2,Matches,Tottenham,,
2045,Serge Aurier,ci CIV,DF,24.0,22.5,2,20.0,8.0,40.0,0.89,0.36,0.1,0.25,21.7,0.0,0,0,0.6,0.6,0.04,1.4,1.4,Matches,Tottenham,,
2046,Toby Alderweireld,be BEL,DF,28.0,19.4,0,15.0,2.0,13.3,0.77,0.1,0.0,0.0,20.1,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Tottenham,,
2047,Harry Winks,eng ENG,MF,21.0,16.7,0,9.0,2.0,22.2,0.54,0.12,0.0,0.0,27.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Tottenham,,
2048,Érik Lamela,ar ARG,"FW,MF",25.0,14.8,4,39.0,16.0,41.0,2.64,1.08,0.1,0.25,13.4,0.0,0,0,3.1,3.1,0.17,-1.1,-1.1,Matches,Tottenham,,
2049,Danny Rose,eng ENG,"DF,MF",27.0,14.6,0,9.0,1.0,11.1,0.62,0.07,0.0,0.0,16.9,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,Tottenham,,
2050,Victor Wanyama,ke KEN,MF,26.0,13.4,1,24.0,4.0,16.7,1.79,0.3,0.04,0.25,21.6,0.0,0,0,0.5,0.5,0.03,0.5,0.5,Matches,Tottenham,,
2051,Fernando Llorente,es ESP,"FW,DF",32.0,11.1,5,24.0,7.0,29.2,2.17,0.63,0.21,0.71,11.4,0.0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches,Tottenham,,
2052,Michel Vorm,nl NED,GK,33.0,11.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2053,Juan Foyth,ar ARG,DF,19.0,8.0,0,5.0,0.0,0.0,0.62,0.0,0.0,,,,0,0,,,,,,Matches,Tottenham,,
2054,Lucas Moura,br BRA,FW,24.0,5.1,1,13.0,5.0,38.5,2.56,0.98,0.08,0.2,25.2,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Tottenham,,
2055,Kyle Walker-Peters,eng ENG,DF,20.0,5.0,1,7.0,1.0,14.3,1.41,0.2,0.14,1.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2056,Georges-Kévin N'Koudou,fr FRA,MF,22.0,1.7,1,8.0,3.0,37.5,4.8,1.8,0.13,0.33,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2057,Paulo Gazzaniga,ar ARG,GK,25.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2058,Anthony Georgiou,cy CYP,MF,20.0,0.1,0,,0.0,,,0.0,,,,,0,0,,,,,,Matches,Tottenham,,
2059,Kazaiah Sterling,eng ENG,FW,18.0,0.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Tottenham,,
2060,Vincent Janssen,nl NED,DF,23.0,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Tottenham,,
2061,Tashan Oakley-Boothe,eng ENG,MF,17.0,0.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Tottenham,,
2062,Danilo Larangeira,br BRA,DF,33.0,33.8,2,15.0,5.0,33.3,0.44,0.15,0.13,0.4,11.6,0.0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,Udinese,,
2063,Albano Bizzarri,ar ARG,GK,39.0,32.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Udinese,,
2064,Jakub Jankto,cz CZE,"MF,FW",21.0,32.0,6,59.0,15.0,25.4,1.84,0.47,0.1,0.4,17.3,0.0,0,0,4.7,4.7,0.08,-0.7,-0.7,Matches,Udinese,,
2065,Antonín Barák,cz CZE,MF,22.0,30.1,7,40.0,22.0,55.0,1.33,0.73,0.18,0.32,19.7,0.0,0,0,3.5,3.5,0.09,3.5,3.5,Matches,Udinese,,
2066,Jens Stryger Larsen,dk DEN,DF,26.0,30.1,1,17.0,5.0,29.4,0.56,0.17,0.06,0.2,16.8,1.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,Udinese,,
2067,Bram Nuytinck,nl NED,DF,27.0,29.2,1,14.0,1.0,7.1,0.48,0.03,0.07,1.0,10.5,1.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,Udinese,,
2068,Samir Santos,br BRA,DF,22.0,28.5,2,8.0,2.0,25.0,0.28,0.07,0.25,1.0,15.1,0.0,0,0,1.0,1.0,0.13,1.0,1.0,Matches,Udinese,,
2069,Rodrigo De Paul,ar ARG,"MF,FW",23.0,27.3,4,50.0,12.0,24.0,1.83,0.44,0.0,0.0,23.1,3.0,4,4,5.7,2.7,0.05,-1.7,-2.7,Matches,Udinese,,
2070,Kevin Lasagna,it ITA,"FW,MF",24.0,25.6,14,75.0,30.0,40.0,2.93,1.17,0.19,0.47,13.5,2.0,0,0,11.9,11.9,0.16,0.1,0.1,Matches,Udinese,,
2071,Seko Fofana,ci CIV,MF,22.0,22.8,3,40.0,9.0,22.5,1.93,0.43,0.05,0.22,24.3,0.0,1,1,2.6,1.8,0.05,0.4,0.2,Matches,Udinese,,
2072,Maxi López,ar ARG,FW,33.0,19.7,6,29.0,9.0,31.0,1.55,0.48,0.03,0.11,14.2,0.0,3,3,4.1,3.4,0.12,-2.1,-2.4,Matches,Udinese,,
2073,Silvan Widmer,ch SUI,"DF,MF",24.0,19.3,3,11.0,3.0,27.3,0.57,0.16,0.27,1.0,16.5,0.0,0,0,0.7,0.7,0.06,2.3,2.3,Matches,Udinese,,
2074,Ali Adnan Kadhim,iq IRQ,"DF,MF",23.0,18.6,0,11.0,3.0,27.3,0.59,0.16,0.0,0.0,28.0,4.0,0,0,0.4,0.4,0.04,0.6,0.6,Matches,Udinese,,
2075,Valon Behrami,ch SUI,MF,32.0,15.5,1,9.0,2.0,22.2,0.58,0.13,0.11,0.5,19.3,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,Udinese,,
2076,Andrija Balić,hr CRO,MF,19.0,13.7,0,16.0,3.0,18.8,1.17,0.22,0.0,0.0,24.8,1.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Udinese,,
2077,Giuseppe Pezzella,it ITA,DF,19.0,12.6,0,7.0,1.0,14.3,0.56,0.08,0.0,0.0,26.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Udinese,,
2078,Emil Hallfreðsson,is ISL,MF,33.0,10.5,0,3.0,1.0,33.3,0.29,0.1,0.0,0.0,30.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Udinese,,
2079,Stipe Perica,hr CRO,"FW,MF",22.0,10.5,1,23.0,5.0,21.7,2.2,0.48,0.04,0.2,12.4,0.0,0,0,2.3,2.3,0.1,-1.3,-1.3,Matches,Udinese,,
2080,Gabriele Angella,it ITA,DF,28.0,9.9,0,4.0,1.0,25.0,0.4,0.1,0.0,0.0,8.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Udinese,,
2081,Simone Scuffet,it ITA,GK,21.0,9.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Udinese,,
2082,Francesco Zampano,it ITA,"DF,MF",23.0,4.6,0,2.0,0.0,0.0,0.44,0.0,0.0,,19.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Udinese,,
2083,Svante Ingelsson,se SWE,MF,19.0,4.0,2,9.0,3.0,33.3,2.49,0.83,0.11,0.33,17.5,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches,Udinese,,
2084,Cyril Théréau,fr FRA,FW,34.0,3.0,3,3.0,1.0,33.3,1.5,0.5,0.33,1.0,22.3,1.0,1,1,1.0,0.3,0.09,1.0,0.7,Matches,Udinese,,
2085,Ryder Matos,br BRA,MF,24.0,2.8,0,3.0,1.0,33.3,1.09,0.36,0.0,0.0,8.5,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,Udinese,,
2086,Riad Bajić,ba BIH,"FW,MF",23.0,1.9,0,2.0,1.0,50.0,1.06,0.53,0.0,0.0,10.0,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,Udinese,,
2087,Molla Wagué,ml MLI,DF,26.0,1.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Udinese,,
2088,Paweł Bochniewicz,pl POL,DF,21.0,1.2,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Udinese,,
2089,Ewandro,br BRA,"FW,MF",21.0,0.2,0,,,,,,,,,,0,0,,,,,,Matches,Udinese,,
2090,Simone Pontisso,it ITA,MF,20.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Udinese,,
2091,Daniel Parejo,es ESP,MF,28.0,40.1,8,39.0,14.0,35.9,1.17,0.42,0.03,0.07,26.5,22.0,7,7,6.9,2.4,0.06,0.1,-1.4,Matches,valencia,,
2092,José Luis Gayà,es ESP,DF,22.0,36.7,0,16.0,5.0,31.3,0.49,0.15,0.0,0.0,21.2,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,valencia,,
2093,Gabriel Paulista,br BRA,DF,26.0,35.0,0,17.0,5.0,29.4,0.59,0.17,0.0,0.0,14.2,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,valencia,,
2094,Geoffrey Kondogbia,cf CTA,MF,24.0,33.9,4,30.0,7.0,23.3,1.03,0.24,0.13,0.57,19.5,0.0,0,0,2.5,2.5,0.08,1.5,1.5,Matches,valencia,,
2095,Rodrigo,es ESP,FW,26.0,33.0,19,91.0,38.0,41.8,3.07,1.28,0.16,0.39,15.5,2.0,1,1,13.7,13.0,0.14,2.3,2.0,Matches,valencia,,
2096,Neto,br BRA,GK,28.0,33.0,0,1.0,0.0,0.0,0.03,0.0,0.0,,8.0,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,valencia,,
2097,Martín Montoya,es ESP,DF,26.0,30.2,0,9.0,6.0,66.7,0.38,0.25,0.0,0.0,26.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,valencia,,
2098,Gonçalo Guedes,pt POR,"MF,FW",20.0,30.2,6,60.0,22.0,36.7,2.22,0.81,0.08,0.23,22.3,0.0,0,0,4.1,4.1,0.07,0.9,0.9,Matches,valencia,,
2099,Simone Zaza,it ITA,FW,26.0,29.4,13,74.0,25.0,33.8,3.21,1.08,0.18,0.52,12.6,0.0,0,0,10.1,10.1,0.14,2.9,2.9,Matches,valencia,,
2100,Carlos Soler,es ESP,"MF,FW",20.0,27.9,1,46.0,17.0,37.0,1.76,0.65,0.02,0.06,20.7,0.0,0,0,4.0,4.0,0.09,-3.0,-3.0,Matches,valencia,,
2101,Ezequiel Garay,ar ARG,DF,30.0,26.4,0,5.0,0.0,0.0,0.22,0.0,0.0,,13.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,valencia,,
2102,Rúben Vezo,pt POR,DF,23.0,23.9,1,5.0,2.0,40.0,0.29,0.12,0.0,0.0,14.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,valencia,,
2103,Santi Mina,es ESP,FW,21.0,20.7,15,42.0,18.0,42.9,2.42,1.04,0.26,0.61,11.0,1.0,1,1,9.1,8.3,0.2,2.9,2.7,Matches,valencia,,
2104,Andreas Pereira,br BRA,"MF,FW",21.0,16.3,1,13.0,5.0,38.5,1.08,0.42,0.08,0.2,19.6,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,valencia,,
2105,Jeison Murillo,co COL,DF,25.0,15.3,0,2.0,0.0,0.0,0.13,0.0,0.0,,8.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,valencia,,
2106,Jaume Doménech,es ESP,GK,26.0,13.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,valencia,,
2107,Toni Lato,es ESP,DF,19.0,12.9,0,2.0,0.0,0.0,0.23,0.0,0.0,,24.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,valencia,,
2108,Nemanja Maksimović,rs SRB,"MF,FW",22.0,11.3,1,8.0,2.0,25.0,1.29,0.32,0.0,0.0,12.8,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,valencia,,
2109,Luciano Vietto,ar ARG,FW,23.0,10.1,5,5.0,3.0,60.0,0.84,0.5,0.4,0.67,18.3,0.0,0,0,1.1,1.1,0.21,0.9,0.9,Matches,valencia,,
2110,Francis Coquelin,fr FRA,"MF,DF",26.0,8.9,1,5.0,3.0,60.0,0.68,0.41,0.2,0.33,24.0,0.0,0,0,0.4,0.4,0.08,0.6,0.6,Matches,valencia,,
2111,Nacho Vidal,es ESP,DF,22.0,7.0,1,3.0,2.0,66.7,0.6,0.4,0.33,0.5,19.2,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches,valencia,,
2112,Nacho Gil,es ESP,"MF,FW",21.0,6.1,0,2.0,1.0,50.0,0.78,0.39,0.0,0.0,17.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,valencia,,
2113,Ferrán Torres,es ESP,"MF,FW",17.0,4.2,0,3.0,1.0,33.3,0.84,0.28,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,valencia,,
2114,João Cancelo,pt POR,MF,23.0,1.0,0,4.0,2.0,50.0,4.0,2.0,0.0,0.0,11.6,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,valencia,,
2115,Fabián Orellana,cl CHI,"FW,MF",31.0,0.9,0,,,,,,,,,,0,0,,,,,,Matches,valencia,,
2116,Álvaro Medrán,es ESP,MF,23.0,0.8,0,1.0,0.0,0.0,1.25,0.0,0.0,,36.5,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,valencia,,
2117,Robert Ibáñez,es ESP,"FW,MF",24.0,0.3,1,,,,,,,,,,0,0,,,,,,Matches,valencia,,
2118,Rodri,es ESP,MF,21.0,43.2,1,35.0,9.0,25.7,0.85,0.22,0.03,0.11,18.9,0.0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,villarreal,,
2119,Manu Trigueros,es ESP,MF,25.0,38.6,4,45.0,11.0,24.4,1.24,0.3,0.07,0.27,25.4,3.0,1,2,2.9,1.4,0.05,0.1,0.6,Matches,villarreal,,
2120,Álvaro González,es ESP,DF,27.0,37.2,0,22.0,2.0,9.1,0.62,0.06,0.0,0.0,10.0,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches,villarreal,,
