,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
1284,Nicolò Armini,it ITA,DF,18,0.0,2.0,2.0,100.0,26.0,6.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1285,Raúl Moro,es ESP,DF,16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1286,Fabio Lucioni,it ITA,DF,31,35.8,1353.0,1570.0,86.2,34535.0,11797.0,228.0,251.0,90.8,751.0,798.0,94.1,366.0,505.0,72.5,0,0.0,0.0,2.0,67.0,3.0,1.0,83.0,Matches,Lecce
1287,Gabriel,br BRA,GK,26,34.3,751.0,979.0,76.7,19653.0,12298.0,236.0,237.0,99.6,271.0,277.0,97.8,234.0,454.0,51.5,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches,Lecce
1288,Marco Mancosu,it ITA,"MF,FW",30,27.1,682.0,908.0,75.1,11167.0,2764.0,367.0,435.0,84.4,216.0,284.0,76.1,70.0,118.0,59.3,2,4.0,-2.0,35.0,64.0,24.0,6.0,69.0,Matches,Lecce
1289,Luca Rossettini,it ITA,DF,34,26.1,889.0,1029.0,86.4,21403.0,6194.0,176.0,194.0,90.7,482.0,519.0,92.9,222.0,306.0,72.5,2,0.9,1.1,4.0,33.0,2.0,0.0,29.0,Matches,Lecce
1290,Jacopo Petriccione,it ITA,MF,24,25.4,1091.0,1264.0,86.3,23032.0,6194.0,359.0,397.0,90.4,491.0,547.0,89.8,225.0,292.0,77.1,5,2.2,2.8,41.0,101.0,31.0,10.0,115.0,Matches,Lecce
1291,Marco Calderoni,it ITA,DF,30,23.9,829.0,1122.0,73.9,15879.0,6224.0,326.0,360.0,90.6,392.0,473.0,82.9,101.0,222.0,45.5,2,2.2,-0.2,21.0,41.0,33.0,19.0,80.0,Matches,Lecce
1292,Filippo Falco,it ITA,"FW,MF",27,23.2,812.0,1012.0,80.2,14146.0,3781.0,398.0,434.0,91.7,299.0,355.0,84.2,100.0,174.0,57.5,6,4.4,1.6,51.0,53.0,49.0,22.0,98.0,Matches,Lecce
1293,Panagiotis Tachtsidis,gr GRE,MF,28,22.9,944.0,1200.0,78.7,20306.0,6687.0,340.0,394.0,86.3,385.0,456.0,84.4,207.0,308.0,67.2,2,1.3,0.7,21.0,102.0,32.0,2.0,136.0,Matches,Lecce
1294,Andrea Rispoli,it ITA,DF,30,22.2,841.0,1093.0,76.9,15523.0,7039.0,363.0,396.0,91.7,358.0,440.0,81.4,104.0,207.0,50.2,0,1.2,-1.2,16.0,44.0,21.0,16.0,69.0,Matches,Lecce
1295,Gianluca Lapadula,pe PER,FW,29,21.8,259.0,333.0,77.8,3907.0,497.0,158.0,191.0,82.7,68.0,87.0,78.2,21.0,28.0,75.0,0,2.1,-2.1,23.0,11.0,6.0,0.0,16.0,Matches,Lecce
1296,Žan Majer,si SVN,MF,27,19.9,593.0,746.0,79.5,10548.0,2677.0,272.0,304.0,89.5,229.0,274.0,83.6,71.0,121.0,58.7,1,1.4,-0.4,19.0,61.0,16.0,5.0,54.0,Matches,Lecce
1297,Giulio Donati,it ITA,DF,29,19.6,853.0,997.0,85.6,16173.0,6231.0,358.0,390.0,91.8,379.0,417.0,90.9,103.0,159.0,64.8,0,1.7,-1.7,24.0,62.0,27.0,18.0,69.0,Matches,Lecce
1298,Khouma Babacar,sn SEN,FW,26,15.8,225.0,306.0,73.5,3297.0,539.0,141.0,168.0,83.9,61.0,82.0,74.4,13.0,24.0,54.2,0,0.7,-0.7,12.0,11.0,9.0,0.0,18.0,Matches,Lecce
1299,Antonín Barák,cz CZE,MF,24,15.2,571.0,701.0,81.5,9725.0,2658.0,273.0,307.0,88.9,220.0,262.0,84.0,59.0,95.0,62.1,1,1.3,-0.3,16.0,55.0,14.0,4.0,59.0,Matches,Lecce
1300,Cristian Dell'Orco,it ITA,DF,25,12.3,444.0,556.0,79.9,8924.0,3445.0,141.0,165.0,85.5,233.0,271.0,86.0,64.0,101.0,63.4,1,0.5,0.5,6.0,22.0,12.0,9.0,38.0,Matches,Lecce
1301,Yevhen Shakhov,ua UKR,"MF,FW",28,12.1,334.0,401.0,83.3,5496.0,976.0,168.0,189.0,88.9,123.0,150.0,82.0,33.0,39.0,84.6,2,2.0,0.0,15.0,16.0,7.0,0.0,20.0,Matches,Lecce
1302,Andrea Tabanelli,it ITA,MF,29,11.0,281.0,353.0,79.6,4862.0,1237.0,115.0,138.0,83.3,135.0,161.0,83.9,23.0,34.0,67.6,0,0.1,-0.1,5.0,28.0,6.0,2.0,26.0,Matches,Lecce
1303,Riccardo Saponara,it ITA,"MF,FW",27,10.5,392.0,518.0,75.7,6948.0,2078.0,175.0,210.0,83.3,150.0,184.0,81.5,47.0,84.0,56.0,4,2.7,1.3,33.0,38.0,26.0,6.0,58.0,Matches,Lecce
1304,Diego Farias,br BRA,"FW,MF",29,9.4,294.0,363.0,81.0,5125.0,1247.0,136.0,159.0,85.5,123.0,143.0,86.0,28.0,46.0,60.9,0,1.7,-1.7,13.0,18.0,17.0,4.0,33.0,Matches,Lecce
1305,Nehuén Paz,ar ARG,DF,26,9.4,386.0,443.0,87.1,8191.0,2973.0,114.0,121.0,94.2,205.0,224.0,91.5,61.0,84.0,72.6,0,0.0,0.0,0.0,17.0,1.0,0.0,28.0,Matches,Lecce
1306,Biagio Meccariello,it ITA,DF,28,8.5,348.0,410.0,84.9,7152.0,2662.0,111.0,124.0,89.5,175.0,194.0,90.2,57.0,83.0,68.7,0,0.1,-0.1,5.0,15.0,2.0,2.0,20.0,Matches,Lecce
1307,Alessandro Deiola,it ITA,MF,23,8.0,224.0,296.0,75.7,4563.0,1011.0,96.0,117.0,82.1,87.0,111.0,78.4,40.0,59.0,67.8,1,0.3,0.7,9.0,11.0,5.0,1.0,21.0,Matches,Lecce
1308,Andrea La Mantia,it ITA,FW,28,6.9,80.0,111.0,72.1,1142.0,192.0,55.0,69.0,79.7,16.0,25.0,64.0,6.0,8.0,75.0,0,0.2,-0.2,4.0,5.0,0.0,0.0,6.0,Matches,Lecce
1309,Mauro Vigorito,it ITA,GK,29,5.7,109.0,153.0,71.2,2886.0,1788.0,35.0,35.0,100.0,39.0,39.0,100.0,35.0,78.0,44.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1310,Brayan Vera,co COL,"DF,MF",20,2.7,58.0,78.0,74.4,1102.0,370.0,26.0,32.0,81.3,27.0,30.0,90.0,5.0,11.0,45.5,1,0.2,0.8,3.0,2.0,1.0,1.0,3.0,Matches,Lecce
1311,Giannelli Imbula,cd COD,MF,26,2.4,57.0,66.0,86.4,988.0,173.0,25.0,27.0,92.6,26.0,27.0,96.3,6.0,9.0,66.7,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Lecce
1312,Davide Riccardi,it ITA,DF,23,2.2,2.0,3.0,66.7,56.0,50.0,0.0,0.0,,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Lecce
1313,Romario Benzar,ro ROU,DF,27,1.7,50.0,69.0,72.5,806.0,477.0,26.0,30.0,86.7,20.0,25.0,80.0,3.0,12.0,25.0,0,0.1,-0.1,2.0,3.0,4.0,3.0,6.0,Matches,Lecce
1314,Edgaras Dubickas,lt LTU,DF,21,1.0,1.0,2.0,50.0,31.0,7.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1315,Simone Lo Faso,it ITA,FW,21,0.8,,,,,,,,,,,,,,,1,,,,,,,,Matches,Lecce
1316,Riccardo Fiamozzi,it ITA,DF,26,0.4,,,,,,,,,,,,,,,0,,,,,,,,Matches,Lecce
1317,Sergio Maselli,it ITA,MF,18,0.2,,,,,,,,,,,,,,,0,,,,,,,,Matches,Lecce
1318,Ilario Monterisi,it ITA,DF,17,0.0,4.0,4.0,100.0,70.0,25.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches,Lecce
1319,Stuart Dallas,nir NIR,"DF,MF",30-017,33.9,1648.0,1998.0,82.5,28756.0,9098.0,816.0,897.0,91.0,648.0,766.0,84.6,164.0,266.0,61.7,2,1.9,0.1,23.0,125.0,35.0,9.0,163.0,Matches,Leeds United
1320,Luke Ayling,eng ENG,DF,29-254,33.8,1910.0,2423.0,78.8,38452.0,15582.0,712.0,810.0,87.9,892.0,1030.0,86.6,292.0,512.0,57.0,0,2.6,-2.6,25.0,163.0,33.0,12.0,189.0,Matches,Leeds United
1321,Illan Meslier,fr FRA,GK,21-065,33.0,1039.0,1274.0,81.6,26744.0,12801.0,238.0,240.0,99.2,491.0,498.0,98.6,307.0,533.0,57.6,0,0.1,-0.1,1.0,2.0,0.0,0.0,0.0,Matches,Leeds United
1322,Patrick Bamford,eng ENG,FW,27-243,30.9,354.0,464.0,76.3,4817.0,767.0,202.0,262.0,77.1,103.0,125.0,82.4,21.0,25.0,84.0,7,3.7,3.3,25.0,20.0,11.0,2.0,27.0,Matches,Leeds United
1323,Jack Harrison,eng ENG,MF,24-167,28.1,694.0,1020.0,68.0,11758.0,3798.0,350.0,441.0,79.4,271.0,354.0,76.6,61.0,161.0,37.9,6,5.4,0.6,50.0,32.0,55.0,17.0,94.0,Matches,Leeds United
1324,Kalvin Phillips,eng ENG,MF,25-155,25.5,1117.0,1351.0,82.7,26148.0,6642.0,318.0,352.0,90.3,493.0,547.0,90.1,292.0,415.0,70.4,2,3.6,-1.6,31.0,127.0,14.0,3.0,94.0,Matches,Leeds United
1325,Ezgjan Alioski,mk MKD,DF,29-083,25.3,1143.0,1423.0,80.3,19122.0,6939.0,561.0,627.0,89.5,494.0,573.0,86.2,78.0,165.0,47.3,1,2.2,-1.2,22.0,77.0,27.0,10.0,97.0,Matches,Leeds United
1326,Mateusz Klich,pl POL,MF,30-327,24.8,1125.0,1418.0,79.3,19385.0,5060.0,549.0,630.0,87.1,408.0,491.0,83.1,129.0,211.0,61.1,5,3.6,1.4,43.0,100.0,39.0,6.0,136.0,Matches,Leeds United
1327,Raphael Dias Belloli,br BRA,MF,24-143,23.3,616.0,930.0,66.2,11819.0,4756.0,278.0,325.0,85.5,231.0,326.0,70.9,96.0,218.0,44.0,6,7.1,-1.1,58.0,72.0,38.0,8.0,124.0,Matches,Leeds United
1328,Liam Cooper,sco SCO,DF,29-249,22.8,1271.0,1451.0,87.6,29535.0,8506.0,269.0,287.0,93.7,731.0,768.0,95.2,268.0,383.0,70.0,0,0.0,0.0,0.0,72.0,3.0,0.0,65.0,Matches,Leeds United
1329,Pascal Struijk,nl NED,"DF,MF",21-268,21.3,1004.0,1154.0,87.0,22291.0,5865.0,249.0,278.0,89.6,574.0,617.0,93.0,172.0,241.0,71.4,0,0.1,-0.1,3.0,42.0,2.0,0.0,43.0,Matches,Leeds United
1330,Tyler Roberts,wal WAL,"MF,FW",22-114,14.7,304.0,422.0,72.0,4806.0,1134.0,160.0,208.0,76.9,101.0,130.0,77.7,27.0,52.0,51.9,2,1.6,0.4,13.0,21.0,20.0,1.0,39.0,Matches,Leeds United
1331,Rodrigo,es ESP,"MF,FW",30-061,14.0,384.0,510.0,75.3,6784.0,1546.0,184.0,221.0,83.3,144.0,184.0,78.3,44.0,70.0,62.9,1,1.8,-0.8,22.0,33.0,16.0,4.0,49.0,Matches,Leeds United
1332,Hélder Costa,pt POR,"MF,FW",27-114,13.8,242.0,328.0,73.8,3298.0,882.0,158.0,180.0,87.8,68.0,93.0,73.1,7.0,23.0,30.4,3,0.9,2.1,9.0,7.0,13.0,4.0,16.0,Matches,Leeds United
1333,Robin Koch,de GER,DF,24-293,11.6,620.0,725.0,85.5,13275.0,3999.0,134.0,160.0,83.8,388.0,409.0,94.9,90.0,143.0,62.9,0,0.2,-0.2,4.0,34.0,3.0,0.0,41.0,Matches,Leeds United
1334,Diego Llorente,es ESP,DF,27-263,10.9,479.0,561.0,85.4,11078.0,2784.0,79.0,90.0,87.8,306.0,337.0,90.8,89.0,120.0,74.2,0,0.6,-0.6,4.0,26.0,1.0,0.0,19.0,Matches,Leeds United
1335,Jamie Shackleton,eng ENG,"MF,DF",21-210,7.1,182.0,206.0,88.3,2900.0,627.0,89.0,98.0,90.8,73.0,81.0,90.1,13.0,15.0,86.7,0,0.3,-0.3,2.0,7.0,2.0,1.0,7.0,Matches,Leeds United
1336,Ian Carlo Poveda,eng ENG,"MF,DF",21-086,5.5,83.0,114.0,72.8,1330.0,467.0,41.0,52.0,78.8,31.0,39.0,79.5,8.0,14.0,57.1,0,0.8,-0.8,4.0,7.0,9.0,2.0,17.0,Matches,Leeds United
1337,Pablo Hernández,es ESP,MF,36-025,5.0,251.0,334.0,75.1,4844.0,1609.0,106.0,129.0,82.2,100.0,123.0,81.3,40.0,61.0,65.6,2,0.6,1.4,5.0,38.0,11.0,1.0,51.0,Matches,Leeds United
1338,Kiko Casilla,es ESP,GK,34-216,3.0,32.0,33.0,97.0,813.0,519.0,12.0,12.0,100.0,10.0,10.0,100.0,10.0,11.0,90.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
1339,Leif Davis,eng ENG,DF,21-114,2.0,16.0,19.0,84.2,384.0,159.0,3.0,3.0,100.0,10.0,11.0,90.9,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,Leeds United
1340,Barry Douglas,sco SCO,DF,31-244,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1341,Oliver Casey,eng ENG,DF,20-204,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1342,Charlie Cresswell,eng ENG,DF,18-150,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1343,Mateusz Bogusz,pl POL,MF,19-257,0.9,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1344,Jack Jenkins,eng ENG,MF,19-044,0.5,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1345,Niall Huggins,wal WAL,DF,20-139,0.4,17.0,23.0,73.9,240.0,57.0,11.0,14.0,78.6,6.0,6.0,100.0,0.0,3.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Leeds United
1346,Sam Greenwood,eng ENG,FW,19-100,0.4,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1347,Robbie Gotts,eng ENG,MF,21-178,0.1,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leeds United
1348,Youri Tielemans,be BEL,MF,24-001,45.3,2126.0,2669.0,79.7,41055.0,10376.0,839.0,942.0,89.1,946.0,1096.0,86.3,308.0,548.0,56.2,5,3.3,-0.3,44.0,225.0,43.0,3.0,225.0,Matches,Leicester City
1349,Kasper Schmeichel,dk DEN,GK,34-184,44.0,975.0,1333.0,73.1,30093.0,16068.0,128.0,130.0,98.5,447.0,454.0,98.5,397.0,746.0,53.2,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,Matches,Leicester City
1350,Jonny Evans,nir NIR,DF,33-125,35.4,1863.0,2128.0,87.5,40840.0,12364.0,464.0,500.0,92.8,1056.0,1133.0,93.2,332.0,475.0,69.9,2,0.5,1.5,10.0,106.0,4.0,0.0,76.0,Matches,Leicester City
1351,Jamie Vardy,eng ENG,FW,34-117,34.1,296.0,448.0,66.1,4446.0,768.0,177.0,247.0,71.7,86.0,129.0,66.7,24.0,38.0,63.2,9,5.5,2.5,28.0,14.0,13.0,0.0,28.0,Matches,Leicester City
1352,Wesley Fofana,fr FRA,DF,20-142,31.0,1531.0,1761.0,86.9,31562.0,8982.0,497.0,549.0,90.5,775.0,851.0,91.1,245.0,332.0,73.8,0,0.4,-0.4,7.0,112.0,2.0,0.0,92.0,Matches,Leicester City
1353,James Justin,eng ENG,DF,23-074,29.9,1276.0,1619.0,78.8,21539.0,7068.0,629.0,711.0,88.5,540.0,651.0,82.9,93.0,193.0,48.2,1,1.7,-0.7,20.0,70.0,37.0,8.0,116.0,Matches,Leicester City
1354,Harvey Barnes,eng ENG,"FW,MF",23-150,28.9,606.0,813.0,74.5,9395.0,2470.0,344.0,432.0,79.6,197.0,247.0,79.8,46.0,69.0,66.7,4,2.3,1.7,34.0,49.0,29.0,4.0,89.0,Matches,Leicester City
1355,Wilfred Ndidi,ng NGA,MF,24-143,28.4,1210.0,1371.0,88.3,22809.0,4590.0,477.0,542.0,88.0,541.0,577.0,93.8,166.0,205.0,81.0,3,1.1,1.9,15.0,79.0,3.0,0.0,54.0,Matches,Leicester City
1356,James Maddison,eng ENG,MF,24-166,27.9,909.0,1208.0,75.2,15907.0,4541.0,460.0,521.0,88.3,309.0,381.0,81.1,116.0,240.0,48.3,9,6.7,1.3,60.0,87.0,38.0,4.0,104.0,Matches,Leicester City
1357,Timothy Castagne,be BEL,DF,25-154,27.5,1098.0,1322.0,83.1,17750.0,6260.0,577.0,634.0,91.0,449.0,527.0,85.2,64.0,119.0,53.8,4,2.3,0.7,24.0,63.0,21.0,8.0,83.0,Matches,Leicester City
1358,Marc Albrighton,eng ENG,"DF,FW",31-171,24.3,584.0,854.0,68.4,10368.0,4037.0,299.0,363.0,82.4,192.0,243.0,79.0,73.0,178.0,41.0,6,4.2,0.8,32.0,46.0,37.0,17.0,74.0,Matches,Leicester City
1359,Çağlar Söyüncü,tr TUR,DF,24-350,23.5,1132.0,1268.0,89.3,21606.0,6607.0,400.0,425.0,94.1,606.0,651.0,93.1,114.0,171.0,66.7,0,0.2,-0.2,4.0,69.0,4.0,2.0,72.0,Matches,Leicester City
1360,Kelechi Iheanacho,ng NGA,FW,24-217,22.0,397.0,501.0,79.2,5632.0,874.0,241.0,281.0,85.8,114.0,140.0,81.4,24.0,40.0,60.0,6,5.2,-0.2,34.0,26.0,21.0,2.0,35.0,Matches,Leicester City
1361,Nampalys Mendy,sn SEN,MF,28-319,18.2,948.0,1037.0,91.4,16336.0,3369.0,439.0,470.0,93.4,410.0,437.0,93.8,83.0,107.0,77.6,1,0.4,0.6,6.0,82.0,0.0,0.0,59.0,Matches,Leicester City
1362,Ayoze Pérez,es ESP,"FW,MF",27-289,18.2,344.0,454.0,75.8,4895.0,1319.0,223.0,263.0,84.8,91.0,125.0,72.8,20.0,38.0,52.6,2,1.2,-0.2,20.0,24.0,24.0,5.0,46.0,Matches,Leicester City
1363,Luke Thomas,eng ENG,DF,19-332,16.8,500.0,665.0,75.2,7870.0,2798.0,285.0,337.0,84.6,172.0,218.0,78.9,38.0,84.0,45.2,1,0.3,0.7,5.0,36.0,5.0,1.0,41.0,Matches,Leicester City
1364,Dennis Praet,be BEL,"MF,FW",26-359,13.3,361.0,457.0,79.0,5832.0,1269.0,198.0,226.0,87.6,125.0,157.0,79.6,28.0,49.0,57.1,2,1.0,0.0,12.0,17.0,8.0,2.0,28.0,Matches,Leicester City
1365,Daniel Amartey,gh GHA,DF,26-138,12.7,447.0,529.0,84.5,8519.0,2628.0,157.0,169.0,92.9,229.0,264.0,86.7,54.0,76.0,71.1,0,0.0,0.0,0.0,22.0,1.0,0.0,27.0,Matches,Leicester City
1366,Christian Fuchs,at AUT,DF,35-031,12.4,669.0,812.0,82.4,13079.0,5201.0,275.0,304.0,90.5,306.0,351.0,87.2,87.0,141.0,61.7,0,0.0,0.0,1.0,52.0,2.0,1.0,39.0,Matches,Leicester City
1367,Ricardo Pereira,pt POR,"DF,MF",27-214,12.3,372.0,481.0,77.3,6012.0,2168.0,184.0,214.0,86.0,157.0,195.0,80.5,23.0,46.0,50.0,1,0.5,0.5,11.0,18.0,11.0,0.0,41.0,Matches,Leicester City
1368,Cengiz Ünder,tr TUR,"MF,FW",23-298,10.5,247.0,343.0,72.0,4617.0,1221.0,124.0,155.0,80.0,82.0,104.0,78.8,38.0,64.0,59.4,3,2.3,0.7,14.0,13.0,17.0,6.0,26.0,Matches,Leicester City
1369,Hamza Choudhury,eng ENG,MF,23-219,9.7,406.0,489.0,83.0,7596.0,1367.0,171.0,201.0,85.1,173.0,196.0,88.3,53.0,75.0,70.7,0,0.0,0.0,0.0,27.0,2.0,0.0,15.0,Matches,Leicester City
1370,Danny Ward,wal WAL,GK,27-320,5.0,37.0,53.0,69.8,1161.0,751.0,8.0,8.0,100.0,12.0,13.0,92.3,17.0,32.0,53.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Leicester City
1371,Wes Morgan,jm JAM,DF,37-107,3.3,87.0,100.0,87.0,1746.0,552.0,28.0,29.0,96.6,42.0,49.0,85.7,16.0,21.0,76.2,0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Matches,Leicester City
1372,Demarai Gray,eng ENG,FW,24-314,1.2,7.0,11.0,63.6,116.0,11.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Leicester City
1373,Sidnei Tavares,pt POR,MF,19-221,1.1,28.0,35.0,80.0,432.0,69.0,16.0,21.0,76.2,10.0,11.0,90.9,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Leicester City
1374,Vontae Daley Campbell,eng ENG,DF,20-036,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leicester City
1375,Kiernan Dewsbury Hall,eng ENG,MF,22-244,0.8,,,,,,,,,,,,,,,0,,,,,,,,Matches,Leicester City
1376,Islam Slimani,dz ALG,FW,32-324,0.2,8.0,11.0,72.7,108.0,16.0,5.0,6.0,83.3,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches,Leicester City
1377,Khanya Leshabela,za RSA,MF,21-232,0.1,7.0,9.0,77.8,98.0,38.0,4.0,5.0,80.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Leicester City
1378,Jean-Louis Leca,fr FRA,GK,35-223,33.8,645.0,950.0,67.9,19851.0,14232.0,156.0,156.0,100.0,210.0,213.0,98.6,253.0,555.0,45.6,0,0.1,-0.1,2.0,13.0,0.0,0.0,0.0,Matches,lens
1379,Jonathan Gradit,fr FRA,DF,28-159,29.4,1299.0,1468.0,88.5,29152.0,8801.0,323.0,359.0,90.0,713.0,771.0,92.5,253.0,312.0,81.1,1,0.4,0.6,7.0,137.0,5.0,1.0,142.0,Matches,lens
1380,Cheick Doucouré,ml MLI,MF,21-114,28.1,1115.0,1273.0,87.6,22034.0,4872.0,438.0,492.0,89.0,464.0,511.0,90.8,190.0,222.0,85.6,1,1.7,-0.7,22.0,138.0,18.0,0.0,123.0,Matches,lens
1381,Loïc Bade,fr FRA,DF,21-021,27.9,1461.0,1667.0,87.6,34171.0,8959.0,326.0,356.0,91.6,793.0,853.0,93.0,334.0,439.0,76.1,0,0.1,-0.1,4.0,72.0,1.0,1.0,72.0,Matches,lens
1382,Florian Sotoca,fr FRA,FW,30-189,26.1,610.0,866.0,70.4,10858.0,2127.0,293.0,393.0,74.6,219.0,291.0,75.3,81.0,125.0,64.8,3,3.5,-0.5,22.0,45.0,25.0,5.0,78.0,Matches,lens
1383,Jonathan Clauss,fr FRA,DF,28-219,26.0,858.0,1188.0,72.2,16126.0,5861.0,364.0,417.0,87.3,377.0,491.0,76.8,111.0,252.0,44.0,7,5.4,0.6,43.0,51.0,41.0,20.0,102.0,Matches,lens
1384,Gaël Kakuta,cd COD,"MF,FW",29-315,25.1,777.0,1068.0,72.8,13297.0,4451.0,387.0,468.0,82.7,266.0,342.0,77.8,93.0,183.0,50.8,5,6.3,-1.3,44.0,87.0,36.0,6.0,124.0,Matches,lens
1385,Yannick Cahuzac,fr FRA,MF,36-104,24.1,687.0,819.0,83.9,12452.0,2554.0,289.0,330.0,87.6,316.0,366.0,86.3,72.0,99.0,72.7,0,0.5,-0.5,11.0,56.0,14.0,3.0,61.0,Matches,lens
1386,Seko Fofana,ci CIV,MF,25-360,24.0,944.0,1102.0,85.7,16071.0,2940.0,470.0,532.0,88.3,381.0,429.0,88.8,79.0,107.0,73.8,3,2.2,0.8,23.0,61.0,16.0,2.0,82.0,Matches,lens
1387,Massadio Haïdara,ml MLI,DF,28-151,22.9,986.0,1199.0,82.2,18037.0,6641.0,431.0,474.0,90.9,439.0,513.0,85.6,101.0,167.0,60.5,1,2.2,-1.2,17.0,60.0,17.0,8.0,94.0,Matches,lens
1388,Facundo Medina,ar ARG,DF,21-339,21.8,1225.0,1410.0,86.9,25805.0,9768.0,391.0,423.0,92.4,638.0,683.0,93.4,190.0,273.0,69.6,0,0.3,-0.3,7.0,106.0,4.0,1.0,129.0,Matches,lens
1389,Steven Fortes,cv CPV,DF,29-015,16.9,708.0,810.0,87.4,16074.0,4605.0,171.0,189.0,90.5,379.0,416.0,91.1,155.0,195.0,79.5,1,0.2,-0.2,2.0,40.0,0.0,0.0,52.0,Matches,lens
1390,Simon Banza,fr FRA,FW,24-262,15.4,221.0,300.0,73.7,3471.0,583.0,118.0,154.0,76.6,75.0,94.0,79.8,19.0,29.0,65.5,2,0.9,1.1,10.0,20.0,9.0,3.0,20.0,Matches,lens
1391,Arnaud Kalimuendo,fr FRA,"FW,MF",19-101,13.9,202.0,262.0,77.1,3069.0,517.0,117.0,142.0,82.4,69.0,90.0,76.7,11.0,14.0,78.6,4,1.6,0.4,10.0,7.0,9.0,2.0,12.0,Matches,lens
1392,Clément Michelin,fr FRA,DF,23-356,13.7,446.0,620.0,71.9,8977.0,3591.0,159.0,191.0,83.2,211.0,261.0,80.8,70.0,145.0,48.3,4,3.1,0.9,17.0,21.0,14.0,9.0,40.0,Matches,lens
1393,Issiaga Sylla,gn GUI,DF,27-121,13.4,531.0,685.0,77.5,9304.0,3611.0,251.0,297.0,84.5,224.0,270.0,83.0,49.0,89.0,55.1,0,0.4,-0.4,9.0,26.0,13.0,8.0,63.0,Matches,lens
1394,Ignatius Ganago,cm CMR,FW,22-075,11.9,156.0,220.0,70.9,2380.0,289.0,84.0,106.0,79.2,54.0,74.0,73.0,11.0,21.0,52.4,0,0.8,-0.8,8.0,7.0,3.0,0.0,8.0,Matches,lens
1395,Ismaëlben Boura,fr FRA,DF,20-261,8.9,322.0,420.0,76.7,5807.0,1974.0,144.0,164.0,87.8,147.0,178.0,82.6,25.0,60.0,41.7,1,0.4,-0.4,5.0,11.0,7.0,4.0,34.0,Matches,lens
1396,Corentin Jean,fr FRA,FW,25-291,7.6,115.0,157.0,73.2,1880.0,412.0,63.0,75.0,84.0,34.0,45.0,75.6,12.0,21.0,57.1,3,0.4,0.6,6.0,2.0,8.0,5.0,9.0,Matches,lens
1397,Tony Mauricio,fr FRA,MF,27-041,6.4,254.0,318.0,79.9,4907.0,1182.0,111.0,127.0,87.4,93.0,104.0,89.4,45.0,71.0,63.4,4,1.4,2.6,13.0,16.0,5.0,1.0,21.0,Matches,lens
1398,Wuilker Faríñez,ve VEN,GK,23-076,3.2,1.0,6.0,16.7,64.0,50.0,0.0,0.0,,0.0,0.0,,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,lens
