,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
662,Christian Pulisic,us USA,FW,22-232,22.8,547.0,694.0,78.8,8515.0,1894.0,318.0,375.0,84.8,181.0,226.0,80.1,35.0,54.0,64.8,3,4.2,-1.2,30.0,31.0,33.0,1.0,64.0,Matches,Chelsea
663,Callum Hudson-Odoi,eng ENG,"FW,DF",20-182,19.8,640.0,772.0,82.9,10523.0,2469.0,361.0,405.0,89.1,204.0,244.0,83.6,65.0,96.0,67.7,5,3.5,-0.5,32.0,26.0,40.0,11.0,61.0,Matches,Chelsea
664,Hakim Ziyech,ma MAR,"FW,MF",28-050,19.0,651.0,873.0,74.6,11198.0,3180.0,321.0,378.0,84.9,229.0,279.0,82.1,77.0,162.0,47.5,4,4.7,-1.7,39.0,60.0,32.0,5.0,87.0,Matches,Chelsea
665,Tammy Abraham,eng ENG,FW,23-218,17.1,189.0,266.0,71.1,2565.0,408.0,115.0,147.0,78.2,51.0,77.0,66.2,10.0,16.0,62.5,4,0.9,1.1,9.0,14.0,3.0,1.0,13.0,Matches,Chelsea
666,Olivier Giroud,fr FRA,FW,34-220,13.0,213.0,279.0,76.3,2555.0,305.0,141.0,176.0,80.1,42.0,59.0,71.2,8.0,9.0,88.9,0,0.8,-0.8,8.0,8.0,3.0,0.0,8.0,Matches,Chelsea
667,Marcos Alonso,es ESP,DF,30-131,12.2,538.0,645.0,83.4,9190.0,3351.0,267.0,294.0,90.8,225.0,260.0,86.5,43.0,69.0,62.3,0,1.1,-1.1,11.0,21.0,10.0,5.0,52.0,Matches,Chelsea
668,Kepa Arrizabalaga,es ESP,GK,26-217,11.0,174.0,217.0,80.2,4528.0,2269.0,39.0,40.0,97.5,88.0,88.0,100.0,47.0,89.0,52.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Chelsea
669,Emerson Palmieri,it ITA,DF,26-278,8.9,170.0,214.0,79.4,2689.0,817.0,99.0,106.0,93.4,54.0,68.0,79.4,14.0,30.0,46.7,0,0.4,-0.4,6.0,2.0,5.0,4.0,6.0,Matches,Chelsea
670,Billy Gilmour,sco SCO,MF,19-331,6.3,159.0,180.0,88.3,3115.0,416.0,53.0,59.0,89.8,82.0,92.0,89.1,21.0,25.0,84.0,0,0.1,-0.1,3.0,12.0,1.0,0.0,8.0,Matches,Chelsea
671,Fikayo Tomori,eng ENG,DF,23-140,2.6,27.0,29.0,93.1,574.0,161.0,6.0,6.0,100.0,17.0,18.0,94.4,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
672,Willy Caballero,ar ARG,GK,39-222,2.0,24.0,26.0,92.3,496.0,302.0,8.0,8.0,100.0,13.0,13.0,100.0,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
673,Ross Barkley,eng ENG,MF,27-154,1.5,22.0,26.0,84.6,441.0,72.0,10.0,13.0,76.9,8.0,9.0,88.9,4.0,4.0,100.0,0,0.1,-0.1,1.0,2.0,1.0,0.0,2.0,Matches,Chelsea
674,Faustino Anjorin,eng ENG,FW,19-166,1.2,40.0,45.0,88.9,566.0,190.0,23.0,25.0,92.0,16.0,17.0,94.1,1.0,1.0,100.0,0,0.3,-0.3,2.0,1.0,3.0,0.0,7.0,Matches,Chelsea
675,Ruben Loftus-Cheek,eng ENG,FW,25-105,0.7,11.0,16.0,68.8,166.0,22.0,6.0,6.0,100.0,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Chelsea
676,Vicente Guaita,es ESP,GK,34-116,33.0,535.0,959.0,55.8,20126.0,14279.0,71.0,72.0,98.6,179.0,184.0,97.3,284.0,702.0,40.5,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Matches,Crystal Palace
677,Cheikhou Kouyaté,sn SEN,DF,31-136,30.2,860.0,1086.0,79.2,17648.0,5506.0,303.0,352.0,86.1,387.0,439.0,88.2,157.0,267.0,58.8,0,0.2,-0.2,5.0,32.0,2.0,1.0,30.0,Matches,Crystal Palace
678,Eberechi Eze,eng ENG,MF,22-311,27.4,825.0,1041.0,79.3,13033.0,3871.0,461.0,516.0,89.3,260.0,316.0,82.3,72.0,152.0,47.4,4,2.3,1.7,33.0,62.0,26.0,3.0,99.0,Matches,Crystal Palace
679,Luka Milivojević,rs SRB,MF,30-029,25.5,962.0,1188.0,81.0,19391.0,6131.0,350.0,397.0,88.2,435.0,507.0,85.8,158.0,241.0,65.6,1,1.2,-0.2,15.0,100.0,10.0,2.0,99.0,Matches,Crystal Palace
680,Wilfried Zaha,ci CIV,FW,28-177,24.3,495.0,655.0,75.6,7479.0,1850.0,296.0,365.0,81.1,143.0,175.0,81.7,36.0,58.0,62.1,2,2.5,-0.5,21.0,25.0,29.0,4.0,61.0,Matches,Crystal Palace
681,Jordan Ayew,gh GHA,"FW,MF",29-237,22.5,467.0,591.0,79.0,6601.0,1086.0,286.0,333.0,85.9,138.0,172.0,80.2,20.0,36.0,55.6,3,0.6,2.4,11.0,12.0,13.0,2.0,33.0,Matches,Crystal Palace
682,Andros Townsend,eng ENG,"MF,FW",29-294,21.6,490.0,725.0,67.6,8438.0,3106.0,251.0,300.0,83.7,156.0,209.0,74.6,63.0,162.0,38.9,4,2.6,1.4,29.0,34.0,31.0,14.0,62.0,Matches,Crystal Palace
683,Patrick van Aanholt,nl NED,DF,30-250,20.7,888.0,1124.0,79.0,14898.0,6945.0,453.0,510.0,88.8,340.0,418.0,81.3,78.0,150.0,52.0,1,0.8,0.2,11.0,68.0,26.0,4.0,112.0,Matches,Crystal Palace
684,Joel Ward,eng ENG,DF,31-189,20.1,637.0,889.0,71.7,10675.0,5202.0,323.0,374.0,86.4,234.0,316.0,74.1,61.0,146.0,41.8,1,0.4,0.6,6.0,49.0,7.0,2.0,51.0,Matches,Crystal Palace
685,Jaïro Riedewald,nl NED,MF,24-239,18.9,493.0,577.0,85.4,8551.0,2178.0,224.0,254.0,88.2,205.0,232.0,88.4,52.0,72.0,72.2,0,0.9,-0.9,10.0,42.0,7.0,0.0,39.0,Matches,Crystal Palace
686,Christian Benteke,be BEL,FW,30-154,17.2,311.0,474.0,65.6,4248.0,854.0,184.0,274.0,67.2,87.0,138.0,63.0,17.0,24.0,70.8,1,0.9,0.1,12.0,22.0,11.0,1.0,29.0,Matches,Crystal Palace
687,James McArthur,sco SCO,MF,33-211,16.3,627.0,769.0,81.5,11897.0,3424.0,240.0,276.0,87.0,288.0,327.0,88.1,83.0,128.0,64.8,2,0.9,1.1,13.0,63.0,6.0,0.0,60.0,Matches,Crystal Palace
688,Gary Cahill,eng ENG,DF,35-138,16.0,510.0,598.0,85.3,11159.0,3872.0,144.0,169.0,85.2,281.0,301.0,93.4,82.0,123.0,66.7,0,0.4,-0.4,3.0,30.0,1.0,0.0,30.0,Matches,Crystal Palace
689,Tyrick Mitchell,eng ENG,DF,21-247,14.2,412.0,591.0,69.7,6851.0,4378.0,200.0,236.0,84.7,170.0,236.0,72.0,33.0,78.0,42.3,0,0.3,-0.3,2.0,39.0,8.0,4.0,44.0,Matches,Crystal Palace
690,Scott Dann,eng ENG,DF,34-081,14.0,487.0,580.0,84.0,9999.0,4565.0,155.0,172.0,90.1,264.0,284.0,93.0,66.0,115.0,57.4,0,0.0,0.0,1.0,22.0,0.0,0.0,26.0,Matches,Crystal Palace
691,Nathaniel Clyne,eng ENG,DF,30-031,13.7,437.0,569.0,76.8,6908.0,2752.0,232.0,258.0,89.9,164.0,205.0,80.0,30.0,75.0,40.0,1,0.4,0.6,4.0,20.0,13.0,6.0,25.0,Matches,Crystal Palace
692,Jeffrey Schlupp,gh GHA,MF,28-134,13.1,231.0,330.0,70.0,3581.0,961.0,121.0,159.0,76.1,87.0,123.0,70.7,14.0,24.0,58.3,3,1.4,1.6,14.0,23.0,7.0,1.0,25.0,Matches,Crystal Palace
693,Michy Batshuayi,be BEL,FW,27-216,9.8,114.0,162.0,70.4,1678.0,325.0,61.0,78.0,78.2,38.0,53.0,71.7,8.0,10.0,80.0,1,1.4,-0.4,7.0,6.0,3.0,1.0,10.0,Matches,Crystal Palace
694,James McCarthy,ie IRL,MF,30-175,7.2,188.0,243.0,77.4,3849.0,769.0,68.0,80.0,85.0,80.0,96.0,83.3,35.0,55.0,63.6,0,0.1,-0.1,3.0,11.0,3.0,2.0,15.0,Matches,Crystal Palace
695,James Tomkins,eng ENG,DF,32-038,5.3,98.0,126.0,77.8,2238.0,776.0,23.0,27.0,85.2,52.0,55.0,94.5,22.0,41.0,53.7,0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,Matches,Crystal Palace
696,Mamadou Sakho,fr FRA,DF,31-082,3.9,72.0,82.0,87.8,1518.0,639.0,22.0,26.0,84.6,33.0,33.0,100.0,16.0,22.0,72.7,0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Matches,Crystal Palace
697,Jean-Philippe Mateta,fr FRA,FW,23-312,2.3,28.0,45.0,62.2,318.0,64.0,23.0,27.0,85.2,4.0,14.0,28.6,0.0,0.0,,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Matches,Crystal Palace
698,Wayne Hennessey,wal WAL,GK,34-102,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
699,Ryan Inniss,eng ENG,DF,25-335,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
700,Martin Kelly,eng ENG,"DF,MF",31-009,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
701,Max Meyer,de GER,"FW,MF",25-230,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
702,Jarosław Jach,pl POL,DF,27-078,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
703,Jack Butland,eng ENG,GK,28-057,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
704,Nya Kirby,eng ENG,MF,21-095,0.8,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
705,Sam Woods,eng ENG,DF,22-237,0.7,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
706,Bruno Ecuele Manga,ga GAB,DF,32-290,34.0,1439.0,1671.0,86.1,33776.0,11994.0,320.0,355.0,90.1,799.0,859.0,93.0,316.0,440.0,71.8,0,0.0,0.0,1.0,51.0,3.0,0.0,58.0,Matches,dijon
707,Didier Ibrahim Ndong,ga GAB,MF,26-319,28.0,1231.0,1428.0,86.2,25247.0,5816.0,439.0,488.0,90.0,567.0,623.0,91.0,212.0,278.0,76.3,1,1.0,0.0,9.0,111.0,7.0,1.0,113.0,Matches,dijon
708,Bersant Celina,xk KVX,"MF,FW",24-235,24.8,793.0,1025.0,77.4,13859.0,3986.0,396.0,447.0,88.6,286.0,340.0,84.1,94.0,198.0,47.5,5,4.3,0.7,47.0,86.0,37.0,6.0,93.0,Matches,dijon
709,Muzinga Ngonda,cd COD,DF,26-122,23.1,1058.0,1480.0,71.5,19533.0,9122.0,461.0,531.0,86.8,466.0,606.0,76.9,118.0,265.0,44.5,0,1.1,-1.1,17.0,77.0,30.0,9.0,127.0,Matches,dijon
710,Mama Samba Baldé,gw GNB,FW,25-177,21.9,309.0,448.0,69.0,4482.0,821.0,179.0,241.0,74.3,89.0,119.0,74.8,21.0,37.0,56.8,0,0.7,-0.7,10.0,16.0,6.0,0.0,19.0,Matches,dijon
711,Eric Junior Dina Ebimbe,fr FRA,"FW,MF",20-162,21.3,484.0,629.0,76.9,7773.0,1787.0,271.0,322.0,84.2,163.0,195.0,83.6,41.0,78.0,52.6,1,1.6,-0.6,17.0,39.0,14.0,3.0,50.0,Matches,dijon
712,Anthony Racioppi,ch SUI,GK,22-122,21.0,431.0,656.0,65.7,12926.0,8892.0,89.0,90.0,98.9,187.0,190.0,98.4,154.0,374.0,41.2,0,0.1,-0.1,1.0,4.0,0.0,0.0,0.0,Matches,dijon
713,Sacha Boey,fr FRA,DF,20-231,20.7,815.0,1053.0,77.4,14390.0,6023.0,369.0,413.0,89.3,322.0,415.0,77.6,99.0,179.0,55.3,1,1.1,-0.1,15.0,40.0,18.0,13.0,60.0,Matches,dijon
714,Jonathan Panzo,eng ENG,DF,20-189,18.7,807.0,921.0,87.6,17993.0,5298.0,193.0,218.0,88.5,437.0,460.0,95.0,170.0,224.0,75.9,0,0.0,0.0,0.0,27.0,0.0,0.0,23.0,Matches,dijon
715,Senou Coulibaly,ml MLI,DF,26-240,18.5,691.0,842.0,82.1,15890.0,5720.0,167.0,183.0,91.3,354.0,395.0,89.6,166.0,249.0,66.7,0,0.0,0.0,0.0,34.0,0.0,0.0,31.0,Matches,dijon
716,Wesley Lautoa,nc NCL,"MF,DF",33-250,17.9,671.0,788.0,85.2,13510.0,4010.0,235.0,265.0,88.7,314.0,353.0,89.0,114.0,149.0,76.5,0,0.1,-0.1,4.0,43.0,8.0,0.0,61.0,Matches,dijon
717,Fouad Chafik,ma MAR,DF,34-198,15.2,617.0,792.0,77.9,11098.0,4542.0,277.0,303.0,91.4,259.0,315.0,82.2,66.0,145.0,45.5,0,0.5,-0.5,8.0,59.0,5.0,3.0,60.0,Matches,dijon
718,Mounir Chouiar,fr FRA,"FW,MF",22-099,13.6,333.0,447.0,74.5,5771.0,1790.0,182.0,218.0,83.5,98.0,122.0,80.3,47.0,80.0,58.8,2,2.0,0.0,27.0,18.0,8.0,0.0,35.0,Matches,dijon
719,Jordan Marié,fr FRA,MF,29-215,13.1,415.0,529.0,78.4,8186.0,1816.0,164.0,196.0,83.7,174.0,217.0,80.2,68.0,98.0,69.4,0,0.5,-0.5,6.0,40.0,3.0,0.0,32.0,Matches,dijon
720,Pape Cheikh Diop,sn SEN,MF,23-267,13.1,535.0,612.0,87.4,10055.0,2152.0,201.0,232.0,86.6,262.0,280.0,93.6,62.0,85.0,72.9,0,0.7,-0.7,9.0,37.0,6.0,0.0,42.0,Matches,dijon
721,Moussa Konaté,sn SEN,FW,28-029,11.9,180.0,242.0,74.4,2805.0,350.0,93.0,124.0,75.0,68.0,89.0,76.4,10.0,14.0,71.4,0,0.5,-0.5,4.0,14.0,6.0,1.0,12.0,Matches,dijon
722,Frédéric Sammaritano,fr FRA,"FW,MF",35-040,11.6,337.0,454.0,74.2,5648.0,1643.0,186.0,214.0,86.9,90.0,121.0,74.4,46.0,83.0,55.4,1,1.6,-0.6,22.0,29.0,9.0,7.0,30.0,Matches,dijon
723,Roger Assalé,ci CIV,"FW,MF",27-170,9.2,126.0,183.0,68.9,2132.0,479.0,70.0,93.0,75.3,41.0,62.0,66.1,14.0,19.0,73.7,1,0.6,0.4,4.0,5.0,6.0,1.0,14.0,Matches,dijon
724,Saturnin Allagbé,bj BEN,GK,27-161,9.0,170.0,265.0,64.2,5327.0,3216.0,23.0,24.0,95.8,76.0,77.0,98.7,70.0,163.0,42.9,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,dijon
725,Aníbal Chalá,ec ECU,DF,24-358,8.8,284.0,371.0,76.5,4694.0,2276.0,136.0,151.0,90.1,120.0,158.0,75.9,20.0,44.0,45.5,0,0.2,-0.2,4.0,18.0,2.0,1.0,28.0,Matches,dijon
726,Mihai Dobre,ro ROU,"FW,MF",22-245,6.0,119.0,159.0,74.8,1615.0,367.0,69.0,82.0,84.1,42.0,53.0,79.2,3.0,9.0,33.3,0,0.3,-0.3,4.0,6.0,0.0,0.0,11.0,Matches,dijon
727,Alfred Gomis,sn SEN,GK,27-239,5.0,120.0,188.0,63.8,3650.0,2215.0,23.0,23.0,100.0,48.0,49.0,98.0,49.0,116.0,42.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
728,Aboubakar Kamara,mr MTN,"FW,MF",26-056,5.0,85.0,114.0,74.6,1256.0,237.0,41.0,52.0,78.8,28.0,39.0,71.8,5.0,9.0,55.6,0,0.5,-0.5,6.0,2.0,4.0,3.0,6.0,Matches,dijon
729,Yassine Benzia,dz ALG,"MF,FW",26-236,4.5,154.0,201.0,76.6,2933.0,790.0,65.0,78.0,83.3,53.0,65.0,81.5,28.0,46.0,60.9,1,0.3,0.7,8.0,14.0,1.0,1.0,16.0,Matches,dijon
730,Aurélien Scheidler,fr FRA,FW,22-332,3.8,57.0,76.0,75.0,886.0,82.0,29.0,38.0,76.3,22.0,29.0,75.9,3.0,6.0,50.0,0,0.3,-0.3,4.0,0.0,2.0,0.0,2.0,Matches,dijon
731,Ahmad Ngouyamsa,cm CMR,DF,20-132,1.6,60.0,84.0,71.4,1168.0,363.0,23.0,26.0,88.5,25.0,29.0,86.2,11.0,27.0,40.7,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,dijon
732,Romain Amalfitano,fr FRA,"FW,DF",31-248,1.3,47.0,58.0,81.0,1006.0,342.0,15.0,16.0,93.8,22.0,28.0,78.6,10.0,14.0,71.4,0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,Matches,dijon
733,Rayan Philippe,fr FRA,FW,20-191,1.0,8.0,15.0,53.3,115.0,12.0,5.0,7.0,71.4,2.0,5.0,40.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
734,Wilitty Younoussa,cm CMR,"DF,MF",19-235,0.2,6.0,7.0,85.7,116.0,56.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.2,-0.2,2.0,1.0,1.0,1.0,2.0,Matches,dijon
735,Jacques Siwe,fr FRA,FW,19-277,0.2,3.0,3.0,100.0,51.0,0.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
736,Arthur Zagre,fr FRA,MF,19-210,0.1,8.0,9.0,88.9,110.0,3.0,4.0,5.0,80.0,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
737,Mats Hummels,de GER,DF,32-122,39.1,2521.0,2857.0,88.2,61618.0,16329.0,455.0,499.0,91.2,1420.0,1514.0,93.8,641.0,818.0,78.4,0,1.3,-1.3,14.0,167.0,10.0,0.0,142.0,Matches,Dortmund
738,Erling Haaland,no NOR,FW,20-270,33.3,409.0,558.0,73.3,5851.0,850.0,241.0,314.0,76.8,116.0,157.0,73.9,24.0,37.0,64.9,9,6.1,0.9,29.0,16.0,20.0,1.0,35.0,Matches,Dortmund
739,Manuel Akanji,ch SUI,DF,25-272,31.3,2100.0,2269.0,92.6,43098.0,13637.0,685.0,722.0,94.9,1092.0,1136.0,96.1,305.0,374.0,81.6,0,0.2,-0.2,5.0,168.0,5.0,0.0,143.0,Matches,Dortmund
740,Marco Reus,de GER,MF,31-321,30.1,927.0,1157.0,80.1,14155.0,3743.0,552.0,643.0,85.8,275.0,328.0,83.8,69.0,105.0,65.7,10,8.2,-0.2,47.0,54.0,46.0,4.0,105.0,Matches,Dortmund
741,Emre Can,de GER,DF,27-095,29.3,1560.0,1796.0,86.9,33114.0,9726.0,488.0,540.0,90.4,789.0,857.0,92.1,270.0,373.0,72.4,4,2.4,1.6,18.0,139.0,20.0,2.0,122.0,Matches,Dortmund
742,Raphaël Guerreiro,pt POR,"DF,MF",27-116,28.5,2018.0,2331.0,86.6,33055.0,12420.0,1083.0,1179.0,91.9,739.0,831.0,88.9,162.0,237.0,68.4,8,6.0,2.0,54.0,175.0,55.0,11.0,237.0,Matches,Dortmund
743,Jadon Sancho,eng ENG,"FW,MF",21-023,27.7,1237.0,1556.0,79.5,19055.0,5532.0,698.0,796.0,87.7,422.0,505.0,83.6,90.0,175.0,51.4,14,6.7,5.3,72.0,66.0,93.0,7.0,160.0,Matches,Dortmund
744,Jude Bellingham,eng ENG,MF,17-292,25.7,1004.0,1209.0,83.0,17862.0,3495.0,442.0,519.0,85.2,423.0,480.0,88.1,110.0,145.0,75.9,4,3.9,0.1,18.0,79.0,28.0,2.0,90.0,Matches,Dortmund
745,Gio Reyna,us USA,MF,18-155,25.0,862.0,1076.0,80.1,13446.0,2748.0,490.0,567.0,86.4,290.0,346.0,83.8,59.0,100.0,59.0,6,4.2,1.8,36.0,53.0,33.0,2.0,66.0,Matches,Dortmund
746,Marwin Hitz,ch SUI,GK,33-211,23.3,501.0,610.0,82.1,14106.0,7782.0,88.0,88.0,100.0,240.0,241.0,99.6,171.0,279.0,61.3,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,Dortmund
747,Thomas Delaney,dk DEN,MF,29-226,22.2,854.0,1007.0,84.8,16341.0,3655.0,365.0,403.0,90.6,357.0,402.0,88.8,116.0,171.0,67.8,4,0.2,0.8,5.0,74.0,10.0,1.0,60.0,Matches,Dortmund
748,Thomas Meunier,be BEL,MF,29-217,20.6,1165.0,1434.0,81.2,21124.0,6249.0,535.0,593.0,90.2,486.0,570.0,85.3,129.0,212.0,60.8,2,2.5,-0.5,16.0,83.0,24.0,11.0,97.0,Matches,Dortmund
749,Roman Bürki,ch SUI,GK,30-154,20.0,540.0,664.0,81.3,14293.0,7873.0,103.0,103.0,100.0,277.0,278.0,99.6,159.0,281.0,56.6,0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,Matches,Dortmund
750,Julian Brandt,de GER,MF,24-350,19.3,817.0,969.0,84.3,14377.0,3140.0,394.0,455.0,86.6,294.0,335.0,87.8,107.0,131.0,81.7,1,2.4,-1.4,32.0,58.0,29.0,3.0,82.0,Matches,Dortmund
751,Mahmoud Dahoud,de GER,MF,25-106,17.8,849.0,981.0,86.5,16967.0,3743.0,303.0,337.0,89.9,389.0,422.0,92.2,138.0,180.0,76.7,0,1.2,-1.2,12.0,76.0,20.0,2.0,82.0,Matches,Dortmund
752,Axel Witsel,be BEL,MF,32-095,17.8,1075.0,1142.0,94.1,19658.0,4145.0,461.0,485.0,95.1,486.0,507.0,95.9,117.0,132.0,88.6,0,1.2,-1.2,7.0,98.0,5.0,0.0,69.0,Matches,Dortmund
753,Mateu Morey,es ESP,DF,21-046,16.2,767.0,925.0,82.9,14467.0,3972.0,331.0,373.0,88.7,313.0,362.0,86.5,116.0,166.0,69.9,1,0.6,0.4,7.0,36.0,16.0,4.0,61.0,Matches,Dortmund
754,Thorgan Hazard,be BEL,FW,28-019,11.6,464.0,559.0,83.0,7902.0,2105.0,245.0,274.0,89.4,159.0,180.0,88.3,46.0,78.0,59.0,3,2.6,-0.6,16.0,27.0,18.0,2.0,45.0,Matches,Dortmund
755,Nico Schulz,de GER,"DF,MF",28-016,10.2,412.0,504.0,81.7,6953.0,2300.0,208.0,235.0,88.5,164.0,188.0,87.2,33.0,63.0,52.4,0,0.6,-0.6,5.0,30.0,8.0,3.0,39.0,Matches,Dortmund
756,Felix Passlack,de GER,MF,22-323,7.0,311.0,369.0,84.3,5242.0,1272.0,158.0,165.0,95.8,123.0,138.0,89.1,27.0,46.0,58.7,0,0.2,-0.2,3.0,14.0,7.0,2.0,18.0,Matches,Dortmund
757,Łukasz Piszczek,pl POL,"DF,MF",35-318,5.1,203.0,236.0,86.0,4177.0,1268.0,68.0,77.0,88.3,103.0,115.0,89.6,30.0,40.0,75.0,0,0.0,0.0,1.0,23.0,1.0,0.0,16.0,Matches,Dortmund
758,Youssoufa Moukoko,de GER,FW,16-148,5.1,64.0,84.0,76.2,882.0,124.0,37.0,45.0,82.2,15.0,24.0,62.5,5.0,6.0,83.3,0,0.7,-0.7,1.0,2.0,2.0,0.0,4.0,Matches,Dortmund
759,Dan-Axel Zagadou,fr FRA,DF,21-318,4.3,217.0,251.0,86.5,4666.0,1406.0,53.0,56.0,94.6,131.0,146.0,89.7,32.0,47.0,68.1,0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,Matches,Dortmund
760,Reinier,br BRA,MF,19-088,2.6,80.0,90.0,88.9,1157.0,208.0,47.0,52.0,90.4,23.0,25.0,92.0,5.0,5.0,100.0,0,0.1,-0.1,2.0,4.0,1.0,1.0,1.0,Matches,Dortmund
761,Ansgar Knauff,de GER,FW,19-097,2.2,33.0,48.0,68.8,563.0,187.0,14.0,20.0,70.0,16.0,20.0,80.0,2.0,4.0,50.0,1,1.2,-0.2,6.0,0.0,2.0,2.0,3.0,Matches,Dortmund
762,Steffen Tigges,de GER,"FW,DF",22-260,1.7,12.0,22.0,54.5,223.0,79.0,5.0,11.0,45.5,3.0,6.0,50.0,3.0,4.0,75.0,0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,Matches,Dortmund
763,Marko Dmitrović,rs SRB,GK,29-097,30.7,520.0,967.0,53.8,24404.0,18919.0,46.0,46.0,100.0,150.0,153.0,98.0,321.0,764.0,42.0,0,0.5,-0.5,4.0,55.0,2.0,0.0,1.0,Matches,eibar
764,Kike,es ESP,FW,31-157,29.7,518.0,779.0,66.5,7579.0,894.0,314.0,403.0,77.9,142.0,228.0,62.3,36.0,81.0,44.4,2,1.7,0.3,21.0,26.0,7.0,4.0,25.0,Matches,eibar
765,Anaitz Arbilla,es ESP,DF,33-351,27.6,1250.0,1631.0,76.6,29613.0,10529.0,382.0,427.0,89.5,523.0,618.0,84.6,328.0,545.0,60.2,1,0.9,0.1,12.0,134.0,15.0,6.0,128.0,Matches,eibar
766,Edu Expósito,es ESP,MF,24-273,25.0,740.0,988.0,74.9,14467.0,3827.0,279.0,348.0,80.2,328.0,402.0,81.6,114.0,193.0,59.1,2,2.5,-0.5,35.0,91.0,13.0,1.0,104.0,Matches,eibar
767,Alejandro Pozo Pozo,es ESP,"DF,MF",22-068,24.8,793.0,1102.0,72.0,15038.0,6299.0,360.0,413.0,87.2,306.0,381.0,80.3,114.0,261.0,43.7,0,0.8,-0.8,9.0,87.0,21.0,8.0,83.0,Matches,eibar
768,Paulo Oliveira,pt POR,DF,29-113,24.5,672.0,957.0,70.2,16754.0,5320.0,144.0,172.0,83.7,325.0,403.0,80.6,199.0,368.0,54.1,1,0.0,1.0,0.0,67.0,6.0,0.0,57.0,Matches,eibar
769,Papakouli Diop,sn SEN,MF,35-043,22.7,547.0,776.0,70.5,11454.0,2843.0,182.0,233.0,78.1,256.0,347.0,73.8,100.0,170.0,58.8,1,1.0,0.0,13.0,79.0,9.0,2.0,66.0,Matches,eibar
770,Bryan,es ESP,"MF,FW",20-079,21.6,550.0,824.0,66.7,8846.0,2948.0,316.0,371.0,85.2,172.0,251.0,68.5,50.0,139.0,36.0,3,4.4,-2.4,41.0,38.0,43.0,13.0,75.0,Matches,eibar
771,Sergio Álvarez,es ESP,"MF,DF",29-098,20.0,525.0,675.0,77.8,10619.0,2280.0,185.0,220.0,84.1,243.0,295.0,82.4,85.0,131.0,64.9,0,0.9,-0.9,8.0,51.0,2.0,1.0,34.0,Matches,eibar
772,Takashi Inui,jp JPN,"MF,FW",32-333,20.0,338.0,498.0,67.9,5642.0,1433.0,177.0,213.0,83.1,122.0,172.0,70.9,30.0,83.0,36.1,0,1.9,-1.9,14.0,23.0,21.0,10.0,33.0,Matches,eibar
773,Pedro Bigas,es ESP,DF,30-228,17.3,450.0,627.0,71.8,11554.0,3780.0,82.0,111.0,73.9,240.0,289.0,83.0,124.0,217.0,57.1,0,0.0,0.0,0.0,26.0,1.0,0.0,37.0,Matches,eibar
774,Esteban Burgos,ar ARG,DF,29-112,15.7,417.0,547.0,76.2,11228.0,2783.0,76.0,93.0,81.7,190.0,234.0,81.2,149.0,211.0,70.6,1,0.1,0.9,2.0,23.0,0.0,0.0,27.0,Matches,eibar
