,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
64,Eddie Nketiah,eng ENG,"FW,MF",18.0,10,0,132.0,1.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.36,0.68,2.05,1.36,2.05,0.1,0.1,0.0,0.1,0.24,0.0,0.24,0.24,0.24,Matches,Arsenal
65,Josh Dasilva,eng ENG,MF,18.0,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Arsenal
66,Chuba Akpom,eng ENG,FW,21.0,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Arsenal
67,Marcus McGuane,eng ENG,MF,18.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Arsenal
68,Ben Sheaf,eng ENG,MF,19.0,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Arsenal
69,Charlie Gilmour,sco SCO,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
70,Dejan Iliev,mk MKD,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
71,Jordi Osei-Tutu,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
72,Jeff Reine-Adélaïde,fr FRA,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
73,Vlad Dragomir,ro ROU,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
74,Remo Freuler,ch SUI,MF,25.0,35,33,3006.0,33.4,5.0,2.0,5.0,0.0,0.0,4.0,1.0,0.15,0.06,0.21,0.15,0.21,5.9,5.9,2.5,8.5,0.18,0.08,0.25,0.18,0.25,Matches,Atalanta
75,Bryan Cristante,it ITA,"MF,FW",22.0,36,33,2824.0,31.4,9.0,2.0,9.0,0.0,1.0,4.0,0.0,0.29,0.06,0.35,0.29,0.35,9.1,8.3,4.3,12.7,0.29,0.14,0.43,0.26,0.4,Matches,Atalanta
76,Etrit Berisha,al ALB,GK,28.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
77,Papu Gómez,ar ARG,"FW,MF",29.0,33,31,2750.0,30.6,6.0,8.0,4.0,2.0,3.0,2.0,0.0,0.2,0.26,0.46,0.13,0.39,11.9,9.6,10.0,19.6,0.39,0.33,0.71,0.31,0.64,Matches,Atalanta
78,Andrea Masiello,it ITA,DF,31.0,31,30,2707.0,30.1,4.0,0.0,4.0,0.0,0.0,5.0,0.0,0.13,0.0,0.13,0.13,0.13,3.0,3.0,0.3,3.3,0.1,0.01,0.11,0.1,0.11,Matches,Atalanta
79,Marten de Roon,nl NED,MF,26.0,34,29,2571.0,28.6,3.0,3.0,2.0,1.0,2.0,9.0,2.0,0.11,0.11,0.21,0.07,0.18,3.0,1.5,2.0,3.5,0.1,0.07,0.17,0.05,0.12,Matches,Atalanta
80,Rafael Tolói,it ITA,DF,26.0,31,29,2445.0,27.2,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.04,0.07,0.11,0.04,0.11,1.8,1.8,1.3,3.1,0.07,0.05,0.11,0.07,0.11,Matches,Atalanta
81,Hans Hateboer,nl NED,"DF,MF",23.0,33,26,2398.0,26.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,1.8,1.8,1.7,3.5,0.07,0.06,0.13,0.07,0.13,Matches,Atalanta
82,Mattia Caldara,it ITA,DF,23.0,24,24,2160.0,24.0,3.0,1.0,3.0,0.0,1.0,5.0,0.0,0.12,0.04,0.17,0.12,0.17,3.5,2.7,0.1,2.8,0.15,0.0,0.15,0.11,0.12,Matches,Atalanta
83,José Luis Palomino,ar ARG,DF,27.0,26,22,1979.0,22.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,1.8,1.8,0.5,2.3,0.08,0.02,0.1,0.08,0.1,Matches,Atalanta
84,Andrea Petagna,it ITA,FW,22.0,29,22,1618.0,18.0,4.0,5.0,4.0,0.0,0.0,6.0,0.0,0.22,0.28,0.5,0.22,0.5,4.9,4.9,4.3,9.3,0.27,0.24,0.51,0.27,0.51,Matches,Atalanta
85,Josip Iličić,si SVN,"FW,MF",29.0,31,21,2002.0,22.2,11.0,6.0,9.0,2.0,2.0,3.0,0.0,0.49,0.27,0.76,0.4,0.67,9.6,8.2,6.2,14.3,0.43,0.28,0.71,0.37,0.64,Matches,Atalanta
86,Leonardo Spinazzola,it ITA,DF,24.0,18,17,1503.0,16.7,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.6,0.6,2.5,3.0,0.03,0.15,0.18,0.03,0.18,Matches,Atalanta
87,Timothy Castagne,be BEL,"DF,MF",21.0,20,17,1500.0,16.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,1.0,1.0,2.3,3.2,0.06,0.14,0.19,0.06,0.19,Matches,Atalanta
88,Robin Gosens,de GER,"DF,MF",23.0,21,17,1451.0,16.1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.06,0.12,0.19,0.06,0.19,0.7,0.7,1.8,2.5,0.04,0.11,0.15,0.04,0.15,Matches,Atalanta
89,Andreas Cornelius,dk DEN,FW,24.0,23,8,934.0,10.4,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.29,0.1,0.39,0.29,0.39,4.3,4.3,1.2,5.5,0.42,0.12,0.54,0.42,0.54,Matches,Atalanta
90,Gianluca Mancini,it ITA,DF,21.0,11,8,684.0,7.6,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.13,0.0,0.13,0.13,0.13,0.9,0.9,0.0,0.9,0.12,0.0,0.12,0.12,0.12,Matches,Atalanta
91,Jasmin Kurtić,si SVN,"MF,FW",28.0,14,7,662.0,7.4,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,1.6,1.6,0.6,2.2,0.22,0.09,0.31,0.22,0.31,Matches,Atalanta
92,Pierluigi Gollini,it ITA,GK,22.0,7,7,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
93,Musa Barrow,gm GAM,"FW,MF",18.0,12,5,443.0,4.9,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.61,0.2,0.81,0.61,0.81,3.0,3.0,1.1,4.1,0.6,0.22,0.83,0.6,0.83,Matches,Atalanta
94,Nicolas Haas,ch SUI,MF,21.0,9,1,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.05,0.1,0.06,0.1,Matches,Atalanta
95,Riccardo Orsolini,it ITA,"FW,MF",20.0,8,0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.12,0.4,0.52,0.12,0.52,Matches,Atalanta
96,Alessandro Bastoni,it ITA,DF,18.0,4,0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.04,0.15,0.19,0.04,0.19,Matches,Atalanta
97,Luca Vido,it ITA,"FW,MF",20.0,4,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.44,0.13,0.57,0.44,0.57,Matches,Atalanta
98,Francesco Rossi,it ITA,GK,26.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
99,Thomas Bolis,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
100,Andrea Colpani,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
101,Enrico Del Prato,it ITA,"DF,MF",17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
102,Salvatore Elia,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
103,Dejan Kulusevski,se SWE,"FW,MF",17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
104,Emmanuel Latte Lath,ci CIV,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
105,Filippo Melegoni,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
106,Luca Rizzo,it ITA,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
107,João Schmidt,br BRA,MF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atalanta
108,Squad Total,,,25.7,38,418,3420.0,38.0,57.0,38.0,52.0,5.0,9.0,,,1.5,1.0,2.5,1.37,2.37,67.4,60.7,43.5,104.2,1.77,1.14,2.92,1.6,2.74,,Atalanta
109,Opponent Total,,,27.1,38,418,3420.0,38.0,39.0,29.0,38.0,1.0,2.0,81.0,5.0,1.03,0.76,1.79,1.0,1.76,37.2,35.8,26.9,62.7,0.98,0.71,1.69,0.94,1.65,,Atalanta
110,Iñaki Williams,es ESP,"FW,MF",23.0,49,41,3737.0,41.5,10.0,4.0,10.0,0.0,0.0,4.0,0.0,0.24,0.1,0.34,0.24,0.34,8.8,8.8,4.7,13.6,0.28,0.15,0.43,0.28,0.43,Matches,athletic club
111,Raúl García,es ESP,"MF,FW",31.0,45,37,3295.0,36.6,12.0,2.0,9.0,3.0,3.0,13.0,0.0,0.33,0.05,0.38,0.25,0.3,9.1,6.8,3.8,10.6,0.31,0.13,0.44,0.23,0.36,Matches,athletic club
112,Unai Núñez,es ESP,DF,20.0,35,34,3075.0,34.2,1.0,0.0,1.0,0.0,0.0,12.0,2.0,0.03,0.0,0.03,0.03,0.03,3.0,3.0,0.3,3.3,0.09,0.01,0.1,0.09,0.1,Matches,athletic club
113,Iñigo Lekue,es ESP,"DF,FW",24.0,43,32,3036.0,33.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,0.8,0.8,1.7,2.5,0.03,0.07,0.11,0.03,0.11,Matches,athletic club
114,Aritz Aduriz,es ESP,FW,36.0,44,30,2982.0,33.1,17.0,4.0,11.0,6.0,8.0,6.0,2.0,0.51,0.12,0.63,0.33,0.45,10.6,7.1,1.1,8.1,0.44,0.04,0.49,0.3,0.34,Matches,athletic club
