,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
652,Bakary Sako,ml MLI,"FW,MF",29.0,19,7,748.0,8.3,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.72,0.72,1.8,1.8,0.8,2.6,0.34,0.16,0.5,0.34,0.5,Matches,Crystal Palace
653,Jaïro Riedewald,nl NED,"MF,DF",20.0,15,7,701.0,7.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches,Crystal Palace
654,Aaron Wan-Bissaka,eng ENG,DF,19.0,7,7,627.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.06,0.06,0.0,0.06,Matches,Crystal Palace
655,Alexander Sørloth,no NOR,FW,21.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.1,0.12,0.22,0.1,0.22,Matches,Crystal Palace
656,Lee Chung-yong,kr KOR,FW,29.0,10,3,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.07,0.08,0.02,0.08,Matches,Crystal Palace
657,Damien Delaney,ie IRL,DF,36.0,4,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
658,Sullay Kaikai,eng ENG,MF,21.0,4,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
659,Pape Souaré,sn SEN,DF,27.0,4,0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
660,Jason Lokilo,be BEL,FW,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Crystal Palace
661,Freddie Ladapo,eng ENG,FW,24.0,2,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
662,Levi Lumeka,eng ENG,FW,18.0,2,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.37,0.0,0.37,0.37,0.37,Matches,Crystal Palace
663,Dion-Curtis Henry,eng ENG,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
664,Diego Cavalieri,br BRA,GK,34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
665,Jarosław Jach,pl POL,DF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
666,Michael Phillips,eng ENG,"DF,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
667,Keshi Anderson,eng ENG,"FW,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
668,James Daly,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
669,Erdal Rakip,se SWE,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
670,Jordon Mutch,eng ENG,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
671,Nya Kirby,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
672,Roman Bürki,ch SUI,GK,26.0,47,47,4259.0,47.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
673,Sokratis Papastathopoulos,gr GRE,DF,29.0,43,41,3573.0,39.7,3.0,0.0,3.0,0.0,0.0,10.0,1.0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches,Dortmund
674,Christian Pulisic,us USA,FW,18.0,42,35,3027.0,33.6,5.0,6.0,5.0,0.0,0.0,1.0,0.0,0.15,0.18,0.33,0.15,0.33,5.2,5.2,5.9,11.1,0.2,0.23,0.43,0.2,0.43,Matches,Dortmund
675,Łukasz Piszczek,pl POL,DF,32.0,31,31,2798.0,31.1,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,1.2,1.2,1.7,2.9,0.05,0.07,0.12,0.05,0.12,Matches,Dortmund
676,Ömer Toprak,tr TUR,DF,28.0,36,30,2718.0,30.2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,0.1,0.8,0.03,0.0,0.04,0.03,0.04,Matches,Dortmund
677,Julian Weigl,de GER,MF,21.0,33,26,2530.0,28.1,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,0.1,0.1,0.2,0.3,0.01,0.01,0.01,0.01,0.01,Matches,Dortmund
678,Mario Götze,de GER,MF,25.0,32,26,2197.0,24.4,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.08,0.25,0.33,0.08,0.33,1.6,1.6,5.1,6.7,0.09,0.29,0.37,0.09,0.37,Matches,Dortmund
679,Pierre-Emerick Aubameyang,ga GAB,FW,28.0,24,24,2166.0,24.1,21.0,3.0,17.0,4.0,5.0,1.0,1.0,0.87,0.12,1.0,0.71,0.83,15.1,12.1,1.9,14.0,0.96,0.12,1.08,0.77,0.89,Matches,Dortmund
680,Marcel Schmelzer,de GER,DF,29.0,27,24,2138.0,23.8,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches,Dortmund
681,Mahmoud Dahoud,de GER,MF,21.0,34,19,1841.0,20.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.24,0.24,0.0,0.24,1.7,1.7,3.0,4.6,0.13,0.24,0.37,0.13,0.37,Matches,Dortmund
682,Gonzalo Castro,de GER,MF,30.0,28,22,1840.0,20.4,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.15,0.2,0.05,0.2,1.6,1.6,3.4,5.0,0.12,0.26,0.37,0.12,0.37,Matches,Dortmund
683,Nuri Şahin,tr TUR,MF,28.0,25,21,1811.0,20.1,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,2.0,2.0,1.9,3.9,0.15,0.14,0.29,0.15,0.29,Matches,Dortmund
684,Shinji Kagawa,jp JPN,MF,28.0,27,19,1778.0,19.8,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.3,0.3,0.61,0.3,0.61,4.3,4.3,2.1,6.4,0.33,0.16,0.5,0.33,0.5,Matches,Dortmund
685,André Schürrle,de GER,FW,26.0,26,16,1711.0,19.0,3.0,6.0,3.0,0.0,1.0,2.0,0.0,0.16,0.32,0.47,0.16,0.47,4.6,3.8,2.3,6.2,0.33,0.17,0.51,0.28,0.45,Matches,Dortmund
686,Jeremy Toljan,de GER,DF,22.0,23,19,1705.0,18.9,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.11,0.16,0.05,0.16,0.3,0.3,1.0,1.3,0.02,0.08,0.1,0.02,0.1,Matches,Dortmund
687,Maximilian Philipp,de GER,"FW,MF",23.0,28,19,1653.0,18.4,9.0,2.0,9.0,0.0,0.0,0.0,0.0,0.49,0.11,0.6,0.49,0.6,5.0,4.9,1.6,6.5,0.37,0.12,0.49,0.36,0.48,Matches,Dortmund
688,Andriy Yarmolenko,ua UKR,"FW,MF",27.0,26,19,1596.0,17.7,6.0,4.0,5.0,1.0,1.0,0.0,0.0,0.34,0.23,0.56,0.28,0.51,5.3,5.3,4.1,9.3,0.46,0.35,0.81,0.46,0.81,Matches,Dortmund
689,Marc Bartra,es ESP,DF,26.0,20,17,1490.0,16.6,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.24,0.06,0.3,0.24,0.3,0.4,0.4,0.9,1.3,0.04,0.1,0.14,0.04,0.14,Matches,Dortmund
690,Michy Batshuayi,be BEL,FW,23.0,14,13,1170.0,13.0,9.0,1.0,9.0,0.0,0.0,3.0,0.0,0.69,0.08,0.77,0.69,0.77,5.9,5.9,0.5,6.4,0.64,0.05,0.69,0.64,0.69,Matches,Dortmund
691,Marco Reus,de GER,"MF,FW",28.0,15,14,1157.0,12.9,7.0,0.0,7.0,0.0,1.0,1.0,0.0,0.54,0.0,0.54,0.54,0.54,5.0,4.2,2.2,6.4,0.48,0.21,0.69,0.41,0.62,Matches,Dortmund
692,Dan-Axel Zagadou,fr FRA,DF,18.0,16,10,1001.0,11.1,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.1,0.8,0.09,0.02,0.11,0.09,0.11,Matches,Dortmund
693,Raphaël Guerreiro,pt POR,"DF,MF",23.0,15,10,910.0,10.1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,1.0,1.0,0.8,1.8,0.16,0.14,0.3,0.16,0.3,Matches,Dortmund
694,Manuel Akanji,ch SUI,DF,22.0,11,10,904.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches,Dortmund
695,Jadon Sancho,eng ENG,FW,17.0,12,7,690.0,7.7,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.13,0.52,0.65,0.13,0.65,2.2,2.2,3.1,5.3,0.29,0.41,0.7,0.29,0.7,Matches,Dortmund
696,Neven Subotić,rs SRB,DF,28.0,5,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
697,Alexander Isak,se SWE,"FW,MF",17.0,12,2,279.0,3.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32,0.32,0.65,0.32,0.65,0.6,0.6,0.2,0.8,0.49,0.17,0.66,0.49,0.66,Matches,Dortmund
698,Ousmane Dembélé,fr FRA,FW,20.0,1,1,120.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75,,,,,,,,,,Matches,Dortmund
699,Roman Weidenfeller,de GER,GK,36.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
700,Jan-Niklas Beste,de GER,DF,18.0,1,1,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,Matches,Dortmund
701,Sebastian Rode,de GER,MF,26.0,1,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Dortmund
702,Felix Passlack,de GER,DF,19.0,3,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
703,Sergio Gómez,es ESP,MF,16.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.36,1.36,0.0,1.36,Matches,Dortmund
704,Jacob Bruun Larsen,dk DEN,DF,18.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
705,Dominik Reimann,de GER,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Dortmund
706,Erik Durm,de GER,"DF,FW",25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Dortmund
707,Marko Dmitrović,rs SRB,GK,25.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,eibar
708,Dani García,es ESP,MF,27.0,32,32,2769.0,30.8,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.3,1.8,0.02,0.04,0.06,0.02,0.06,Matches,eibar
709,Takashi Inui,jp JPN,"MF,FW",29.0,35,31,2640.0,29.3,5.0,3.0,5.0,0.0,0.0,4.0,0.0,0.17,0.1,0.27,0.17,0.27,4.7,4.7,1.7,6.4,0.16,0.06,0.22,0.16,0.22,Matches,eibar
710,Joan Jordán,es ESP,MF,23.0,37,27,2575.0,28.6,6.0,3.0,5.0,1.0,2.0,3.0,2.0,0.21,0.1,0.31,0.17,0.28,4.3,2.8,2.9,5.7,0.16,0.11,0.27,0.1,0.21,Matches,eibar
711,Kike,es ESP,FW,27.0,37,29,2547.0,28.3,8.0,1.0,8.0,0.0,0.0,5.0,0.0,0.28,0.04,0.32,0.28,0.32,10.0,10.0,1.0,10.9,0.36,0.04,0.4,0.36,0.4,Matches,eibar
712,José Ángel,es ESP,DF,27.0,31,29,2513.0,27.9,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.5,3.3,3.8,0.02,0.12,0.14,0.02,0.14,Matches,eibar
713,Anaitz Arbilla,es ESP,DF,30.0,31,26,2459.0,27.3,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.07,0.04,0.11,0.07,0.11,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches,eibar
714,Ander Capa,es ESP,DF,25.0,34,26,2330.0,25.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.6,1.8,0.01,0.06,0.07,0.01,0.07,Matches,eibar
715,Paulo Oliveira,pt POR,DF,25.0,27,26,2302.0,25.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.03,0.01,0.04,0.03,0.04,Matches,eibar
716,Rubén Peña,es ESP,"DF,FW",26.0,30,20,1913.0,21.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05,0.05,0.09,0.05,0.09,0.6,0.6,1.0,1.6,0.03,0.05,0.08,0.03,0.08,Matches,eibar
717,Charles,br BRA,FW,33.0,31,19,1668.0,18.5,8.0,1.0,8.0,0.0,0.0,5.0,1.0,0.43,0.05,0.49,0.43,0.49,5.9,5.9,1.3,7.3,0.34,0.08,0.41,0.34,0.41,Matches,eibar
718,Gonzalo Escalante,ar ARG,MF,24.0,28,16,1574.0,17.5,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,1.5,1.5,0.6,2.1,0.08,0.03,0.12,0.08,0.12,Matches,eibar
719,Sergi Enrich,es ESP,FW,27.0,21,15,1431.0,15.9,4.0,1.0,3.0,1.0,1.0,2.0,0.0,0.25,0.06,0.31,0.19,0.25,4.1,3.4,0.4,3.8,0.28,0.03,0.31,0.23,0.26,Matches,eibar
720,Iván Ramis,es ESP,DF,32.0,16,15,1302.0,14.5,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.21,0.0,0.21,0.21,0.21,0.9,0.9,0.0,0.9,0.06,0.0,0.06,0.06,0.06,Matches,eibar
721,Fabián Orellana,cl CHI,"MF,FW",31.0,17,13,1178.0,13.1,3.0,2.0,3.0,0.0,0.0,5.0,2.0,0.23,0.15,0.38,0.23,0.38,2.5,2.5,3.6,6.0,0.19,0.27,0.46,0.19,0.46,Matches,eibar
722,David Lombán,es ESP,DF,30.0,15,13,1175.0,13.1,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,eibar
723,Iván Alejo,es ESP,"FW,MF",22.0,22,14,1127.0,12.5,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.08,0.24,0.32,0.08,0.32,0.5,0.5,1.5,2.0,0.04,0.12,0.16,0.04,0.16,Matches,eibar
724,David Juncà,es ESP,DF,23.0,16,11,990.0,11.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,1.4,1.5,0.0,0.14,0.15,0.0,0.15,Matches,eibar
725,Papakouli Diop,sn SEN,MF,31.0,15,12,937.0,10.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches,eibar
726,Pedro León,es ESP,"FW,MF",30.0,12,10,930.0,10.3,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.39,0.0,0.39,1.3,1.3,2.0,3.3,0.12,0.2,0.32,0.12,0.32,Matches,eibar
727,Bebé,pt POR,"MF,FW",27.0,11,5,537.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,0.8,1.1,0.06,0.21,0.27,0.06,0.27,Matches,eibar
728,Álex Gálvez,es ESP,DF,28.0,6,6,513.0,5.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18,0.2,0.2,0.0,0.2,0.04,0.0,0.05,0.04,0.05,Matches,eibar
729,Cristian Rivera,es ESP,MF,20.0,8,3,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.05,0.01,0.05,Matches,eibar
730,Imanol Sarriegi,es ESP,"MF,FW",22.0,5,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
731,Asier Riesgo,es ESP,GK,33.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
732,Yoel,es ESP,GK,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
733,Julen Azkue,es ESP,MF,22.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,eibar
734,Ángel López,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,eibar
735,Vukašin Jovanović,rs SRB,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,eibar
736,Markel Areitio,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,eibar
737,Julen López,es ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,eibar
738,Xesc Regis,es ESP,FW,20.0,0,0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,Matches,eibar
739,Lukáš Hrádecký,fi FIN,GK,27.0,40,40,3630.0,40.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
740,Kevin-Prince Boateng,gh GHA,"MF,FW",30.0,36,32,2789.0,31.0,6.0,2.0,6.0,0.0,0.0,4.0,0.0,0.19,0.06,0.26,0.19,0.26,4.5,4.5,0.8,5.3,0.17,0.03,0.2,0.17,0.2,Matches,Eintracht Frankfurt
741,Marius Wolf,de GER,"MF,DF",22.0,34,32,2782.0,30.9,6.0,10.0,6.0,0.0,0.0,4.0,0.0,0.19,0.32,0.52,0.19,0.52,3.1,3.1,5.2,8.4,0.12,0.2,0.32,0.12,0.32,Matches,Eintracht Frankfurt
742,Sébastien Haller,ci CIV,FW,23.0,36,30,2724.0,30.3,13.0,6.0,11.0,2.0,2.0,3.0,0.0,0.43,0.2,0.63,0.36,0.56,7.5,6.0,3.4,9.4,0.29,0.13,0.42,0.23,0.36,Matches,Eintracht Frankfurt
743,Makoto Hasebe,jp JPN,"DF,MF",33.0,29,28,2570.0,28.6,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.01,0.0,0.01,Matches,Eintracht Frankfurt
744,David Abraham,ar ARG,DF,31.0,30,30,2503.0,27.8,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches,Eintracht Frankfurt
745,Simon Falette,gn GUI,DF,25.0,28,26,2301.0,25.6,1.0,0.0,1.0,0.0,0.0,10.0,1.0,0.04,0.0,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07,Matches,Eintracht Frankfurt
746,Mijat Gaćinović,rs SRB,MF,22.0,33,24,2104.0,23.4,4.0,3.0,4.0,0.0,0.0,4.0,0.0,0.17,0.13,0.3,0.17,0.3,4.0,4.0,2.8,6.8,0.2,0.14,0.34,0.2,0.34,Matches,Eintracht Frankfurt
747,Jetro Willems,nl NED,"DF,MF",23.0,29,24,2086.0,23.2,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.17,0.0,0.17,1.9,1.9,4.0,5.9,0.1,0.22,0.32,0.1,0.32,Matches,Eintracht Frankfurt
748,Ante Rebić,hr CRO,"FW,MF",23.0,28,24,2015.0,22.4,9.0,2.0,9.0,0.0,0.0,9.0,0.0,0.4,0.09,0.49,0.4,0.49,5.1,5.1,4.1,9.1,0.26,0.21,0.47,0.26,0.47,Matches,Eintracht Frankfurt
749,Carlos Salcedo,mx MEX,DF,23.0,24,21,1997.0,22.2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches,Eintracht Frankfurt
750,Timothy Chandler,us USA,"DF,MF",27.0,25,23,1982.0,22.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.14,0.18,0.32,0.14,0.32,2.2,2.2,2.5,4.7,0.1,0.12,0.22,0.1,0.22,Matches,Eintracht Frankfurt
751,Marco Russ,de GER,DF,31.0,25,17,1642.0,18.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,0.4,0.4,0.1,0.6,0.03,0.01,0.05,0.03,0.05,Matches,Eintracht Frankfurt
752,Danny da Costa,de GER,DF,24.0,21,15,1422.0,15.8,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.06,0.25,0.32,0.06,0.32,1.2,1.2,1.6,2.8,0.09,0.12,0.21,0.09,0.21,Matches,Eintracht Frankfurt
753,Jonathan de Guzmán,nl NED,MF,29.0,19,15,1345.0,14.9,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,1.1,1.1,1.3,2.4,0.09,0.11,0.2,0.09,0.2,Matches,Eintracht Frankfurt
754,Luka Jović,rs SRB,FW,19.0,27,11,1154.0,12.8,9.0,1.0,9.0,0.0,0.0,3.0,0.0,0.7,0.08,0.78,0.7,0.78,7.6,7.6,1.5,9.1,0.74,0.15,0.88,0.74,0.88,Matches,Eintracht Frankfurt
755,Gelson Fernandes,ch SUI,MF,30.0,22,13,1141.0,12.7,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches,Eintracht Frankfurt
756,Omar Mascarell,es ESP,MF,24.0,12,11,1016.0,11.3,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.18,0.0,0.18,0.18,0.18,0.2,0.2,0.7,1.0,0.03,0.09,0.11,0.03,0.11,Matches,Eintracht Frankfurt
757,Taleb Tawatha,il ISR,"DF,MF",25.0,15,5,588.0,6.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,0.2,0.2,0.8,1.0,0.03,0.17,0.21,0.03,0.21,Matches,Eintracht Frankfurt
758,Marco Fabián,mx MEX,"FW,MF",28.0,9,4,535.0,5.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1.3,1.3,0.9,2.3,0.29,0.2,0.49,0.29,0.49,Matches,Eintracht Frankfurt
759,Marc Stendera,de GER,MF,21.0,9,5,459.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.17,0.01,0.18,0.17,0.18,Matches,Eintracht Frankfurt
760,Aymen Barkok,ma MAR,"MF,FW",19.0,10,3,359.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.1,0.1,0.6,0.7,0.03,0.17,0.2,0.03,0.2,Matches,Eintracht Frankfurt
761,Branimir Hrgota,se SWE,"FW,MF",24.0,8,4,326.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.14,0.12,0.26,0.14,0.26,Matches,Eintracht Frankfurt
762,Daichi Kamada,jp JPN,"FW,MF",20.0,4,3,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Matches,Eintracht Frankfurt
763,Slobodan Medojević,rs SRB,MF,26.0,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
764,Danny Blum,de GER,"FW,DF",26.0,3,0,40.0,0.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,4.5,4.5,0.8,0.8,0.0,0.8,2.51,0.0,2.51,2.51,2.51,Matches,Eintracht Frankfurt
765,Marijan Ćavar,ba BIH,"FW,MF",19.0,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Eintracht Frankfurt
