,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
51,Zacharie Boucher,fr FRA,GK,26.0,3,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
52,Yoann Andreu,fr FRA,DF,29.0,2,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
53,Kevin Mouanga,fr FRA,MF,18.0,1,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,angers
54,Harrison Manzala,cd COD,"MF,FW",24.0,9,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.73,0.0,0.73,0.73,0.73,Matches,angers
55,Rayan Aït Nouri,fr FRA,DF,17.0,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
56,Dorian Bertrand,fr FRA,MF,25.0,1,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,angers
57,Elhadji Pape Diaw,sn SEN,DF,23.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
58,Billy Ketkeophomphone,fr FRA,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
59,Mathieu Michel,fr FRA,GK,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
60,Ibrahim Cissé,sn SEN,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
61,Férébory Doré,cg CGO,FW,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
62,Anthony Mandrea,fr FRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
63,Mazire Soula,fr FRA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
64,Anthony Gomez Mancini,fr FRA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,angers
65,Pierre-Emerick Aubameyang,ga GAB,FW,29.0,51,42,3854.0,42.8,31.0,7.0,27.0,4.0,5.0,1.0,0.0,0.72,0.16,0.89,0.63,0.79,27.1,23.2,6.0,29.2,0.67,0.15,0.82,0.57,0.72,Matches,Arsenal
66,Granit Xhaka,ch SUI,"MF,DF",25.0,40,40,3436.0,38.2,4.0,5.0,4.0,0.0,0.0,13.0,0.0,0.1,0.13,0.24,0.1,0.24,1.8,1.8,5.0,6.7,0.05,0.14,0.19,0.05,0.19,Matches,Arsenal
67,Sokratis Papastathopoulos,gr GRE,DF,30.0,40,39,3373.0,37.5,3.0,2.0,3.0,0.0,0.0,13.0,1.0,0.08,0.05,0.13,0.08,0.13,1.7,1.7,0.5,2.3,0.05,0.01,0.06,0.05,0.06,Matches,Arsenal
68,Shkodran Mustafi,de GER,DF,26.0,40,38,3331.0,37.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,0.08,0.0,0.08,0.08,0.08,1.6,1.6,0.5,2.0,0.05,0.01,0.06,0.05,0.06,Matches,Arsenal
69,Alexandre Lacazette,fr FRA,FW,27.0,49,36,3327.0,37.0,19.0,11.0,19.0,0.0,0.0,4.0,1.0,0.51,0.3,0.81,0.51,0.81,15.1,15.1,3.9,19.0,0.43,0.11,0.54,0.43,0.54,Matches,Arsenal
70,Lucas Torreira,uy URU,MF,22.0,50,32,3230.0,35.9,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.06,0.11,0.17,0.06,0.17,2.1,2.1,1.8,3.9,0.06,0.05,0.12,0.06,0.12,Matches,Arsenal
71,Bernd Leno,de GER,GK,26.0,36,35,3196.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
72,Mattéo Guendouzi,fr FRA,MF,19.0,48,33,3050.0,33.9,1.0,2.0,1.0,0.0,0.0,14.0,1.0,0.03,0.06,0.09,0.03,0.09,0.7,0.7,3.0,3.7,0.02,0.09,0.12,0.02,0.12,Matches,Arsenal
73,Nacho Monreal,es ESP,DF,32.0,36,33,2899.0,32.2,1.0,5.0,1.0,0.0,0.0,5.0,0.0,0.03,0.16,0.19,0.03,0.19,1.7,1.7,1.3,3.0,0.05,0.04,0.1,0.05,0.1,Matches,Arsenal
74,Alex Iwobi,ng NGA,"FW,MF",22.0,51,32,2840.0,31.6,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.19,0.25,0.44,0.19,0.44,4.0,4.0,7.3,11.3,0.14,0.26,0.4,0.14,0.4,Matches,Arsenal
75,Sead Kolašinac,ba BIH,DF,25.0,36,32,2785.0,30.9,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.23,0.23,0.0,0.23,0.8,0.8,9.0,9.8,0.03,0.31,0.34,0.03,0.34,Matches,Arsenal
76,Henrikh Mkhitaryan,am ARM,"FW,MF",29.0,39,28,2525.0,28.1,6.0,7.0,6.0,0.0,0.0,3.0,0.0,0.21,0.25,0.46,0.21,0.46,5.9,5.9,7.0,12.9,0.23,0.27,0.5,0.23,0.5,Matches,Arsenal
77,Mesut Özil,de GER,"MF,FW",29.0,35,28,2408.0,26.8,6.0,3.0,6.0,0.0,0.0,3.0,0.0,0.22,0.11,0.34,0.22,0.34,2.7,2.7,7.0,9.7,0.1,0.26,0.37,0.1,0.37,Matches,Arsenal
78,Laurent Koscielny,fr FRA,DF,32.0,29,24,2276.0,25.3,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,1.8,1.8,0.1,1.9,0.08,0.0,0.08,0.08,0.08,Matches,Arsenal
79,Aaron Ramsey,wal WAL,"MF,FW",27.0,40,24,2175.0,24.2,6.0,7.0,5.0,1.0,1.0,0.0,0.0,0.25,0.29,0.54,0.21,0.5,5.1,4.3,4.0,8.3,0.25,0.2,0.45,0.21,0.41,Matches,Arsenal
80,Ainsley Maitland-Niles,eng ENG,DF,20.0,30,24,2120.0,23.6,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.08,0.13,0.21,0.08,0.21,1.3,1.3,2.0,3.3,0.06,0.1,0.16,0.06,0.16,Matches,Arsenal
81,Petr Čech,cz CZE,GK,36.0,22,22,1934.0,21.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
82,Stephan Lichtsteiner,ch SUI,DF,34.0,23,19,1731.0,19.2,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.1,0.05,0.1,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matches,Arsenal
83,Héctor Bellerín,es ESP,DF,23.0,19,18,1533.0,17.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.29,0.29,0.0,0.29,0.9,0.9,2.1,3.0,0.05,0.12,0.18,0.05,0.18,Matches,Arsenal
84,Rob Holding,eng ENG,DF,22.0,16,15,1316.0,14.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,Arsenal
85,Mohamed Elneny,eg EGY,MF,26.0,17,12,1014.0,11.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,0.6,1.4,0.08,0.07,0.15,0.08,0.15,Matches,Arsenal
86,Danny Welbeck,eng ENG,"FW,MF",27.0,14,7,607.0,6.7,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.74,0.15,0.89,0.74,0.89,2.9,2.9,0.9,3.7,0.59,0.17,0.76,0.59,0.76,Matches,Arsenal
87,Carl Jenkinson,eng ENG,DF,26.0,8,7,585.0,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,Arsenal
88,Emile Smith-Rowe,eng ENG,MF,18.0,6,5,400.0,4.4,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.68,0.68,1.9,1.9,0.3,2.2,0.64,0.09,0.73,0.64,0.73,Matches,Arsenal
89,Joe Willock,eng ENG,MF,18.0,6,4,348.0,3.9,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,1.3,1.3,0.1,1.5,0.46,0.05,0.51,0.46,0.51,Matches,Arsenal
90,Eddie Nketiah,eng ENG,"MF,FW",19.0,9,3,336.0,3.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.8,0.8,0.4,1.2,0.31,0.14,0.44,0.31,0.44,Matches,Arsenal
91,Konstantinos Mavropanos,gr GRE,DF,20.0,4,3,148.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.03,0.13,0.16,0.03,0.16,Matches,Arsenal
92,Bukayo Saka,eng ENG,FW,16.0,4,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,0.52,0.35,0.87,0.52,0.87,Matches,Arsenal
93,Denis Suárez,es ESP,FW,24.0,6,0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Arsenal
94,Julio Pleguezuelo,es ESP,DF,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Arsenal
95,Emiliano Martínez,ar ARG,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
96,Zechariah Medley,eng ENG,DF,18.0,3,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
97,Charlie Gilmour,sco SCO,MF,19.0,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
98,Jordi Osei-Tutu,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
99,Tyreece John-Jules,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
100,Dejan Iliev,mk MKD,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
101,Remo Freuler,ch SUI,MF,26.0,39,39,3349.0,37.2,2.0,6.0,2.0,0.0,0.0,7.0,0.0,0.05,0.16,0.21,0.05,0.21,3.0,3.0,3.5,6.5,0.09,0.1,0.19,0.09,0.19,Matches,Atalanta
102,Papu Gómez,ar ARG,"MF,FW",30.0,40,39,3344.0,37.2,9.0,11.0,9.0,0.0,0.0,5.0,0.0,0.24,0.3,0.54,0.24,0.54,8.9,8.9,12.0,20.9,0.28,0.37,0.65,0.28,0.65,Matches,Atalanta
103,Duván Zapata,co COL,FW,27.0,42,37,3333.0,37.0,26.0,8.0,25.0,1.0,2.0,6.0,0.0,0.7,0.22,0.92,0.68,0.89,17.6,16.1,7.7,23.8,0.55,0.24,0.79,0.5,0.74,Matches,Atalanta
104,Hans Hateboer,nl NED,"DF,MF",24.0,39,37,3333.0,37.0,5.0,5.0,5.0,0.0,0.0,7.0,0.0,0.14,0.14,0.27,0.14,0.27,4.4,4.4,4.6,9.0,0.13,0.14,0.27,0.13,0.27,Matches,Atalanta
105,Marten de Roon,nl NED,MF,27.0,39,38,3328.0,37.0,3.0,3.0,2.0,1.0,1.0,8.0,0.0,0.08,0.08,0.16,0.05,0.14,2.1,1.3,2.5,3.8,0.06,0.08,0.14,0.04,0.11,Matches,Atalanta
106,José Luis Palomino,ar ARG,DF,28.0,35,30,2709.0,30.1,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,0.5,1.1,0.02,0.02,0.04,0.02,0.04,Matches,Atalanta
107,Josip Iličić,si SVN,"FW,MF",30.0,36,28,2525.0,28.1,13.0,10.0,12.0,1.0,2.0,5.0,1.0,0.46,0.36,0.82,0.43,0.78,9.9,9.1,6.3,15.4,0.42,0.27,0.68,0.38,0.65,Matches,Atalanta
108,Timothy Castagne,be BEL,"DF,MF",22.0,33,26,2450.0,27.2,5.0,4.0,5.0,0.0,0.0,3.0,0.0,0.18,0.15,0.33,0.18,0.33,2.1,2.1,2.5,4.6,0.09,0.11,0.2,0.09,0.2,Matches,Atalanta
109,Gianluca Mancini,it ITA,DF,22.0,32,26,2342.0,26.0,5.0,2.0,5.0,0.0,0.0,6.0,0.0,0.19,0.08,0.27,0.19,0.27,4.2,4.2,0.5,4.7,0.17,0.02,0.19,0.17,0.19,Matches,Atalanta
110,Berat Djimsiti,al ALB,DF,25.0,28,24,2167.0,24.1,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.08,0.12,0.04,0.12,0.9,0.9,1.2,2.1,0.05,0.06,0.11,0.05,0.11,Matches,Atalanta
111,Pierluigi Gollini,it ITA,GK,23.0,23,23,2069.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
112,Robin Gosens,de GER,"DF,MF",24.0,31,24,2038.0,22.6,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.13,0.09,0.22,0.13,0.22,2.0,2.0,2.6,4.6,0.09,0.12,0.21,0.09,0.21,Matches,Atalanta
