,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
427,Stephen Ward,ie IRL,DF,32.0,6,6,466.0,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,Burnley
428,Ben Gibson,eng ENG,DF,25.0,3,3,242.0,2.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37,0.0,0.37,0.37,0.37,0.5,0.5,0.0,0.5,0.69,0.0,0.69,0.69,0.69,Matches,Burnley
429,Nick Pope,eng ENG,GK,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Burnley
430,Peter Crouch,eng ENG,FW,37.0,6,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.35,0.0,0.35,0.35,0.35,Matches,Burnley
431,Jonathan Walters,ie IRL,"FW,MF",34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
432,Adam Legzdins,eng ENG,GK,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
433,Ali Koiki,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
434,Josh Benson,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
435,Anthony Driscoll-Glennon,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
436,Fayçal Fajr,ma MAR,MF,29.0,40,39,3579.0,39.8,5.0,8.0,5.0,0.0,0.0,8.0,0.0,0.13,0.2,0.33,0.13,0.33,2.5,2.5,4.4,6.8,0.07,0.12,0.19,0.07,0.19,Matches,caen
437,Brice Samba,cg CGO,GK,24.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,caen
438,Frederic Guilbert,fr FRA,DF,23.0,38,37,3288.0,36.5,1.0,2.0,1.0,0.0,0.0,11.0,1.0,0.03,0.05,0.08,0.03,0.08,0.5,0.5,2.8,3.3,0.01,0.09,0.1,0.01,0.1,Matches,caen
439,Alexander Djiku,gh GHA,DF,23.0,35,35,3135.0,34.8,1.0,0.0,1.0,0.0,0.0,9.0,2.0,0.03,0.0,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Matches,caen
440,Casimir Ninga,td CHA,"FW,MF",25.0,36,28,2578.0,28.6,8.0,3.0,7.0,1.0,1.0,9.0,0.0,0.28,0.1,0.38,0.24,0.35,6.0,5.2,2.3,7.6,0.22,0.09,0.3,0.19,0.28,Matches,caen
441,Enzo Crivelli,fr FRA,FW,23.0,35,30,2411.0,26.8,6.0,1.0,6.0,0.0,0.0,8.0,0.0,0.22,0.04,0.26,0.22,0.26,5.4,5.4,0.8,6.2,0.21,0.03,0.25,0.21,0.25,Matches,caen
442,Prince Oniangué,cg CGO,MF,29.0,32,27,2407.0,26.7,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,2.2,2.2,0.5,2.8,0.09,0.02,0.11,0.09,0.11,Matches,caen
443,Jonathan Gradit,fr FRA,DF,25.0,28,27,2400.0,26.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.04,0.04,0.0,0.04,Matches,caen
444,Paul Baysse,fr FRA,DF,30.0,24,24,2178.0,24.2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches,caen
445,Yoël Armougom,fr FRA,"DF,MF",20.0,31,22,2033.0,22.6,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.4,1.5,0.01,0.07,0.07,0.01,0.07,Matches,caen
446,Claudio Beauvue,GPE,FW,30.0,28,19,1763.0,19.6,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.15,0.0,0.15,0.1,0.1,4.7,3.9,1.5,5.5,0.28,0.09,0.38,0.24,0.33,Matches,caen
447,Malik Tchokounté,fr FRA,"FW,MF",29.0,34,18,1739.0,19.3,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.1,0.1,0.21,0.1,0.21,2.4,2.4,0.5,2.8,0.14,0.03,0.17,0.14,0.17,Matches,caen
448,Saîf-Eddine Khaoui,tn TUN,"MF,FW",23.0,29,21,1697.0,18.9,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.32,0.05,0.37,0.32,0.37,1.6,1.6,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches,caen
449,Jessy Deminguet,fr FRA,"MF,FW",20.0,24,17,1451.0,16.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,Matches,caen
450,Ismaël Diomandé,ci CIV,"MF,DF",25.0,20,15,1439.0,16.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03,Matches,caen
451,Yacine Bammou,ma MAR,"FW,MF",26.0,21,12,1129.0,12.5,4.0,0.0,3.0,1.0,1.0,2.0,0.0,0.32,0.0,0.32,0.24,0.24,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.1,Matches,caen
452,Emmanuel Imorou,bj BEN,DF,29.0,16,12,1119.0,12.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,caen
453,Adama Mbengue,sn SEN,DF,24.0,15,12,1077.0,12.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.17,0.08,0.17,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches,caen
454,Baissama Sankoh,gn GUI,"MF,FW",26.0,19,9,932.0,10.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9,0.11,0.01,0.12,0.11,0.12,Matches,caen
455,Younn Zahary,km COM,DF,19.0,13,8,826.0,9.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,caen
456,Evens Joseph,fr FRA,"FW,MF",19.0,15,5,546.0,6.1,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.16,1.0,0.2,0.1,0.3,0.26,0.03,0.29,0.05,0.08,Matches,caen
457,Erwin Zelazny,fr FRA,GK,26.0,5,5,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,caen
458,Stef Peeters,be BEL,MF,26.0,7,5,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.04,0.06,0.1,0.04,0.1,Matches,caen
459,Romain Genevois,ht HAI,DF,30.0,6,5,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,caen
460,Herman Moussaki,fr FRA,"MF,FW",19.0,6,2,204.0,2.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.44,0.0,0.44,0.2,0.2,0.4,0.6,0.07,0.19,0.26,0.07,0.26,Matches,caen
461,Aly Ndom,fr FRA,MF,22.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,caen
462,Godson Kyeremeh,fr FRA,MF,18.0,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,caen
463,Brice Tutu,cg CGO,FW,20.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,caen
464,Jad Mouaddib,fr FRA,MF,19.0,1,0,15.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,,,,,,,,,,Matches,caen
465,Timo Stavitski,fi FIN,FW,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,caen
466,Christian Kouakou,ci CIV,FW,27.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,caen
467,Jan Repas,si SVN,MF,21.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,caen
468,Issa Marega,fr FRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,caen
469,Mouhamadou Dabo,fr FRA,DF,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,caen
470,Thomas Callens,fr FRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,caen
471,Ronny Rodelin,fr FRA,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,caen
472,Alessio Cragno,it ITA,GK,24.0,40,40,3600.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
473,Nicolò Barella,it ITA,"MF,FW",21.0,38,38,3377.0,37.5,1.0,3.0,1.0,0.0,1.0,10.0,2.0,0.03,0.08,0.11,0.03,0.11,2.9,2.1,3.0,5.2,0.08,0.09,0.17,0.06,0.15,Matches,Cagliari
474,Artur Ioniță,md MDA,MF,27.0,39,36,3133.0,34.8,3.0,2.0,3.0,0.0,0.0,4.0,1.0,0.09,0.06,0.14,0.09,0.14,3.5,3.5,1.3,4.8,0.11,0.04,0.14,0.11,0.14,Matches,Cagliari
475,Leonardo Pavoletti,it ITA,FW,29.0,34,33,2885.0,32.1,18.0,1.0,18.0,0.0,0.0,6.0,0.0,0.56,0.03,0.59,0.56,0.59,10.1,10.1,1.1,11.2,0.33,0.04,0.37,0.33,0.37,Matches,Cagliari
476,João Pedro,br BRA,"FW,MF",26.0,36,31,2670.0,29.7,7.0,2.0,5.0,2.0,2.0,5.0,1.0,0.24,0.07,0.3,0.17,0.24,8.0,6.5,3.3,9.8,0.28,0.12,0.4,0.23,0.34,Matches,Cagliari
477,Fabio Pisacane,it ITA,DF,32.0,28,25,2351.0,26.1,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.08,0.04,0.11,0.08,0.11,0.9,0.9,0.5,1.4,0.03,0.02,0.05,0.03,0.05,Matches,Cagliari
478,Luca Ceppitelli,it ITA,DF,28.0,26,26,2231.0,24.8,2.0,1.0,2.0,0.0,0.0,6.0,2.0,0.08,0.04,0.12,0.08,0.12,1.6,1.6,0.5,2.2,0.07,0.02,0.09,0.07,0.09,Matches,Cagliari
479,Darijo Srna,hr CRO,DF,36.0,28,25,2182.0,24.2,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,4.0,4.4,0.02,0.17,0.19,0.02,0.19,Matches,Cagliari
480,Simone Padoin,it ITA,"DF,MF",34.0,32,23,2018.0,22.4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,1.0,1.2,0.01,0.05,0.06,0.01,0.06,Matches,Cagliari
481,Paolo Faragò,it ITA,"MF,DF",25.0,29,20,1973.0,21.9,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.05,0.09,0.14,0.05,0.14,2.1,2.1,2.4,4.5,0.11,0.13,0.24,0.11,0.24,Matches,Cagliari
482,Luca Cigarini,it ITA,MF,32.0,28,23,1926.0,21.4,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.09,0.09,0.0,0.09,0.5,0.5,2.4,3.0,0.03,0.13,0.16,0.03,0.16,Matches,Cagliari
483,Filippo Romagna,it ITA,DF,21.0,21,19,1744.0,19.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03,Matches,Cagliari
484,Filip Bradarić,hr CRO,MF,26.0,29,17,1520.0,16.9,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,0.8,1.2,0.02,0.05,0.07,0.02,0.07,Matches,Cagliari
485,Ragnar Klavan,ee EST,DF,32.0,15,15,1230.0,13.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02,Matches,Cagliari
486,Lucas Castro,ar ARG,"MF,FW",29.0,13,11,986.0,11.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.09,0.27,0.37,0.09,0.37,0.6,0.6,2.0,2.5,0.06,0.2,0.25,0.06,0.25,Matches,Cagliari
487,Luca Pellegrini,it ITA,DF,19.0,12,11,940.0,10.4,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.9,0.9,0.0,0.09,0.09,0.0,0.09,Matches,Cagliari
488,Charalambos Lykogiannis,gr GRE,DF,24.0,12,10,920.0,10.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.6,0.8,0.02,0.06,0.09,0.02,0.09,Matches,Cagliari
489,Diego Farias,br BRA,FW,28.0,19,9,850.0,9.4,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.32,0.0,0.32,0.32,0.32,2.5,2.5,0.3,2.8,0.32,0.03,0.36,0.32,0.36,Matches,Cagliari
490,Alberto Cerri,it ITA,FW,22.0,17,8,765.0,8.5,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,1.8,1.8,0.9,2.6,0.24,0.12,0.35,0.24,0.35,Matches,Cagliari
491,Marco Sau,it ITA,FW,30.0,15,5,587.0,6.5,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.15,0.0,0.15,0.15,0.15,1.9,1.9,0.7,2.6,0.3,0.11,0.42,0.3,0.42,Matches,Cagliari
492,Fabrizio Cacciatore,it ITA,DF,31.0,7,7,580.0,6.4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,0.1,0.1,0.6,0.7,0.02,0.09,0.11,0.02,0.11,Matches,Cagliari
493,Alessandro Deiola,it ITA,MF,22.0,10,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.09,0.01,0.1,0.09,0.1,Matches,Cagliari
494,Daniele Dessena,it ITA,MF,31.0,12,4,442.0,4.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.12,0.01,0.13,0.12,0.13,Matches,Cagliari
495,Valter Birsa,si SVN,"MF,FW",31.0,13,4,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,0.14,0.2,0.33,0.14,0.33,Matches,Cagliari
496,Marco Andreolli,it ITA,DF,32.0,4,2,196.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Cagliari
497,Marko Pajač,hr CRO,DF,25.0,4,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.16,0.19,0.03,0.19,Matches,Cagliari
498,Cyril Théréau,fr FRA,"FW,MF",35.0,5,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches,Cagliari
499,Kiril Despodov,bg BUL,"FW,MF",21.0,4,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
500,Rafael,br BRA,GK,36.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Cagliari
501,Riccardo Doratiotto,it ITA,FW,19.0,1,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
502,Francesco Verde,it ITA,FW,19.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
503,Nunzio Lella,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
504,Alessandro Marongiu,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
505,Riccardo Daga,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
506,Riccardo Ladinetti,it ITA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
507,Simone Aresti,it ITA,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
508,Christian Oliva,uy URU,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
509,Maxime Leverbe,fr FRA,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
510,Han Kwang-song,kp PRK,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
511,Bruno Ecuele Manga,ga GAB,DF,30.0,40,39,3556.0,39.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,0.8,0.8,0.4,1.2,0.02,0.01,0.03,0.02,0.03,Matches,Cardiff City
512,Neil Etheridge,ph PHI,GK,28.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Matches,Cardiff City
513,Sean Morrison,eng ENG,DF,27.0,35,35,3129.0,34.8,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.03,0.09,0.12,0.03,0.12,4.2,4.2,2.5,6.7,0.13,0.07,0.2,0.13,0.2,Matches,Cardiff City
514,Joe Bennett,eng ENG,DF,28.0,31,31,2729.0,30.3,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.1,1.7,0.02,0.04,0.06,0.02,0.06,Matches,Cardiff City
515,Víctor Camarasa,es ESP,MF,24.0,33,32,2639.0,29.3,5.0,4.0,5.0,0.0,0.0,6.0,0.0,0.17,0.14,0.31,0.17,0.31,2.7,2.7,3.3,6.0,0.1,0.11,0.21,0.1,0.21,Matches,Cardiff City
516,Sol Bamba,ci CIV,DF,33.0,28,28,2474.0,27.5,4.0,1.0,4.0,0.0,0.0,7.0,0.0,0.15,0.04,0.18,0.15,0.18,2.6,2.6,0.4,3.0,0.1,0.01,0.11,0.1,0.11,Matches,Cardiff City
517,Aron Gunnarsson,is ISL,MF,29.0,28,27,2266.0,25.2,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.6,2.9,0.05,0.06,0.11,0.05,0.11,Matches,Cardiff City
518,Junior Hoilett,ca CAN,"FW,MF",28.0,33,23,2142.0,23.8,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.13,0.04,0.17,0.13,0.17,3.3,3.3,1.3,4.6,0.14,0.05,0.19,0.14,0.19,Matches,Cardiff City
519,Callum Paterson,sco SCO,"FW,MF",23.0,29,22,2120.0,23.6,4.0,1.0,3.0,1.0,1.0,4.0,0.0,0.17,0.04,0.21,0.13,0.17,5.4,4.6,2.0,6.6,0.24,0.09,0.33,0.21,0.3,Matches,Cardiff City
520,Joe Ralls,eng ENG,MF,24.0,29,23,2049.0,22.8,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,2.0,2.8,0.07,0.09,0.16,0.04,0.13,Matches,Cardiff City
521,Harry Arter,ie IRL,MF,28.0,25,24,1997.0,22.2,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.05,0.05,0.0,0.05,1.2,1.2,0.7,1.9,0.05,0.03,0.08,0.05,0.08,Matches,Cardiff City
522,Josh Murphy,eng ENG,"FW,MF",23.0,30,22,1854.0,20.6,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.15,0.1,0.24,0.15,0.24,3.4,3.4,3.0,6.4,0.17,0.15,0.31,0.17,0.31,Matches,Cardiff City
523,Lee Peltier,eng ENG,DF,31.0,22,19,1724.0,19.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.01,0.0,0.01,Matches,Cardiff City
524,Bobby Reid,jm JAM,"FW,MF",25.0,29,18,1587.0,17.6,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.28,0.17,0.45,0.23,0.4,4.4,3.7,1.0,4.6,0.28,0.06,0.34,0.23,0.29,Matches,Cardiff City
525,Nathaniel Mendez-Laing,eng ENG,"MF,FW",26.0,21,12,1075.0,11.9,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.33,0.08,0.42,0.25,0.33,2.8,2.1,1.5,3.5,0.26,0.13,0.39,0.19,0.32,Matches,Cardiff City
526,Oumar Niasse,sn SEN,FW,28.0,13,12,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,0.4,3.3,0.28,0.04,0.32,0.28,0.32,Matches,Cardiff City
527,Kenneth Zohore,dk DEN,FW,24.0,20,7,773.0,8.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.23,0.12,0.23,1.9,1.9,1.1,2.9,0.22,0.13,0.35,0.22,0.35,Matches,Cardiff City
528,Greg Cunningham,ie IRL,DF,27.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.02,0.03,0.0,0.03,Matches,Cardiff City
529,Leandro Bacuna,cw CUW,"MF,DF",26.0,11,4,561.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.02,0.01,0.02,Matches,Cardiff City
530,Kadeem Harris,eng ENG,"MF,FW",25.0,15,5,518.0,5.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,1.0,1.0,0.3,1.3,0.24,0.08,0.32,0.24,0.32,Matches,Cardiff City
531,Danny Ward,eng ENG,FW,26.0,16,4,494.0,5.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,0.6,0.6,0.2,0.8,0.12,0.03,0.15,0.12,0.15,Matches,Cardiff City
532,Loïc Damour,fr FRA,MF,27.0,4,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Cardiff City
533,Jazz Richards,wal WAL,"DF,MF",27.0,5,1,190.0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cardiff City
534,Alex Smithies,eng ENG,GK,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Cardiff City
535,Gary Madine,eng ENG,"FW,MF",27.0,6,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cardiff City
536,Matthew Connolly,eng ENG,DF,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Cardiff City
537,Rhys Healey,wal WAL,"FW,MF",23.0,3,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Cardiff City
538,Cameron Coxe,wal WAL,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cardiff City
539,Lloyd Humphries,wal WAL,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cardiff City
540,Brian Murphy,ie IRL,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cardiff City
541,Ciaron Brown,nir NIR,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cardiff City
542,Hugo Mallo,es ESP,DF,27.0,35,35,3092.0,34.4,1.0,4.0,1.0,0.0,0.0,11.0,0.0,0.03,0.12,0.15,0.03,0.15,1.4,1.4,4.0,5.3,0.04,0.12,0.16,0.04,0.16,Matches,celta vigo
543,Maxi Gómez,uy URU,FW,21.0,36,33,2993.0,33.3,13.0,5.0,12.0,1.0,1.0,6.0,1.0,0.39,0.15,0.54,0.36,0.51,11.0,10.3,3.0,13.3,0.34,0.09,0.43,0.31,0.41,Matches,celta vigo
544,Néstor Araujo,mx MEX,DF,26.0,33,31,2772.0,30.8,3.0,1.0,3.0,0.0,0.0,3.0,1.0,0.1,0.03,0.13,0.1,0.13,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches,celta vigo
545,Stanislav Lobotka,sk SVK,MF,23.0,32,28,2561.0,28.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.7,0.7,0.9,1.6,0.03,0.03,0.06,0.03,0.06,Matches,celta vigo
