,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
19,Antonio Sivera,es ESP,GK,21.0,5.0,47.0,102.0,46.1,2387.0,1994.0,3.0,3.0,100.0,7.0,7.0,100.0,37.0,92.0,40.2,0,0.1,-0.1,1.0,0.0,0.0,0.0,0.0,Matches,alaves
20,Rodrigo Ely,br BRA,DF,24.0,4.8,100.0,135.0,74.1,2651.0,994.0,23.0,26.0,88.5,46.0,56.0,82.1,31.0,49.0,63.3,0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,Matches,alaves
21,Adrián Marín,es ESP,"DF,MF",21.0,4.1,79.0,111.0,71.2,1318.0,790.0,40.0,43.0,93.0,32.0,44.0,72.7,6.0,21.0,28.6,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,Matches,alaves
22,Diego Rolán,uy URU,"FW,MF",25.0,3.3,73.0,89.0,82.0,998.0,210.0,46.0,48.0,95.8,20.0,29.0,69.0,3.0,6.0,50.0,0,0.1,-0.1,2.0,2.0,3.0,2.0,5.0,Matches,alaves
23,Patrick Twumasi,gh GHA,"MF,FW",24.0,2.2,45.0,71.0,63.4,899.0,296.0,17.0,24.0,70.8,16.0,19.0,84.2,10.0,24.0,41.7,0,0.4,-0.4,2.0,4.0,5.0,3.0,5.0,Matches,alaves
24,Adrián Diéguez,es ESP,DF,22.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,alaves
25,Daniel Torres,co COL,MF,28.0,1.8,14.0,16.0,87.5,217.0,59.0,6.0,6.0,100.0,8.0,8.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,alaves
26,Alejandro Blanco,es ESP,"FW,MF",19.0,0.2,4.0,6.0,66.7,37.0,10.0,4.0,6.0,66.7,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,alaves
27,Régis Gurtner,fr FRA,GK,31.0,38.0,616.0,1149.0,53.6,26254.0,19750.0,35.0,35.0,100.0,198.0,202.0,98.0,383.0,911.0,42.0,0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,Matches,amiens
28,Bakaye Dibassy,ml MLI,DF,28.0,34.7,1097.0,1442.0,76.1,20865.0,7291.0,440.0,505.0,87.1,495.0,614.0,80.6,150.0,274.0,54.7,1,0.3,0.7,6.0,72.0,13.0,6.0,93.0,Matches,amiens
29,Emil Krafth,se SWE,DF,23.0,34.0,1043.0,1485.0,70.2,20936.0,10331.0,383.0,460.0,83.3,477.0,639.0,74.6,171.0,328.0,52.1,1,2.5,-1.5,20.0,72.0,21.0,13.0,87.0,Matches,amiens
30,Thomas Monconduit,fr FRA,MF,27.0,31.9,1180.0,1512.0,78.0,23348.0,7315.0,464.0,556.0,83.5,517.0,604.0,85.6,189.0,309.0,61.2,1,1.8,-0.8,29.0,163.0,15.0,1.0,171.0,Matches,amiens
31,Prince-Désir Gouano,fr FRA,DF,24.0,31.1,872.0,1061.0,82.2,19883.0,7516.0,221.0,260.0,85.0,461.0,517.0,89.2,187.0,275.0,68.0,0,0.3,-0.3,5.0,54.0,3.0,0.0,53.0,Matches,amiens
32,Eddy Gnahoré,fr FRA,MF,24.0,28.4,1028.0,1157.0,88.9,18179.0,3470.0,458.0,506.0,90.5,438.0,477.0,91.8,112.0,137.0,81.8,2,2.7,-0.7,29.0,65.0,12.0,1.0,77.0,Matches,amiens
33,Juan Ferney Otero,co COL,"FW,MF",23.0,27.0,530.0,758.0,69.9,8789.0,2417.0,258.0,322.0,80.1,225.0,298.0,75.5,36.0,100.0,36.0,3,2.1,-0.1,26.0,25.0,22.0,9.0,53.0,Matches,amiens
34,Alexis Blin,fr FRA,MF,21.0,25.1,761.0,928.0,82.0,13277.0,3953.0,369.0,431.0,85.6,298.0,352.0,84.7,81.0,114.0,71.1,1,0.4,0.6,9.0,73.0,8.0,1.0,78.0,Matches,amiens
35,Jordan Lefort,fr FRA,"DF,MF",24.0,23.7,632.0,911.0,69.4,13047.0,5789.0,220.0,263.0,83.7,300.0,393.0,76.3,105.0,236.0,44.5,1,0.3,0.7,4.0,53.0,7.0,2.0,79.0,Matches,amiens
36,Khaled Adénon,bj BEN,DF,33.0,23.4,842.0,967.0,87.1,19080.0,6527.0,203.0,230.0,88.3,453.0,486.0,93.2,179.0,239.0,74.9,0,0.1,-0.1,3.0,62.0,4.0,0.0,63.0,Matches,amiens
37,Stiven Mendoza,co COL,"FW,MF",26.0,22.5,513.0,714.0,71.8,8560.0,2911.0,276.0,330.0,83.6,171.0,220.0,77.7,58.0,130.0,44.6,2,1.9,0.1,27.0,46.0,29.0,9.0,78.0,Matches,amiens
38,Moussa Konaté,sn SEN,FW,25.0,21.1,268.0,400.0,67.0,4105.0,789.0,154.0,207.0,74.4,85.0,135.0,63.0,20.0,35.0,57.1,2,2.4,-0.4,10.0,28.0,8.0,0.0,21.0,Matches,amiens
39,Saman Ghoddos,ir IRN,"FW,MF",24.0,20.5,401.0,610.0,65.7,7111.0,2271.0,179.0,227.0,78.9,158.0,212.0,74.5,52.0,143.0,36.4,5,2.5,1.5,36.0,28.0,17.0,5.0,36.0,Matches,amiens
40,Cheick Timite,ci CIV,"FW,MF",20.0,19.1,265.0,352.0,75.3,3762.0,690.0,166.0,190.0,87.4,75.0,97.0,77.3,14.0,42.0,33.3,1,1.1,-0.1,14.0,16.0,8.0,2.0,17.0,Matches,amiens
41,Erik Pieters,nl NED,DF,29.0,14.0,522.0,725.0,72.0,10156.0,4528.0,218.0,250.0,87.2,221.0,296.0,74.7,77.0,153.0,50.3,1,1.4,-0.4,13.0,44.0,13.0,6.0,53.0,Matches,amiens
42,Mathieu Bodmer,fr FRA,"MF,FW",35.0,13.9,446.0,636.0,70.1,7868.0,2219.0,215.0,280.0,76.8,164.0,237.0,69.2,61.0,95.0,64.2,0,1.0,-1.0,16.0,47.0,12.0,1.0,62.0,Matches,amiens
43,Sehrou Guirassy,fr FRA,FW,22.0,12.3,222.0,340.0,65.3,3071.0,612.0,140.0,194.0,72.2,57.0,98.0,58.2,16.0,27.0,59.3,1,1.0,0.0,9.0,16.0,5.0,1.0,28.0,Matches,amiens
44,Oualid El Hajjam,ma MAR,"DF,MF",27.0,10.0,199.0,287.0,69.3,3714.0,1818.0,80.0,93.0,86.0,88.0,126.0,69.8,27.0,56.0,48.2,0,0.1,-0.1,3.0,18.0,3.0,2.0,23.0,Matches,amiens
45,Ganso,br BRA,"MF,FW",28.0,6.8,282.0,329.0,85.7,4620.0,1528.0,147.0,157.0,93.6,100.0,116.0,86.2,27.0,42.0,64.3,3,1.2,0.8,18.0,37.0,6.0,0.0,37.0,Matches,amiens
46,Rafał Kurzawa,pl POL,"FW,MF",25.0,5.4,93.0,134.0,69.4,1619.0,359.0,45.0,59.0,76.3,33.0,40.0,82.5,12.0,29.0,41.4,0,0.1,-0.1,1.0,6.0,0.0,0.0,4.0,Matches,amiens
47,Matthieu Dreyer,fr FRA,GK,29.0,4.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,amiens
48,Sanasi Sy,fr FRA,MF,19.0,3.0,1.0,1.0,100.0,27.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,amiens
49,Bongani Zungu,za RSA,MF,25.0,2.6,100.0,120.0,83.3,2156.0,616.0,32.0,36.0,88.9,53.0,59.0,89.8,15.0,25.0,60.0,0,0.1,-0.1,2.0,11.0,0.0,0.0,9.0,Matches,amiens
50,Quentin Cornette,fr FRA,"MF,FW",24.0,2.3,44.0,64.0,68.8,719.0,247.0,27.0,33.0,81.8,14.0,21.0,66.7,3.0,8.0,37.5,0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,Matches,amiens
51,Gaoussou Traoré,fr FRA,MF,18.0,2.2,28.0,37.0,75.7,499.0,97.0,13.0,17.0,76.5,12.0,16.0,75.0,3.0,4.0,75.0,0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,Matches,amiens
52,Guessouma Fofana,fr FRA,MF,25.0,2.1,45.0,60.0,75.0,934.0,210.0,15.0,20.0,75.0,19.0,22.0,86.4,10.0,17.0,58.8,0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,Matches,amiens
53,Stanley Segarel,fr FRA,"FW,MF",24.0,0.5,1.0,2.0,50.0,22.0,9.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,amiens
54,Seybou Koita,ne NIG,FW,24.0,0.3,,,,,,,,,,,,,,,0,,,,,,,,Matches,amiens
55,Baptiste Santamaria,fr FRA,MF,23.0,38.4,1241.0,1533.0,81.0,25271.0,5961.0,472.0,534.0,88.4,515.0,616.0,83.6,233.0,344.0,67.7,0,0.7,-0.7,14.0,106.0,12.0,3.0,106.0,Matches,angers
56,Ludovic Butelle,fr FRA,GK,35.0,37.0,607.0,971.0,62.5,23365.0,17015.0,53.0,53.0,100.0,207.0,214.0,96.7,346.0,701.0,49.4,0,0.1,-0.1,2.0,16.0,0.0,0.0,0.0,Matches,angers
57,Flavien Tait,fr FRA,"MF,FW",25.0,33.9,1139.0,1560.0,73.0,19591.0,6723.0,598.0,696.0,85.9,390.0,532.0,73.3,141.0,283.0,49.8,7,7.1,-0.1,73.0,102.0,46.0,13.0,140.0,Matches,angers
58,Vincent Manceau,fr FRA,DF,29.0,33.3,1274.0,1611.0,79.1,23502.0,11237.0,533.0,591.0,90.2,598.0,723.0,82.7,130.0,255.0,51.0,1,1.3,-0.3,18.0,90.0,27.0,7.0,136.0,Matches,angers
59,Ismaël Traoré,ci CIV,DF,31.0,29.7,948.0,1115.0,85.0,21145.0,8667.0,218.0,250.0,87.2,556.0,592.0,93.9,168.0,251.0,66.9,1,0.7,0.3,5.0,70.0,10.0,1.0,60.0,Matches,angers
60,Mateo Pavlović,ba BIH,DF,28.0,29.6,807.0,924.0,87.3,16999.0,5601.0,238.0,261.0,91.2,444.0,467.0,95.1,122.0,187.0,65.2,1,0.2,0.8,4.0,18.0,2.0,0.0,28.0,Matches,angers
61,Jeff Reine-Adélaïde,fr FRA,"FW,MF",20.0,29.3,943.0,1124.0,83.9,15524.0,3433.0,488.0,557.0,87.6,366.0,424.0,86.3,76.0,106.0,71.7,3,2.7,0.3,32.0,69.0,34.0,1.0,94.0,Matches,angers
62,Abdoulaye Bamba,ci CIV,DF,28.0,28.6,976.0,1276.0,76.5,16250.0,7266.0,485.0,546.0,88.8,414.0,520.0,79.6,69.0,172.0,40.1,4,1.6,2.4,17.0,61.0,20.0,10.0,83.0,Matches,angers
63,Stéphane Bahoken,cm CMR,FW,26.0,28.4,349.0,512.0,68.2,5108.0,834.0,203.0,272.0,74.6,114.0,165.0,69.1,20.0,36.0,55.6,1,2.9,-1.9,25.0,18.0,12.0,6.0,22.0,Matches,angers
64,Cheikh N'Doye,sn SEN,MF,32.0,28.3,547.0,876.0,62.4,9037.0,3196.0,265.0,373.0,71.0,233.0,373.0,62.5,41.0,97.0,42.3,3,1.8,1.2,18.0,60.0,10.0,2.0,86.0,Matches,angers
65,Romain Thomas,fr FRA,DF,30.0,27.6,1041.0,1214.0,85.7,23371.0,9267.0,254.0,273.0,93.0,549.0,605.0,90.7,226.0,317.0,71.3,1,0.2,0.8,7.0,52.0,1.0,0.0,51.0,Matches,angers
66,Pierrick Capelle,fr FRA,"MF,DF",31.0,21.9,763.0,959.0,79.6,13396.0,5282.0,364.0,416.0,87.5,305.0,370.0,82.4,83.0,138.0,60.1,3,3.2,-0.2,30.0,60.0,17.0,8.0,78.0,Matches,angers
67,Angelo Fulgini,fr FRA,"MF,FW",21.0,20.5,595.0,785.0,75.8,9873.0,3075.0,310.0,364.0,85.2,215.0,270.0,79.6,53.0,111.0,47.7,1,2.9,-1.9,36.0,44.0,34.0,2.0,77.0,Matches,angers
68,Thomas Mangani,fr FRA,MF,31.0,19.3,944.0,1195.0,79.0,16583.0,5937.0,426.0,494.0,86.2,404.0,473.0,85.4,99.0,196.0,50.5,0,3.0,-3.0,35.0,90.0,14.0,4.0,116.0,Matches,angers
69,Vincent Pajot,fr FRA,MF,27.0,7.9,266.0,309.0,86.1,4435.0,1079.0,136.0,147.0,92.5,102.0,124.0,82.3,24.0,31.0,77.4,0,0.3,-0.3,4.0,18.0,4.0,0.0,23.0,Matches,angers
70,Wilfried Kanga,fr FRA,FW,20.0,6.4,63.0,91.0,69.2,872.0,102.0,44.0,58.0,75.9,14.0,21.0,66.7,3.0,7.0,42.9,0,0.3,-0.3,5.0,2.0,3.0,0.0,6.0,Matches,angers
71,Théo Pellenard,fr FRA,DF,24.0,5.5,257.0,320.0,80.3,4045.0,1771.0,130.0,148.0,87.8,115.0,132.0,87.1,11.0,32.0,34.4,0,0.5,-0.5,5.0,24.0,6.0,1.0,34.0,Matches,angers
72,Cristian López,es ESP,FW,29.0,4.9,72.0,101.0,71.3,1009.0,111.0,47.0,59.0,79.7,22.0,34.0,64.7,2.0,3.0,66.7,0,0.1,-0.1,1.0,3.0,2.0,0.0,3.0,Matches,angers
73,Farid El Melali,dz ALG,"FW,MF",21.0,3.6,104.0,138.0,75.4,1655.0,486.0,66.0,78.0,84.6,22.0,33.0,66.7,14.0,18.0,77.8,1,0.2,0.8,4.0,10.0,4.0,1.0,13.0,Matches,angers
74,Zacharie Boucher,fr FRA,GK,26.0,3.3,30.0,54.0,55.6,1061.0,705.0,2.0,3.0,66.7,14.0,14.0,100.0,14.0,37.0,37.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
75,Yoann Andreu,fr FRA,DF,29.0,1.4,1.0,1.0,100.0,10.0,9.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
76,Kevin Mouanga,fr FRA,MF,18.0,1.3,,,,,,,,,,,,,,,0,,,,,,,,Matches,angers
77,Harrison Manzala,cd COD,"MF,FW",24.0,1.0,14.0,31.0,45.2,184.0,46.0,10.0,14.0,71.4,3.0,9.0,33.3,0.0,6.0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Matches,angers
78,Rayan Aït Nouri,fr FRA,DF,17.0,0.6,30.0,33.0,90.9,364.0,152.0,23.0,23.0,100.0,6.0,9.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,Matches,angers
79,Dorian Bertrand,fr FRA,MF,25.0,0.6,,,,,,,,,,,,,,,0,,,,,,,,Matches,angers
80,Elhadji Pape Diaw,sn SEN,DF,23.0,0.2,9.0,9.0,100.0,227.0,88.0,1.0,1.0,100.0,7.0,7.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,angers
81,Pierre-Emerick Aubameyang,ga GAB,FW,29.0,42.8,718.0,1010.0,71.1,9680.0,2431.0,451.0,573.0,78.7,205.0,298.0,68.8,30.0,60.0,50.0,7,6.0,1.0,41.0,36.0,43.0,5.0,81.0,Matches,Arsenal
82,Granit Xhaka,ch SUI,"MF,DF",25.0,38.2,2505.0,3036.0,82.5,51693.0,15358.0,898.0,993.0,90.4,1147.0,1293.0,88.7,438.0,691.0,63.4,5,5.0,0.0,52.0,291.0,52.0,12.0,292.0,Matches,Arsenal
83,Sokratis Papastathopoulos,gr GRE,DF,30.0,37.5,1734.0,1915.0,90.5,37609.0,11246.0,509.0,533.0,95.5,881.0,934.0,94.3,333.0,428.0,77.8,2,0.5,1.5,4.0,62.0,6.0,0.0,65.0,Matches,Arsenal
84,Shkodran Mustafi,de GER,DF,26.0,37.0,1673.0,2036.0,82.2,36611.0,12403.0,468.0,532.0,88.0,872.0,983.0,88.7,322.0,492.0,65.4,0,0.5,-0.5,7.0,126.0,10.0,0.0,113.0,Matches,Arsenal
85,Alexandre Lacazette,fr FRA,FW,27.0,37.0,731.0,986.0,74.1,10155.0,2517.0,437.0,540.0,80.9,200.0,266.0,75.2,43.0,77.0,55.8,11,3.9,6.1,38.0,44.0,53.0,3.0,91.0,Matches,Arsenal
86,Lucas Torreira,uy URU,MF,22.0,35.9,1761.0,2012.0,87.5,32918.0,8112.0,670.0,740.0,90.5,844.0,923.0,91.4,212.0,288.0,73.6,4,1.8,1.2,24.0,134.0,19.0,1.0,149.0,Matches,Arsenal
87,Bernd Leno,de GER,GK,26.0,35.5,862.0,1209.0,71.3,24509.0,13958.0,116.0,118.0,98.3,473.0,475.0,99.6,269.0,609.0,44.2,0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,Matches,Arsenal
88,Mattéo Guendouzi,fr FRA,MF,19.0,33.9,1982.0,2265.0,87.5,38321.0,10581.0,774.0,842.0,91.9,894.0,984.0,90.9,295.0,373.0,79.1,2,3.0,-3.0,27.0,228.0,40.0,4.0,208.0,Matches,Arsenal
89,Nacho Monreal,es ESP,DF,32.0,32.2,1571.0,1820.0,86.3,26663.0,9311.0,742.0,801.0,92.6,676.0,761.0,88.8,125.0,194.0,64.4,5,1.3,2.7,13.0,97.0,18.0,4.0,113.0,Matches,Arsenal
90,Alex Iwobi,ng NGA,"FW,MF",22.0,31.6,1017.0,1340.0,75.9,16800.0,4900.0,522.0,615.0,84.9,397.0,497.0,79.9,82.0,145.0,56.6,8,7.3,0.7,56.0,66.0,83.0,19.0,152.0,Matches,Arsenal
91,Sead Kolašinac,ba BIH,DF,25.0,30.9,1318.0,1675.0,78.7,20364.0,7077.0,734.0,839.0,87.5,471.0,602.0,78.2,81.0,136.0,59.6,7,9.0,-2.0,53.0,68.0,38.0,13.0,109.0,Matches,Arsenal
92,Henrikh Mkhitaryan,am ARM,"FW,MF",29.0,28.1,994.0,1291.0,77.0,16228.0,4549.0,521.0,613.0,85.0,357.0,435.0,82.1,93.0,167.0,55.7,7,7.0,0.0,44.0,85.0,53.0,6.0,135.0,Matches,Arsenal
93,Mesut Özil,de GER,"MF,FW",29.0,26.8,1442.0,1653.0,87.2,23063.0,6006.0,766.0,838.0,91.4,532.0,595.0,89.4,109.0,164.0,66.5,3,7.0,-4.0,61.0,136.0,68.0,12.0,168.0,Matches,Arsenal
94,Laurent Koscielny,fr FRA,DF,32.0,25.3,1171.0,1280.0,91.5,27266.0,7224.0,265.0,284.0,93.3,613.0,648.0,94.6,284.0,330.0,86.1,0,0.1,-0.1,2.0,37.0,2.0,0.0,36.0,Matches,Arsenal
95,Aaron Ramsey,wal WAL,"MF,FW",27.0,24.2,948.0,1145.0,82.8,16389.0,3889.0,461.0,533.0,86.5,363.0,415.0,87.5,104.0,142.0,73.2,7,4.0,3.0,32.0,88.0,30.0,5.0,100.0,Matches,Arsenal
96,Ainsley Maitland-Niles,eng ENG,DF,20.0,23.6,850.0,1055.0,80.6,14180.0,4994.0,426.0,480.0,88.8,343.0,404.0,84.9,65.0,120.0,54.2,3,2.0,1.0,11.0,65.0,21.0,2.0,91.0,Matches,Arsenal
97,Petr Čech,cz CZE,GK,36.0,21.5,349.0,569.0,61.3,11756.0,7424.0,20.0,21.0,95.2,181.0,184.0,98.4,148.0,364.0,40.7,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,Arsenal
98,Stephan Lichtsteiner,ch SUI,DF,34.0,19.2,728.0,933.0,78.0,12861.0,3994.0,309.0,355.0,87.0,345.0,405.0,85.2,68.0,129.0,52.7,1,0.9,0.1,7.0,28.0,17.0,4.0,46.0,Matches,Arsenal
99,Héctor Bellerín,es ESP,DF,23.0,17.0,794.0,947.0,83.8,13510.0,4477.0,371.0,410.0,90.5,352.0,410.0,85.9,60.0,94.0,63.8,5,2.1,2.9,9.0,48.0,27.0,5.0,87.0,Matches,Arsenal
100,Rob Holding,eng ENG,DF,22.0,14.6,839.0,936.0,89.6,17912.0,5884.0,274.0,302.0,90.7,422.0,451.0,93.6,140.0,177.0,79.1,0,0.2,-0.2,3.0,38.0,1.0,0.0,35.0,Matches,Arsenal
101,Mohamed Elneny,eg EGY,MF,26.0,11.3,622.0,684.0,90.9,12222.0,2908.0,222.0,243.0,91.4,298.0,314.0,94.9,92.0,108.0,85.2,1,0.6,0.4,12.0,54.0,6.0,1.0,55.0,Matches,Arsenal
102,Danny Welbeck,eng ENG,"FW,MF",27.0,6.7,91.0,116.0,78.4,1400.0,398.0,48.0,60.0,80.0,39.0,45.0,86.7,2.0,6.0,33.3,1,0.9,0.1,8.0,9.0,4.0,0.0,12.0,Matches,Arsenal
103,Carl Jenkinson,eng ENG,DF,26.0,6.5,246.0,289.0,85.1,4255.0,1079.0,110.0,121.0,90.9,116.0,125.0,92.8,17.0,29.0,58.6,0,0.0,0.0,2.0,10.0,1.0,0.0,15.0,Matches,Arsenal
104,Emile Smith-Rowe,eng ENG,MF,18.0,4.4,86.0,105.0,81.9,1162.0,249.0,54.0,65.0,83.1,27.0,30.0,90.0,2.0,4.0,50.0,0,0.3,-0.3,3.0,5.0,4.0,0.0,7.0,Matches,Arsenal
105,Joe Willock,eng ENG,MF,18.0,3.9,123.0,137.0,89.8,2234.0,413.0,55.0,62.0,88.7,48.0,51.0,94.1,17.0,20.0,85.0,0,0.1,-0.1,2.0,12.0,3.0,0.0,8.0,Matches,Arsenal
106,Eddie Nketiah,eng ENG,"MF,FW",19.0,3.7,59.0,72.0,81.9,766.0,160.0,35.0,36.0,97.2,18.0,26.0,69.2,2.0,3.0,66.7,0,0.4,-0.4,2.0,4.0,2.0,1.0,3.0,Matches,Arsenal
107,Konstantinos Mavropanos,gr GRE,DF,20.0,1.6,125.0,133.0,94.0,2672.0,563.0,35.0,36.0,97.2,64.0,69.0,92.8,24.0,25.0,96.0,0,0.2,-0.2,1.0,12.0,0.0,0.0,8.0,Matches,Arsenal
108,Bukayo Saka,eng ENG,FW,16.0,1.4,37.0,49.0,75.5,560.0,77.0,19.0,24.0,79.2,17.0,19.0,89.5,1.0,1.0,100.0,0,0.5,-0.5,2.0,1.0,3.0,0.0,3.0,Matches,Arsenal
109,Denis Suárez,es ESP,FW,24.0,1.1,68.0,78.0,87.2,995.0,160.0,39.0,40.0,97.5,21.0,26.0,80.8,5.0,7.0,71.4,0,0.0,0.0,1.0,6.0,3.0,1.0,3.0,Matches,Arsenal
110,Julio Pleguezuelo,es ESP,DF,21.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Arsenal
111,Emiliano Martínez,ar ARG,GK,25.0,1.0,20.0,20.0,100.0,559.0,292.0,2.0,2.0,100.0,12.0,12.0,100.0,6.0,6.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal
