,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
608,Fabio Depaoli,it ITA,DF,21.0,27.8,890.0,1228.0,72.5,17112.0,7804.0,362.0,427.0,84.8,402.0,521.0,77.2,122.0,242.0,50.4,4,3.8,0.2,33.0,56.0,40.0,23.0,106.0,Matches,Chievo
609,Federico Barba,it ITA,DF,24.0,27.6,1021.0,1309.0,78.0,21014.0,8373.0,367.0,412.0,89.1,481.0,573.0,83.9,163.0,294.0,55.4,0,1.2,-1.2,12.0,74.0,18.0,8.0,87.0,Matches,Chievo
610,Përparim Hetemaj,fi FIN,MF,31.0,25.0,756.0,975.0,77.5,12800.0,3412.0,386.0,436.0,88.5,287.0,342.0,83.9,71.0,154.0,46.1,0,1.0,-1.0,14.0,73.0,20.0,11.0,62.0,Matches,Chievo
611,Emanuele Giaccherini,it ITA,"MF,FW",33.0,24.3,778.0,1090.0,71.4,14034.0,3811.0,353.0,421.0,83.8,311.0,402.0,77.4,101.0,207.0,48.8,2,3.8,-2.8,44.0,65.0,26.0,9.0,82.0,Matches,Chievo
612,Nicola Rigoni,it ITA,MF,27.0,23.3,724.0,904.0,80.1,13694.0,5255.0,287.0,331.0,86.7,345.0,413.0,83.5,82.0,136.0,60.3,1,0.4,0.6,11.0,102.0,7.0,1.0,105.0,Matches,Chievo
613,Luca Rossettini,it ITA,DF,33.0,22.3,694.0,829.0,83.7,16133.0,5297.0,136.0,151.0,90.1,392.0,438.0,89.5,163.0,232.0,70.3,0,0.1,-0.1,1.0,26.0,2.0,0.0,25.0,Matches,Chievo
614,Ivan Radovanović,rs SRB,MF,29.0,20.0,872.0,1038.0,84.0,20152.0,5586.0,276.0,318.0,86.8,370.0,420.0,88.1,218.0,285.0,76.5,0,0.4,-0.4,8.0,103.0,5.0,0.0,97.0,Matches,Chievo
615,Mehdi Léris,fr FRA,"MF,FW",20.0,18.9,552.0,741.0,74.5,9306.0,2913.0,265.0,308.0,86.0,218.0,274.0,79.6,53.0,117.0,45.3,2,0.9,1.1,15.0,36.0,15.0,6.0,67.0,Matches,Chievo
616,Riccardo Meggiorini,it ITA,FW,32.0,17.2,268.0,427.0,62.8,4029.0,764.0,151.0,205.0,73.7,88.0,150.0,58.7,20.0,44.0,45.5,1,0.5,0.5,10.0,15.0,8.0,4.0,20.0,Matches,Chievo
617,Paweł Jaroszyński,pl POL,"DF,MF",23.0,15.8,566.0,829.0,68.3,11695.0,5322.0,207.0,250.0,82.8,255.0,335.0,76.1,99.0,218.0,45.4,0,1.2,-1.2,11.0,46.0,21.0,10.0,64.0,Matches,Chievo
618,Boštjan Cesar,si SVN,DF,36.0,13.0,331.0,385.0,86.0,7675.0,2076.0,78.0,88.0,88.6,171.0,195.0,87.7,82.0,101.0,81.2,0,0.0,0.0,1.0,5.0,0.0,0.0,13.0,Matches,Chievo
619,Valter Birsa,si SVN,"MF,FW",31.0,13.0,408.0,564.0,72.3,7768.0,2376.0,184.0,225.0,81.8,157.0,197.0,79.7,64.0,118.0,54.2,2,2.8,-0.8,27.0,44.0,18.0,3.0,58.0,Matches,Chievo
620,Sergio Pellissier,it ITA,FW,39.0,10.6,143.0,196.0,73.0,2245.0,309.0,86.0,107.0,80.4,47.0,64.0,73.4,9.0,15.0,60.0,1,0.9,0.1,11.0,6.0,4.0,1.0,9.0,Matches,Chievo
621,Sofian Kiyine,ma MAR,"MF,DF",20.0,10.3,285.0,368.0,77.4,5610.0,1659.0,118.0,140.0,84.3,118.0,141.0,83.7,44.0,77.0,57.1,1,0.7,0.3,9.0,24.0,13.0,6.0,34.0,Matches,Chievo
622,Assane Dioussé,sn SEN,MF,20.0,9.9,403.0,500.0,80.6,8232.0,2308.0,146.0,167.0,87.4,179.0,209.0,85.6,72.0,110.0,65.5,0,0.2,-0.2,5.0,40.0,4.0,2.0,38.0,Matches,Chievo
623,Nenad Tomović,rs SRB,DF,30.0,9.2,317.0,391.0,81.1,5869.0,2441.0,116.0,130.0,89.2,170.0,195.0,87.2,29.0,54.0,53.7,0,0.1,-0.1,3.0,16.0,2.0,2.0,24.0,Matches,Chievo
624,Filip Đorđević,rs SRB,FW,30.0,7.8,120.0,184.0,65.2,1689.0,333.0,78.0,102.0,76.5,30.0,52.0,57.7,6.0,13.0,46.2,1,0.4,0.6,4.0,5.0,2.0,0.0,11.0,Matches,Chievo
625,Fabrizio Cacciatore,it ITA,DF,31.0,7.5,198.0,267.0,74.2,3873.0,1912.0,79.0,91.0,86.8,89.0,118.0,75.4,28.0,50.0,56.0,0,0.9,-0.9,9.0,29.0,11.0,5.0,25.0,Matches,Chievo
626,Joel Obi,ng NGA,MF,27.0,7.3,253.0,309.0,81.9,4006.0,1228.0,135.0,150.0,90.0,100.0,118.0,84.7,14.0,30.0,46.7,0,0.6,-0.6,4.0,15.0,4.0,1.0,20.0,Matches,Chievo
627,Emanuel Vignato,it ITA,MF,17.0,7.3,244.0,304.0,80.3,3882.0,1093.0,133.0,148.0,89.9,86.0,104.0,82.7,19.0,40.0,47.5,1,0.5,0.5,10.0,16.0,9.0,2.0,25.0,Matches,Chievo
628,Marco Andreolli,it ITA,DF,32.0,7.2,191.0,233.0,82.0,4437.0,1197.0,41.0,48.0,85.4,108.0,115.0,93.9,42.0,68.0,61.8,0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,Matches,Chievo
629,Adrian Šemper,hr CRO,GK,20.0,7.0,118.0,200.0,59.0,4535.0,2981.0,6.0,6.0,100.0,47.0,47.0,100.0,65.0,147.0,44.2,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Matches,Chievo
630,Manuel Pucciarelli,it ITA,FW,27.0,3.4,73.0,98.0,74.5,977.0,111.0,43.0,57.0,75.4,24.0,28.0,85.7,1.0,3.0,33.3,0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,Matches,Chievo
631,Nicolas Frey,fr FRA,DF,34.0,2.5,98.0,122.0,80.3,2104.0,1005.0,28.0,32.0,87.5,52.0,55.0,94.5,18.0,33.0,54.5,0,0.0,0.0,1.0,9.0,0.0,0.0,6.0,Matches,Chievo
632,Andrea Seculin,it ITA,GK,28.0,2.0,11.0,20.0,55.0,408.0,303.0,1.0,1.0,100.0,3.0,4.0,75.0,6.0,14.0,42.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chievo
633,Sergej Grubac,me MNE,"FW,MF",18.0,2.0,15.0,28.0,53.6,213.0,8.0,7.0,12.0,58.3,6.0,8.0,75.0,1.0,4.0,25.0,0,0.1,-0.1,1.0,1.0,0.0,0.0,0.0,Matches,Chievo
634,Ezequiel Schelotto,it ITA,"DF,MF",29.0,1.6,64.0,92.0,69.6,1199.0,608.0,28.0,36.0,77.8,28.0,36.0,77.8,8.0,17.0,47.1,0,0.6,-0.6,3.0,2.0,5.0,2.0,7.0,Matches,Chievo
635,Mauro Antonio Burruchaga,ar ARG,MF,20.0,1.0,31.0,37.0,83.8,514.0,243.0,13.0,15.0,86.7,16.0,18.0,88.9,2.0,3.0,66.7,0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,Matches,Chievo
636,Angelo Ndrecka,al ALB,DF,16.0,1.0,40.0,48.0,83.3,640.0,254.0,21.0,23.0,91.3,15.0,20.0,75.0,4.0,5.0,80.0,0,0.1,-0.1,1.0,2.0,1.0,0.0,2.0,Matches,Chievo
637,Lucas Piazon,br BRA,"MF,FW",24.0,0.9,25.0,38.0,65.8,344.0,63.0,13.0,16.0,81.3,7.0,11.0,63.6,1.0,5.0,20.0,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Matches,Chievo
638,Strahinja Tanasijević,rs SRB,DF,21.0,0.8,13.0,14.0,92.9,272.0,98.0,2.0,2.0,100.0,9.0,9.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Chievo
639,Ibrahim Karamoko,fr FRA,MF,17.0,0.7,14.0,18.0,77.8,266.0,63.0,9.0,10.0,90.0,3.0,4.0,75.0,2.0,2.0,100.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Matches,Chievo
640,Musa Juwara,gm GAM,FW,16.0,0.1,4.0,6.0,66.7,65.0,0.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chievo
641,Luka Milivojević,rs SRB,MF,27.0,40.4,1629.0,2140.0,76.1,32438.0,10106.0,600.0,686.0,87.5,742.0,869.0,85.4,260.0,520.0,50.0,3,3.0,-1.0,59.0,181.0,26.0,8.0,178.0,Matches,Crystal Palace
642,Andros Townsend,eng ENG,"FW,MF",27.0,39.5,895.0,1237.0,72.4,14634.0,3903.0,471.0,553.0,85.2,325.0,417.0,77.9,76.0,190.0,40.0,5,5.2,-1.2,64.0,56.0,44.0,21.0,100.0,Matches,Crystal Palace
643,Aaron Wan-Bissaka,eng ENG,DF,20.0,38.6,1156.0,1537.0,75.2,17192.0,8382.0,674.0,775.0,87.0,395.0,524.0,75.4,64.0,159.0,40.3,3,1.8,1.2,14.0,84.0,23.0,8.0,122.0,Matches,Crystal Palace
644,Patrick van Aanholt,nl NED,DF,27.0,38.4,1587.0,1962.0,80.9,26851.0,11857.0,792.0,912.0,86.8,623.0,752.0,82.8,149.0,248.0,60.1,2,3.9,-1.9,34.0,115.0,63.0,9.0,224.0,Matches,Crystal Palace
645,Wilfried Zaha,ci CIV,FW,25.0,35.7,839.0,1094.0,76.7,12534.0,3684.0,500.0,618.0,80.9,261.0,315.0,82.9,58.0,87.0,66.7,5,5.6,-0.6,54.0,61.0,68.0,10.0,134.0,Matches,Crystal Palace
646,James McArthur,sco SCO,MF,30.0,35.0,1151.0,1454.0,79.2,20576.0,5246.0,519.0,609.0,85.2,482.0,573.0,84.1,134.0,218.0,61.5,6,3.3,2.7,30.0,106.0,17.0,2.0,90.0,Matches,Crystal Palace
647,James Tomkins,eng ENG,DF,29.0,29.4,915.0,1089.0,84.0,21711.0,6868.0,208.0,228.0,91.2,467.0,508.0,91.9,231.0,337.0,68.5,1,0.9,0.1,6.0,62.0,1.0,0.0,39.0,Matches,Crystal Palace
648,Mamadou Sakho,fr FRA,DF,28.0,26.8,1135.0,1285.0,88.3,22516.0,10185.0,392.0,425.0,92.2,570.0,622.0,91.6,169.0,229.0,73.8,0,0.5,-0.5,7.0,81.0,3.0,0.0,95.0,Matches,Crystal Palace
649,Cheikhou Kouyaté,sn SEN,MF,28.0,26.1,639.0,798.0,80.1,10031.0,3257.0,352.0,414.0,85.0,223.0,273.0,81.7,47.0,75.0,62.7,2,0.9,1.1,15.0,67.0,6.0,3.0,66.0,Matches,Crystal Palace
650,Jeffrey Schlupp,gh GHA,"MF,FW",25.0,25.2,484.0,646.0,74.9,7386.0,2273.0,265.0,319.0,83.1,178.0,233.0,76.4,28.0,62.0,45.2,2,1.5,-0.5,17.0,49.0,12.0,3.0,54.0,Matches,Crystal Palace
651,Vicente Guaita,es ESP,GK,31.0,23.5,297.0,592.0,50.2,11919.0,9316.0,38.0,39.0,97.4,101.0,103.0,98.1,155.0,447.0,34.7,0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,Matches,Crystal Palace
652,Max Meyer,de GER,"MF,FW",22.0,22.6,566.0,697.0,81.2,8453.0,2154.0,324.0,372.0,87.1,197.0,232.0,84.9,34.0,62.0,54.8,2,1.2,0.8,23.0,45.0,13.0,2.0,50.0,Matches,Crystal Palace
653,Wayne Hennessey,wal WAL,GK,31.0,19.5,259.0,488.0,53.1,10826.0,8505.0,18.0,18.0,100.0,92.0,93.0,98.9,149.0,377.0,39.5,0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,Matches,Crystal Palace
654,Martin Kelly,eng ENG,DF,28.0,19.0,263.0,346.0,76.0,5782.0,2521.0,84.0,100.0,84.0,116.0,135.0,85.9,61.0,107.0,57.0,0,0.1,-0.1,1.0,19.0,2.0,0.0,15.0,Matches,Crystal Palace
655,Jordan Ayew,gh GHA,FW,26.0,14.8,201.0,273.0,73.6,2823.0,526.0,123.0,144.0,85.4,57.0,77.0,74.0,12.0,21.0,57.1,2,1.1,0.9,13.0,11.0,6.0,0.0,16.0,Matches,Crystal Palace
656,Joel Ward,eng ENG,DF,28.0,10.5,185.0,256.0,72.3,3043.0,1705.0,100.0,116.0,86.2,65.0,92.0,70.7,19.0,41.0,46.3,0,0.2,-0.2,3.0,19.0,3.0,1.0,17.0,Matches,Crystal Palace
657,Scott Dann,eng ENG,DF,31.0,10.4,190.0,243.0,78.2,3784.0,1692.0,61.0,64.0,95.3,99.0,115.0,86.1,29.0,58.0,50.0,1,0.0,1.0,0.0,10.0,0.0,0.0,15.0,Matches,Crystal Palace
658,Michy Batshuayi,be BEL,FW,24.0,10.2,111.0,162.0,68.5,1614.0,301.0,68.0,87.0,78.2,27.0,41.0,65.9,11.0,19.0,57.9,0,0.1,-0.1,1.0,5.0,2.0,0.0,7.0,Matches,Crystal Palace
659,Christian Benteke,be BEL,FW,27.0,9.5,139.0,243.0,57.2,2112.0,377.0,82.0,132.0,62.1,38.0,74.0,51.4,12.0,20.0,60.0,1,1.2,-0.2,8.0,8.0,2.0,0.0,13.0,Matches,Crystal Palace
660,Alexander Sørloth,no NOR,"FW,MF",22.0,5.7,41.0,62.0,66.1,575.0,126.0,21.0,31.0,67.7,15.0,22.0,68.2,2.0,4.0,50.0,0,0.6,-0.6,3.0,2.0,1.0,0.0,5.0,Matches,Crystal Palace
661,Jason Puncheon,eng ENG,MF,32.0,3.1,10.0,11.0,90.9,117.0,32.0,7.0,7.0,100.0,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Crystal Palace
662,Jaïro Riedewald,nl NED,"DF,MF",21.0,3.0,,,,,,,,,,,,,,,1,,,,,,,,Matches,Crystal Palace
663,Julián Speroni,ar ARG,GK,39.0,2.0,16.0,36.0,44.4,809.0,687.0,0.0,0.0,,1.0,1.0,100.0,15.0,35.0,42.9,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Crystal Palace
664,Connor Wickham,eng ENG,FW,25.0,1.8,6.0,13.0,46.2,74.0,26.0,4.0,6.0,66.7,2.0,6.0,33.3,0.0,0.0,,1,0.3,0.7,1.0,0.0,0.0,0.0,1.0,Matches,Crystal Palace
665,Pape Souaré,sn SEN,DF,28.0,1.4,3.0,3.0,100.0,88.0,0.0,0.0,0.0,,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
666,Ryan Inniss,eng ENG,MF,23.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
667,Jonny Williams,wal WAL,MF,24.0,0.8,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
668,Bakary Sako,ml MLI,"FW,MF",30.0,0.3,9.0,13.0,69.2,175.0,10.0,6.0,7.0,85.7,2.0,2.0,100.0,1.0,4.0,25.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Crystal Palace
669,Sullay Kaikai,eng ENG,"FW,MF",22.0,0.2,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
670,Sam Woods,eng ENG,DF,19.0,0.1,,,,,,,,,,,,,,,0,,,,,,,,Matches,Crystal Palace
671,Luke Dreher,eng ENG,MF,19.0,0.0,3.0,3.0,100.0,28.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
672,Wesley Lautoa,nc NCL,"DF,MF",30.0,36.8,1373.0,1575.0,87.2,29920.0,9961.0,379.0,428.0,88.6,738.0,794.0,92.9,247.0,333.0,74.2,0,0.3,-0.3,3.0,96.0,8.0,1.0,100.0,Matches,dijon
673,Júlio Tavares,cv CPV,FW,29.0,35.0,450.0,731.0,61.6,6464.0,1306.0,276.0,402.0,68.7,142.0,240.0,59.2,18.0,41.0,43.9,5,2.3,1.7,22.0,25.0,13.0,2.0,43.0,Matches,dijon
674,Cédric Yamberé,cf CTA,DF,27.0,34.2,1012.0,1220.0,83.0,24405.0,7165.0,225.0,255.0,88.2,536.0,580.0,92.4,245.0,373.0,65.7,0,0.0,0.0,1.0,59.0,6.0,0.0,59.0,Matches,dijon
675,Oussama Haddadi,tn TUN,"DF,MF",26.0,33.8,1190.0,1621.0,73.4,22897.0,9078.0,478.0,575.0,83.1,537.0,678.0,79.2,160.0,309.0,51.8,4,2.9,-0.9,36.0,78.0,32.0,22.0,115.0,Matches,dijon
676,Romain Amalfitano,fr FRA,"MF,FW",28.0,32.6,839.0,1071.0,78.3,17547.0,4607.0,308.0,369.0,83.5,355.0,413.0,86.0,163.0,260.0,62.7,0,0.9,-0.9,15.0,107.0,29.0,6.0,108.0,Matches,dijon
677,Naïm Sliti,tn TUN,"MF,FW",26.0,30.2,668.0,959.0,69.7,12559.0,4509.0,298.0,363.0,82.1,251.0,328.0,76.5,100.0,223.0,44.8,9,6.3,-2.3,68.0,67.0,41.0,5.0,102.0,Matches,dijon
678,Rúnar Alex Rúnarsson,is ISL,GK,23.0,30.0,581.0,831.0,69.9,20037.0,13462.0,58.0,61.0,95.1,258.0,265.0,97.4,264.0,502.0,52.6,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,Matches,dijon
679,Wesley Saïd,fr FRA,"FW,MF",23.0,28.5,436.0,600.0,72.7,7116.0,1901.0,229.0,275.0,83.3,158.0,208.0,76.0,40.0,73.0,54.8,1,2.6,-1.6,23.0,34.0,33.0,5.0,61.0,Matches,dijon
680,Fouad Chafik,ma MAR,DF,31.0,23.7,706.0,944.0,74.8,12236.0,5355.0,331.0,369.0,89.7,301.0,400.0,75.3,62.0,136.0,45.6,2,1.6,0.4,17.0,48.0,17.0,9.0,63.0,Matches,dijon
681,Mehdi Abeid,dz ALG,MF,25.0,23.3,919.0,1081.0,85.0,17137.0,3889.0,403.0,438.0,92.0,377.0,431.0,87.5,121.0,183.0,66.1,0,1.5,-1.5,23.0,87.0,11.0,2.0,72.0,Matches,dijon
682,Jordan Marié,fr FRA,MF,26.0,22.4,693.0,880.0,78.8,12834.0,3009.0,298.0,349.0,85.4,300.0,363.0,82.6,83.0,135.0,61.5,2,0.5,0.5,15.0,71.0,11.0,1.0,78.0,Matches,dijon
683,Benjamin Jeannot,fr FRA,FW,26.0,17.5,306.0,437.0,70.0,5088.0,1012.0,155.0,195.0,79.5,110.0,161.0,68.3,35.0,54.0,64.8,0,0.4,-0.4,11.0,21.0,8.0,0.0,29.0,Matches,dijon
684,Valentin Rosier,fr FRA,"DF,MF",21.0,17.1,708.0,842.0,84.1,12594.0,3647.0,319.0,349.0,91.4,317.0,360.0,88.1,68.0,112.0,60.7,4,1.7,2.3,13.0,44.0,12.0,6.0,45.0,Matches,dijon
685,Florent Balmont,fr FRA,MF,38.0,16.2,579.0,711.0,81.4,10531.0,3443.0,254.0,280.0,90.7,249.0,276.0,90.2,69.0,136.0,50.7,2,0.9,0.1,16.0,76.0,13.0,4.0,62.0,Matches,dijon
686,Nayef Aguerd,ma MAR,DF,22.0,15.5,452.0,577.0,78.3,10088.0,4103.0,130.0,143.0,90.9,233.0,260.0,89.6,85.0,162.0,52.5,0,0.1,-0.1,2.0,37.0,3.0,1.0,24.0,Matches,dijon
687,Bobby Allain,fr FRA,GK,26.0,14.0,288.0,466.0,61.8,11722.0,9063.0,20.0,20.0,100.0,97.0,103.0,94.2,171.0,343.0,49.9,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Matches,dijon
688,Kwon Chang-hoon,kr KOR,"FW,MF",24.0,12.9,244.0,348.0,70.1,3856.0,1262.0,136.0,162.0,84.0,76.0,105.0,72.4,22.0,57.0,38.6,0,0.6,-0.6,12.0,10.0,11.0,3.0,28.0,Matches,dijon
689,Enzo Loiodice,fr FRA,MF,17.0,11.2,354.0,423.0,83.7,6505.0,1393.0,137.0,157.0,87.3,183.0,203.0,90.1,29.0,50.0,58.0,1,0.3,0.7,5.0,34.0,2.0,0.0,29.0,Matches,dijon
690,Mickaël Alphonse,GPE,DF,29.0,9.3,197.0,307.0,64.2,3517.0,1385.0,89.0,106.0,84.0,78.0,112.0,69.6,28.0,79.0,35.4,0,0.4,-0.4,8.0,18.0,4.0,2.0,22.0,Matches,dijon
691,Senou Coulibaly,ml MLI,"DF,MF",23.0,8.6,149.0,201.0,74.1,3291.0,1070.0,36.0,43.0,83.7,87.0,105.0,82.9,24.0,47.0,51.1,0,0.4,-0.4,1.0,10.0,2.0,0.0,6.0,Matches,dijon
692,Laurent Ciman,be BEL,DF,32.0,8.0,495.0,568.0,87.1,11976.0,4203.0,96.0,101.0,95.0,268.0,281.0,95.4,129.0,179.0,72.1,0,0.3,-0.3,2.0,43.0,1.0,0.0,40.0,Matches,dijon
693,Jules Keita,gn GUI,"FW,MF",20.0,7.4,107.0,137.0,78.1,1788.0,557.0,57.0,74.0,77.0,41.0,48.0,85.4,9.0,13.0,69.2,2,0.6,0.4,8.0,9.0,8.0,1.0,21.0,Matches,dijon
694,Frédéric Sammaritano,fr FRA,"FW,MF",32.0,6.2,175.0,230.0,76.1,3217.0,872.0,78.0,98.0,79.6,76.0,97.0,78.4,20.0,29.0,69.0,0,0.6,-0.6,9.0,16.0,8.0,5.0,17.0,Matches,dijon
695,Sory Kaba,gn GUI,"FW,MF",23.0,3.1,51.0,72.0,70.8,732.0,142.0,31.0,40.0,77.5,17.0,23.0,73.9,3.0,5.0,60.0,0,0.3,-0.3,3.0,3.0,3.0,0.0,7.0,Matches,dijon
696,Arnold Bouka Moutou,cg CGO,"DF,FW",29.0,2.7,20.0,28.0,71.4,343.0,201.0,8.0,9.0,88.9,8.0,11.0,72.7,2.0,5.0,40.0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,dijon
697,Yoann Gourcuff,fr FRA,"MF,FW",32.0,1.5,66.0,85.0,77.6,1114.0,377.0,32.0,36.0,88.9,28.0,37.0,75.7,4.0,9.0,44.4,0,0.2,-0.2,3.0,7.0,4.0,0.0,12.0,Matches,dijon
698,Axel Witsel,be BEL,MF,29.0,41.2,2846.0,3046.0,93.4,50321.0,10606.0,1257.0,1330.0,94.5,1246.0,1300.0,95.8,300.0,351.0,85.5,1,1.8,-0.8,18.0,295.0,18.0,0.0,166.0,Matches,Dortmund
699,Roman Bürki,ch SUI,GK,27.0,40.3,926.0,1303.0,71.1,27637.0,16029.0,123.0,125.0,98.4,447.0,451.0,99.1,356.0,727.0,49.0,0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,Matches,Dortmund
700,Abdou Diallo,sn SEN,DF,22.0,36.1,2229.0,2528.0,88.2,44165.0,14934.0,815.0,881.0,92.5,1074.0,1157.0,92.8,321.0,443.0,72.5,1,1.0,0.0,14.0,155.0,16.0,7.0,149.0,Matches,Dortmund
701,Marco Reus,de GER,"MF,FW",29.0,33.8,1055.0,1320.0,79.9,16334.0,3859.0,589.0,686.0,85.9,336.0,421.0,79.8,97.0,144.0,67.4,10,9.1,-0.1,46.0,88.0,56.0,7.0,118.0,Matches,Dortmund
702,Jadon Sancho,eng ENG,"FW,MF",18.0,33.0,1401.0,1716.0,81.6,21091.0,5744.0,823.0,932.0,88.3,474.0,569.0,83.3,77.0,154.0,50.0,16,7.9,7.1,71.0,67.0,71.0,7.0,137.0,Matches,Dortmund
703,Manuel Akanji,ch SUI,DF,23.0,30.8,2237.0,2396.0,93.4,49070.0,14059.0,595.0,632.0,94.1,1209.0,1252.0,96.6,422.0,494.0,85.4,0,0.5,-0.5,7.0,157.0,6.0,3.0,123.0,Matches,Dortmund
704,Thomas Delaney,dk DEN,MF,26.0,30.6,1592.0,1860.0,85.6,28768.0,5656.0,686.0,772.0,88.9,695.0,775.0,89.7,183.0,258.0,70.9,5,1.8,3.2,17.0,167.0,17.0,2.0,101.0,Matches,Dortmund
705,Achraf Hakimi,ma MAR,DF,19.0,26.1,1690.0,1973.0,85.7,26335.0,9853.0,975.0,1062.0,91.8,564.0,636.0,88.7,119.0,177.0,67.2,7,3.0,4.0,16.0,108.0,27.0,10.0,145.0,Matches,Dortmund
706,Łukasz Piszczek,pl POL,DF,33.0,25.8,1354.0,1667.0,81.2,21882.0,8326.0,663.0,750.0,88.4,586.0,700.0,83.7,80.0,164.0,48.8,6,2.0,4.0,18.0,78.0,25.0,12.0,97.0,Matches,Dortmund
707,Mario Götze,de GER,"MF,FW",26.0,25.2,956.0,1158.0,82.6,12641.0,3057.0,644.0,729.0,88.3,227.0,283.0,80.2,44.0,70.0,62.9,7,5.6,1.4,43.0,66.0,38.0,6.0,79.0,Matches,Dortmund
708,Raphaël Guerreiro,pt POR,"MF,FW",24.0,22.6,1192.0,1417.0,84.1,17939.0,5207.0,710.0,790.0,89.9,346.0,409.0,84.6,97.0,154.0,63.0,6,5.3,0.7,45.0,89.0,35.0,2.0,115.0,Matches,Dortmund
709,Julian Weigl,de GER,"MF,DF",22.0,22.0,1371.0,1461.0,93.8,31160.0,7625.0,327.0,354.0,92.4,742.0,763.0,97.2,296.0,324.0,91.4,0,0.6,-0.6,4.0,73.0,6.0,0.0,90.0,Matches,Dortmund
710,Dan-Axel Zagadou,fr FRA,DF,19.0,19.3,1224.0,1379.0,88.8,26953.0,8148.0,290.0,321.0,90.3,720.0,785.0,91.7,209.0,257.0,81.3,0,0.5,-0.5,4.0,118.0,1.0,0.0,78.0,Matches,Dortmund
711,Christian Pulisic,us USA,"FW,MF",19.0,18.9,613.0,792.0,77.4,8910.0,1887.0,380.0,438.0,86.8,191.0,247.0,77.3,30.0,68.0,44.1,4,2.2,1.8,18.0,15.0,16.0,4.0,35.0,Matches,Dortmund
712,Paco Alcácer,es ESP,FW,24.0,18.2,278.0,368.0,75.5,3514.0,647.0,189.0,240.0,78.8,65.0,87.0,74.7,13.0,23.0,56.5,2,3.2,-2.2,24.0,13.0,12.0,0.0,24.0,Matches,Dortmund
713,Jacob Bruun Larsen,dk DEN,FW,19.0,16.1,469.0,594.0,79.0,7469.0,1389.0,265.0,320.0,82.8,160.0,198.0,80.8,35.0,55.0,63.6,3,3.6,-0.6,23.0,9.0,15.0,0.0,44.0,Matches,Dortmund
714,Mahmoud Dahoud,de GER,MF,22.0,13.8,652.0,763.0,85.5,12759.0,2656.0,258.0,294.0,87.8,288.0,320.0,90.0,96.0,131.0,73.3,0,1.0,-1.0,10.0,56.0,13.0,0.0,65.0,Matches,Dortmund
715,Marius Wolf,de GER,"FW,DF",23.0,13.6,658.0,798.0,82.5,11026.0,3461.0,311.0,363.0,85.7,270.0,308.0,87.7,60.0,94.0,63.8,0,1.3,-1.3,10.0,63.0,7.0,1.0,66.0,Matches,Dortmund
716,Maximilian Philipp,de GER,FW,24.0,11.7,213.0,272.0,78.3,3066.0,408.0,139.0,171.0,81.3,56.0,67.0,83.6,13.0,19.0,68.4,3,1.3,0.7,9.0,8.0,8.0,0.0,15.0,Matches,Dortmund
717,Marcel Schmelzer,de GER,DF,30.0,9.8,579.0,692.0,83.7,8963.0,2963.0,334.0,375.0,89.1,209.0,243.0,86.0,32.0,56.0,57.1,1,0.3,0.7,5.0,36.0,9.0,3.0,41.0,Matches,Dortmund
718,Ömer Toprak,tr TUR,DF,29.0,8.3,407.0,422.0,96.4,8409.0,1949.0,113.0,117.0,96.6,236.0,241.0,97.9,57.0,63.0,90.5,0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,Matches,Dortmund
