,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
1391,Hiroki Sakai,jp JPN,"DF,MF",28.0,31.2,67.0,32.0,32.0,29.0,6.0,24.0,60.0,40.0,36.0,418.0,134.0,32.1,211.0,157.0,50.0,55.0,11.0,0.0,44.0,19.0,86,66.0,0.0,Matches,marseillle
1392,Boubacar Kamara,fr FRA,"DF,MF",18.0,30.9,68.0,38.0,41.0,24.0,3.0,21.0,52.0,40.4,31.0,368.0,141.0,38.3,212.0,133.0,23.0,48.0,16.0,1.0,32.0,30.0,98,124.0,1.0,Matches,marseillle
1393,Maxime Lopez,fr FRA,MF,20.0,30.5,54.0,34.0,23.0,23.0,8.0,25.0,82.0,30.5,57.0,616.0,162.0,26.3,180.0,336.0,100.0,23.0,3.0,0.0,20.0,19.0,73,14.0,0.0,Matches,marseillle
1394,Morgan Sanson,fr FRA,MF,23.0,29.9,66.0,50.0,27.0,27.0,12.0,20.0,93.0,21.5,73.0,842.0,227.0,27.0,214.0,475.0,153.0,43.0,1.0,0.0,42.0,40.0,106,6.0,0.0,Matches,marseillle
1395,Bouna Sarr,gn GUI,DF,26.0,29.5,75.0,56.0,31.0,35.0,9.0,22.0,50.0,44.0,28.0,436.0,130.0,29.8,182.0,175.0,79.0,52.0,6.0,0.0,46.0,35.0,109,45.0,0.0,Matches,marseillle
1396,Jordan Amavi,fr FRA,DF,24.0,29.3,78.0,35.0,44.0,23.0,11.0,29.0,53.0,54.7,24.0,363.0,119.0,32.8,216.0,107.0,40.0,62.0,10.0,0.0,52.0,39.0,115,93.0,1.0,Matches,marseillle
1397,Valère Germain,fr FRA,"FW,MF",28.0,28.3,32.0,19.0,8.0,17.0,7.0,7.0,37.0,18.9,30.0,589.0,153.0,26.0,54.0,270.0,265.0,29.0,8.0,0.0,21.0,11.0,42,32.0,0.0,Matches,marseillle
1398,Dimitri Payet,fr FRA,"FW,MF",31.0,27.2,15.0,7.0,4.0,10.0,1.0,4.0,25.0,16.0,21.0,389.0,97.0,24.9,37.0,210.0,142.0,21.0,0.0,0.0,21.0,2.0,17,6.0,0.0,Matches,marseillle
1399,Kevin Strootman,nl NED,MF,28.0,26.7,66.0,44.0,18.0,34.0,14.0,17.0,65.0,26.2,48.0,542.0,156.0,28.8,157.0,322.0,63.0,45.0,8.0,1.0,37.0,24.0,90,29.0,1.0,Matches,marseillle
1400,Duje Ćaleta-Car,hr CRO,DF,21.0,23.2,25.0,13.0,15.0,10.0,0.0,9.0,21.0,42.9,12.0,173.0,56.0,32.4,104.0,64.0,5.0,35.0,10.0,0.0,25.0,18.0,43,128.0,0.0,Matches,marseillle
1401,Adil Rami,fr FRA,DF,32.0,20.0,18.0,12.0,13.0,5.0,0.0,6.0,16.0,37.5,10.0,104.0,39.0,37.5,57.0,40.0,7.0,25.0,12.0,1.0,13.0,12.0,30,78.0,2.0,Matches,marseillle
1402,Rolando,pt POR,DF,32.0,11.6,16.0,13.0,13.0,2.0,1.0,6.0,12.0,50.0,6.0,66.0,18.0,27.3,47.0,17.0,2.0,12.0,7.0,1.0,5.0,4.0,20,41.0,1.0,Matches,marseillle
1403,Yohann Pelé,fr FRA,GK,35.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,marseillle
1404,Mario Balotelli,it ITA,FW,27.0,10.4,9.0,8.0,2.0,6.0,1.0,5.0,13.0,38.5,8.0,111.0,28.0,25.2,10.0,50.0,51.0,5.0,2.0,0.0,3.0,3.0,12,6.0,0.0,Matches,marseillle
1405,Nemanja Radonjić,rs SRB,"FW,MF",22.0,10.2,6.0,5.0,0.0,5.0,1.0,1.0,13.0,7.7,12.0,169.0,44.0,26.0,34.0,87.0,48.0,12.0,0.0,0.0,12.0,5.0,11,2.0,1.0,Matches,marseillle
1406,Kostas Mitroglou,gr GRE,FW,30.0,9.4,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,126.0,28.0,22.2,2.0,63.0,61.0,4.0,3.0,0.0,1.0,0.0,1,4.0,0.0,Matches,marseillle
1407,Clinton N'Jie,cm CMR,"FW,MF",24.0,6.1,8.0,7.0,2.0,4.0,2.0,1.0,5.0,20.0,4.0,117.0,32.0,27.4,13.0,52.0,52.0,4.0,0.0,0.0,4.0,0.0,8,0.0,0.0,Matches,marseillle
1408,Tomáš Hubočan,sk SVK,DF,32.0,1.8,3.0,2.0,3.0,0.0,0.0,3.0,5.0,60.0,2.0,24.0,5.0,20.8,18.0,6.0,0.0,2.0,1.0,0.0,1.0,4.0,7,17.0,0.0,Matches,marseillle
1409,Grégory Sertic,fr FRA,MF,28.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,9.0,31.0,10.0,18.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,0.0,Matches,marseillle
1410,Florian Escales,fr FRA,GK,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,Matches,marseillle
1411,Florian Chabrolle,fr FRA,MF,20.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,40.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,Matches,marseillle
1412,Christopher Rocchia,fr FRA,DF,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,marseillle
1413,Yann Sommer,ch SUI,GK,29.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,4.0,2.0,Matches,MGladbach
1414,Thorgan Hazard,be BEL,"FW,DF",25.0,33.9,43.0,29.0,18.0,16.0,9.0,11.0,43.0,25.6,32.0,611.0,133.0,21.8,152.0,308.0,151.0,36.0,2.0,0.0,34.0,27.0,68,5.0,0.0,Matches,MGladbach
1415,Oscar Wendt,se SWE,DF,32.0,32.0,48.0,27.0,33.0,11.0,4.0,27.0,58.0,46.6,31.0,385.0,116.0,30.1,240.0,105.0,40.0,67.0,9.0,0.0,58.0,27.0,72,69.0,0.0,Matches,MGladbach
1416,Nico Elvedi,ch SUI,DF,21.0,30.1,40.0,25.0,32.0,8.0,0.0,15.0,31.0,48.4,16.0,195.0,56.0,28.7,139.0,53.0,3.0,44.0,12.0,1.0,32.0,52.0,87,129.0,4.0,Matches,MGladbach
1417,Alassane Pléa,fr FRA,FW,25.0,28.8,15.0,12.0,7.0,6.0,2.0,4.0,23.0,17.4,19.0,451.0,92.0,20.4,55.0,205.0,191.0,24.0,3.0,0.0,21.0,4.0,19,12.0,0.0,Matches,MGladbach
1418,Matthias Ginter,de GER,DF,24.0,28.4,23.0,16.0,10.0,13.0,0.0,9.0,19.0,47.4,10.0,132.0,46.0,34.8,78.0,44.0,10.0,43.0,17.0,0.0,26.0,21.0,40,99.0,1.0,Matches,MGladbach
1419,Tobias Strobl,de GER,"MF,DF",28.0,26.5,35.0,27.0,17.0,17.0,1.0,7.0,30.0,23.3,23.0,412.0,103.0,25.0,151.0,245.0,16.0,45.0,17.0,0.0,28.0,22.0,54,41.0,0.0,Matches,MGladbach
1420,Florian Neuhaus,de GER,MF,21.0,24.4,28.0,19.0,12.0,13.0,3.0,8.0,31.0,25.8,23.0,408.0,88.0,21.6,112.0,229.0,67.0,29.0,1.0,0.0,28.0,15.0,41,24.0,0.0,Matches,MGladbach
1421,Jonas Hofmann,de GER,MF,26.0,23.1,36.0,30.0,10.0,17.0,9.0,6.0,46.0,13.0,40.0,500.0,128.0,25.6,95.0,299.0,106.0,33.0,3.0,0.0,30.0,23.0,57,14.0,0.0,Matches,MGladbach
1422,Denis Zakaria,ch SUI,MF,21.0,21.9,57.0,40.0,23.0,30.0,4.0,18.0,40.0,45.0,22.0,422.0,106.0,25.1,130.0,234.0,58.0,41.0,11.0,0.0,30.0,20.0,77,26.0,0.0,Matches,MGladbach
1423,Lars Stindl,de GER,"FW,MF",29.0,17.8,23.0,19.0,4.0,15.0,4.0,0.0,16.0,0.0,16.0,436.0,95.0,21.8,31.0,233.0,172.0,18.0,2.0,0.0,16.0,13.0,36,13.0,0.0,Matches,MGladbach
1424,Michael Lang,ch SUI,DF,27.0,14.9,11.0,2.0,7.0,3.0,1.0,4.0,13.0,30.8,9.0,118.0,21.0,17.8,61.0,42.0,15.0,23.0,4.0,0.0,19.0,13.0,20,37.0,0.0,Matches,MGladbach
1425,Christoph Kramer,de GER,MF,27.0,13.6,54.0,36.0,27.0,23.0,4.0,18.0,53.0,34.0,35.0,285.0,74.0,26.0,100.0,155.0,30.0,21.0,3.0,0.0,18.0,15.0,64,24.0,0.0,Matches,MGladbach
1426,Patrick Herrmann,de GER,"FW,DF",27.0,12.7,19.0,11.0,11.0,6.0,2.0,7.0,21.0,33.3,14.0,152.0,43.0,28.3,58.0,65.0,29.0,10.0,1.0,0.0,9.0,5.0,24,12.0,0.0,Matches,MGladbach
1427,Tony Jantschke,de GER,DF,28.0,11.4,9.0,6.0,8.0,1.0,0.0,1.0,2.0,50.0,1.0,56.0,16.0,28.6,39.0,15.0,2.0,18.0,5.0,0.0,13.0,12.0,20,59.0,1.0,Matches,MGladbach
1428,Fabian Johnson,us USA,"DF,FW",30.0,11.2,13.0,6.0,3.0,10.0,0.0,5.0,8.0,62.5,3.0,128.0,32.0,25.0,45.0,63.0,20.0,17.0,4.0,0.0,13.0,7.0,20,16.0,1.0,Matches,MGladbach
1429,Louis Beyer,de GER,DF,18.0,9.0,28.0,20.0,18.0,10.0,0.0,8.0,14.0,57.1,6.0,99.0,32.0,32.3,68.0,25.0,6.0,20.0,3.0,0.0,17.0,10.0,36,28.0,1.0,Matches,MGladbach
1430,Raffael,br BRA,FW,33.0,6.8,8.0,4.0,1.0,4.0,3.0,1.0,7.0,14.3,6.0,160.0,37.0,23.1,8.0,85.0,67.0,6.0,0.0,0.0,6.0,0.0,8,1.0,0.0,Matches,MGladbach
1431,Ibrahima Traoré,gn GUI,"FW,MF",30.0,6.6,11.0,6.0,5.0,4.0,2.0,5.0,12.0,41.7,7.0,86.0,24.0,27.9,27.0,39.0,20.0,5.0,1.0,0.0,4.0,3.0,14,2.0,0.0,Matches,MGladbach
1432,Mickaël Cuisance,fr FRA,MF,18.0,3.6,10.0,5.0,5.0,2.0,3.0,3.0,8.0,37.5,5.0,91.0,17.0,18.7,24.0,50.0,17.0,4.0,0.0,0.0,4.0,3.0,12,3.0,0.0,Matches,MGladbach
1433,Josip Drmić,ch SUI,FW,25.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,4.0,14.3,2.0,18.0,8.0,1.0,0.0,0.0,1.0,2.0,2,0.0,0.0,Matches,MGladbach
1434,Tobias Sippel,de GER,GK,30.0,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,MGladbach
1435,Andreas Poulsen,dk DEN,DF,18.0,0.4,,0.0,,,,,,,,,,,,,,,,,,1.0,0,,,Matches,MGladbach
1436,László Bénes,sk SVK,MF,20.0,0.3,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,15.0,5.0,33.3,12.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,2,2.0,0.0,Matches,MGladbach
1437,Franck Kessié,ci CIV,MF,21.0,40.2,64.0,51.0,27.0,28.0,9.0,24.0,56.0,42.9,32.0,680.0,183.0,26.9,188.0,355.0,137.0,46.0,13.0,0.0,33.0,30.0,93,58.0,0.0,Matches,Milan
1438,Alessio Romagnoli,it ITA,DF,23.0,40.1,44.0,28.0,29.0,10.0,5.0,12.0,21.0,57.1,9.0,219.0,65.0,29.7,135.0,79.0,5.0,65.0,37.0,0.0,28.0,28.0,72,191.0,1.0,Matches,Milan
1439,Hakan Çalhanoğlu,tr TUR,"FW,MF",24.0,39.3,57.0,46.0,22.0,23.0,12.0,19.0,65.0,29.2,46.0,602.0,149.0,24.8,153.0,300.0,149.0,42.0,6.0,0.0,36.0,25.0,82,13.0,1.0,Matches,Milan
1440,Ricardo Rodríguez,ch SUI,DF,25.0,39.2,61.0,37.0,42.0,18.0,1.0,35.0,62.0,56.5,27.0,441.0,115.0,26.1,251.0,157.0,33.0,68.0,7.0,2.0,61.0,23.0,82,96.0,0.0,Matches,Milan
1441,Suso,es ESP,"FW,MF",24.0,38.1,37.0,26.0,10.0,17.0,10.0,13.0,62.0,21.0,49.0,539.0,152.0,28.2,105.0,260.0,174.0,27.0,1.0,0.0,26.0,20.0,57,4.0,0.0,Matches,Milan
1442,Gianluigi Donnarumma,it ITA,GK,19.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,Matches,Milan
1443,Tiemoué Bakayoko,fr FRA,MF,23.0,36.4,101.0,76.0,41.0,45.0,15.0,26.0,67.0,38.8,41.0,716.0,200.0,27.9,211.0,409.0,96.0,43.0,5.0,0.0,38.0,51.0,151,56.0,1.0,Matches,Milan
1444,Mateo Musacchio,ar ARG,DF,27.0,32.9,36.0,18.0,25.0,10.0,1.0,14.0,33.0,42.4,19.0,274.0,80.0,29.2,182.0,80.0,12.0,41.0,20.0,0.0,21.0,17.0,53,119.0,3.0,Matches,Milan
1445,Davide Calabria,it ITA,DF,21.0,28.1,96.0,56.0,71.0,18.0,7.0,49.0,94.0,52.1,45.0,425.0,123.0,28.9,222.0,141.0,62.0,59.0,2.0,0.0,57.0,24.0,119,78.0,1.0,Matches,Milan
1446,Patrick Cutrone,it ITA,FW,20.0,21.5,16.0,14.0,3.0,7.0,6.0,3.0,31.0,9.7,28.0,485.0,112.0,23.1,44.0,218.0,223.0,12.0,2.0,0.0,10.0,8.0,24,15.0,0.0,Matches,Milan
1447,Gonzalo Higuaín,ar ARG,FW,30.0,20.6,10.0,8.0,1.0,8.0,1.0,5.0,21.0,23.8,16.0,279.0,57.0,20.4,7.0,124.0,148.0,11.0,2.0,0.0,9.0,2.0,12,11.0,1.0,Matches,Milan
1448,Cristián Zapata,co COL,DF,31.0,18.7,35.0,19.0,22.0,12.0,1.0,11.0,14.0,78.6,3.0,180.0,58.0,32.2,106.0,64.0,10.0,32.0,18.0,0.0,14.0,8.0,43,83.0,1.0,Matches,Milan
1449,Ignazio Abate,it ITA,DF,31.0,18.7,42.0,23.0,20.0,16.0,6.0,15.0,35.0,42.9,20.0,214.0,62.0,29.0,105.0,85.0,24.0,37.0,7.0,0.0,30.0,16.0,58,57.0,1.0,Matches,Milan
1450,Samu Castillejo,es ESP,"FW,MF",23.0,18.5,21.0,12.0,11.0,5.0,5.0,8.0,44.0,18.2,36.0,473.0,110.0,23.3,102.0,223.0,148.0,24.0,1.0,0.0,23.0,15.0,36,7.0,2.0,Matches,Milan
1451,Krzysztof Piątek,pl POL,FW,23.0,18.1,11.0,5.0,2.0,1.0,8.0,2.0,12.0,16.7,10.0,387.0,66.0,17.1,12.0,187.0,188.0,9.0,3.0,0.0,6.0,3.0,14,14.0,0.0,Matches,Milan
1452,Fabio Borini,it ITA,"FW,MF",27.0,16.7,19.0,14.0,8.0,9.0,2.0,8.0,22.0,36.4,14.0,289.0,67.0,23.2,80.0,125.0,84.0,36.0,2.0,0.0,34.0,8.0,27,30.0,0.0,Matches,Milan
1453,Diego Laxalt,uy URU,"DF,MF",25.0,14.3,35.0,28.0,17.0,12.0,6.0,16.0,37.0,43.2,21.0,262.0,69.0,26.3,90.0,116.0,56.0,28.0,4.0,0.0,24.0,8.0,43,17.0,0.0,Matches,Milan
1454,Lucas Biglia,ar ARG,MF,32.0,14.3,60.0,42.0,32.0,26.0,2.0,20.0,64.0,31.3,44.0,450.0,123.0,27.3,205.0,211.0,34.0,29.0,3.0,0.0,26.0,14.0,74,26.0,0.0,Matches,Milan
1455,Lucas Paquetá,br BRA,MF,20.0,12.9,18.0,12.0,10.0,5.0,3.0,1.0,22.0,4.5,21.0,252.0,50.0,19.8,81.0,132.0,39.0,13.0,1.0,0.0,12.0,4.0,22,11.0,0.0,Matches,Milan
1456,Pepe Reina,es ESP,GK,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,Matches,Milan
1457,Giacomo Bonaventura,it ITA,MF,28.0,8.8,4.0,2.0,2.0,2.0,0.0,2.0,15.0,13.3,13.0,137.0,30.0,21.9,41.0,68.0,28.0,6.0,0.0,0.0,6.0,9.0,13,5.0,1.0,Matches,Milan
1458,Andrea Conti,it ITA,DF,24.0,6.5,8.0,5.0,5.0,2.0,1.0,3.0,13.0,23.1,10.0,103.0,27.0,26.2,64.0,24.0,15.0,11.0,0.0,0.0,11.0,8.0,16,20.0,1.0,Matches,Milan
1459,José Mauri,it ITA,MF,22.0,3.6,13.0,9.0,4.0,8.0,1.0,6.0,22.0,27.3,16.0,78.0,30.0,38.5,25.0,48.0,5.0,4.0,0.0,0.0,4.0,5.0,18,1.0,0.0,Matches,Milan
1460,Mattia Caldara,it ITA,DF,24.0,1.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0,0.0,Matches,Milan
1461,Andrea Bertolacci,it ITA,MF,27.0,1.5,6.0,5.0,2.0,3.0,1.0,3.0,4.0,75.0,1.0,46.0,10.0,21.7,6.0,36.0,4.0,3.0,1.0,0.0,2.0,4.0,10,0.0,0.0,Matches,Milan
1462,Stefan Simić,cz CZE,DF,23.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,100.0,0.0,8.0,2.0,25.0,4.0,4.0,0.0,3.0,1.0,0.0,2.0,0.0,4,3.0,1.0,Matches,Milan
1463,Alen Halilović,hr CRO,MF,22.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,3.0,33.3,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Milan
1464,Kamil Glik,pl POL,DF,30.0,42.5,49.0,30.0,40.0,8.0,1.0,16.0,47.0,34.0,31.0,234.0,90.0,38.5,156.0,71.0,7.0,49.0,20.0,0.0,29.0,49.0,96,257.0,0.0,Matches,monaco
1465,Jemerson,br BRA,DF,25.0,34.8,64.0,47.0,46.0,17.0,1.0,16.0,45.0,35.6,29.0,332.0,116.0,34.9,195.0,125.0,12.0,43.0,17.0,0.0,26.0,34.0,95,138.0,2.0,Matches,monaco
1466,Radamel Falcao,co COL,FW,32.0,33.2,32.0,21.0,7.0,16.0,9.0,6.0,32.0,18.8,26.0,627.0,140.0,22.3,21.0,309.0,297.0,13.0,7.0,0.0,6.0,7.0,37,23.0,0.0,Matches,monaco
1467,Aleksandr Golovin,ru RUS,"FW,MF",22.0,29.5,45.0,29.0,12.0,26.0,7.0,11.0,57.0,19.3,46.0,742.0,186.0,25.1,143.0,369.0,230.0,40.0,2.0,0.0,38.0,17.0,62,6.0,0.0,Matches,monaco
1468,Youri Tielemans,be BEL,"MF,FW",21.0,29.0,56.0,38.0,19.0,31.0,6.0,26.0,68.0,38.2,42.0,438.0,104.0,23.7,124.0,238.0,76.0,37.0,6.0,0.0,31.0,19.0,72,28.0,1.0,Matches,monaco
1469,Diego Benaglio,ch SUI,GK,34.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,2.0,1.0,Matches,monaco
1470,Djibril Sidibé,fr FRA,"DF,MF",26.0,28.3,70.0,40.0,41.0,18.0,11.0,24.0,64.0,37.5,40.0,417.0,129.0,30.9,189.0,162.0,66.0,44.0,8.0,0.0,36.0,36.0,105,60.0,0.0,Matches,monaco
1471,Benjamin Henrichs,de GER,"DF,FW",21.0,27.2,74.0,42.0,39.0,27.0,8.0,19.0,58.0,32.8,39.0,414.0,111.0,26.8,183.0,171.0,60.0,34.0,0.0,0.0,34.0,41.0,114,43.0,0.0,Matches,monaco
1472,Benoît Mukinayi,fr FRA,DF,17.0,25.9,32.0,19.0,22.0,10.0,0.0,12.0,30.0,40.0,18.0,140.0,45.0,32.1,89.0,46.0,5.0,21.0,10.0,0.0,11.0,21.0,52,98.0,1.0,Matches,monaco
1473,Rony Lopes,pt POR,"FW,MF",22.0,24.7,38.0,28.0,13.0,18.0,7.0,9.0,24.0,37.5,15.0,438.0,100.0,22.8,92.0,219.0,127.0,24.0,1.0,0.0,23.0,7.0,45,12.0,0.0,Matches,monaco
1474,Fodé Ballo-Touré,sn SEN,DF,21.0,20.0,56.0,35.0,36.0,15.0,5.0,23.0,54.0,42.6,31.0,316.0,86.0,27.2,148.0,134.0,34.0,39.0,3.0,0.0,36.0,15.0,70,50.0,1.0,Matches,monaco
1475,Youssef Aït Bennasser,ma MAR,MF,22.0,17.0,37.0,29.0,19.0,18.0,0.0,12.0,49.0,24.5,37.0,326.0,85.0,26.1,122.0,180.0,24.0,24.0,6.0,0.0,18.0,12.0,49,28.0,1.0,Matches,monaco
1476,Gelson Martins,pt POR,"FW,MF",23.0,16.3,26.0,22.0,4.0,12.0,10.0,3.0,20.0,15.0,17.0,327.0,94.0,28.7,78.0,159.0,90.0,11.0,1.0,0.0,10.0,5.0,31,5.0,0.0,Matches,monaco
1477,Moussa Sylla,fr FRA,FW,18.0,15.5,14.0,10.0,6.0,5.0,3.0,3.0,8.0,37.5,5.0,258.0,65.0,25.2,34.0,130.0,94.0,7.0,1.0,0.0,6.0,5.0,18,5.0,0.0,Matches,monaco
1478,Danijel Subašić,hr CRO,GK,33.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,Matches,monaco
1479,Jean-Eudes Aholou,ci CIV,"MF,FW",24.0,14.9,26.0,20.0,11.0,11.0,4.0,9.0,23.0,39.1,14.0,264.0,70.0,26.5,78.0,162.0,24.0,14.0,0.0,0.0,14.0,18.0,41,13.0,0.0,Matches,monaco
1480,Sofiane Diop,fr FRA,FW,18.0,14.5,15.0,13.0,6.0,6.0,3.0,2.0,26.0,7.7,24.0,307.0,77.0,25.1,75.0,165.0,67.0,17.0,0.0,0.0,17.0,16.0,29,3.0,0.0,Matches,monaco
1481,Adrien Silva,pt POR,MF,29.0,13.2,41.0,28.0,18.0,21.0,2.0,19.0,51.0,37.3,32.0,343.0,107.0,31.2,112.0,190.0,41.0,24.0,2.0,0.0,22.0,7.0,48,23.0,0.0,Matches,monaco
1482,Cesc Fàbregas,es ESP,MF,31.0,12.3,16.0,12.0,7.0,5.0,4.0,6.0,27.0,22.2,21.0,243.0,63.0,25.9,76.0,127.0,40.0,21.0,2.0,0.0,19.0,6.0,22,9.0,1.0,Matches,monaco
1483,Nacer Chadli,be BEL,"MF,FW",28.0,11.8,15.0,7.0,6.0,7.0,2.0,5.0,20.0,25.0,15.0,150.0,34.0,22.7,41.0,72.0,37.0,12.0,2.0,0.0,10.0,5.0,20,14.0,0.0,Matches,monaco
1484,Andrea Raggi,it ITA,DF,34.0,10.5,11.0,9.0,7.0,3.0,1.0,6.0,13.0,46.2,7.0,113.0,26.0,23.0,72.0,31.0,10.0,20.0,1.0,0.0,19.0,12.0,21,20.0,0.0,Matches,monaco
1485,Samuel Grandsir,fr FRA,"FW,MF",21.0,8.9,16.0,12.0,10.0,4.0,2.0,5.0,19.0,26.3,14.0,176.0,42.0,23.9,54.0,83.0,39.0,17.0,0.0,0.0,17.0,7.0,23,3.0,0.0,Matches,monaco
1486,Antonio Barreca,it ITA,DF,23.0,8.4,9.0,4.0,6.0,3.0,0.0,4.0,8.0,50.0,4.0,79.0,16.0,20.3,41.0,28.0,10.0,8.0,3.0,0.0,5.0,4.0,13,6.0,0.0,Matches,monaco
1487,Pelé,gw GNB,MF,26.0,7.1,9.0,5.0,3.0,6.0,0.0,1.0,7.0,14.3,6.0,121.0,20.0,16.5,39.0,71.0,11.0,8.0,2.0,1.0,6.0,6.0,13,9.0,0.0,Matches,monaco
1488,Carlos Vinícius,br BRA,"FW,MF",23.0,5.8,5.0,2.0,0.0,3.0,2.0,1.0,2.0,50.0,1.0,80.0,20.0,25.0,5.0,34.0,41.0,4.0,0.0,0.0,4.0,1.0,6,1.0,0.0,Matches,monaco
1489,Naldo,br BRA,DF,35.0,5.7,3.0,4.0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,22.0,6.0,27.3,17.0,5.0,0.0,8.0,2.0,0.0,6.0,4.0,6,30.0,0.0,Matches,monaco
1490,Stevan Jovetić,me MNE,FW,28.0,5.6,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,44.0,8.0,18.2,1.0,21.0,22.0,4.0,1.0,0.0,3.0,1.0,2,2.0,0.0,Matches,monaco
1491,Giulian Biancone,fr FRA,DF,18.0,4.9,7.0,8.0,5.0,1.0,1.0,2.0,7.0,28.6,5.0,46.0,12.0,26.1,33.0,11.0,2.0,5.0,1.0,0.0,4.0,5.0,11,8.0,0.0,Matches,monaco
1492,Julien Serrano,fr FRA,DF,20.0,4.8,7.0,8.0,4.0,3.0,0.0,3.0,5.0,60.0,2.0,34.0,10.0,29.4,19.0,13.0,2.0,3.0,0.0,0.0,3.0,5.0,10,2.0,0.0,Matches,monaco
1493,Loic Badiashile,fr FRA,GK,20.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,Matches,monaco
1494,Almamy Touré,ml MLI,DF,22.0,4.0,12.0,8.0,7.0,5.0,0.0,2.0,9.0,22.2,7.0,55.0,22.0,40.0,27.0,26.0,2.0,7.0,1.0,0.0,6.0,6.0,18,17.0,0.0,Matches,monaco
1495,Ronaël Pierre-Gabriel,fr FRA,DF,20.0,3.9,14.0,6.0,10.0,2.0,2.0,6.0,7.0,85.7,1.0,73.0,21.0,28.8,53.0,17.0,3.0,8.0,1.0,0.0,7.0,2.0,16,10.0,0.0,Matches,monaco
1496,Romain Faivre,fr FRA,"MF,FW",20.0,3.8,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,13.0,1.0,7.7,5.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,Matches,monaco
1497,Jordi Mboula,es ESP,MF,19.0,3.7,3.0,3.0,1.0,1.0,1.0,1.0,7.0,14.3,6.0,68.0,10.0,14.7,22.0,29.0,17.0,4.0,0.0,0.0,4.0,1.0,4,5.0,0.0,Matches,monaco
1498,Kévin N'Doram,fr FRA,MF,22.0,3.2,4.0,2.0,1.0,3.0,0.0,2.0,5.0,40.0,3.0,37.0,8.0,21.6,18.0,19.0,0.0,5.0,1.0,0.0,4.0,7.0,11,5.0,0.0,Matches,monaco
1499,Adama Traoré,ml MLI,MF,23.0,2.9,1.0,1.0,0.0,1.0,0.0,1.0,6.0,16.7,5.0,49.0,9.0,18.4,10.0,24.0,15.0,3.0,0.0,0.0,3.0,4.0,5,1.0,0.0,Matches,monaco
