,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,club
0,Joselu,es ESP,FW,29.0,30.9,541.0,995.0,54.4,8574.0,2354.0,312.0,516.0,60.5,149.0,313.0,47.6,56.0,104.0,53.8,2,2.2,-0.2,15.0,79.0,13.0,2.0,77.0,Matches,Alaves
1,Víctor Laguardia,es ESP,DF,29.0,29.5,774.0,1026.0,75.4,20218.0,8928.0,159.0,183.0,86.9,375.0,430.0,87.2,231.0,398.0,58.0,2,0.9,1.1,7.0,71.0,7.0,1.0,56.0,Matches,Alaves
2,Rubén Duarte,es ESP,DF,23.0,29.6,933.0,1310.0,71.2,17336.0,8840.0,401.0,459.0,87.4,416.0,558.0,74.6,102.0,249.0,41.0,1,0.9,0.1,11.0,91.0,16.0,8.0,93.0,Matches,Alaves
3,Lucas Pérez,es ESP,FW,30.0,27.7,448.0,705.0,63.5,8354.0,2767.0,199.0,267.0,74.5,169.0,231.0,73.2,61.0,165.0,37.0,5,5.9,-0.9,60.0,31.0,27.0,4.0,66.0,Matches,Alaves
4,Fernando Pacheco,es ESP,GK,27.0,26.2,471.0,814.0,57.9,21223.0,16380.0,38.0,40.0,95.0,97.0,106.0,91.5,335.0,666.0,50.3,0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,Matches,Alaves
5,Aleix Vidal,es ESP,MF,29.0,24.1,611.0,848.0,72.1,11886.0,3841.0,273.0,325.0,84.0,228.0,289.0,78.9,97.0,190.0,51.1,4,3.8,0.2,39.0,56.0,27.0,13.0,67.0,Matches,Alaves
6,Rodrigo Ely,br BRA,DF,25.0,23.6,667.0,839.0,79.5,16672.0,5747.0,155.0,176.0,88.1,316.0,356.0,88.8,192.0,292.0,65.8,0,0.1,-0.1,1.0,27.0,0.0,0.0,31.0,Matches,Alaves
7,Martin Agirregabiria,es ESP,DF,23.0,23.3,722.0,1014.0,71.2,12629.0,6069.0,329.0,385.0,85.5,314.0,408.0,77.0,70.0,172.0,40.7,1,1.0,0.0,12.0,36.0,14.0,5.0,60.0,Matches,Alaves
8,Manu García,es ESP,MF,33.0,21.9,521.0,710.0,73.4,9535.0,2300.0,235.0,290.0,81.0,215.0,269.0,79.9,60.0,110.0,54.5,0,0.2,-0.2,2.0,46.0,2.0,0.0,49.0,Matches,Alaves
9,Ximo Navarro,es ESP,DF,29.0,21.1,643.0,848.0,75.8,12140.0,4758.0,263.0,304.0,86.5,293.0,363.0,80.7,72.0,148.0,48.6,0,0.1,-0.1,3.0,45.0,3.0,1.0,50.0,Matches,Alaves
10,Luis Rioja,es ESP,MF,25.0,18.2,306.0,436.0,70.2,4430.0,1448.0,183.0,215.0,85.1,106.0,135.0,78.5,10.0,52.0,19.2,0,2.2,-2.2,16.0,14.0,13.0,5.0,30.0,Matches,Alaves
11,Tomás Pina Isla,es ESP,MF,31.0,14.9,419.0,525.0,79.8,7166.0,1941.0,187.0,220.0,85.0,182.0,215.0,84.7,37.0,59.0,62.7,0,0.5,-0.5,4.0,37.0,3.0,0.0,42.0,Matches,Alaves
12,Víctor Camarasa,es ESP,MF,25.0,14.4,430.0,533.0,80.7,8342.0,1719.0,187.0,222.0,84.2,177.0,201.0,88.1,60.0,94.0,63.8,1,1.6,-0.6,14.0,36.0,12.0,2.0,36.0,Matches,Alaves
13,Wakaso,gh GHA,MF,29.0,14.3,351.0,488.0,71.9,8398.0,2061.0,102.0,131.0,77.9,146.0,185.0,78.9,98.0,160.0,61.3,0,0.1,-0.1,2.0,42.0,3.0,0.0,39.0,Matches,Alaves
14,Oliver Burke,sco SCO,"MF,FW",22.0,15.9,226.0,333.0,67.9,3022.0,738.0,149.0,191.0,78.0,61.0,95.0,64.2,7.0,16.0,43.8,2,1.2,0.8,6.0,9.0,6.0,0.0,18.0,Matches,Alaves
15,Lisandro Magallán,ar ARG,DF,25.0,13.3,341.0,426.0,80.0,8177.0,3138.0,84.0,92.0,91.3,174.0,198.0,87.9,81.0,130.0,62.3,1,0.7,0.3,4.0,26.0,2.0,0.0,33.0,Matches,Alaves
16,Ljubomir Fejsa,rs SRB,MF,30.0,8.7,234.0,290.0,80.7,4376.0,942.0,98.0,109.0,89.9,101.0,120.0,84.2,30.0,43.0,69.8,0,0.0,0.0,1.0,18.0,0.0,0.0,18.0,Matches,Alaves
17,Édgar Méndez,es ESP,"MF,FW",29.0,9.6,134.0,197.0,68.0,2086.0,475.0,81.0,102.0,79.4,40.0,59.0,67.8,10.0,22.0,45.5,0,0.6,-0.6,6.0,11.0,8.0,4.0,16.0,Matches,Alaves
18,Adrián Marín,es ESP,DF,22.0,9.5,253.0,355.0,71.3,4644.0,2482.0,103.0,118.0,87.3,122.0,160.0,76.3,26.0,66.0,39.4,0,0.3,-0.3,5.0,24.0,7.0,2.0,39.0,Matches,Alaves
19,Roberto,es ESP,GK,33.0,8.8,122.0,238.0,51.3,6545.0,5534.0,11.0,11.0,100.0,17.0,17.0,100.0,94.0,209.0,45.0,0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,Matches,Alaves
20,Pere Pons,es ESP,MF,26.0,12.1,280.0,378.0,74.1,4900.0,1105.0,143.0,172.0,83.1,97.0,127.0,76.4,33.0,58.0,56.9,1,0.9,0.1,5.0,9.0,4.0,1.0,17.0,Matches,Alaves
21,Borja Sainz,es ESP,"MF,FW",18.0,6.4,94.0,130.0,72.3,1468.0,433.0,52.0,59.0,88.1,31.0,38.0,81.6,6.0,18.0,33.3,0,0.5,-0.5,5.0,6.0,5.0,2.0,10.0,Matches,Alaves
22,Antonio Sivera,es ESP,GK,22.0,3.0,43.0,83.0,51.8,1980.0,1621.0,7.0,7.0,100.0,11.0,11.0,100.0,25.0,65.0,38.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Alaves
23,Tachi,es ESP,DF,21.0,2.6,43.0,59.0,72.9,1022.0,402.0,13.0,15.0,86.7,17.0,24.0,70.8,11.0,18.0,61.1,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,Alaves
24,Abdallahi Mahmoud,mr MTN,MF,19.0,1.7,33.0,38.0,86.8,462.0,94.0,18.0,21.0,85.7,11.0,12.0,91.7,1.0,1.0,100.0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Alaves
25,John Guidetti,se SWE,FW,27.0,1.1,22.0,35.0,62.9,350.0,107.0,14.0,16.0,87.5,6.0,10.0,60.0,2.0,5.0,40.0,0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,Matches,Alaves
26,Javi López,es ESP,DF,17.0,1.0,18.0,30.0,60.0,326.0,135.0,10.0,16.0,62.5,6.0,8.0,75.0,2.0,5.0,40.0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Alaves
27,Guillermo Maripán,cl CHI,DF,25.0,1.0,7.0,11.0,63.6,122.0,49.0,3.0,4.0,75.0,4.0,5.0,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves
28,Javier Muñoz,es ESP,MF,24.0,0.6,14.0,18.0,77.8,235.0,15.0,5.0,7.0,71.4,8.0,9.0,88.9,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves
29,Paulino,es ESP,MF,22.0,0.8,16.0,29.0,55.2,345.0,69.0,9.0,14.0,64.3,4.0,6.0,66.7,3.0,9.0,33.3,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches,Alaves
30,Burgui,es ESP,MF,25.0,0.2,4.0,7.0,57.1,58.0,18.0,3.0,5.0,60.0,0.0,0.0,,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Alaves
31,José Luis Rodríguez,pa PAN,FW,21.0,0.2,3.0,5.0,60.0,38.0,2.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves
32,Squad Total,,,27.6,38.0,9724.0,13753.0,70.7,207059.0,86512.0,3828.0,4695.0,81.5,3894.0,4960.0,78.5,1814.0,3529.0,51.4,20,23.5,-3.5,220.0,751.0,177.0,50.0,858.0,,Alaves
33,Opponent Total,,,27.3,38.0,15810.0,19824.0,79.8,318477.0,100629.0,6085.0,6968.0,87.3,6884.0,7949.0,86.6,2546.0,4164.0,61.1,36,32.3,4.7,322.0,1161.0,299.0,83.0,1280.0,,Alaves
34,Régis Gurtner,fr FRA,GK,32.0,28.0,520.0,821.0,63.3,20131.0,13975.0,44.0,45.0,97.8,170.0,172.0,98.8,306.0,604.0,50.7,0,0.2,-0.2,1.0,6.0,0.0,0.0,0.0,Matches,amiens
35,Haitam Aleesami,no NOR,DF,28.0,24.6,910.0,1170.0,77.8,15008.0,6447.0,461.0,514.0,89.7,365.0,478.0,76.4,70.0,143.0,49.0,1,1.3,-0.3,13.0,67.0,12.0,6.0,98.0,Matches,amiens
36,Arturo Calabresi,it ITA,DF,23.0,24.4,714.0,964.0,74.1,12771.0,6137.0,305.0,346.0,88.2,323.0,413.0,78.2,72.0,166.0,43.4,1,0.9,0.1,5.0,56.0,9.0,2.0,61.0,Matches,amiens
37,Aurélien Chedjou,cm CMR,DF,34.0,24.1,828.0,994.0,83.3,19123.0,7616.0,229.0,249.0,92.0,400.0,440.0,90.9,190.0,289.0,65.7,0,0.2,-0.2,2.0,79.0,2.0,0.0,84.0,Matches,amiens
38,Bakaye Dibassy,ml MLI,DF,29.0,24.1,732.0,902.0,81.2,13030.0,4119.0,321.0,357.0,89.9,323.0,365.0,88.5,70.0,149.0,47.0,0,0.1,-0.1,3.0,32.0,3.0,2.0,46.0,Matches,amiens
39,Alexis Blin,fr FRA,MF,22.0,22.4,874.0,1040.0,84.0,16073.0,4061.0,380.0,431.0,88.2,382.0,438.0,87.2,96.0,142.0,67.6,1,0.7,0.3,7.0,70.0,4.0,0.0,87.0,Matches,amiens
40,Gaël Kakuta,cd COD,"MF,FW",28.0,22.2,592.0,868.0,68.2,9356.0,3004.0,330.0,405.0,81.5,179.0,259.0,69.1,59.0,135.0,43.7,5,2.5,2.5,28.0,54.0,32.0,5.0,95.0,Matches,amiens
41,Sehrou Guirassy,fr FRA,FW,23.0,22.1,455.0,622.0,73.2,6377.0,1032.0,284.0,355.0,80.0,110.0,150.0,73.3,31.0,49.0,63.3,2,0.7,1.3,13.0,31.0,9.0,1.0,31.0,Matches,amiens
42,Thomas Monconduit,fr FRA,MF,28.0,18.8,546.0,709.0,77.0,11118.0,3669.0,214.0,246.0,87.0,228.0,269.0,84.8,95.0,164.0,57.9,0,0.6,-0.6,10.0,66.0,4.0,1.0,68.0,Matches,amiens
43,Fousseni Diabaté,ml MLI,"FW,MF",23.0,15.4,362.0,482.0,75.1,5079.0,1361.0,228.0,276.0,82.6,96.0,133.0,72.2,20.0,36.0,55.6,3,1.8,1.2,16.0,18.0,5.0,2.0,34.0,Matches,amiens
44,Eddy Gnahoré,fr FRA,MF,25.0,14.9,665.0,726.0,91.6,11754.0,2489.0,297.0,311.0,95.5,279.0,297.0,93.9,76.0,95.0,80.0,0,0.4,-0.4,6.0,50.0,2.0,0.0,43.0,Matches,amiens
45,Juan Ferney Otero,co COL,"FW,MF",24.0,14.4,241.0,362.0,66.6,3684.0,1189.0,131.0,163.0,80.4,85.0,127.0,66.9,17.0,44.0,38.6,2,2.0,0.0,10.0,18.0,12.0,4.0,29.0,Matches,amiens
46,Stiven Mendoza,co COL,"FW,MF",27.0,14.0,264.0,375.0,70.4,4287.0,1306.0,148.0,185.0,80.0,87.0,116.0,75.0,22.0,45.0,48.9,0,0.4,-0.4,6.0,27.0,9.0,2.0,35.0,Matches,amiens
47,Jordan Lefort,fr FRA,DF,25.0,13.7,400.0,484.0,82.6,8438.0,3977.0,143.0,151.0,94.7,189.0,208.0,90.9,65.0,116.0,56.0,1,0.3,0.7,3.0,22.0,1.0,1.0,27.0,Matches,amiens
48,Bongani Zungu,za RSA,MF,26.0,13.4,437.0,538.0,81.2,8324.0,2354.0,190.0,218.0,87.2,174.0,208.0,83.7,64.0,97.0,66.0,0,0.3,-0.3,3.0,39.0,2.0,1.0,51.0,Matches,amiens
49,Christophe Jallet,fr FRA,DF,35.0,10.5,433.0,556.0,77.9,8045.0,3720.0,202.0,233.0,86.7,170.0,210.0,81.0,56.0,96.0,58.3,2,0.7,0.3,11.0,37.0,14.0,8.0,55.0,Matches,amiens
50,Moussa Konaté,sn SEN,FW,26.0,8.5,87.0,118.0,73.7,1347.0,198.0,43.0,54.0,79.6,35.0,47.0,74.5,5.0,6.0,83.3,1,0.1,-0.1,3.0,7.0,1.0,0.0,8.0,Matches,amiens
51,Nicholas Opoku,gh GHA,DF,21.0,7.0,170.0,214.0,79.4,3852.0,1201.0,53.0,63.0,84.1,84.0,92.0,91.3,33.0,56.0,58.9,0,0.0,0.0,0.0,13.0,1.0,0.0,18.0,Matches,amiens
52,Chadrac Akolo,cd COD,"FW,MF",24.0,6.9,172.0,206.0,83.5,2703.0,811.0,88.0,98.0,89.8,70.0,83.0,84.3,8.0,14.0,57.1,1,1.2,-0.2,5.0,15.0,2.0,0.0,26.0,Matches,amiens
53,Quentin Cornette,fr FRA,"FW,MF",25.0,5.6,77.0,141.0,54.6,1450.0,507.0,43.0,53.0,81.1,22.0,34.0,64.7,11.0,45.0,24.4,2,0.8,1.2,3.0,8.0,8.0,5.0,12.0,Matches,amiens
54,Matthieu Dreyer,fr FRA,GK,30.0,4.3,,,,,,,,,,,,,,,1,,,,,,,,Matches,amiens
55,Saman Ghoddos,ir IRN,FW,25.0,3.4,73.0,96.0,76.0,1440.0,508.0,36.0,42.0,85.7,22.0,28.0,78.6,13.0,23.0,56.5,0,1.0,-1.0,6.0,6.0,0.0,0.0,13.0,Matches,amiens
56,Prince-Désir Gouano,fr FRA,DF,25.0,3.0,86.0,99.0,86.9,2069.0,643.0,13.0,13.0,100.0,51.0,53.0,96.2,21.0,31.0,67.7,0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches,amiens
57,Mathieu Bodmer,fr FRA,MF,36.0,1.9,76.0,93.0,81.7,1337.0,405.0,41.0,45.0,91.1,24.0,30.0,80.0,11.0,16.0,68.8,2,0.3,-0.3,1.0,6.0,1.0,0.0,9.0,Matches,amiens
58,Mahdi Talal,fr FRA,FW,21.0,1.7,3.0,4.0,75.0,67.0,37.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
59,Cheick Timite,ci CIV,"MF,FW",21.0,1.3,32.0,41.0,78.0,549.0,115.0,15.0,16.0,93.8,12.0,16.0,75.0,4.0,6.0,66.7,0,0.2,-0.2,1.0,0.0,3.0,1.0,3.0,Matches,amiens
60,Jonathan Bumbu,fr FRA,MF,20.0,1.1,,,,,,,,,,,,,,,0,,,,,,,,Matches,amiens
61,Isaac Mbenza,be BEL,FW,23.0,0.9,27.0,37.0,73.0,470.0,169.0,11.0,11.0,100.0,11.0,14.0,78.6,4.0,9.0,44.4,0,0.1,-0.1,3.0,3.0,2.0,0.0,5.0,Matches,amiens
62,Jack Lahne,se SWE,FW,17.0,0.4,1.0,1.0,100.0,15.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,amiens
63,Baptiste Santamaria,fr FRA,MF,24.0,30.2,1117.0,1340.0,83.4,23153.0,6112.0,447.0,503.0,88.9,427.0,481.0,88.8,227.0,307.0,73.9,1,0.9,0.1,10.0,140.0,9.0,1.0,115.0,Matches,angers
64,Romain Thomas,fr FRA,DF,31.0,29.4,992.0,1136.0,87.3,24258.0,8665.0,229.0,244.0,93.9,478.0,513.0,93.2,277.0,365.0,75.9,2,0.1,1.9,4.0,47.0,1.0,0.0,44.0,Matches,angers
65,Ludovic Butelle,fr FRA,GK,36.0,26.0,449.0,696.0,64.5,15322.0,10272.0,57.0,58.0,98.3,168.0,172.0,97.7,219.0,461.0,47.5,0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,Matches,angers
66,Vincent Manceau,fr FRA,DF,30.0,25.1,1063.0,1317.0,80.7,19030.0,8487.0,503.0,546.0,92.1,444.0,522.0,85.1,112.0,216.0,51.9,1,1.0,-1.0,14.0,76.0,22.0,7.0,111.0,Matches,angers
67,Thomas Mangani,fr FRA,MF,32.0,23.6,1073.0,1366.0,78.6,19695.0,7316.0,507.0,569.0,89.1,403.0,474.0,85.0,146.0,285.0,51.2,3,3.5,-1.5,52.0,94.0,35.0,14.0,135.0,Matches,angers
68,Ismaël Traoré,ci CIV,DF,32.0,22.8,877.0,1027.0,85.4,19036.0,6875.0,199.0,222.0,89.6,541.0,576.0,93.9,128.0,210.0,61.0,0,0.1,-0.1,3.0,41.0,4.0,0.0,41.0,Matches,angers
69,Pierrick Capelle,fr FRA,"MF,DF",32.0,21.9,646.0,790.0,81.8,10773.0,3076.0,330.0,366.0,90.2,248.0,291.0,85.2,52.0,98.0,53.1,2,1.6,0.4,21.0,44.0,12.0,4.0,59.0,Matches,angers
70,Angelo Fulgini,fr FRA,MF,22.0,20.3,741.0,930.0,79.7,12513.0,3791.0,393.0,446.0,88.1,257.0,301.0,85.4,72.0,130.0,55.4,2,2.0,-1.0,29.0,72.0,25.0,6.0,83.0,Matches,angers
71,Rachid Alioui,ma MAR,FW,27.0,19.2,342.0,467.0,73.2,5013.0,717.0,204.0,264.0,77.3,106.0,141.0,75.2,19.0,30.0,63.3,3,1.4,-0.4,18.0,22.0,9.0,1.0,24.0,Matches,angers
72,Sada Thioub,sn SEN,"MF,FW",24.0,18.9,555.0,696.0,79.7,8368.0,2606.0,335.0,384.0,87.2,174.0,214.0,81.3,34.0,61.0,55.7,2,1.9,0.1,26.0,43.0,19.0,2.0,73.0,Matches,angers
73,Mathias Pereira Lage,pt POR,MF,22.0,18.7,391.0,542.0,72.1,5530.0,1699.0,246.0,293.0,84.0,126.0,170.0,74.1,13.0,43.0,30.2,3,2.3,0.7,22.0,28.0,18.0,6.0,33.0,Matches,angers
74,Rayan Aït Nouri,fr FRA,DF,18.0,14.2,625.0,801.0,78.0,10424.0,4748.0,340.0,371.0,91.6,231.0,283.0,81.6,50.0,119.0,42.0,2,0.8,1.2,12.0,35.0,18.0,12.0,49.0,Matches,angers
75,Mateo Pavlović,ba BIH,DF,29.0,13.4,299.0,335.0,89.3,6839.0,1763.0,73.0,81.0,90.1,167.0,180.0,92.8,59.0,71.0,83.1,0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,Matches,angers
76,Stéphane Bahoken,cm CMR,FW,27.0,13.3,150.0,204.0,73.5,2245.0,323.0,91.0,110.0,82.7,41.0,59.0,69.5,10.0,20.0,50.0,2,0.8,-0.8,10.0,7.0,5.0,3.0,6.0,Matches,angers
77,Antonin Bobichon,fr FRA,MF,23.0,10.1,221.0,283.0,78.1,3457.0,982.0,129.0,148.0,87.2,70.0,84.0,83.3,19.0,40.0,47.5,1,0.9,0.1,8.0,22.0,4.0,1.0,23.0,Matches,angers
78,Abdoulaye Bamba,ci CIV,DF,29.0,8.5,207.0,279.0,74.2,3542.0,1719.0,96.0,105.0,91.4,92.0,115.0,80.0,18.0,47.0,38.3,1,0.3,-0.3,3.0,10.0,2.0,2.0,13.0,Matches,angers
79,Casimir Ninga,td CHA,"MF,FW",26.0,8.2,160.0,207.0,77.3,2523.0,558.0,89.0,103.0,86.4,55.0,68.0,80.9,10.0,21.0,47.6,1,1.1,-0.1,11.0,7.0,8.0,0.0,19.0,Matches,angers
80,Théo Pellenard,fr FRA,DF,25.0,7.3,210.0,281.0,74.7,3357.0,1575.0,112.0,128.0,87.5,78.0,98.0,79.6,15.0,37.0,40.5,0,0.2,-0.2,6.0,19.0,5.0,2.0,27.0,Matches,angers
81,Danijel Petković,me MNE,GK,26.0,6.3,39.0,54.0,72.2,1375.0,841.0,3.0,3.0,100.0,15.0,15.0,100.0,21.0,36.0,58.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
82,Farid El Melali,dz ALG,"MF,FW",22.0,5.4,70.0,103.0,68.0,1137.0,264.0,36.0,50.0,72.0,26.0,33.0,78.8,4.0,6.0,66.7,0,0.0,0.0,1.0,1.0,2.0,0.0,8.0,Matches,angers
83,Souleyman Doumbia,ci CIV,DF,22.0,5.0,233.0,303.0,76.9,3665.0,1704.0,133.0,146.0,91.1,83.0,105.0,79.0,14.0,40.0,35.0,1,0.3,0.7,4.0,13.0,4.0,1.0,20.0,Matches,angers
84,Vincent Pajot,fr FRA,MF,28.0,2.3,36.0,48.0,75.0,612.0,59.0,20.0,25.0,80.0,11.0,15.0,73.3,4.0,5.0,80.0,1,0.0,1.0,2.0,2.0,0.0,0.0,1.0,Matches,angers
85,Zinédine Ould Khaled,fr FRA,MF,19.0,1.7,22.0,25.0,88.0,316.0,49.0,12.0,14.0,85.7,6.0,6.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,angers
86,Ibrahim Cissé,sn SEN,DF,23.0,1.6,57.0,63.0,90.5,983.0,361.0,28.0,29.0,96.6,23.0,27.0,85.2,5.0,6.0,83.3,0,0.1,-0.1,1.0,2.0,1.0,1.0,4.0,Matches,angers
87,Wilfried Kanga,fr FRA,FW,21.0,1.0,12.0,17.0,70.6,159.0,52.0,6.0,7.0,85.7,3.0,5.0,60.0,1.0,1.0,100.0,0,0.1,-0.1,2.0,2.0,1.0,0.0,2.0,Matches,angers
88,Jeff Reine-Adélaïde,fr FRA,MF,21.0,0.9,29.0,36.0,80.6,541.0,127.0,13.0,15.0,86.7,12.0,14.0,85.7,4.0,6.0,66.7,1,0.4,0.6,1.0,2.0,2.0,0.0,6.0,Matches,angers
89,Pierre-Emerick Aubameyang,ga GAB,FW,30.0,41.4,705.0,1012.0,69.7,10891.0,3058.0,396.0,495.0,80.0,250.0,361.0,69.3,43.0,87.0,49.4,3,3.9,-0.9,28.0,32.0,57.0,15.0,99.0,Matches,Arsenal
90,David Luiz,br BRA,DF,32.0,40.4,1712.0,1977.0,86.6,42239.0,11930.0,320.0,351.0,91.2,936.0,976.0,95.9,444.0,624.0,71.2,1,0.9,0.1,4.0,112.0,9.0,1.0,89.0,Matches,Arsenal
91,Granit Xhaka,ch SUI,"MF,DF",26.0,38.1,1906.0,2182.0,87.4,39737.0,10020.0,643.0,720.0,89.3,914.0,998.0,91.6,333.0,427.0,78.0,2,2.0,0.0,24.0,224.0,27.0,5.0,190.0,Matches,Arsenal
92,Bernd Leno,de GER,GK,27.0,31.8,797.0,1053.0,75.7,19669.0,10542.0,188.0,189.0,99.5,415.0,422.0,98.3,187.0,434.0,43.1,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,Arsenal
93,Bukayo Saka,eng ENG,"DF,FW",17.0,30.4,838.0,1078.0,77.7,13682.0,4006.0,417.0,480.0,86.9,356.0,433.0,82.2,50.0,103.0,48.5,11,6.7,2.3,36.0,49.0,37.0,13.0,82.0,Matches,Arsenal
94,Nicolas Pépé,ci CIV,"FW,DF",24.0,30.2,761.0,986.0,77.2,12117.0,2940.0,438.0,492.0,89.0,240.0,302.0,79.5,67.0,143.0,46.9,10,5.2,2.8,47.0,30.0,41.0,9.0,59.0,Matches,Arsenal
95,Alexandre Lacazette,fr FRA,FW,28.0,28.6,465.0,613.0,75.9,7047.0,1313.0,262.0,312.0,84.0,141.0,180.0,78.3,36.0,67.0,53.7,4,3.5,0.5,25.0,35.0,23.0,6.0,39.0,Matches,Arsenal
96,Mattéo Guendouzi,fr FRA,MF,20.0,26.8,1234.0,1389.0,88.8,24042.0,6489.0,479.0,518.0,92.5,548.0,592.0,92.6,188.0,232.0,81.0,2,1.3,-0.3,14.0,153.0,21.0,1.0,148.0,Matches,Arsenal
97,Dani Ceballos,es ESP,MF,22.0,26.3,1349.0,1586.0,85.1,27294.0,6967.0,515.0,555.0,92.8,592.0,650.0,91.1,231.0,331.0,69.8,2,2.3,-0.3,36.0,163.0,34.0,3.0,135.0,Matches,Arsenal
98,Sokratis Papastathopoulos,gr GRE,DF,31.0,25.8,1103.0,1215.0,90.8,23989.0,6722.0,313.0,329.0,95.1,578.0,600.0,96.3,203.0,267.0,76.0,0,0.2,-0.2,2.0,31.0,2.0,0.0,31.0,Matches,Arsenal
99,Shkodran Mustafi,de GER,DF,27.0,25.3,1065.0,1248.0,85.3,25084.0,7823.0,224.0,256.0,87.5,585.0,639.0,91.5,252.0,330.0,76.4,1,0.6,0.4,4.0,74.0,3.0,0.0,70.0,Matches,Arsenal
100,Ainsley Maitland-Niles,eng ENG,"DF,FW",21.0,23.0,960.0,1182.0,81.2,16246.0,5591.0,463.0,524.0,88.4,380.0,449.0,84.6,96.0,155.0,61.9,2,1.5,0.5,10.0,59.0,13.0,5.0,67.0,Matches,Arsenal
101,Emiliano Martínez,ar ARG,GK,26.0,22.9,342.0,469.0,72.9,9504.0,5364.0,72.0,72.0,100.0,172.0,175.0,98.3,94.0,216.0,43.5,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,Matches,Arsenal
102,Lucas Torreira,uy URU,MF,23.0,22.8,1013.0,1152.0,87.9,19593.0,4227.0,349.0,386.0,90.4,501.0,549.0,91.3,144.0,180.0,80.0,1,1.3,-0.3,18.0,63.0,8.0,0.0,69.0,Matches,Arsenal
103,Sead Kolašinac,ba BIH,DF,26.0,22.7,905.0,1079.0,83.9,14937.0,4718.0,455.0,501.0,90.8,389.0,460.0,84.6,53.0,85.0,62.4,2,1.0,1.0,9.0,55.0,15.0,5.0,67.0,Matches,Arsenal
104,Joe Willock,eng ENG,MF,19.0,21.1,542.0,651.0,83.3,9411.0,2174.0,252.0,291.0,86.6,216.0,240.0,90.0,57.0,86.0,66.3,1,1.3,-0.3,17.0,49.0,16.0,2.0,56.0,Matches,Arsenal
105,Héctor Bellerín,es ESP,DF,24.0,20.3,712.0,866.0,82.2,11871.0,3377.0,326.0,370.0,88.1,331.0,383.0,86.4,43.0,68.0,63.2,1,0.8,-0.8,6.0,40.0,10.0,3.0,55.0,Matches,Arsenal
106,Mesut Özil,de GER,"MF,FW",30.0,20.0,850.0,1012.0,84.0,14228.0,3782.0,428.0,464.0,92.2,321.0,357.0,89.9,86.0,156.0,55.1,3,2.4,-0.4,39.0,67.0,33.0,3.0,102.0,Matches,Arsenal
107,Kieran Tierney,sco SCO,DF,22.0,19.2,626.0,790.0,79.2,11926.0,3817.0,258.0,287.0,89.9,287.0,346.0,82.9,73.0,125.0,58.4,4,2.0,1.0,12.0,33.0,16.0,11.0,61.0,Matches,Arsenal
108,Martinelli,br BRA,FW,18.0,16.7,153.0,230.0,66.5,2133.0,654.0,102.0,132.0,77.3,35.0,61.0,57.4,10.0,18.0,55.6,4,2.2,0.8,11.0,7.0,12.0,1.0,22.0,Matches,Arsenal
109,Calum Chambers,eng ENG,DF,24.0,15.4,796.0,987.0,80.6,15773.0,5142.0,277.0,317.0,87.4,393.0,451.0,87.1,115.0,179.0,64.2,4,0.9,0.1,5.0,42.0,7.0,2.0,60.0,Matches,Arsenal
110,Rob Holding,eng ENG,DF,23.0,14.6,490.0,553.0,88.6,10659.0,2948.0,126.0,135.0,93.3,282.0,297.0,94.9,80.0,116.0,69.0,0,0.0,0.0,0.0,18.0,2.0,0.0,17.0,Matches,Arsenal
