,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
1512,Alexandru Maxim,ro ROU,MF,29.0,1.6,78.0,61.0,17.0,3.0,0.0,12.0,8.0,4,10.0,5.0,3.0,0.0,43.0,13.0,22.0,5.0,65.0,3.0,3.0,2.0,61.0,0.0,4.0,2.0,2.0,Matches,Mainz 05
1513,Ji Dong-won,kr KOR,FW,28.0,1.1,23.0,21.0,2.0,1.0,0.0,6.0,0.0,1,0.0,0.0,0.0,0.0,15.0,4.0,4.0,8.0,12.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,Matches,Mainz 05
1514,Stefan Bell,de GER,DF,27.0,0.7,,,,,,,,1,,,,,,,,,,,,,,,,,,Matches,Mainz 05
1515,Manolo Reina,es ESP,GK,34.0,36.0,1194.0,767.0,427.0,118.0,1.0,129.0,14.0,0,0.0,0.0,0.0,0.0,428.0,62.0,704.0,77.0,852.0,0.0,1.0,182.0,741.0,1.0,33.0,5.0,2.0,Matches,Mallorca
1516,Martin Valjent,sk SVK,DF,23.0,35.4,1207.0,1124.0,83.0,64.0,0.0,173.0,32.0,6,0.0,0.0,0.0,0.0,836.0,103.0,268.0,265.0,792.0,97.0,19.0,5.0,1015.0,4.0,12.0,4.0,9.0,Matches,Mallorca
1517,Dani Rodríguez,es ESP,"MF,FW",31.0,33.8,1161.0,1084.0,77.0,45.0,1.0,286.0,57.0,41,14.0,2.0,4.0,2.0,777.0,172.0,212.0,205.0,878.0,38.0,7.0,8.0,945.0,4.0,23.0,20.0,32.0,Matches,Mallorca
1518,Iddrisu Baba,gh GHA,MF,23.0,32.3,1285.0,1257.0,28.0,27.0,1.0,311.0,23.0,3,0.0,0.0,0.0,0.0,954.0,159.0,172.0,70.0,1084.0,72.0,1.0,8.0,1046.0,2.0,17.0,23.0,33.0,Matches,Mallorca
1519,Antonio Raillo,es ESP,DF,27.0,30.8,1155.0,1096.0,59.0,56.0,0.0,193.0,30.0,1,0.0,0.0,0.0,0.0,778.0,137.0,240.0,289.0,733.0,88.0,3.0,4.0,959.0,3.0,28.0,10.0,6.0,Matches,Mallorca
1520,Ante Budimir,hr CRO,FW,28.0,30.7,584.0,552.0,32.0,0.0,0.0,251.0,3.0,7,1.0,0.0,0.0,0.0,302.0,132.0,150.0,310.0,77.0,59.0,1.0,15.0,381.0,2.0,17.0,9.0,26.0,Matches,Mallorca
1521,Salva Sevilla,es ESP,MF,35.0,28.5,1745.0,1427.0,318.0,156.0,2.0,280.0,80.0,30,113.0,40.0,36.0,6.0,1170.0,224.0,351.0,193.0,1477.0,49.0,10.0,9.0,1446.0,7.0,31.0,15.0,30.0,Matches,Mallorca
1522,Takefusa Kubo,jp JPN,"MF,FW",18.0,26.7,764.0,723.0,41.0,8.0,1.0,206.0,24.0,60,25.0,9.0,8.0,1.0,522.0,131.0,111.0,596.0,128.0,19.0,3.0,9.0,539.0,2.0,22.0,21.0,50.0,Matches,Mallorca
1523,Lago Junior,ci CIV,"MF,FW",28.0,24.3,729.0,706.0,23.0,3.0,0.0,154.0,14.0,58,0.0,0.0,0.0,0.0,451.0,143.0,135.0,150.0,501.0,25.0,19.0,10.0,526.0,3.0,16.0,13.0,45.0,Matches,Mallorca
1524,Lumor Agbenyenu,gh GHA,DF,22.0,20.1,969.0,747.0,222.0,11.0,1.0,164.0,24.0,54,0.0,0.0,0.0,0.0,497.0,248.0,224.0,646.0,63.0,42.0,211.0,2.0,709.0,7.0,37.0,18.0,45.0,Matches,Mallorca
1525,Aleix Febas,es ESP,MF,23.0,19.8,691.0,673.0,18.0,14.0,2.0,166.0,13.0,7,0.0,0.0,0.0,0.0,538.0,98.0,55.0,101.0,572.0,14.0,0.0,2.0,585.0,2.0,12.0,19.0,12.0,Matches,Mallorca
1526,Fran Gámez,es ESP,DF,28.0,19.6,862.0,681.0,181.0,16.0,1.0,124.0,28.0,43,0.0,0.0,0.0,0.0,390.0,208.0,264.0,57.0,582.0,37.0,165.0,11.0,638.0,2.0,23.0,11.0,40.0,Matches,Mallorca
1527,Alejandro Pozo Pozo,es ESP,DF,20.0,17.6,856.0,693.0,163.0,14.0,0.0,102.0,20.0,53,0.0,0.0,0.0,0.0,461.0,200.0,195.0,87.0,594.0,23.0,149.0,0.0,647.0,2.0,15.0,14.0,33.0,Matches,Mallorca
1528,Cucho,co COL,"FW,MF",20.0,16.5,448.0,436.0,12.0,2.0,0.0,135.0,13.0,17,0.0,0.0,0.0,0.0,253.0,108.0,87.0,60.0,316.0,29.0,3.0,9.0,315.0,1.0,11.0,9.0,25.0,Matches,Mallorca
1529,Joan Sastre Vanrell,es ESP,DF,22.0,16.1,669.0,520.0,149.0,11.0,0.0,119.0,27.0,56,1.0,0.0,1.0,0.0,288.0,148.0,233.0,67.0,434.0,20.0,137.0,5.0,458.0,4.0,15.0,14.0,26.0,Matches,Mallorca
1530,Aleksandar Sedlar,rs SRB,DF,27.0,10.0,399.0,373.0,26.0,7.0,0.0,56.0,11.0,0,0.0,0.0,0.0,0.0,235.0,76.0,88.0,45.0,278.0,33.0,19.0,6.0,325.0,2.0,9.0,4.0,10.0,Matches,Mallorca
1531,Xisco Campos,es ESP,DF,37.0,6.3,198.0,188.0,10.0,9.0,0.0,26.0,10.0,1,0.0,0.0,0.0,0.0,119.0,23.0,56.0,36.0,138.0,15.0,1.0,1.0,153.0,0.0,9.0,0.0,4.0,Matches,Mallorca
1532,Aleksandar Trajkovski,mk MKD,"MF,DF",26.0,4.3,167.0,144.0,23.0,5.0,0.0,17.0,17.0,10,17.0,7.0,8.0,2.0,94.0,30.0,43.0,11.0,151.0,4.0,1.0,0.0,121.0,1.0,2.0,7.0,9.0,Matches,Mallorca
1533,Abdón Prats,es ESP,"FW,MF",26.0,3.8,73.0,68.0,5.0,0.0,0.0,32.0,3.0,1,0.0,0.0,0.0,0.0,30.0,21.0,22.0,37.0,15.0,5.0,1.0,3.0,46.0,0.0,2.0,1.0,6.0,Matches,Mallorca
1534,Pablo Chavarría,ar ARG,"FW,MF",31.0,2.7,63.0,62.0,1.0,0.0,0.0,24.0,2.0,6,0.0,0.0,0.0,0.0,28.0,17.0,18.0,11.0,29.0,10.0,1.0,0.0,40.0,0.0,3.0,1.0,3.0,Matches,Mallorca
1535,Marc Pedraza,es ESP,MF,32.0,2.2,33.0,33.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,22.0,5.0,6.0,1.0,23.0,7.0,0.0,2.0,27.0,0.0,0.0,0.0,1.0,Matches,Mallorca
1536,Baba Rahman,gh GHA,DF,25.0,2.2,60.0,42.0,18.0,0.0,0.0,13.0,2.0,5,0.0,0.0,0.0,0.0,25.0,25.0,10.0,27.0,9.0,5.0,18.0,0.0,42.0,1.0,1.0,2.0,2.0,Matches,Mallorca
1537,Fabricio,es ESP,GK,31.0,2.0,33.0,21.0,12.0,3.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,13.0,6.0,14.0,5.0,20.0,0.0,0.0,6.0,24.0,0.0,2.0,0.0,0.0,Matches,Mallorca
1538,Josep Señé,es ESP,MF,27.0,1.9,83.0,79.0,4.0,4.0,0.0,17.0,1.0,1,0.0,0.0,0.0,0.0,69.0,9.0,5.0,4.0,78.0,0.0,0.0,0.0,77.0,0.0,1.0,1.0,0.0,Matches,Mallorca
1539,Álex Alegría,es ESP,FW,26.0,1.5,35.0,35.0,0.0,0.0,0.0,14.0,1.0,0,0.0,0.0,0.0,0.0,13.0,10.0,12.0,2.0,18.0,5.0,0.0,1.0,23.0,1.0,0.0,1.0,0.0,Matches,Mallorca
1540,Leonardo Koutris,gr GRE,DF,24.0,1.0,56.0,39.0,17.0,0.0,0.0,11.0,1.0,1,0.0,0.0,0.0,0.0,20.0,22.0,14.0,34.0,2.0,1.0,17.0,0.0,41.0,0.0,2.0,1.0,5.0,Matches,Mallorca
1541,Miquel Parera,es ESP,GK,23.0,1.0,26.0,21.0,5.0,1.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,9.0,3.0,14.0,2.0,18.0,0.0,0.0,3.0,15.0,0.0,1.0,0.0,0.0,Matches,Mallorca
1542,Yannis Salibur,fr FRA,"MF,FW",28.0,0.9,42.0,42.0,0.0,0.0,0.0,8.0,1.0,4,0.0,0.0,0.0,0.0,32.0,4.0,6.0,29.0,9.0,2.0,0.0,1.0,36.0,0.0,1.0,1.0,0.0,Matches,Mallorca
1543,Ariday Cabrera,es ESP,"MF,FW",30.0,0.4,11.0,8.0,3.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,8.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,Matches,Mallorca
1544,Ki Sung-yueng,kr KOR,MF,30.0,0.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1545,Luka Romero,ar ARG,MF,14.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1546,Rafael Obrador,es ESP,DF,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1547,Raheem Sterling,eng ENG,FW,24.0,44.6,1449.0,1421.0,28.0,3.0,4.0,363.0,5.0,91,1.0,0.0,0.0,0.0,1144.0,188.0,117.0,160.0,1217.0,22.0,19.0,16.0,1167.0,3.0,15.0,40.0,68.0,Matches,Manchester City
1548,Ederson,br BRA,GK,25.0,42.6,1317.0,1094.0,223.0,54.0,1.0,135.0,48.0,0,0.0,0.0,0.0,0.0,931.0,87.0,299.0,934.0,165.0,4.0,1.0,188.0,1132.0,4.0,24.0,6.0,1.0,Matches,Manchester City
1549,Kevin De Bruyne,be BEL,MF,28.0,42.3,2595.0,2271.0,324.0,63.0,39.0,434.0,161.0,207,215.0,75.0,60.0,20.0,1693.0,374.0,528.0,304.0,2182.0,47.0,41.0,4.0,1919.0,15.0,47.0,68.0,115.0,Matches,Manchester City
1550,Rodri,es ESP,MF,23.0,41.2,3219.0,3172.0,47.0,43.0,3.0,579.0,114.0,6,0.0,0.0,0.0,0.0,2518.0,346.0,355.0,424.0,2624.0,106.0,4.0,16.0,2997.0,1.0,25.0,24.0,25.0,Matches,Manchester City
1551,İlkay Gündoğan,de GER,MF,28.0,39.5,2666.0,2580.0,86.0,42.0,17.0,462.0,55.0,32,30.0,13.0,4.0,3.0,2072.0,352.0,242.0,755.0,1822.0,55.0,7.0,10.0,2432.0,5.0,15.0,31.0,31.0,Matches,Manchester City
1552,Kyle Walker,eng ENG,DF,29.0,38.3,2490.0,2233.0,257.0,33.0,3.0,302.0,89.0,62,1.0,0.0,0.0,0.0,1762.0,406.0,322.0,66.0,2085.0,65.0,223.0,21.0,2183.0,4.0,28.0,33.0,50.0,Matches,Manchester City
1553,Bernardo Silva,pt POR,"FW,MF",24.0,37.0,1770.0,1698.0,72.0,12.0,5.0,292.0,27.0,96,24.0,1.0,1.0,1.0,1357.0,253.0,160.0,1564.0,118.0,44.0,31.0,4.0,1552.0,2.0,7.0,18.0,45.0,Matches,Manchester City
1554,Gabriel Jesus,br BRA,"FW,MF",22.0,36.8,799.0,771.0,28.0,0.0,3.0,211.0,8.0,9,2.0,0.0,0.0,0.0,609.0,126.0,64.0,94.0,638.0,23.0,4.0,14.0,701.0,1.0,8.0,17.0,21.0,Matches,Manchester City
1555,Fernandinho,br BRA,DF,34.0,35.9,2629.0,2566.0,63.0,48.0,2.0,291.0,96.0,4,0.0,0.0,0.0,0.0,2060.0,227.0,342.0,305.0,2151.0,100.0,15.0,13.0,2382.0,7.0,29.0,15.0,27.0,Matches,Manchester City
1556,Riyad Mahrez,dz ALG,"FW,MF",28.0,35.0,1526.0,1431.0,95.0,17.0,26.0,263.0,58.0,108,65.0,28.0,4.0,7.0,1143.0,182.0,201.0,1333.0,140.0,22.0,13.0,8.0,1292.0,6.0,21.0,23.0,38.0,Matches,Manchester City
1557,Nicolás Otamendi,ar ARG,DF,31.0,32.4,1913.0,1893.0,20.0,15.0,0.0,171.0,39.0,1,0.0,0.0,0.0,0.0,1620.0,131.0,162.0,145.0,1670.0,54.0,5.0,5.0,1780.0,3.0,15.0,14.0,13.0,Matches,Manchester City
1558,David Silva,es ESP,MF,33.0,28.8,1621.0,1559.0,62.0,19.0,12.0,285.0,12.0,39,10.0,1.0,2.0,0.0,1321.0,198.0,102.0,1387.0,197.0,18.0,6.0,7.0,1412.0,8.0,14.0,37.0,42.0,Matches,Manchester City
1559,João Cancelo,pt POR,DF,25.0,26.3,1661.0,1505.0,156.0,8.0,8.0,211.0,39.0,67,1.0,0.0,1.0,0.0,1175.0,291.0,195.0,200.0,1259.0,37.0,147.0,4.0,1457.0,5.0,20.0,21.0,29.0,Matches,Manchester City
1560,Benjamin Mendy,fr FRA,DF,25.0,25.8,1758.0,1598.0,160.0,16.0,0.0,211.0,41.0,126,0.0,0.0,0.0,0.0,1232.0,312.0,214.0,1427.0,143.0,30.0,144.0,1.0,1514.0,5.0,19.0,22.0,48.0,Matches,Manchester City
1561,Sergio Agüero,ar ARG,FW,31.0,23.2,417.0,398.0,19.0,1.0,6.0,103.0,1.0,14,0.0,0.0,0.0,0.0,306.0,83.0,28.0,47.0,342.0,13.0,1.0,10.0,316.0,0.0,5.0,14.0,20.0,Matches,Manchester City
1562,Phil Foden,eng ENG,"MF,FW",19.0,19.8,665.0,647.0,18.0,5.0,5.0,111.0,20.0,45,7.0,2.0,1.0,0.0,520.0,71.0,74.0,590.0,52.0,13.0,4.0,2.0,565.0,0.0,8.0,4.0,20.0,Matches,Manchester City
1563,Oleksandr Zinchenko,ua UKR,"DF,MF",22.0,19.8,1464.0,1340.0,124.0,10.0,2.0,179.0,20.0,39,3.0,0.0,0.0,1.0,1079.0,224.0,161.0,1183.0,104.0,45.0,111.0,4.0,1305.0,5.0,7.0,18.0,23.0,Matches,Manchester City
1564,John Stones,eng ENG,DF,25.0,17.7,1035.0,1020.0,15.0,11.0,0.0,145.0,37.0,1,0.0,0.0,0.0,0.0,864.0,73.0,98.0,106.0,854.0,43.0,4.0,4.0,985.0,1.0,4.0,2.0,4.0,Matches,Manchester City
1565,Claudio Bravo,cl CHI,GK,36.0,16.6,180.0,136.0,44.0,8.0,0.0,25.0,6.0,0,0.0,0.0,0.0,0.0,103.0,16.0,61.0,17.0,141.0,0.0,0.0,18.0,143.0,0.0,5.0,3.0,0.0,Matches,Manchester City
1566,Aymeric Laporte,fr FRA,DF,25.0,16.5,1287.0,1263.0,24.0,15.0,0.0,141.0,39.0,3,0.0,0.0,0.0,0.0,1045.0,116.0,126.0,959.0,242.0,46.0,9.0,6.0,1192.0,0.0,10.0,5.0,11.0,Matches,Manchester City
1567,Eric García,es ESP,DF,18.0,15.8,908.0,899.0,9.0,8.0,0.0,57.0,19.0,1,0.0,0.0,0.0,0.0,827.0,43.0,38.0,88.0,792.0,16.0,1.0,5.0,872.0,1.0,4.0,2.0,4.0,Matches,Manchester City
1568,Angeliño,es ESP,DF,22.0,9.9,506.0,448.0,58.0,4.0,0.0,76.0,7.0,61,0.0,0.0,0.0,0.0,328.0,87.0,91.0,409.0,19.0,19.0,54.0,1.0,406.0,2.0,10.0,6.0,16.0,Matches,Manchester City
1569,Taylor Harwood-Bellis,eng ENG,DF,17.0,3.1,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Matches,Manchester City
1570,Thomas Doyle,eng ENG,MF,17.0,1.3,19.0,18.0,1.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,Matches,Manchester City
1571,Adrian Bernabe,es ESP,MF,18.0,0.5,,,,,,,,3,,,,,,,,,,,,,,,,,,Matches,Manchester City
1572,Leroy Sané,de GER,FW,23.0,0.3,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Matches,Manchester City
1573,Harry Maguire,eng ENG,DF,26.0,55.1,2988.0,2890.0,98.0,88.0,1.0,464.0,113.0,3,0.0,0.0,0.0,0.0,2215.0,346.0,427.0,409.0,2303.0,145.0,10.0,17.0,2644.0,6.0,61.0,24.0,14.0,Matches,Manchester Utd
1574,Victor Lindelöf,se SWE,DF,25.0,45.6,2261.0,2194.0,67.0,51.0,2.0,310.0,36.0,1,0.0,0.0,0.0,0.0,1761.0,235.0,265.0,290.0,1804.0,80.0,16.0,15.0,1993.0,3.0,35.0,29.0,21.0,Matches,Manchester Utd
1575,Aaron Wan-Bissaka,eng ENG,DF,21.0,45.3,2340.0,1903.0,437.0,18.0,0.0,331.0,20.0,91,0.0,0.0,0.0,0.0,1509.0,461.0,370.0,94.0,1760.0,48.0,419.0,2.0,1910.0,5.0,25.0,37.0,107.0,Matches,Manchester Utd
1576,David de Gea,es ESP,GK,28.0,43.0,988.0,621.0,367.0,79.0,0.0,115.0,24.0,0,0.0,0.0,0.0,0.0,574.0,82.0,332.0,58.0,740.0,0.0,1.0,154.0,762.0,2.0,21.0,3.0,5.0,Matches,Manchester Utd
1577,Fred,br BRA,MF,26.0,39.7,2377.0,2245.0,132.0,67.0,5.0,427.0,112.0,41,49.0,15.0,20.0,0.0,1730.0,327.0,320.0,1675.0,635.0,37.0,13.0,9.0,2052.0,4.0,26.0,32.0,48.0,Matches,Manchester Utd
1578,Anthony Martial,fr FRA,FW,23.0,39.5,838.0,805.0,33.0,4.0,7.0,241.0,4.0,25,0.0,0.0,0.0,0.0,685.0,109.0,44.0,143.0,651.0,13.0,4.0,8.0,668.0,3.0,9.0,17.0,53.0,Matches,Manchester Utd
1579,Marcus Rashford,eng ENG,FW,21.0,38.4,1164.0,1134.0,30.0,2.0,9.0,184.0,31.0,32,10.0,6.0,1.0,2.0,876.0,143.0,145.0,110.0,976.0,36.0,9.0,15.0,903.0,6.0,26.0,33.0,46.0,Matches,Manchester Utd
1580,Daniel James,wal WAL,FW,21.0,33.6,902.0,887.0,15.0,4.0,3.0,201.0,23.0,100,3.0,1.0,1.0,0.0,664.0,134.0,104.0,107.0,771.0,14.0,5.0,1.0,667.0,3.0,20.0,16.0,69.0,Matches,Manchester Utd
1581,Mason Greenwood,eng ENG,FW,17.0,29.2,734.0,725.0,9.0,0.0,1.0,147.0,16.0,18,3.0,0.0,1.0,1.0,591.0,81.0,62.0,556.0,156.0,13.0,2.0,1.0,632.0,1.0,8.0,10.0,18.0,Matches,Manchester Utd
1582,Nemanja Matić,rs SRB,MF,30.0,28.4,1607.0,1565.0,42.0,36.0,1.0,293.0,41.0,3,0.0,0.0,0.0,0.0,1274.0,166.0,167.0,1325.0,204.0,45.0,6.0,6.0,1426.0,1.0,16.0,27.0,24.0,Matches,Manchester Utd
1583,Luke Shaw,eng ENG,DF,24.0,28.0,1628.0,1430.0,198.0,25.0,1.0,309.0,21.0,43,5.0,4.0,0.0,0.0,1139.0,250.0,239.0,1225.0,141.0,66.0,168.0,5.0,1409.0,2.0,15.0,25.0,43.0,Matches,Manchester Utd
1584,Brandon Williams,eng ENG,DF,18.0,27.5,1143.0,987.0,156.0,15.0,1.0,178.0,17.0,26,2.0,0.0,0.0,0.0,794.0,179.0,170.0,258.0,696.0,31.0,139.0,4.0,971.0,4.0,14.0,21.0,21.0,Matches,Manchester Utd
1585,Scott McTominay,sco SCO,MF,22.0,27.3,1284.0,1244.0,40.0,37.0,3.0,193.0,59.0,11,0.0,0.0,0.0,0.0,960.0,149.0,175.0,62.0,1127.0,55.0,3.0,6.0,1063.0,3.0,21.0,30.0,28.0,Matches,Manchester Utd
1586,Andreas Pereira,br BRA,"FW,MF",23.0,25.5,906.0,812.0,94.0,29.0,2.0,184.0,36.0,59,46.0,15.0,16.0,3.0,611.0,148.0,147.0,103.0,752.0,24.0,10.0,5.0,675.0,5.0,13.0,22.0,32.0,Matches,Manchester Utd
1587,Juan Mata,es ESP,"MF,FW",31.0,22.0,1044.0,988.0,56.0,18.0,3.0,204.0,35.0,37,21.0,8.0,6.0,4.0,743.0,145.0,156.0,876.0,146.0,7.0,8.0,4.0,871.0,6.0,10.0,16.0,30.0,Matches,Manchester Utd
1588,Jesse Lingard,eng ENG,"MF,FW",26.0,21.1,662.0,635.0,27.0,5.0,2.0,117.0,11.0,13,4.0,0.0,1.0,0.0,521.0,86.0,55.0,44.0,585.0,13.0,9.0,9.0,567.0,3.0,11.0,13.0,14.0,Matches,Manchester Utd
1589,Bruno Fernandes,pt POR,MF,24.0,20.3,1133.0,1002.0,131.0,34.0,7.0,201.0,71.0,53,72.0,21.0,31.0,7.0,693.0,195.0,245.0,88.0,1009.0,23.0,7.0,4.0,800.0,8.0,17.0,30.0,57.0,Matches,Manchester Utd
1590,Paul Pogba,fr FRA,MF,26.0,18.2,1211.0,1178.0,33.0,32.0,6.0,255.0,71.0,13,0.0,0.0,0.0,0.0,877.0,153.0,181.0,136.0,1011.0,29.0,1.0,9.0,1038.0,5.0,12.0,19.0,24.0,Matches,Manchester Utd
1591,Sergio Romero,ar ARG,GK,32.0,18.0,264.0,178.0,86.0,14.0,0.0,26.0,6.0,0,0.0,0.0,0.0,0.0,182.0,10.0,72.0,60.0,150.0,0.0,0.0,47.0,211.0,0.0,7.0,2.0,2.0,Matches,Manchester Utd
1592,Ashley Young,eng ENG,DF,34.0,14.6,868.0,667.0,201.0,32.0,1.0,142.0,46.0,36,35.0,13.0,14.0,6.0,495.0,158.0,215.0,106.0,596.0,19.0,134.0,5.0,674.0,4.0,23.0,21.0,22.0,Matches,Manchester Utd
1593,Eric Bailly,ci CIV,DF,25.0,8.0,274.0,269.0,5.0,4.0,0.0,27.0,7.0,0,0.0,0.0,0.0,0.0,202.0,42.0,30.0,33.0,217.0,13.0,1.0,2.0,248.0,0.0,1.0,2.0,2.0,Matches,Manchester Utd
1594,Marcos Rojo,ar ARG,DF,29.0,7.5,359.0,341.0,18.0,6.0,1.0,23.0,10.0,8,0.0,0.0,0.0,0.0,244.0,46.0,69.0,302.0,26.0,12.0,12.0,0.0,292.0,1.0,12.0,4.0,7.0,Matches,Manchester Utd
1595,Axel Tuanzebe,eng ENG,DF,21.0,7.1,392.0,372.0,20.0,9.0,0.0,39.0,8.0,1,0.0,0.0,0.0,0.0,327.0,37.0,28.0,40.0,319.0,10.0,11.0,3.0,361.0,0.0,1.0,3.0,3.0,Matches,Manchester Utd
1596,Odion Ighalo,ng NGA,FW,30.0,6.8,88.0,85.0,3.0,0.0,0.0,19.0,0.0,2,0.0,0.0,0.0,0.0,59.0,23.0,6.0,21.0,64.0,2.0,0.0,1.0,70.0,0.0,0.0,2.0,2.0,Matches,Manchester Utd
1597,Diogo Dalot,pt POR,DF,20.0,6.4,240.0,204.0,36.0,1.0,0.0,23.0,5.0,24,1.0,0.0,0.0,0.0,137.0,50.0,53.0,21.0,173.0,7.0,34.0,1.0,189.0,0.0,6.0,6.0,10.0,Matches,Manchester Utd
1598,Phil Jones,eng ENG,DF,27.0,6.3,233.0,222.0,11.0,4.0,0.0,41.0,6.0,1,0.0,0.0,0.0,0.0,176.0,33.0,24.0,22.0,187.0,7.0,7.0,2.0,211.0,0.0,4.0,3.0,1.0,Matches,Manchester Utd
1599,Tahith Chong,nl NED,FW,19.0,5.2,123.0,116.0,7.0,1.0,1.0,22.0,0.0,7,0.0,0.0,0.0,0.0,100.0,18.0,5.0,105.0,10.0,1.0,6.0,0.0,93.0,0.0,3.0,6.0,9.0,Matches,Manchester Utd
1600,James Garner,eng ENG,MF,18.0,3.5,218.0,213.0,5.0,4.0,0.0,42.0,5.0,1,0.0,0.0,0.0,0.0,193.0,15.0,10.0,13.0,197.0,5.0,1.0,1.0,200.0,0.0,1.0,3.0,3.0,Matches,Manchester Utd
1601,Angel Gomes,eng ENG,"FW,MF",18.0,3.3,179.0,160.0,19.0,4.0,1.0,32.0,6.0,5,15.0,5.0,6.0,0.0,129.0,23.0,27.0,18.0,157.0,2.0,0.0,0.0,154.0,1.0,7.0,1.0,2.0,Matches,Manchester Utd
1602,Timothy Fosu-Mensah,nl NED,DF,21.0,2.6,147.0,125.0,22.0,2.0,0.0,9.0,3.0,5,0.0,0.0,0.0,0.0,101.0,26.0,20.0,25.0,94.0,8.0,20.0,0.0,122.0,1.0,4.0,1.0,2.0,Matches,Manchester Utd
1603,Ethan Laird,eng ENG,DF,18.0,1.3,74.0,61.0,13.0,2.0,0.0,11.0,2.0,2,0.0,0.0,0.0,0.0,56.0,9.0,9.0,4.0,57.0,1.0,11.0,0.0,65.0,0.0,0.0,1.0,4.0,Matches,Manchester Utd
1604,Lee Grant,eng ENG,GK,36.0,1.0,26.0,13.0,13.0,1.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,14.0,1.0,11.0,3.0,15.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
1605,Dylan Levitt,wal WAL,MF,18.0,1.0,103.0,98.0,5.0,3.0,0.0,18.0,2.0,0,2.0,0.0,0.0,0.0,94.0,7.0,2.0,18.0,85.0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,Matches,Manchester Utd
1606,Di'Shon Bernard,eng ENG,DF,18.0,1.0,74.0,74.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,69.0,4.0,1.0,15.0,58.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,Matches,Manchester Utd
1607,D'Mani Bughail-Mellor,eng ENG,FW,18.0,0.3,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
1608,Teden Mengi,eng ENG,DF,17.0,0.1,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
1609,Largie Ramazani,be BEL,MF,18.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
1610,Ethan Galbraith,nir NIR,FW,18.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd
1611,Steve Mandanda,fr FRA,GK,34.0,28.3,848.0,627.0,221.0,79.0,0.0,71.0,22.0,0,0.0,0.0,0.0,0.0,401.0,56.0,391.0,98.0,565.0,0.0,0.0,134.0,575.0,0.0,23.0,4.0,2.0,Matches,marseille
