,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
1219,Daniele Padelli,it ITA,GK,33,6.0,136.0,93.0,43.0,8.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,34.0,77.0,36.0,0.0,0.0,22.0,110.0,0.0,3.0,1.0,0.0,Matches,Inter
1220,Valentino Lazaro,at AUT,DF,23,5.7,270.0,215.0,55.0,4.0,0.0,46.0,6.0,20.0,9.0,3.0,1.0,0.0,162.0,59.0,49.0,31.0,191.0,3.0,42.0,1.0,203.0,0.0,6.0,10.0,8.0,Matches,Inter
1221,Matteo Politano,it ITA,"FW,DF",25,3.6,155.0,136.0,19.0,4.0,0.0,36.0,7.0,13.0,6.0,1.0,1.0,1.0,94.0,23.0,38.0,114.0,29.0,3.0,7.0,1.0,108.0,0.0,2.0,2.0,15.0,Matches,Inter
1222,Sebastiano Esposito,it ITA,"FW,MF",17,3.5,82.0,74.0,8.0,0.0,0.0,16.0,8.0,0.0,6.0,6.0,0.0,0.0,44.0,19.0,19.0,4.0,70.0,5.0,0.0,2.0,51.0,0.0,1.0,4.0,3.0,Matches,Inter
1223,Federico Dimarco,it ITA,"DF,MF",21,1.2,14.0,11.0,3.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,8.0,3.0,0.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,Matches,Inter
1224,Lucien Agoume,fr FRA,MF,17,0.8,39.0,39.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0,10.0,29.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,Matches,Inter
1225,Lorenzo Pirola,it ITA,DF,17,0.1,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,Matches,Inter
1226,Leonardo Bonucci,it ITA,DF,32,46.6,2685.0,2580.0,105.0,100.0,10.0,257.0,110.0,5.0,0.0,0.0,0.0,0.0,1899.0,326.0,460.0,392.0,2150.0,79.0,5.0,23.0,2363.0,10.0,40.0,19.0,23.0,Matches,Juventus
1227,Cristiano Ronaldo,pt POR,FW,34,45.6,1593.0,1532.0,61.0,14.0,4.0,410.0,26.0,53.0,4.0,0.0,0.0,0.0,1233.0,234.0,126.0,263.0,1238.0,19.0,36.0,23.0,1336.0,4.0,11.0,31.0,65.0,Matches,Juventus
1228,Alex Sandro,br BRA,DF,28,38.8,2504.0,2209.0,295.0,30.0,4.0,302.0,67.0,103.0,1.0,1.0,0.0,0.0,1667.0,471.0,366.0,1992.0,142.0,65.0,264.0,14.0,2147.0,17.0,30.0,33.0,58.0,Matches,Juventus
1229,Juan Cuadrado,co COL,"DF,FW",31,38.3,2751.0,2470.0,281.0,49.0,7.0,282.0,95.0,100.0,0.0,0.0,0.0,0.0,1932.0,487.0,332.0,241.0,2204.0,53.0,232.0,11.0,2428.0,5.0,31.0,34.0,47.0,Matches,Juventus
1230,Matthijs de Ligt,nl NED,DF,19,37.6,1900.0,1853.0,47.0,44.0,1.0,199.0,66.0,1.0,0.0,0.0,0.0,0.0,1562.0,141.0,197.0,316.0,1452.0,76.0,3.0,7.0,1746.0,3.0,17.0,7.0,13.0,Matches,Juventus
1231,Miralem Pjanić,ba BIH,MF,29,37.1,2629.0,2382.0,247.0,155.0,8.0,367.0,101.0,48.0,89.0,22.0,32.0,9.0,1913.0,339.0,377.0,209.0,2333.0,55.0,3.0,11.0,2296.0,8.0,24.0,29.0,44.0,Matches,Juventus
1232,Wojciech Szczęsny,pl POL,GK,29,36.8,957.0,657.0,300.0,50.0,0.0,72.0,43.0,0.0,0.0,0.0,0.0,0.0,642.0,88.0,227.0,112.0,638.0,0.0,0.0,196.0,836.0,3.0,17.0,4.0,3.0,Matches,Juventus
1233,Rodrigo Bentancur,uy URU,MF,22,34.7,1934.0,1842.0,92.0,38.0,6.0,346.0,60.0,38.0,45.0,11.0,22.0,1.0,1524.0,208.0,202.0,349.0,1505.0,40.0,7.0,4.0,1688.0,5.0,19.0,16.0,48.0,Matches,Juventus
1234,Paulo Dybala,ar ARG,"FW,MF",25,32.6,1756.0,1586.0,170.0,32.0,6.0,307.0,88.0,74.0,84.0,30.0,39.0,5.0,1209.0,277.0,270.0,1509.0,192.0,11.0,16.0,26.0,1458.0,8.0,16.0,29.0,46.0,Matches,Juventus
1235,Blaise Matuidi,fr FRA,MF,32,32.4,1289.0,1243.0,46.0,14.0,3.0,181.0,15.0,36.0,1.0,0.0,0.0,0.0,1011.0,175.0,103.0,1031.0,163.0,36.0,30.0,11.0,1119.0,4.0,13.0,17.0,34.0,Matches,Juventus
1236,Gonzalo Higuaín,ar ARG,FW,31,29.4,795.0,751.0,44.0,0.0,4.0,178.0,28.0,13.0,0.0,0.0,0.0,0.0,516.0,175.0,104.0,107.0,664.0,10.0,4.0,8.0,657.0,2.0,11.0,18.0,25.0,Matches,Juventus
1237,Adrien Rabiot,fr FRA,MF,24,27.5,1366.0,1346.0,20.0,5.0,1.0,290.0,18.0,33.0,0.0,0.0,0.0,0.0,1051.0,207.0,108.0,1042.0,237.0,46.0,14.0,4.0,1201.0,3.0,18.0,14.0,42.0,Matches,Juventus
1238,Danilo,br BRA,DF,28,24.2,1631.0,1471.0,160.0,21.0,3.0,183.0,31.0,35.0,0.0,0.0,0.0,0.0,1117.0,275.0,239.0,158.0,1287.0,30.0,139.0,3.0,1402.0,3.0,19.0,20.0,34.0,Matches,Juventus
1239,Federico Bernardeschi,it ITA,MF,25,22.2,786.0,729.0,57.0,16.0,2.0,151.0,31.0,37.0,28.0,4.0,13.0,7.0,567.0,111.0,108.0,719.0,32.0,14.0,12.0,5.0,637.0,2.0,9.0,12.0,28.0,Matches,Juventus
1240,Aaron Ramsey,wal WAL,MF,28,15.8,854.0,832.0,22.0,11.0,1.0,169.0,13.0,16.0,3.0,1.0,1.0,1.0,655.0,126.0,73.0,138.0,669.0,23.0,7.0,7.0,743.0,2.0,13.0,13.0,16.0,Matches,Juventus
1241,Gianluigi Buffon,it ITA,GK,41,15.3,251.0,169.0,82.0,14.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,179.0,16.0,56.0,24.0,175.0,0.0,1.0,47.0,228.0,0.0,3.0,0.0,1.0,Matches,Juventus
1242,Douglas Costa,br BRA,MF,28,12.1,512.0,481.0,31.0,3.0,0.0,67.0,29.0,48.0,15.0,6.0,5.0,2.0,355.0,85.0,72.0,447.0,40.0,6.0,12.0,7.0,410.0,2.0,13.0,8.0,19.0,Matches,Juventus
1243,Daniele Rugani,it ITA,DF,25,11.7,575.0,562.0,13.0,13.0,0.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,463.0,59.0,53.0,58.0,470.0,22.0,0.0,3.0,524.0,1.0,8.0,5.0,3.0,Matches,Juventus
1244,Sami Khedira,de GER,MF,32,10.8,479.0,468.0,11.0,2.0,2.0,87.0,7.0,15.0,0.0,0.0,0.0,0.0,341.0,85.0,53.0,57.0,396.0,10.0,9.0,2.0,401.0,2.0,5.0,3.0,20.0,Matches,Juventus
1245,Mattia De Sciglio,it ITA,DF,26,8.6,447.0,384.0,63.0,10.0,0.0,90.0,12.0,16.0,0.0,0.0,0.0,0.0,290.0,75.0,82.0,114.0,255.0,16.0,53.0,3.0,363.0,0.0,11.0,10.0,17.0,Matches,Juventus
1246,Merih Demiral,tr TUR,DF,21,6.6,357.0,355.0,2.0,2.0,0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,308.0,24.0,25.0,42.0,291.0,13.0,0.0,2.0,335.0,0.0,3.0,1.0,4.0,Matches,Juventus
1247,Emre Can,de GER,MF,25,3.2,164.0,159.0,5.0,3.0,1.0,27.0,3.0,4.0,0.0,0.0,0.0,0.0,130.0,21.0,13.0,23.0,133.0,3.0,2.0,1.0,142.0,0.0,3.0,1.0,2.0,Matches,Juventus
1248,Giorgio Chiellini,it ITA,DF,34,2.2,106.0,105.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,77.0,15.0,14.0,80.0,16.0,6.0,0.0,1.0,97.0,0.0,3.0,0.0,1.0,Matches,Juventus
1249,Simone Muratore,it ITA,MF,21,1.8,137.0,134.0,3.0,2.0,2.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,110.0,14.0,13.0,25.0,109.0,2.0,1.0,0.0,124.0,2.0,0.0,3.0,1.0,Matches,Juventus
1250,Luca Zanimacchia,it ITA,FW,21,1.3,58.0,53.0,5.0,1.0,0.0,7.0,1.0,4.0,3.0,2.0,0.0,1.0,41.0,7.0,10.0,8.0,48.0,0.0,1.0,0.0,44.0,0.0,2.0,0.0,2.0,Matches,Juventus
1251,Gianluca Frabotta,it ITA,DF,20,1.0,61.0,56.0,5.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,7.0,12.0,49.0,5.0,2.0,4.0,0.0,53.0,0.0,0.0,0.0,1.0,Matches,Juventus
1252,Marco Olivieri,it ITA,MF,20,0.4,18.0,16.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,3.0,13.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,1.0,Matches,Juventus
1253,Carlo Pinsoglio,it ITA,GK,29,0.2,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Matches,Juventus
1254,Marko Pjaca,hr CRO,"FW,MF",24,0.2,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Juventus
1255,Daouda Peeters,be BEL,MF,20,0.2,13.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,Matches,Juventus
1256,Giacomo Vrioni,al ALB,FW,20,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Matches,Juventus
1257,Timo Horn,de GER,GK,27-353,33.8,1241.0,953.0,288.0,91.0,0.0,79.0,27.0,0.0,0.0,0.0,0.0,0.0,607.0,52.0,582.0,849.0,209.0,0.0,0.0,107.0,901.0,4.0,26.0,11.0,2.0,Matches,Koln
1258,Ellyes Skhiri,tn TUN,MF,25-355,32.4,1415.0,1336.0,79.0,72.0,4.0,216.0,36.0,4.0,0.0,0.0,0.0,0.0,1007.0,183.0,225.0,157.0,1153.0,64.0,6.0,7.0,1236.0,3.0,15.0,24.0,15.0,Matches,Koln
1259,Marius Wolf,de GER,"DF,MF",25-338,27.9,1201.0,1004.0,197.0,22.0,1.0,165.0,39.0,55.0,0.0,0.0,0.0,0.0,651.0,299.0,251.0,54.0,900.0,41.0,175.0,12.0,825.0,4.0,32.0,40.0,87.0,Matches,Koln
1260,Ondrej Duda,sk SVK,"FW,MF",26-146,26.7,1124.0,975.0,149.0,55.0,2.0,209.0,74.0,58.0,67.0,27.0,26.0,3.0,657.0,184.0,283.0,128.0,908.0,39.0,2.0,14.0,809.0,12.0,21.0,29.0,35.0,Matches,Koln
1261,Rafael Czichos,de GER,DF,30-351,24.2,1117.0,1057.0,60.0,42.0,0.0,149.0,27.0,2.0,0.0,0.0,0.0,0.0,778.0,109.0,230.0,913.0,109.0,57.0,13.0,1.0,940.0,1.0,18.0,25.0,11.0,Matches,Koln
1262,Sebastiaan Bornauw,be BEL,DF,22-039,21.4,725.0,693.0,32.0,15.0,0.0,81.0,35.0,0.0,0.0,0.0,0.0,0.0,488.0,74.0,163.0,83.0,564.0,59.0,1.0,1.0,598.0,2.0,15.0,5.0,10.0,Matches,Koln
1263,Elvis Rexhbeçaj,de GER,"MF,FW",23-180,21.3,621.0,554.0,67.0,21.0,2.0,110.0,21.0,33.0,31.0,17.0,7.0,3.0,377.0,81.0,163.0,451.0,127.0,24.0,7.0,7.0,402.0,5.0,6.0,33.0,36.0,Matches,Koln
1264,Jannes Horn,de GER,DF,24-083,20.4,844.0,726.0,118.0,19.0,0.0,91.0,20.0,42.0,0.0,0.0,0.0,0.0,503.0,128.0,213.0,602.0,93.0,38.0,99.0,2.0,677.0,0.0,19.0,12.0,22.0,Matches,Koln
1265,Ismail Jakobs,de GER,"DF,MF",21-256,19.6,639.0,551.0,88.0,6.0,0.0,111.0,21.0,61.0,1.0,1.0,0.0,0.0,322.0,153.0,164.0,470.0,51.0,21.0,81.0,3.0,429.0,3.0,17.0,15.0,31.0,Matches,Koln
1266,Jorge Meré,es ESP,DF,24-013,17.8,680.0,657.0,23.0,14.0,0.0,67.0,24.0,0.0,0.0,0.0,0.0,0.0,532.0,40.0,108.0,145.0,479.0,39.0,1.0,4.0,603.0,1.0,10.0,8.0,2.0,Matches,Koln
1267,Salih Özcan,de GER,"MF,FW",23-109,16.4,604.0,561.0,43.0,31.0,0.0,118.0,13.0,16.0,0.0,0.0,0.0,0.0,409.0,99.0,96.0,79.0,440.0,49.0,9.0,6.0,481.0,4.0,8.0,18.0,13.0,Matches,Koln
1268,Dominick Drexler,de GER,"MF,FW",30-339,13.8,475.0,455.0,20.0,4.0,2.0,107.0,6.0,41.0,0.0,0.0,0.0,0.0,320.0,88.0,67.0,28.0,406.0,19.0,12.0,1.0,360.0,1.0,11.0,10.0,28.0,Matches,Koln
1269,Noah Katterbach,de GER,DF,20-017,13.7,609.0,505.0,104.0,7.0,0.0,82.0,12.0,24.0,0.0,0.0,0.0,0.0,352.0,134.0,123.0,333.0,147.0,20.0,97.0,0.0,470.0,3.0,18.0,19.0,21.0,Matches,Koln
1270,Jonas Hector,de GER,MF,30-338,13.4,484.0,449.0,35.0,15.0,3.0,103.0,8.0,6.0,14.0,5.0,2.0,1.0,303.0,88.0,93.0,294.0,123.0,32.0,5.0,1.0,375.0,2.0,9.0,9.0,6.0,Matches,Koln
1271,Jan Thielmann,de GER,"FW,MF",18-339,12.0,325.0,311.0,14.0,0.0,0.0,69.0,7.0,19.0,0.0,0.0,0.0,0.0,173.0,74.0,78.0,19.0,267.0,19.0,7.0,3.0,207.0,2.0,15.0,6.0,32.0,Matches,Koln
1272,Kingsley Ehizibue,nl NED,DF,25-340,11.9,550.0,418.0,132.0,10.0,0.0,67.0,6.0,30.0,0.0,0.0,0.0,0.0,291.0,135.0,124.0,18.0,366.0,31.0,120.0,3.0,404.0,0.0,9.0,10.0,25.0,Matches,Koln
1273,Sebastian Andersson,se SWE,FW,29-289,10.1,216.0,197.0,19.0,0.0,0.0,79.0,1.0,4.0,0.0,0.0,0.0,0.0,101.0,60.0,55.0,21.0,108.0,24.0,1.0,17.0,156.0,1.0,3.0,3.0,10.0,Matches,Koln
1274,Sava Cestic,de GER,DF,20-070,10.0,405.0,387.0,18.0,16.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,276.0,38.0,91.0,41.0,333.0,25.0,0.0,0.0,307.0,0.0,7.0,7.0,8.0,Matches,Koln
1275,Emmanuel Dennis,ng NGA,FW,23-166,6.3,138.0,126.0,12.0,1.0,0.0,27.0,1.0,8.0,0.0,0.0,0.0,0.0,96.0,27.0,15.0,23.0,100.0,3.0,2.0,5.0,98.0,0.0,5.0,3.0,10.0,Matches,Koln
1276,Dimitris Limnios,gr GRE,"MF,FW",22-338,5.2,131.0,124.0,7.0,2.0,0.0,28.0,4.0,10.0,2.0,2.0,0.0,0.0,86.0,23.0,22.0,8.0,113.0,4.0,3.0,1.0,83.0,1.0,4.0,7.0,14.0,Matches,Koln
1277,Max Meyer,de GER,MF,25-224,4.4,243.0,233.0,10.0,6.0,0.0,30.0,7.0,9.0,1.0,1.0,0.0,0.0,190.0,27.0,26.0,55.0,181.0,6.0,0.0,0.0,205.0,0.0,3.0,6.0,3.0,Matches,Koln
1278,Benno Schmitz,de GER,DF,26-164,4.1,143.0,109.0,34.0,2.0,0.0,13.0,3.0,10.0,0.0,0.0,0.0,0.0,60.0,34.0,49.0,21.0,82.0,6.0,32.0,1.0,101.0,0.0,3.0,8.0,6.0,Matches,Koln
1279,Anthony Modeste,fr FRA,"FW,MF",33-016,3.2,48.0,45.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,13.0,4.0,27.0,4.0,0.0,1.0,28.0,0.0,0.0,1.0,2.0,Matches,Koln
1280,Florian Kainz,at AUT,"FW,MF",28-188,3.0,123.0,112.0,11.0,5.0,0.0,26.0,3.0,12.0,3.0,3.0,0.0,0.0,81.0,13.0,29.0,30.0,88.0,1.0,3.0,0.0,85.0,1.0,3.0,5.0,4.0,Matches,Koln
1281,Toluwalas Arokodare,ng NGA,FW,20-158,1.5,36.0,34.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,7.0,4.0,18.0,5.0,0.0,2.0,27.0,0.0,0.0,1.0,1.0,Matches,Koln
1282,Marco Höger,de GER,DF,31-226,1.2,29.0,24.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,0.0,17.0,5.0,5.0,0.0,20.0,0.0,1.0,0.0,0.0,Matches,Koln
1283,Frederik Sørensen,dk DEN,DF,29-016,1.1,50.0,47.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,16.0,4.0,37.0,3.0,2.0,0.0,38.0,0.0,4.0,0.0,2.0,Matches,Koln
1284,Ron-Robert Zieler,de GER,GK,32-077,0.6,23.0,15.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,9.0,1.0,16.0,0.0,0.0,4.0,18.0,0.0,1.0,0.0,0.0,Matches,Koln
1285,Tim Lemperle,de GER,FW,19-084,0.2,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Koln
1286,Francesco Acerbi,it ITA,DF,31,44.1,2419.0,2306.0,113.0,77.0,4.0,276.0,116.0,35.0,1.0,0.0,0.0,0.0,1703.0,285.0,431.0,1820.0,405.0,100.0,35.0,11.0,2161.0,2.0,33.0,14.0,24.0,Matches,Lazio
1287,Thomas Strakosha,al ALB,GK,24,44.0,1367.0,961.0,406.0,81.0,2.0,117.0,17.0,0.0,0.0,0.0,0.0,0.0,759.0,91.0,517.0,72.0,1101.0,1.0,0.0,165.0,1056.0,5.0,13.0,5.0,3.0,Matches,Lazio
1288,Ciro Immobile,it ITA,FW,29,40.9,1005.0,968.0,37.0,2.0,11.0,235.0,27.0,27.0,3.0,0.0,0.0,0.0,735.0,189.0,81.0,73.0,863.0,21.0,8.0,24.0,778.0,7.0,9.0,23.0,59.0,Matches,Lazio
1289,Sergej Milinković-Savić,rs SRB,MF,24,39.1,1994.0,1938.0,56.0,28.0,17.0,403.0,72.0,46.0,1.0,0.0,0.0,0.0,1222.0,390.0,382.0,287.0,1461.0,88.0,27.0,29.0,1537.0,10.0,30.0,52.0,67.0,Matches,Lazio
1290,Luis Alberto,es ESP,MF,26,37.6,2439.0,2147.0,292.0,72.0,17.0,469.0,110.0,51.0,153.0,54.0,62.0,15.0,1691.0,333.0,415.0,90.0,2275.0,29.0,24.0,15.0,1938.0,25.0,34.0,42.0,62.0,Matches,Lazio
1291,Manuel Lazzari,it ITA,DF,25,36.3,1329.0,1097.0,232.0,19.0,2.0,183.0,31.0,152.0,1.0,1.0,0.0,0.0,802.0,291.0,236.0,138.0,945.0,32.0,212.0,0.0,1042.0,0.0,19.0,26.0,54.0,Matches,Lazio
1292,Ștefan Radu,ro ROU,DF,32,27.4,1371.0,1309.0,62.0,40.0,0.0,150.0,53.0,33.0,0.0,0.0,0.0,0.0,1006.0,158.0,207.0,1104.0,172.0,56.0,21.0,2.0,1197.0,2.0,13.0,12.0,18.0,Matches,Lazio
1293,Joaquín Correa,ar ARG,FW,24,26.4,794.0,759.0,35.0,3.0,4.0,194.0,12.0,16.0,9.0,3.0,1.0,0.0,629.0,113.0,52.0,89.0,658.0,20.0,8.0,11.0,658.0,3.0,6.0,23.0,22.0,Matches,Lazio
1294,Marco Parolo,it ITA,MF,34,26.2,986.0,968.0,18.0,14.0,0.0,170.0,23.0,10.0,1.0,1.0,0.0,0.0,645.0,162.0,179.0,236.0,639.0,73.0,3.0,4.0,832.0,4.0,16.0,10.0,21.0,Matches,Lazio
1295,Luiz Felipe,br BRA,DF,22,26.1,1233.0,1186.0,47.0,26.0,1.0,122.0,25.0,4.0,2.0,0.0,2.0,0.0,1010.0,90.0,133.0,119.0,1031.0,47.0,18.0,5.0,1105.0,0.0,10.0,12.0,14.0,Matches,Lazio
1296,Lucas Leiva,br BRA,MF,32,23.7,1323.0,1278.0,45.0,40.0,2.0,195.0,35.0,6.0,0.0,0.0,0.0,0.0,950.0,211.0,162.0,121.0,1085.0,82.0,3.0,5.0,1167.0,3.0,13.0,26.0,19.0,Matches,Lazio
1297,Felipe Caicedo,ec ECU,FW,30,21.5,536.0,529.0,7.0,2.0,2.0,153.0,4.0,3.0,0.0,0.0,0.0,0.0,366.0,122.0,48.0,381.0,97.0,20.0,1.0,10.0,413.0,2.0,6.0,16.0,8.0,Matches,Lazio
1298,Senad Lulić,ba BIH,DF,33,21.1,977.0,862.0,115.0,7.0,2.0,201.0,43.0,70.0,0.0,0.0,0.0,0.0,580.0,169.0,228.0,180.0,652.0,22.0,108.0,4.0,770.0,4.0,15.0,23.0,27.0,Matches,Lazio
1299,Patric,es ESP,DF,26,19.9,1218.0,1167.0,51.0,29.0,1.0,96.0,37.0,10.0,0.0,0.0,0.0,0.0,935.0,120.0,163.0,120.0,1034.0,31.0,22.0,3.0,1087.0,1.0,8.0,15.0,13.0,Matches,Lazio
1300,Jony,es ESP,DF,28,18.4,864.0,677.0,187.0,24.0,1.0,105.0,61.0,132.0,36.0,13.0,17.0,2.0,413.0,202.0,249.0,650.0,65.0,18.0,127.0,2.0,595.0,1.0,14.0,20.0,47.0,Matches,Lazio
1301,Bastos,ao ANG,DF,28,14.4,659.0,632.0,27.0,23.0,0.0,83.0,11.0,3.0,0.0,0.0,0.0,0.0,539.0,60.0,60.0,147.0,487.0,15.0,4.0,1.0,586.0,1.0,13.0,8.0,7.0,Matches,Lazio
1302,Adam Marušić,me MNE,DF,26,10.5,398.0,324.0,74.0,4.0,0.0,42.0,7.0,16.0,0.0,0.0,0.0,0.0,242.0,98.0,58.0,33.0,261.0,26.0,70.0,1.0,338.0,0.0,2.0,7.0,14.0,Matches,Lazio
1303,Danilo Cataldi,it ITA,MF,24,10.4,631.0,569.0,62.0,24.0,2.0,84.0,24.0,14.0,33.0,5.0,17.0,3.0,455.0,71.0,105.0,112.0,500.0,8.0,5.0,1.0,525.0,1.0,6.0,14.0,14.0,Matches,Lazio
1304,Denis Vavro,sk SVK,DF,23,9.4,501.0,484.0,17.0,11.0,0.0,57.0,10.0,0.0,0.0,0.0,0.0,0.0,394.0,39.0,68.0,43.0,423.0,23.0,5.0,1.0,445.0,1.0,12.0,1.0,6.0,Matches,Lazio
1305,Jordan Lukaku,be BEL,DF,25,4.4,169.0,144.0,25.0,0.0,0.0,20.0,6.0,15.0,0.0,0.0,0.0,0.0,102.0,32.0,35.0,103.0,39.0,1.0,25.0,0.0,128.0,1.0,5.0,3.0,8.0,Matches,Lazio
1306,Bobby Adekanye,nl NED,"FW,MF",20,4.2,76.0,74.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,62.0,8.0,6.0,67.0,5.0,1.0,1.0,1.0,67.0,0.0,1.0,2.0,0.0,Matches,Lazio
1307,Valon Berisha,xk KVX,MF,26,3.1,113.0,104.0,9.0,1.0,0.0,25.0,3.0,3.0,4.0,1.0,1.0,0.0,81.0,21.0,11.0,8.0,96.0,6.0,0.0,2.0,93.0,0.0,4.0,3.0,0.0,Matches,Lazio
1308,Silvio Proto,be BEL,GK,36,3.0,82.0,53.0,29.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,25.0,1.0,68.0,0.0,0.0,11.0,70.0,1.0,0.0,0.0,0.0,Matches,Lazio
1309,Djavan Anderson,nl NED,"DF,MF",24,2.2,68.0,49.0,19.0,3.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,44.0,14.0,10.0,7.0,42.0,2.0,16.0,0.0,58.0,0.0,2.0,1.0,2.0,Matches,Lazio
1310,Anderson Lima,br BRA,MF,19,1.0,30.0,26.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,22.0,4.0,4.0,7.0,22.0,1.0,0.0,0.0,25.0,0.0,1.0,1.0,0.0,Matches,Lazio
1311,Joseph Minala,cm CMR,MF,22,0.2,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Lazio
1312,Luca Falbo,it ITA,DF,19,0.2,21.0,16.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,7.0,11.0,5.0,1.0,4.0,0.0,14.0,0.0,0.0,2.0,1.0,Matches,Lazio
1313,Nicolò Armini,it ITA,DF,18,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Matches,Lazio
1314,Raúl Moro,es ESP,DF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1315,Fabio Lucioni,it ITA,DF,31,35.8,1570.0,1477.0,93.0,87.0,0.0,184.0,106.0,3.0,0.0,0.0,0.0,0.0,1068.0,164.0,338.0,228.0,1256.0,49.0,6.0,4.0,1353.0,5.0,21.0,15.0,14.0,Matches,Lecce
1316,Gabriel,br BRA,GK,26,34.3,979.0,561.0,418.0,92.0,0.0,71.0,17.0,0.0,0.0,0.0,0.0,0.0,555.0,68.0,356.0,119.0,624.0,1.0,0.0,195.0,751.0,5.0,17.0,6.0,3.0,Matches,Lecce
1317,Marco Mancosu,it ITA,"MF,FW",30,27.1,908.0,889.0,19.0,5.0,3.0,215.0,25.0,40.0,4.0,0.0,0.0,0.0,565.0,180.0,163.0,121.0,718.0,35.0,7.0,14.0,682.0,3.0,29.0,21.0,39.0,Matches,Lecce
1318,Luca Rossettini,it ITA,DF,34,26.1,1029.0,981.0,48.0,45.0,1.0,77.0,47.0,0.0,0.0,0.0,0.0,0.0,693.0,116.0,220.0,209.0,757.0,42.0,3.0,6.0,889.0,3.0,13.0,9.0,3.0,Matches,Lecce
1319,Jacopo Petriccione,it ITA,MF,24,25.4,1264.0,1143.0,121.0,58.0,0.0,190.0,67.0,43.0,51.0,1.0,10.0,1.0,817.0,208.0,239.0,109.0,1107.0,36.0,5.0,2.0,1091.0,3.0,12.0,19.0,12.0,Matches,Lecce
1320,Marco Calderoni,it ITA,DF,30,23.9,1122.0,891.0,231.0,32.0,1.0,140.0,34.0,75.0,23.0,1.0,11.0,1.0,580.0,223.0,319.0,830.0,96.0,12.0,176.0,3.0,829.0,5.0,17.0,19.0,61.0,Matches,Lecce
