,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
669,Emerson Palmieri,it ITA,DF,26-278,8.9,214.0,172.0,42.0,1.0,0.0,17.0,4.0,18.0,13.0,4.0,8.0,0.0,129.0,42.0,43.0,158.0,15.0,9.0,28.0,1.0,170.0,0.0,4.0,0.0,7.0,Matches,Chelsea
670,Billy Gilmour,sco SCO,MF,19-331,6.3,180.0,176.0,4.0,3.0,0.0,28.0,3.0,3.0,0.0,0.0,0.0,0.0,146.0,16.0,18.0,9.0,165.0,2.0,0.0,1.0,159.0,0.0,0.0,3.0,2.0,Matches,Chelsea
671,Fikayo Tomori,eng ENG,DF,23-140,2.6,29.0,28.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,2.0,25.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,Matches,Chelsea
672,Willy Caballero,ar ARG,GK,39-222,2.0,26.0,19.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,3.0,21.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,Matches,Chelsea
673,Ross Barkley,eng ENG,MF,27-154,1.5,26.0,26.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,4.0,4.0,17.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,Matches,Chelsea
674,Faustino Anjorin,eng ENG,FW,19-166,1.2,45.0,43.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,6.0,2.0,2.0,41.0,0.0,1.0,1.0,40.0,0.0,0.0,3.0,1.0,Matches,Chelsea
675,Ruben Loftus-Cheek,eng ENG,FW,25-105,0.7,16.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,14.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,Matches,Chelsea
676,Vicente Guaita,es ESP,GK,34-116,33.0,959.0,587.0,372.0,93.0,0.0,67.0,12.0,0.0,0.0,0.0,0.0,0.0,288.0,35.0,636.0,57.0,696.0,0.0,0.0,132.0,535.0,2.0,20.0,5.0,1.0,Matches,Crystal Palace
677,Cheikhou Kouyaté,sn SEN,DF,31-136,30.2,1086.0,1034.0,52.0,48.0,0.0,130.0,13.0,2.0,0.0,0.0,0.0,0.0,704.0,140.0,242.0,87.0,881.0,63.0,3.0,7.0,860.0,2.0,18.0,8.0,19.0,Matches,Crystal Palace
678,Eberechi Eze,eng ENG,MF,22-311,27.4,1041.0,939.0,102.0,32.0,2.0,177.0,29.0,32.0,52.0,16.0,21.0,7.0,802.0,95.0,144.0,145.0,864.0,16.0,5.0,1.0,825.0,6.0,12.0,31.0,29.0,Matches,Crystal Palace
679,Luka Milivojević,rs SRB,MF,30-029,25.5,1188.0,1096.0,92.0,62.0,1.0,139.0,35.0,14.0,21.0,11.0,8.0,0.0,807.0,129.0,252.0,180.0,912.0,62.0,4.0,2.0,962.0,4.0,14.0,31.0,24.0,Matches,Crystal Palace
680,Wilfried Zaha,ci CIV,FW,28-177,24.3,655.0,639.0,16.0,2.0,4.0,147.0,7.0,40.0,1.0,0.0,0.0,0.0,514.0,95.0,46.0,86.0,546.0,11.0,3.0,2.0,495.0,3.0,8.0,20.0,40.0,Matches,Crystal Palace
681,Jordan Ayew,gh GHA,"FW,MF",29-237,22.5,591.0,574.0,17.0,4.0,0.0,114.0,10.0,22.0,0.0,0.0,0.0,0.0,473.0,75.0,43.0,36.0,504.0,24.0,2.0,7.0,467.0,1.0,6.0,24.0,20.0,Matches,Crystal Palace
682,Andros Townsend,eng ENG,"MF,FW",29-294,21.6,725.0,657.0,68.0,26.0,2.0,137.0,44.0,71.0,36.0,22.0,7.0,3.0,449.0,89.0,187.0,509.0,189.0,17.0,5.0,2.0,490.0,4.0,19.0,17.0,44.0,Matches,Crystal Palace
683,Patrick van Aanholt,nl NED,DF,30-250,20.7,1124.0,929.0,195.0,36.0,2.0,110.0,20.0,35.0,2.0,0.0,2.0,0.0,716.0,218.0,190.0,741.0,193.0,25.0,157.0,3.0,888.0,12.0,21.0,29.0,34.0,Matches,Crystal Palace
684,Joel Ward,eng ENG,DF,31-189,20.1,889.0,664.0,225.0,11.0,0.0,125.0,10.0,10.0,0.0,0.0,0.0,0.0,392.0,229.0,268.0,56.0,531.0,55.0,214.0,5.0,637.0,4.0,17.0,28.0,37.0,Matches,Crystal Palace
685,Jaïro Riedewald,nl NED,MF,24-239,18.9,577.0,567.0,10.0,6.0,0.0,86.0,7.0,5.0,0.0,0.0,0.0,0.0,443.0,65.0,69.0,464.0,74.0,29.0,2.0,3.0,493.0,2.0,6.0,14.0,3.0,Matches,Crystal Palace
686,Christian Benteke,be BEL,FW,30-154,17.2,474.0,459.0,15.0,0.0,1.0,219.0,2.0,5.0,0.0,0.0,0.0,0.0,200.0,125.0,149.0,23.0,246.0,52.0,1.0,14.0,311.0,4.0,9.0,14.0,11.0,Matches,Crystal Palace
687,James McArthur,sco SCO,MF,33-211,16.3,769.0,727.0,42.0,17.0,0.0,140.0,15.0,7.0,0.0,0.0,0.0,0.0,523.0,101.0,145.0,197.0,503.0,40.0,8.0,3.0,627.0,3.0,15.0,23.0,22.0,Matches,Crystal Palace
688,Gary Cahill,eng ENG,DF,35-138,16.0,598.0,580.0,18.0,18.0,0.0,84.0,10.0,0.0,0.0,0.0,0.0,0.0,415.0,61.0,122.0,83.0,443.0,28.0,0.0,7.0,510.0,2.0,9.0,7.0,4.0,Matches,Crystal Palace
689,Tyrick Mitchell,eng ENG,DF,21-247,14.2,591.0,448.0,143.0,5.0,0.0,81.0,4.0,16.0,0.0,0.0,0.0,0.0,317.0,100.0,174.0,420.0,18.0,9.0,138.0,0.0,412.0,2.0,9.0,27.0,40.0,Matches,Crystal Palace
690,Scott Dann,eng ENG,DF,34-081,14.0,580.0,551.0,29.0,27.0,1.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,381.0,62.0,137.0,67.0,437.0,44.0,2.0,4.0,487.0,0.0,13.0,9.0,6.0,Matches,Crystal Palace
691,Nathaniel Clyne,eng ENG,DF,30-031,13.7,569.0,440.0,129.0,4.0,0.0,57.0,5.0,13.0,0.0,0.0,0.0,0.0,320.0,121.0,128.0,22.0,394.0,21.0,125.0,2.0,437.0,2.0,12.0,15.0,21.0,Matches,Crystal Palace
692,Jeffrey Schlupp,gh GHA,MF,28-134,13.1,330.0,320.0,10.0,2.0,1.0,91.0,4.0,23.0,0.0,0.0,0.0,0.0,222.0,48.0,60.0,220.0,56.0,19.0,7.0,3.0,231.0,2.0,3.0,8.0,17.0,Matches,Crystal Palace
693,Michy Batshuayi,be BEL,FW,27-216,9.8,162.0,149.0,13.0,1.0,1.0,43.0,0.0,7.0,0.0,0.0,0.0,0.0,112.0,34.0,16.0,27.0,117.0,7.0,2.0,2.0,114.0,0.0,1.0,5.0,12.0,Matches,Crystal Palace
694,James McCarthy,ie IRL,MF,30-175,7.2,243.0,232.0,11.0,5.0,0.0,35.0,11.0,3.0,6.0,4.0,1.0,1.0,146.0,33.0,64.0,61.0,165.0,12.0,0.0,0.0,188.0,0.0,5.0,5.0,11.0,Matches,Crystal Palace
695,James Tomkins,eng ENG,DF,32-038,5.3,126.0,121.0,5.0,5.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,43.0,18.0,94.0,12.0,0.0,1.0,98.0,0.0,3.0,1.0,1.0,Matches,Crystal Palace
696,Mamadou Sakho,fr FRA,DF,31-082,3.9,82.0,72.0,10.0,9.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,8.0,17.0,60.0,16.0,4.0,1.0,0.0,72.0,0.0,1.0,0.0,0.0,Matches,Crystal Palace
697,Jean-Philippe Mateta,fr FRA,FW,23-312,2.3,45.0,41.0,4.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,11.0,5.0,5.0,24.0,5.0,0.0,1.0,28.0,1.0,1.0,2.0,2.0,Matches,Crystal Palace
698,Wayne Hennessey,wal WAL,GK,34-102,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
699,Ryan Inniss,eng ENG,DF,25-335,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
700,Martin Kelly,eng ENG,"DF,MF",31-009,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
701,Max Meyer,de GER,"FW,MF",25-230,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
702,Jarosław Jach,pl POL,DF,27-078,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
703,Jack Butland,eng ENG,GK,28-057,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
704,Nya Kirby,eng ENG,MF,21-095,0.8,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
705,Sam Woods,eng ENG,DF,22-237,0.7,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Crystal Palace
706,Bruno Ecuele Manga,ga GAB,DF,32-290,34.0,1671.0,1610.0,61.0,55.0,0.0,150.0,47.0,1.0,0.0,0.0,0.0,0.0,1254.0,125.0,292.0,222.0,1321.0,76.0,6.0,4.0,1439.0,3.0,20.0,21.0,14.0,Matches,dijon
707,Didier Ibrahim Ndong,ga GAB,MF,26-319,28.0,1428.0,1397.0,31.0,28.0,2.0,175.0,50.0,16.0,0.0,0.0,0.0,0.0,1113.0,142.0,173.0,179.0,1171.0,46.0,3.0,2.0,1231.0,3.0,28.0,22.0,21.0,Matches,dijon
708,Bersant Celina,xk KVX,"MF,FW",24-235,24.8,1025.0,899.0,126.0,51.0,10.0,144.0,55.0,49.0,60.0,26.0,28.0,4.0,705.0,115.0,205.0,106.0,876.0,29.0,7.0,4.0,793.0,5.0,15.0,29.0,29.0,Matches,dijon
709,Muzinga Ngonda,cd COD,DF,26-122,23.1,1480.0,1219.0,261.0,25.0,0.0,180.0,23.0,36.0,2.0,0.0,1.0,1.0,832.0,298.0,350.0,1104.0,55.0,66.0,234.0,2.0,1058.0,6.0,34.0,47.0,72.0,Matches,dijon
710,Mama Samba Baldé,gw GNB,FW,25-177,21.9,448.0,418.0,30.0,2.0,0.0,135.0,5.0,9.0,0.0,0.0,0.0,0.0,297.0,97.0,54.0,71.0,285.0,27.0,4.0,18.0,309.0,0.0,5.0,20.0,30.0,Matches,dijon
711,Eric Junior Dina Ebimbe,fr FRA,"FW,MF",20-162,21.3,629.0,615.0,14.0,6.0,3.0,118.0,18.0,21.0,1.0,0.0,0.0,1.0,485.0,86.0,58.0,84.0,496.0,27.0,7.0,5.0,484.0,3.0,14.0,26.0,30.0,Matches,dijon
712,Anthony Racioppi,ch SUI,GK,22-122,21.0,656.0,413.0,243.0,65.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,313.0,13.0,330.0,22.0,521.0,0.0,0.0,101.0,431.0,1.0,16.0,5.0,4.0,Matches,dijon
713,Sacha Boey,fr FRA,DF,20-231,20.7,1053.0,805.0,248.0,10.0,0.0,99.0,18.0,37.0,3.0,1.0,2.0,0.0,586.0,230.0,237.0,78.0,672.0,45.0,235.0,5.0,815.0,4.0,10.0,31.0,26.0,Matches,dijon
714,Jonathan Panzo,eng ENG,DF,20-189,18.7,921.0,894.0,27.0,20.0,0.0,80.0,17.0,1.0,0.0,0.0,0.0,0.0,758.0,67.0,96.0,741.0,127.0,30.0,6.0,1.0,807.0,3.0,9.0,13.0,10.0,Matches,dijon
715,Senou Coulibaly,ml MLI,DF,26-240,18.5,842.0,817.0,25.0,24.0,0.0,83.0,23.0,0.0,0.0,0.0,0.0,0.0,622.0,61.0,159.0,85.0,696.0,38.0,1.0,3.0,691.0,3.0,33.0,13.0,14.0,Matches,dijon
716,Wesley Lautoa,nc NCL,"MF,DF",33-250,17.9,788.0,771.0,17.0,14.0,2.0,93.0,30.0,2.0,0.0,0.0,0.0,0.0,574.0,87.0,127.0,585.0,140.0,41.0,3.0,5.0,671.0,1.0,21.0,15.0,14.0,Matches,dijon
717,Fouad Chafik,ma MAR,DF,34-198,15.2,792.0,644.0,148.0,24.0,0.0,67.0,9.0,27.0,0.0,0.0,0.0,0.0,446.0,171.0,175.0,37.0,597.0,24.0,123.0,2.0,617.0,4.0,13.0,14.0,23.0,Matches,dijon
718,Mounir Chouiar,fr FRA,"FW,MF",22-099,13.6,447.0,403.0,44.0,11.0,1.0,73.0,25.0,18.0,23.0,11.0,11.0,0.0,325.0,57.0,65.0,50.0,360.0,13.0,7.0,6.0,333.0,0.0,7.0,14.0,21.0,Matches,dijon
719,Jordan Marié,fr FRA,MF,29-215,13.1,529.0,515.0,14.0,7.0,1.0,75.0,24.0,6.0,7.0,1.0,6.0,0.0,346.0,68.0,115.0,49.0,438.0,31.0,0.0,2.0,415.0,2.0,11.0,10.0,11.0,Matches,dijon
720,Pape Cheikh Diop,sn SEN,MF,23-267,13.1,612.0,595.0,17.0,16.0,1.0,120.0,15.0,1.0,0.0,0.0,0.0,0.0,489.0,67.0,56.0,79.0,505.0,18.0,1.0,1.0,535.0,1.0,5.0,11.0,9.0,Matches,dijon
721,Moussa Konaté,sn SEN,FW,28-029,11.9,242.0,214.0,28.0,1.0,0.0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,163.0,41.0,38.0,31.0,171.0,10.0,0.0,10.0,180.0,2.0,5.0,0.0,7.0,Matches,dijon
722,Frédéric Sammaritano,fr FRA,"FW,MF",35-040,11.6,454.0,403.0,51.0,26.0,2.0,67.0,25.0,34.0,22.0,15.0,5.0,0.0,301.0,57.0,96.0,79.0,357.0,10.0,1.0,5.0,337.0,3.0,8.0,7.0,21.0,Matches,dijon
723,Roger Assalé,ci CIV,"FW,MF",27-170,9.2,183.0,177.0,6.0,2.0,0.0,35.0,3.0,5.0,0.0,0.0,0.0,0.0,138.0,26.0,19.0,28.0,136.0,11.0,1.0,1.0,126.0,1.0,2.0,12.0,7.0,Matches,dijon
724,Saturnin Allagbé,bj BEN,GK,27-161,9.0,265.0,179.0,86.0,20.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,103.0,10.0,152.0,12.0,197.0,0.0,1.0,43.0,170.0,1.0,9.0,1.0,0.0,Matches,dijon
725,Aníbal Chalá,ec ECU,DF,24-358,8.8,371.0,299.0,72.0,5.0,0.0,43.0,2.0,12.0,0.0,0.0,0.0,0.0,227.0,69.0,75.0,276.0,15.0,12.0,67.0,0.0,284.0,0.0,10.0,8.0,14.0,Matches,dijon
726,Mihai Dobre,ro ROU,"FW,MF",22-245,6.0,159.0,153.0,6.0,0.0,0.0,43.0,2.0,6.0,0.0,0.0,0.0,0.0,115.0,26.0,18.0,34.0,104.0,7.0,4.0,4.0,119.0,0.0,7.0,6.0,9.0,Matches,dijon
727,Alfred Gomis,sn SEN,GK,27-239,5.0,188.0,101.0,87.0,20.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,77.0,4.0,107.0,8.0,144.0,0.0,0.0,28.0,120.0,0.0,6.0,1.0,1.0,Matches,dijon
728,Aboubakar Kamara,mr MTN,"FW,MF",26-056,5.0,114.0,108.0,6.0,0.0,0.0,39.0,2.0,9.0,0.0,0.0,0.0,0.0,71.0,27.0,16.0,22.0,80.0,3.0,1.0,0.0,85.0,0.0,2.0,1.0,4.0,Matches,dijon
729,Yassine Benzia,dz ALG,"MF,FW",26-236,4.5,201.0,172.0,29.0,12.0,0.0,49.0,10.0,7.0,10.0,3.0,7.0,0.0,132.0,27.0,42.0,29.0,160.0,7.0,0.0,2.0,154.0,1.0,4.0,11.0,3.0,Matches,dijon
730,Aurélien Scheidler,fr FRA,FW,22-332,3.8,76.0,67.0,9.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,16.0,8.0,7.0,52.0,8.0,0.0,2.0,57.0,0.0,0.0,0.0,2.0,Matches,dijon
731,Ahmad Ngouyamsa,cm CMR,DF,20-132,1.6,84.0,63.0,21.0,1.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,51.0,7.0,26.0,11.0,49.0,3.0,20.0,0.0,60.0,0.0,1.0,1.0,1.0,Matches,dijon
732,Romain Amalfitano,fr FRA,"FW,DF",31-248,1.3,58.0,52.0,6.0,1.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,42.0,8.0,8.0,4.0,48.0,0.0,5.0,0.0,47.0,1.0,2.0,0.0,1.0,Matches,dijon
733,Rayan Philippe,fr FRA,FW,20-191,1.0,15.0,10.0,5.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,5.0,3.0,11.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,Matches,dijon
734,Wilitty Younoussa,cm CMR,"DF,MF",19-235,0.2,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,Matches,dijon
735,Jacques Siwe,fr FRA,FW,19-277,0.2,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Matches,dijon
736,Arthur Zagre,fr FRA,MF,19-210,0.1,9.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,Matches,dijon
737,Mats Hummels,de GER,DF,32-122,39.1,2857.0,2777.0,80.0,71.0,7.0,270.0,129.0,3.0,0.0,0.0,0.0,0.0,2155.0,267.0,435.0,928.0,1713.0,121.0,8.0,7.0,2521.0,6.0,55.0,24.0,23.0,Matches,Dortmund
738,Erling Haaland,no NOR,FW,20-270,33.3,558.0,509.0,49.0,0.0,1.0,135.0,7.0,21.0,0.0,0.0,0.0,0.0,379.0,121.0,58.0,379.0,107.0,30.0,3.0,11.0,409.0,6.0,7.0,22.0,22.0,Matches,Dortmund
739,Manuel Akanji,ch SUI,DF,25-272,31.3,2269.0,2211.0,58.0,43.0,1.0,168.0,67.0,1.0,0.0,0.0,0.0,0.0,1949.0,141.0,179.0,527.0,1624.0,73.0,15.0,4.0,2100.0,5.0,21.0,25.0,15.0,Matches,Dortmund
740,Marco Reus,de GER,MF,31-321,30.1,1157.0,1083.0,74.0,30.0,4.0,154.0,16.0,56.0,14.0,5.0,6.0,0.0,908.0,130.0,119.0,258.0,842.0,23.0,10.0,11.0,927.0,3.0,9.0,36.0,52.0,Matches,Dortmund
741,Emre Can,de GER,DF,27-095,29.3,1796.0,1723.0,73.0,43.0,4.0,212.0,64.0,13.0,0.0,0.0,0.0,0.0,1395.0,165.0,236.0,365.0,1325.0,35.0,30.0,14.0,1560.0,2.0,24.0,36.0,18.0,Matches,Dortmund
742,Raphaël Guerreiro,pt POR,"DF,MF",27-116,28.5,2331.0,2088.0,243.0,34.0,9.0,186.0,31.0,55.0,35.0,15.0,6.0,2.0,1738.0,312.0,281.0,1964.0,137.0,43.0,174.0,5.0,2018.0,2.0,13.0,58.0,45.0,Matches,Dortmund
743,Jadon Sancho,eng ENG,"FW,MF",21-023,27.7,1556.0,1412.0,144.0,25.0,5.0,183.0,29.0,69.0,78.0,36.0,29.0,2.0,1220.0,173.0,163.0,203.0,1275.0,33.0,39.0,1.0,1237.0,9.0,24.0,53.0,47.0,Matches,Dortmund
744,Jude Bellingham,eng ENG,MF,17-292,25.7,1209.0,1186.0,23.0,14.0,2.0,169.0,36.0,26.0,0.0,0.0,0.0,0.0,979.0,121.0,109.0,151.0,991.0,31.0,2.0,5.0,1004.0,4.0,18.0,34.0,28.0,Matches,Dortmund
745,Gio Reyna,us USA,MF,18-155,25.0,1076.0,1007.0,69.0,11.0,5.0,174.0,26.0,40.0,33.0,15.0,15.0,0.0,852.0,116.0,108.0,107.0,887.0,37.0,23.0,4.0,862.0,3.0,17.0,32.0,37.0,Matches,Dortmund
746,Marwin Hitz,ch SUI,GK,33-211,23.3,610.0,456.0,154.0,21.0,0.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,397.0,25.0,188.0,80.0,431.0,0.0,0.0,74.0,501.0,1.0,13.0,1.0,0.0,Matches,Dortmund
747,Thomas Delaney,dk DEN,MF,29-226,22.2,1007.0,982.0,25.0,20.0,0.0,124.0,29.0,11.0,0.0,0.0,0.0,0.0,735.0,98.0,174.0,768.0,166.0,37.0,4.0,8.0,854.0,2.0,16.0,25.0,14.0,Matches,Dortmund
748,Thomas Meunier,be BEL,MF,29-217,20.6,1434.0,1275.0,159.0,9.0,5.0,178.0,32.0,64.0,0.0,0.0,0.0,0.0,951.0,237.0,246.0,100.0,1102.0,65.0,150.0,2.0,1165.0,2.0,12.0,25.0,49.0,Matches,Dortmund
749,Roman Bürki,ch SUI,GK,30-154,20.0,664.0,525.0,139.0,27.0,0.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,442.0,31.0,191.0,161.0,395.0,0.0,1.0,104.0,540.0,0.0,15.0,0.0,2.0,Matches,Dortmund
750,Julian Brandt,de GER,MF,24-350,19.3,969.0,939.0,30.0,7.0,6.0,134.0,45.0,37.0,13.0,2.0,7.0,0.0,774.0,112.0,83.0,175.0,757.0,14.0,9.0,9.0,817.0,1.0,10.0,30.0,21.0,Matches,Dortmund
751,Mahmoud Dahoud,de GER,MF,25-106,17.8,981.0,966.0,15.0,14.0,5.0,157.0,27.0,7.0,0.0,0.0,0.0,0.0,813.0,71.0,97.0,125.0,826.0,23.0,0.0,1.0,849.0,1.0,11.0,22.0,20.0,Matches,Dortmund
752,Axel Witsel,be BEL,MF,32-095,17.8,1142.0,1113.0,29.0,24.0,0.0,155.0,25.0,2.0,0.0,0.0,0.0,0.0,1003.0,62.0,77.0,97.0,989.0,28.0,5.0,1.0,1075.0,2.0,6.0,4.0,8.0,Matches,Dortmund
753,Mateu Morey,es ESP,DF,21-046,16.2,925.0,794.0,131.0,13.0,1.0,64.0,12.0,27.0,0.0,0.0,0.0,0.0,662.0,128.0,135.0,81.0,702.0,18.0,118.0,0.0,767.0,1.0,7.0,36.0,28.0,Matches,Dortmund
754,Thorgan Hazard,be BEL,FW,28-019,11.6,559.0,515.0,44.0,9.0,2.0,56.0,26.0,21.0,18.0,6.0,10.0,0.0,410.0,62.0,87.0,102.0,420.0,13.0,14.0,8.0,464.0,4.0,2.0,14.0,18.0,Matches,Dortmund
755,Nico Schulz,de GER,"DF,MF",28-016,10.2,504.0,444.0,60.0,8.0,1.0,52.0,7.0,23.0,0.0,0.0,0.0,0.0,374.0,69.0,61.0,369.0,71.0,9.0,52.0,0.0,412.0,1.0,8.0,17.0,18.0,Matches,Dortmund
756,Felix Passlack,de GER,MF,22-323,7.0,369.0,315.0,54.0,3.0,0.0,53.0,5.0,7.0,0.0,0.0,0.0,0.0,265.0,58.0,46.0,77.0,230.0,9.0,51.0,1.0,311.0,0.0,3.0,2.0,13.0,Matches,Dortmund
757,Łukasz Piszczek,pl POL,"DF,MF",35-318,5.1,236.0,230.0,6.0,4.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,198.0,9.0,29.0,12.0,215.0,7.0,2.0,0.0,203.0,0.0,1.0,5.0,4.0,Matches,Dortmund
758,Youssoufa Moukoko,de GER,FW,16-148,5.1,84.0,77.0,7.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,67.0,10.0,7.0,63.0,18.0,1.0,0.0,1.0,64.0,0.0,1.0,2.0,3.0,Matches,Dortmund
759,Dan-Axel Zagadou,fr FRA,DF,21-318,4.3,251.0,245.0,6.0,6.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,200.0,23.0,28.0,186.0,49.0,10.0,0.0,0.0,217.0,0.0,2.0,2.0,2.0,Matches,Dortmund
760,Reinier,br BRA,MF,19-088,2.6,90.0,87.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,69.0,16.0,5.0,6.0,73.0,4.0,3.0,2.0,80.0,0.0,0.0,4.0,1.0,Matches,Dortmund
761,Ansgar Knauff,de GER,FW,19-097,2.2,48.0,47.0,1.0,0.0,0.0,15.0,1.0,7.0,0.0,0.0,0.0,0.0,26.0,9.0,13.0,4.0,39.0,2.0,1.0,0.0,33.0,0.0,1.0,2.0,2.0,Matches,Dortmund
762,Steffen Tigges,de GER,"FW,DF",22-260,1.7,22.0,20.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,6.0,7.0,7.0,2.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,Matches,Dortmund
763,Marko Dmitrović,rs SRB,GK,29-097,30.7,967.0,637.0,330.0,122.0,0.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,229.0,29.0,709.0,660.0,138.0,2.0,0.0,88.0,520.0,3.0,47.0,3.0,2.0,Matches,eibar
764,Kike,es ESP,FW,31-157,29.7,779.0,738.0,41.0,0.0,1.0,259.0,19.0,26.0,0.0,0.0,0.0,0.0,410.0,179.0,190.0,176.0,388.0,70.0,1.0,31.0,518.0,5.0,20.0,22.0,36.0,Matches,eibar
765,Anaitz Arbilla,es ESP,DF,33-351,27.6,1631.0,1365.0,266.0,76.0,2.0,184.0,128.0,30.0,3.0,1.0,2.0,0.0,818.0,324.0,489.0,347.0,935.0,112.0,187.0,5.0,1250.0,2.0,61.0,25.0,28.0,Matches,eibar
766,Edu Expósito,es ESP,MF,24-273,25.0,988.0,941.0,47.0,17.0,1.0,176.0,39.0,27.0,25.0,13.0,11.0,1.0,623.0,148.0,217.0,165.0,711.0,78.0,4.0,4.0,740.0,3.0,28.0,34.0,24.0,Matches,eibar
767,Alejandro Pozo Pozo,es ESP,"DF,MF",22-068,24.8,1102.0,908.0,194.0,17.0,0.0,108.0,30.0,58.0,0.0,0.0,0.0,0.0,547.0,256.0,299.0,119.0,750.0,46.0,177.0,2.0,793.0,2.0,25.0,29.0,43.0,Matches,eibar
768,Paulo Oliveira,pt POR,DF,29-113,24.5,957.0,920.0,37.0,35.0,1.0,130.0,38.0,1.0,0.0,0.0,0.0,0.0,506.0,82.0,369.0,48.0,749.0,109.0,2.0,1.0,672.0,2.0,54.0,12.0,9.0,Matches,eibar
769,Papakouli Diop,sn SEN,MF,35-043,22.7,776.0,756.0,20.0,18.0,2.0,165.0,29.0,7.0,0.0,0.0,0.0,0.0,417.0,108.0,251.0,74.0,526.0,119.0,0.0,3.0,547.0,4.0,30.0,18.0,18.0,Matches,eibar
770,Bryan,es ESP,"MF,FW",20-079,21.6,824.0,738.0,86.0,22.0,3.0,121.0,43.0,91.0,42.0,16.0,23.0,2.0,524.0,123.0,177.0,726.0,44.0,22.0,22.0,2.0,550.0,2.0,19.0,23.0,54.0,Matches,eibar
771,Sergio Álvarez,es ESP,"MF,DF",29-098,20.0,675.0,662.0,13.0,11.0,0.0,127.0,24.0,8.0,0.0,0.0,0.0,0.0,427.0,85.0,163.0,64.0,513.0,62.0,1.0,1.0,525.0,1.0,20.0,8.0,12.0,Matches,eibar
