,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
740,Marco Reus,de GER,MF,31-321,30.1,6,60.0,24.0,40.0,1.99,0.8,0.1,0.25,16.7,7.0,0,2,8.3,6.5,0.12,-3.3,-1.5,Matches,Dortmund
741,Emre Can,de GER,DF,27-095,29.3,2,25.0,7.0,28.0,0.85,0.24,0.08,0.29,17.9,0.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,Dortmund
742,Raphaël Guerreiro,pt POR,"DF,MF",27-116,28.5,4,41.0,15.0,36.6,1.44,0.53,0.1,0.27,18.7,4.0,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches,Dortmund
743,Jadon Sancho,eng ENG,"FW,MF",21-023,27.7,12,60.0,22.0,36.7,2.17,0.79,0.15,0.41,17.4,3.0,3,3,7.3,5.8,0.12,0.7,0.2,Matches,Dortmund
744,Jude Bellingham,eng ENG,MF,17-292,25.7,3,40.0,14.0,35.0,1.56,0.54,0.08,0.21,18.3,0.0,0,0,3.0,3.0,0.08,-1.0,-1.0,Matches,Dortmund
745,Gio Reyna,us USA,MF,18-155,25.0,4,40.0,13.0,32.5,1.6,0.52,0.1,0.31,16.3,0.0,0,0,3.5,3.5,0.1,-0.5,-0.5,Matches,Dortmund
746,Marwin Hitz,ch SUI,GK,33-211,23.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
747,Thomas Delaney,dk DEN,MF,29-226,22.2,1,12.0,4.0,33.3,0.54,0.18,0.08,0.25,14.1,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,Dortmund
748,Thomas Meunier,be BEL,MF,29-217,20.6,1,14.0,2.0,14.3,0.68,0.1,0.07,0.5,17.0,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches,Dortmund
749,Roman Bürki,ch SUI,GK,30-154,20.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
750,Julian Brandt,de GER,MF,24-350,19.3,3,30.0,11.0,36.7,1.56,0.57,0.1,0.27,18.3,1.0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches,Dortmund
751,Mahmoud Dahoud,de GER,MF,25-106,17.8,2,30.0,10.0,33.3,1.69,0.56,0.07,0.2,23.6,1.0,0,0,1.1,1.1,0.05,0.9,0.9,Matches,Dortmund
752,Axel Witsel,be BEL,MF,32-095,17.8,1,18.0,4.0,22.2,1.01,0.23,0.06,0.25,20.2,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,Dortmund
753,Mateu Morey,es ESP,DF,21-046,16.2,0,2.0,0.0,0.0,0.12,0.0,0.0,,25.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Dortmund
754,Thorgan Hazard,be BEL,FW,28-019,11.6,3,20.0,10.0,50.0,1.73,0.86,0.15,0.3,17.5,1.0,0,0,1.5,1.5,0.08,0.5,0.5,Matches,Dortmund
755,Nico Schulz,de GER,"DF,MF",28-016,10.2,0,4.0,0.0,0.0,0.39,0.0,0.0,,17.9,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches,Dortmund
756,Felix Passlack,de GER,MF,22-323,7.0,1,6.0,1.0,16.7,0.86,0.14,0.17,1.0,21.9,0.0,0,0,0.9,0.9,0.15,0.1,0.1,Matches,Dortmund
757,Łukasz Piszczek,pl POL,"DF,MF",35-318,5.1,1,4.0,4.0,100.0,0.78,0.78,0.25,0.25,6.1,0.0,0,0,0.7,0.7,0.36,0.3,0.3,Matches,Dortmund
758,Youssoufa Moukoko,de GER,FW,16-148,5.1,3,20.0,8.0,40.0,3.96,1.58,0.15,0.38,15.4,0.0,0,0,2.8,2.8,0.14,0.2,0.2,Matches,Dortmund
759,Dan-Axel Zagadou,fr FRA,DF,21-318,4.3,0,2.0,1.0,50.0,0.46,0.23,0.0,0.0,10.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Dortmund
760,Reinier,br BRA,MF,19-088,2.6,1,3.0,1.0,33.3,1.13,0.38,0.33,1.0,10.7,0.0,0,0,0.9,0.9,0.29,0.1,0.1,Matches,Dortmund
761,Ansgar Knauff,de GER,FW,19-097,2.2,1,1.0,1.0,100.0,0.45,0.45,1.0,1.0,19.2,0.0,0,0,0.1,0.1,0.05,0.9,0.9,Matches,Dortmund
762,Steffen Tigges,de GER,"FW,DF",22-260,1.7,0,8.0,2.0,25.0,4.71,1.18,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Dortmund
763,Marko Dmitrović,rs SRB,GK,29-097,30.7,1,1.0,0.0,0.0,0.03,0.0,0.0,,44.0,0.0,1,2,1.6,0.1,,-0.6,-0.1,Matches,eibar
764,Kike,es ESP,FW,31-157,29.7,9,79.0,29.0,36.7,2.66,0.98,0.11,0.31,13.3,1.0,0,0,9.0,9.0,0.12,0.0,0.0,Matches,eibar
765,Anaitz Arbilla,es ESP,DF,33-351,27.6,0,24.0,2.0,8.3,0.87,0.07,0.0,0.0,27.6,4.0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches,eibar
766,Edu Expósito,es ESP,MF,24-273,25.0,0,36.0,8.0,22.2,1.44,0.32,0.0,0.0,23.3,0.0,0,2,3.0,1.4,0.04,-3.0,-1.4,Matches,eibar
767,Alejandro Pozo Pozo,es ESP,"DF,MF",22-068,24.8,0,11.0,1.0,9.1,0.44,0.04,0.0,0.0,22.6,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,eibar
768,Paulo Oliveira,pt POR,DF,29-113,24.5,0,10.0,3.0,30.0,0.41,0.12,0.0,0.0,10.7,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,eibar
769,Papakouli Diop,sn SEN,MF,35-043,22.7,1,22.0,7.0,31.8,0.98,0.31,0.05,0.14,18.0,0.0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches,eibar
770,Bryan,es ESP,"MF,FW",20-079,21.6,3,34.0,10.0,29.4,1.57,0.46,0.09,0.3,17.6,1.0,0,0,2.6,2.3,0.07,0.4,0.7,Matches,eibar
771,Sergio Álvarez,es ESP,"MF,DF",29-098,20.0,0,8.0,3.0,37.5,0.4,0.15,0.0,0.0,16.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,eibar
772,Takashi Inui,jp JPN,"MF,FW",32-333,20.0,1,35.0,17.0,48.6,1.75,0.85,0.03,0.06,20.0,0.0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches,eibar
773,Pedro Bigas,es ESP,DF,30-228,17.3,0,11.0,1.0,9.1,0.64,0.06,0.0,0.0,12.9,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,eibar
774,Esteban Burgos,ar ARG,DF,29-112,15.7,3,3.0,2.0,66.7,0.19,0.13,0.33,0.5,18.5,0.0,2,3,3.3,1.1,0.35,-0.3,-0.1,Matches,eibar
775,Kévin Rodrigues,pt POR,"DF,MF",27-057,13.7,1,13.0,4.0,30.8,0.95,0.29,0.08,0.25,22.1,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Matches,eibar
776,Yoshinori Mutō,jp JPN,"FW,MF",28-290,13.7,3,25.0,9.0,36.0,1.83,0.66,0.12,0.33,15.6,0.0,0,0,2.0,2.0,0.1,-1.0,-1.0,Matches,eibar
777,Rafa Soares,pt POR,DF,25-357,13.2,0,2.0,0.0,0.0,0.15,0.0,0.0,,19.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,eibar
778,Pedro León,es ESP,"MF,FW",34-158,12.8,4,28.0,8.0,28.6,2.19,0.62,0.14,0.5,24.0,4.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,eibar
779,Sergi Enrich,es ESP,FW,31-064,11.3,3,29.0,9.0,31.0,2.56,0.79,0.1,0.33,9.5,0.0,0,1,4.4,3.6,0.13,-2.4,-1.6,Matches,eibar
780,Recio,es ESP,"MF,FW",30-110,9.1,0,10.0,1.0,10.0,1.1,0.11,0.0,0.0,20.9,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,eibar
781,Rober Correa,es ESP,DF,28-223,8.1,0,1.0,0.0,0.0,0.12,0.0,0.0,,22.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,eibar
782,José Ángel,es ESP,DF,31-238,6.5,0,1.0,0.0,0.0,0.15,0.0,0.0,,29.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,eibar
783,Yoel,es ESP,GK,32-246,5.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar
784,Aleix García,es ESP,MF,23-307,4.7,0,3.0,1.0,33.3,0.64,0.21,0.0,0.0,17.1,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,eibar
785,Miguel Atienza,es ESP,MF,21-339,4.5,0,1.0,0.0,0.0,0.22,0.0,0.0,,21.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,eibar
786,Damian Kądzior,pl POL,"FW,MF",28-319,4.1,0,6.0,1.0,16.7,1.46,0.24,0.0,0.0,21.5,1.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,eibar
787,Quique,es ESP,"FW,MF",30-350,3.7,1,5.0,2.0,40.0,1.34,0.54,0.2,0.5,15.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,eibar
788,Sergio Cubero Ezcurra,es ESP,MF,21-238,2.1,0,1.0,1.0,100.0,0.47,0.47,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar
789,Unai Dufur,es ESP,DF,22-120,1.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar
790,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",22-120,1.5,0,1.0,0.0,0.0,1.91,0.0,0.0,,26.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,eibar
791,Roberto Olabe del Arco,es ESP,MF,24-361,1.5,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,eibar
792,Álvaro Tejero,es ESP,DF,24-285,1.2,0,2.0,1.0,50.0,1.64,0.82,0.0,0.0,26.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,eibar
793,Eñaut Mendía,es ESP,FW,21-310,0.7,0,1.0,0.0,0.0,1.48,0.0,0.0,,27.2,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,eibar
794,Kevin Trapp,de GER,GK,30-283,30.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Eintracht Frankfurt
795,André Silva,pt POR,FW,25-162,26.7,24,92.0,47.0,51.1,3.45,1.76,0.2,0.38,12.6,2.0,6,6,19.4,14.8,0.18,3.6,2.2,Matches,Eintracht Frankfurt
796,Martin Hinteregger,at AUT,DF,28-222,25.6,1,23.0,6.0,26.1,0.9,0.23,0.04,0.17,14.1,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,Eintracht Frankfurt
797,Daichi Kamada,jp JPN,"MF,FW",24-255,22.7,5,35.0,10.0,28.6,1.54,0.44,0.14,0.5,16.7,2.0,0,0,4.8,4.8,0.15,0.2,0.2,Matches,Eintracht Frankfurt
798,Filip Kostić,rs SRB,DF,28-167,22.2,4,40.0,17.0,42.5,1.8,0.77,0.1,0.24,19.9,3.0,0,0,3.5,3.5,0.09,0.5,0.5,Matches,Eintracht Frankfurt
799,Makoto Hasebe,jp JPN,"DF,MF",37-089,20.8,0,2.0,1.0,50.0,0.1,0.05,0.0,0.0,21.6,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,Eintracht Frankfurt
800,Djibril Sow,ch SUI,MF,24-070,20.1,0,10.0,3.0,30.0,0.5,0.15,0.0,0.0,21.0,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Eintracht Frankfurt
801,Obite N'Dicka,fr FRA,DF,21-240,20.0,2,13.0,3.0,23.1,0.65,0.15,0.15,0.67,11.4,0.0,0,0,0.9,0.9,0.07,1.1,1.1,Matches,Eintracht Frankfurt
802,Sebastian Rode,de GER,MF,30-188,17.5,1,3.0,3.0,100.0,0.17,0.17,0.33,0.33,22.4,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Matches,Eintracht Frankfurt
803,Stefan Ilsanker,at AUT,"MF,DF",31-334,15.6,1,10.0,2.0,20.0,0.64,0.13,0.1,0.5,15.3,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,Eintracht Frankfurt
804,Erik Durm,de GER,DF,28-340,14.9,1,18.0,6.0,33.3,1.21,0.4,0.06,0.17,19.6,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,Eintracht Frankfurt
805,David Abraham,ar ARG,DF,34-276,14.6,1,10.0,2.0,20.0,0.69,0.14,0.1,0.5,16.0,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Matches,Eintracht Frankfurt
806,Amin Younes,de GER,"MF,FW",27-254,14.2,4,29.0,11.0,37.9,2.05,0.78,0.14,0.36,17.5,0.0,0,0,3.2,3.2,0.11,-0.2,-0.2,Matches,Eintracht Frankfurt
807,Tuta,br BRA,DF,21-287,13.2,0,3.0,0.0,0.0,0.23,0.0,0.0,,14.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Eintracht Frankfurt
808,Aymen Barkok,ma MAR,"FW,MF",22-331,10.2,2,15.0,5.0,33.3,1.47,0.49,0.13,0.4,19.7,1.0,0,0,1.4,1.4,0.1,0.6,0.6,Matches,Eintracht Frankfurt
809,Bas Dost,nl NED,FW,31-321,10.1,5,16.0,8.0,50.0,1.59,0.79,0.25,0.5,9.5,0.0,1,1,4.3,3.5,0.25,-0.3,-0.5,Matches,Eintracht Frankfurt
810,Almamy Touré,ml MLI,DF,24-354,7.9,0,12.0,3.0,25.0,1.51,0.38,0.0,0.0,14.4,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,Eintracht Frankfurt
811,Steven Zuber,ch SUI,DF,29-243,6.9,0,6.0,2.0,33.3,0.87,0.29,0.0,0.0,17.5,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,Eintracht Frankfurt
812,Luka Jović,rs SRB,"FW,MF",23-115,6.6,4,16.0,6.0,37.5,2.41,0.9,0.25,0.67,12.2,0.0,0,0,1.9,1.9,0.12,2.1,2.1,Matches,Eintracht Frankfurt
813,Dominik Kohr,de GER,"MF,FW",27-076,4.0,0,8.0,0.0,0.0,2.01,0.0,0.0,,18.7,1.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,Eintracht Frankfurt
814,Danny da Costa,de GER,DF,27-278,2.2,0,3.0,0.0,0.0,1.35,0.0,0.0,,20.1,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Eintracht Frankfurt
815,Timothy Chandler,us USA,DF,31-019,1.5,1,5.0,3.0,60.0,3.24,1.94,0.2,0.33,12.6,0.0,0,0,0.7,0.7,0.23,0.3,0.3,Matches,Eintracht Frankfurt
816,Ajdin Hrustic,au AUS,"MF,FW",24-286,1.4,0,3.0,1.0,33.3,2.08,0.69,0.0,0.0,27.3,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Eintracht Frankfurt
817,Ragnar Ache,de GER,"FW,MF",22-263,0.9,0,1.0,0.0,0.0,1.08,0.0,0.0,,18.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,Eintracht Frankfurt
818,Gonzalo Verdú,es ESP,DF,32-192,30.0,0,10.0,4.0,40.0,0.33,0.13,0.0,0.0,13.9,2.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,elche
819,Édgar Badía,es ESP,GK,29-078,30.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
820,Raúl Guti,es ESP,MF,24-122,28.7,2,25.0,5.0,20.0,0.87,0.17,0.08,0.4,21.2,0.0,0,0,1.4,1.4,0.06,0.6,0.6,Matches,elche
821,Iván Marcone,ar ARG,MF,30-332,27.7,0,2.0,0.0,0.0,0.07,0.0,0.0,,16.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,elche
822,Lucas Boyé,ar ARG,FW,25-062,26.3,7,47.0,18.0,38.3,1.79,0.68,0.15,0.39,17.0,2.0,0,0,4.4,4.4,0.1,1.6,1.6,Matches,elche
823,Tete Morente,es ESP,"MF,FW",24-148,22.2,2,19.0,3.0,15.8,0.87,0.14,0.11,0.67,16.1,0.0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches,elche
824,Fidel,es ESP,"MF,DF",31-186,22.1,5,12.0,6.0,50.0,0.54,0.27,0.25,0.5,22.2,3.0,2,2,2.9,1.3,0.11,2.1,1.7,Matches,elche
825,Antonio Barragán,es ESP,DF,33-323,21.3,0,4.0,0.0,0.0,0.19,0.0,0.0,,14.4,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,elche
826,Josema,es ESP,DF,24-329,20.1,0,6.0,0.0,0.0,0.3,0.0,0.0,,16.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,elche
827,Josan,es ESP,"MF,DF",31-149,19.1,4,13.0,8.0,61.5,0.68,0.42,0.31,0.5,15.5,0.0,0,0,1.6,1.6,0.12,2.4,2.4,Matches,elche
828,Pere Milla,es ESP,"FW,MF",28-220,17.9,3,24.0,10.0,41.7,1.34,0.56,0.13,0.3,11.1,0.0,0,0,4.7,4.7,0.2,-1.7,-1.7,Matches,elche
829,Dani Calvo,es ESP,DF,27-030,17.8,2,8.0,4.0,50.0,0.45,0.23,0.25,0.5,8.9,0.0,0,0,0.9,0.9,0.13,1.1,1.1,Matches,elche
830,Emiliano Rigoni,ar ARG,"MF,FW",28-086,14.1,2,18.0,7.0,38.9,1.28,0.5,0.11,0.29,20.3,4.0,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches,elche
831,Johan Mojica,co COL,DF,28-253,13.2,0,7.0,2.0,28.6,0.53,0.15,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,elche
832,Diego González,es ESP,DF,26-093,11.2,0,3.0,1.0,33.3,0.27,0.09,0.0,0.0,7.3,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,elche
833,Guido Carrillo,ar ARG,FW,29-341,10.5,3,23.0,8.0,34.8,2.19,0.76,0.13,0.38,12.0,0.0,0,0,2.4,2.4,0.12,0.6,0.6,Matches,elche
834,Cifu,es ESP,DF,30-208,7.6,0,5.0,1.0,20.0,0.66,0.13,0.0,0.0,22.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,elche
835,Juan Sánchez Miño,ar ARG,"DF,MF",31-120,7.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
836,Víctor Rodríguez,es ESP,MF,31-282,6.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
837,Omenuke Mfulu,cd COD,MF,27-042,6.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
838,Nino,es ESP,"FW,MF",40-325,5.8,1,4.0,2.0,50.0,0.69,0.35,0.25,0.5,13.0,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,elche
839,Helibelton Palacios,co COL,DF,27-326,5.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
840,Luismi,es ESP,"MF,DF",28-361,3.3,0,1.0,0.0,0.0,0.3,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
841,Paulo Gazzaniga,ar ARG,GK,29-119,3.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
842,Diego Matías Rodríguez,ar ARG,GK,31-310,3.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,elche
843,Jony Álamo,es ESP,MF,19-218,2.8,0,2.0,0.0,0.0,0.71,0.0,0.0,,26.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,elche
844,Jeison Lucumí,co COL,FW,26-023,2.7,0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
845,John Donald,es ESP,DF,20-244,2.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
846,José Salinas,es ESP,DF,20-213,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0,,,,0,0,,,,,,Matches,elche
847,Pablo Piatti,ar ARG,"FW,MF",32-031,1.5,0,1.0,1.0,100.0,0.66,0.66,0.0,0.0,22.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,elche
848,Gerard Barri,es ESP,DF,20-119,1.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,elche
849,Youssouf Koné,ml MLI,"DF,FW",25-300,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
850,Diego Bri,es ESP,FW,18-231,0.5,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,elche
851,Ramón Folch,es ESP,MF,31-209,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,elche
852,Michael Keane,eng ENG,DF,28-115,34.9,4,18.0,7.0,38.9,0.52,0.2,0.22,0.57,10.6,0.0,0,0,1.2,1.2,0.09,1.8,1.8,Matches,Everton
853,Richarlison,br BRA,FW,23-361,32.3,12,88.0,36.0,40.9,2.73,1.11,0.13,0.31,14.7,1.0,1,1,10.0,9.2,0.13,-4.0,-4.2,Matches,Everton
854,Dominic Calvert-Lewin,eng ENG,FW,24-051,31.7,20,87.0,50.0,57.5,2.74,1.58,0.23,0.4,11.7,0.0,0,0,13.6,13.6,0.2,1.4,1.4,Matches,Everton
855,Lucas Digne,fr FRA,"DF,MF",27-290,30.4,0,13.0,0.0,0.0,0.43,0.0,0.0,,22.9,3.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,Everton
856,Ben Godfrey,eng ENG,DF,23-111,30.3,0,15.0,2.0,13.3,0.49,0.07,0.0,0.0,14.7,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Everton
857,Gylfi Sigurðsson,is ISL,"MF,FW",31-240,29.2,8,53.0,15.0,28.3,1.81,0.51,0.08,0.27,20.5,5.0,4,4,5.7,3.5,0.1,0.3,-0.5,Matches,Everton
858,Abdoulaye Doucouré,fr FRA,MF,28-125,27.9,3,18.0,6.0,33.3,0.65,0.22,0.17,0.5,17.2,0.0,0,0,2.0,2.0,0.13,0.0,0.0,Matches,Everton
859,Jordan Pickford,eng ENG,GK,27-060,27.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
860,Yerry Mina,co COL,DF,26-225,24.8,3,17.0,6.0,35.3,0.69,0.24,0.18,0.5,10.6,0.0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,Everton
861,Mason Holgate,eng ENG,DF,24-196,24.7,1,4.0,2.0,50.0,0.16,0.08,0.25,0.5,11.8,0.0,0,0,0.7,0.7,0.19,0.3,0.3,Matches,Everton
862,James Rodríguez,co COL,"FW,MF",29-298,21.7,6,40.0,19.0,47.5,1.84,0.87,0.15,0.32,19.7,4.0,0,0,3.3,3.3,0.09,2.7,2.7,Matches,Everton
863,André Gomes,pt POR,MF,27-280,20.9,0,16.0,3.0,18.8,0.77,0.14,0.0,0.0,26.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Everton
864,Alex Iwobi,ng NGA,"FW,DF",25-003,20.4,2,22.0,4.0,18.2,1.08,0.2,0.09,0.5,18.6,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,Everton
865,Séamus Coleman,ie IRL,DF,32-207,19.8,0,11.0,5.0,45.5,0.56,0.25,0.0,0.0,21.8,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Everton
866,Allan,br BRA,MF,30-118,19.5,0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,23.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Everton
867,Tom Davies,eng ENG,MF,22-310,17.5,0,8.0,0.0,0.0,0.46,0.0,0.0,,24.6,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,Everton
868,Robin Olsen,se SWE,GK,31-118,11.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
869,Bernard,br BRA,"FW,MF",28-240,8.4,3,17.0,8.0,47.1,2.01,0.95,0.18,0.38,20.4,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches,Everton
870,Fabian Delph,eng ENG,"MF,DF",31-166,4.6,0,3.0,0.0,0.0,0.66,0.0,0.0,,30.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Everton
871,Niels Nkounkou,fr FRA,DF,20-186,4.0,0,3.0,1.0,33.3,0.74,0.25,0.0,0.0,26.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Everton
872,Jonjoe Kenny,eng ENG,DF,24-052,3.5,0,4.0,0.0,0.0,1.14,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
873,Anthony Gordon,eng ENG,"FW,MF",20-071,3.3,0,12.0,2.0,16.7,3.62,0.6,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
874,João Virgínia,pt POR,GK,21-208,2.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
875,Cenk Tosun,tr TUR,FW,29-333,1.9,1,4.0,2.0,50.0,2.12,1.06,0.25,0.5,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
876,Joshua King,no NOR,"MF,FW",29-111,1.6,0,2.0,1.0,50.0,1.28,0.64,0.0,0.0,17.5,0.0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches,Everton
877,Moise Kean,it ITA,FW,21-067,1.3,2,8.0,2.0,25.0,6.0,1.5,0.13,0.5,23.1,0.0,1,1,0.0,0.0,0.03,0.0,0.0,Matches,Everton
878,Theo Walcott,eng ENG,FW,32-051,1.1,0,5.0,1.0,20.0,4.37,0.87,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
879,Jarrad Branthwaite,eng ENG,DF,18-313,0.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Everton
880,Jean-Philippe Gbamin,ci CIV,MF,25-223,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
881,Tyler Onyango,eng ENG,MF,18-063,0.1,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Everton
882,Thierry Small,eng ENG,DF,16-278,0.1,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Everton
883,Nathan Broadhead,wal WAL,MF,23-031,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Everton
