,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
1513,Adama Soumaoro,fr FRA,DF,28-318,2.8,0,3.0,0.0,0.0,1.09,0.0,0.0,,13.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,lille
1514,Orestis Karnezis,gr GRE,GK,35-295,1.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,lille
1515,Aguibou Camara,gn GUI,FW,19-347,1.0,1,2.0,1.0,50.0,2.0,1.0,0.5,1.0,,,0,0,,,,,,Matches,lille
1516,Cheikh Niasse,sn SEN,DF,21-103,0.8,0,1.0,0.0,0.0,1.29,0.0,0.0,,16.6,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,lille
1517,Andrew Robertson,sco SCO,DF,27-056,43.3,1,21.0,5.0,23.8,0.48,0.12,0.05,0.2,18.7,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches,Liverpool
1518,Mohamed Salah,eg EGY,FW,28-325,41.7,29,131.0,58.0,44.3,3.14,1.39,0.17,0.38,16.1,1.0,7,7,22.3,17.1,0.14,3.7,1.9,Matches,Liverpool
1519,Georginio Wijnaldum,nl NED,MF,30-176,39.8,3,37.0,11.0,29.7,0.93,0.28,0.08,0.27,17.4,1.0,0,0,3.6,3.6,0.11,-1.6,-1.6,Matches,Liverpool
1520,Trent Alexander-Arnold,eng ENG,DF,22-211,37.6,2,46.0,10.0,21.7,1.22,0.27,0.04,0.2,24.2,13.0,0,0,2.1,2.1,0.05,-0.1,-0.1,Matches,Liverpool
1521,Sadio Mané,sn SEN,FW,29-026,37.5,13,109.0,45.0,41.3,2.91,1.2,0.12,0.29,12.9,0.0,0,0,15.8,15.8,0.16,-4.8,-4.8,Matches,Liverpool
1522,Alisson,br BRA,GK,28-216,37.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1523,Fabinho,br BRA,MF,27-195,33.5,0,11.0,3.0,27.3,0.33,0.09,0.0,0.0,18.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,Liverpool
1524,Roberto Firmino,br BRA,FW,29-216,33.3,6,90.0,31.0,34.4,2.7,0.93,0.07,0.19,13.5,0.0,0,0,13.2,13.2,0.16,-7.2,-7.2,Matches,Liverpool
1525,Jordan Henderson,eng ENG,"MF,DF",30-323,23.5,1,18.0,4.0,22.2,0.77,0.17,0.06,0.25,19.0,1.0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches,Liverpool
1526,Curtis Jones,eng ENG,MF,20-096,20.8,4,36.0,18.0,50.0,1.73,0.86,0.11,0.22,18.4,0.0,0,0,2.0,2.0,0.08,0.0,0.0,Matches,Liverpool
1527,Thiago Alcántara,es ESP,MF,30-025,19.5,0,18.0,4.0,22.2,0.93,0.21,0.0,0.0,21.4,1.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,Liverpool
1528,James Milner,eng ENG,MF,35-122,19.4,0,24.0,4.0,16.7,1.24,0.21,0.0,0.0,22.4,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Liverpool
1529,Diogo Jota,pt POR,FW,24-153,17.9,12,61.0,33.0,54.1,3.41,1.85,0.2,0.36,13.0,0.0,0,0,9.1,9.1,0.16,2.9,2.9,Matches,Liverpool
1530,Nathaniel Phillips,eng ENG,DF,24-046,14.2,0,6.0,0.0,0.0,0.42,0.0,0.0,,10.3,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Liverpool
1531,Ozan Kabak,tr TUR,DF,21-042,12.4,0,2.0,0.0,0.0,0.16,0.0,0.0,,5.8,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,Liverpool
1532,Joe Gomez,eng ENG,DF,23-348,11.2,0,1.0,0.0,0.0,0.09,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1533,Rhys Williams,eng ENG,DF,20-092,10.1,0,1.0,0.0,0.0,0.1,0.0,0.0,,10.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Liverpool
1534,Joël Matip,cm CMR,DF,29-271,9.6,1,6.0,2.0,33.3,0.62,0.21,0.17,0.5,7.4,0.0,0,0,0.7,0.7,0.11,0.3,0.3,Matches,Liverpool
1535,Xherdan Shaqiri,ch SUI,"MF,FW",29-208,8.9,1,13.0,1.0,7.7,1.47,0.11,0.08,1.0,20.8,1.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Liverpool
1536,Takumi Minamino,jp JPN,"FW,MF",26-110,8.7,4,18.0,9.0,50.0,2.07,1.04,0.22,0.44,16.4,0.0,0,0,1.0,1.0,0.1,0.0,0.0,Matches,Liverpool
1537,Neco Williams,wal WAL,DF,20-023,8.5,0,7.0,1.0,14.3,0.82,0.12,0.0,0.0,17.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Liverpool
1538,Naby Keïta,gn GUI,MF,26-085,8.3,0,11.0,3.0,27.3,1.33,0.36,0.0,0.0,19.2,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Liverpool
1539,Virgil van Dijk,nl NED,DF,29-302,6.6,1,6.0,3.0,50.0,0.91,0.45,0.17,0.33,13.5,0.0,0,0,0.3,0.3,0.08,0.7,0.7,Matches,Liverpool
1540,Divock Origi,be BEL,FW,26-018,6.0,1,13.0,5.0,38.5,2.16,0.83,0.08,0.2,17.5,0.0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches,Liverpool
1541,Adrián,es ESP,GK,34-123,6.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1542,Caoimhín Kelleher,ie IRL,GK,22-164,5.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1543,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",27-264,3.2,0,8.0,2.0,25.0,2.54,0.63,0.0,0.0,20.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Liverpool
1544,Kostas Tsimikas,gr GRE,DF,24-359,2.5,0,3.0,0.0,0.0,1.19,0.0,0.0,,18.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Liverpool
1545,Marko Grujić,rs SRB,MF,25-023,2.0,1,9.0,3.0,33.3,4.5,1.5,0.11,0.33,,,0,0,,,,,,Matches,Liverpool
1546,Harry Wilson,wal WAL,MF,24-045,1.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1547,Leighton Clarkson,eng ENG,MF,19-199,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1548,Harvey Elliot,eng ENG,FW,18-032,0.6,0,4.0,3.0,75.0,6.43,4.82,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1549,Billy Koumetio,fr FRA,DF,18-173,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1550,Rhian Brewster,eng ENG,FW,21-035,0.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1551,Laurent Abergel,fr FRA,MF,28-090,29.1,3,27.0,10.0,37.0,0.93,0.34,0.11,0.3,25.9,0.0,0,0,1.2,1.2,0.04,1.8,1.8,Matches,lorient
1552,Julien Laporte,fr FRA,DF,27-179,27.7,0,9.0,1.0,11.1,0.32,0.04,0.0,0.0,12.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,lorient
1553,Yoane Wissa,cd COD,"FW,MF",24-241,27.5,9,52.0,21.0,40.4,1.89,0.76,0.12,0.29,15.6,0.0,3,4,9.8,7.5,0.16,-1.8,-1.5,Matches,lorient
1554,Andrew Gravillon,fr FRA,DF,23-083,24.2,1,14.0,4.0,28.6,0.58,0.16,0.07,0.25,15.7,1.0,0,0,1.0,1.0,0.07,0.0,0.0,Matches,lorient
1555,Jérémy Morel,mg MAD,DF,37-030,23.7,0,7.0,1.0,14.3,0.3,0.04,0.0,0.0,10.6,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,lorient
1556,Vincent Le Goff,fr FRA,DF,31-199,21.8,0,8.0,4.0,50.0,0.37,0.18,0.0,0.0,18.6,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,lorient
1557,Trevoh Chalobah,eng ENG,"MF,DF",21-301,21.6,1,12.0,2.0,16.7,0.56,0.09,0.08,0.5,13.3,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches,lorient
1558,Paul Nardi,fr FRA,GK,26-349,20.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lorient
1559,Terem Moffi,ng NGA,FW,21-342,19.9,15,53.0,26.0,49.1,2.66,1.31,0.26,0.54,14.4,0.0,1,1,12.1,11.3,0.23,1.9,1.7,Matches,lorient
1560,Fabien Lemoine,fr FRA,MF,34-047,19.5,0,15.0,3.0,20.0,0.77,0.15,0.0,0.0,24.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,lorient
1561,Enzo Le Fée,fr FRA,"MF,FW",21-088,17.6,0,27.0,5.0,18.5,1.53,0.28,0.0,0.0,27.0,4.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,lorient
1562,Armand Lauriente,fr FRA,"FW,MF",22-149,17.3,3,57.0,20.0,35.1,3.3,1.16,0.05,0.15,22.7,13.0,0,0,3.1,3.1,0.05,-0.1,-0.1,Matches,lorient
1563,Quentin Boisgard,fr FRA,"MF,FW",24-046,16.5,2,26.0,7.0,26.9,1.58,0.43,0.08,0.29,21.1,3.0,0,0,1.9,1.9,0.08,0.1,0.1,Matches,lorient
1564,Houboulang Mendes,fr FRA,DF,22-363,15.4,0,5.0,0.0,0.0,0.32,0.0,0.0,,26.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,lorient
1565,Matthieu Dreyer,fr FRA,GK,32-043,15.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lorient
1566,Jérôme Hergault,fr FRA,DF,35-027,14.4,1,3.0,1.0,33.3,0.21,0.07,0.33,1.0,20.2,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches,lorient
1567,Thomas Monconduit,fr FRA,MF,30-081,12.8,1,21.0,4.0,19.0,1.64,0.31,0.05,0.25,27.1,2.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,lorient
1568,Adrian Grbić,at AUT,FW,24-271,11.3,4,34.0,11.0,32.4,3.01,0.98,0.03,0.09,18.5,4.0,3,3,5.7,3.4,0.11,-1.7,-2.4,Matches,lorient
1569,Jonathan Delaplace,fr FRA,DF,35-043,11.1,0,7.0,1.0,14.3,0.63,0.09,0.0,0.0,23.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,lorient
1570,Pierre-Yves Hamel,fr FRA,FW,27-088,10.8,4,30.0,11.0,36.7,2.78,1.02,0.1,0.27,14.2,0.0,1,1,4.3,3.5,0.15,-0.3,-0.5,Matches,lorient
1571,Thomas Fontaine,mg MAD,DF,29-359,3.6,0,2.0,1.0,50.0,0.56,0.28,0.0,0.0,18.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,lorient
1572,Sylvain Marveaux,fr FRA,"MF,FW",35-017,3.0,0,5.0,1.0,20.0,1.68,0.34,0.0,0.0,16.6,0.0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches,lorient
1573,Yoann Etienne,fr FRA,DF,23-348,2.8,0,2.0,0.0,0.0,0.7,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lorient
1574,Franklin Wadja,cm CMR,MF,26-001,2.4,0,3.0,0.0,0.0,1.27,0.0,0.0,,30.8,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,lorient
1575,Stéphane Diarra,fr FRA,"FW,MF",22-144,2.3,0,3.0,2.0,66.7,1.29,0.86,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,lorient
1576,Loris Mouyokolo,cg CGO,DF,19-345,2.2,0,1.0,1.0,100.0,0.45,0.45,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lorient
1577,Teddy Bartouche,fr FRA,GK,23-331,1.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,lorient
1578,Umut Bozok,tr TUR,"FW,MF",24-225,0.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lorient
1579,Anthony Lopes,pt POR,GK,30-213,35.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1580,Marcelo,br BRA,DF,33-347,31.9,2,25.0,6.0,24.0,0.78,0.19,0.08,0.33,11.8,1.0,0,0,1.2,1.2,0.06,0.8,0.8,Matches,lyon
1581,Memphis Depay,nl NED,FW,27-078,31.5,20,100.0,43.0,43.0,3.18,1.37,0.12,0.28,21.1,12.0,8,8,16.5,10.4,0.12,1.5,-0.4,Matches,lyon
1582,Leo Dubois,fr FRA,DF,26-230,30.2,2,16.0,2.0,12.5,0.53,0.07,0.13,1.0,20.3,0.0,0,0,0.8,0.8,0.05,1.2,1.2,Matches,lyon
1583,Karl Toko Ekambi,cm CMR,FW,28-230,28.7,12,79.0,32.0,40.5,2.76,1.12,0.15,0.38,12.9,0.0,0,0,16.0,16.0,0.21,-4.0,-4.0,Matches,lyon
1584,Jason Denayer,be BEL,DF,25-308,27.4,2,6.0,2.0,33.3,0.22,0.07,0.33,1.0,16.8,0.0,0,0,0.5,0.5,0.1,0.5,0.5,Matches,lyon
1585,Maxwel Cornet,ci CIV,"DF,FW",24-217,25.8,4,23.0,12.0,52.2,0.89,0.47,0.17,0.33,17.3,2.0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches,lyon
1586,Thiago Mendes,br BRA,MF,29-048,25.4,0,23.0,7.0,30.4,0.91,0.28,0.0,0.0,21.2,0.0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches,lyon
1587,Lucas Paquetá,br BRA,MF,23-248,24.7,7,58.0,25.0,43.1,2.34,1.01,0.12,0.28,17.8,4.0,0,0,8.1,8.1,0.17,-2.1,-2.1,Matches,lyon
1588,Tino Kadewere,zw ZIM,FW,25-117,21.3,10,57.0,22.0,38.6,2.67,1.03,0.18,0.45,11.8,0.0,0,0,9.8,9.8,0.17,0.2,0.2,Matches,lyon
1589,Bruno Guimarães,br BRA,MF,23-167,20.1,1,21.0,9.0,42.9,1.04,0.45,0.05,0.11,22.5,0.0,0,0,0.9,0.9,0.04,0.1,0.1,Matches,lyon
1590,Maxence Caqueret,fr FRA,MF,21-076,20.0,0,11.0,1.0,9.1,0.55,0.05,0.0,0.0,19.8,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,lyon
1591,Houssem Aouar,fr FRA,MF,22-306,19.2,6,73.0,24.0,32.9,3.8,1.25,0.04,0.13,16.1,0.0,3,3,9.2,7.7,0.12,-4.2,-4.7,Matches,lyon
1592,Mattia De Sciglio,it ITA,DF,28-194,18.3,0,4.0,2.0,50.0,0.22,0.11,0.0,0.0,24.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,lyon
1593,Sinaly Diomande,ci CIV,DF,20-023,14.5,0,13.0,2.0,15.4,0.9,0.14,0.0,0.0,15.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,lyon
1594,Rayan Cherki,fr FRA,"FW,MF",17-258,9.5,3,25.0,12.0,48.0,2.63,1.26,0.12,0.25,19.5,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,lyon
1595,Melvin Bard,fr FRA,DF,20-177,8.5,0,4.0,3.0,75.0,0.47,0.35,0.0,0.0,16.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,lyon
1596,Islam Slimani,dz ALG,FW,32-318,7.7,3,27.0,9.0,33.3,3.52,1.17,0.11,0.33,10.8,0.0,0,0,2.2,2.2,0.14,-0.2,-0.2,Matches,lyon
1597,Moussa Dembélé,fr FRA,FW,24-294,7.5,1,27.0,8.0,29.6,3.59,1.06,0.04,0.13,13.6,1.0,0,0,3.8,3.8,0.14,-2.8,-2.8,Matches,lyon
1598,Djamel Benlamri,dz ALG,DF,31-128,3.4,1,1.0,1.0,100.0,0.29,0.29,1.0,1.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1599,Julian Pollersbeck,de GER,GK,26-259,3.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,lyon
1600,Joachim Andersen,dk DEN,DF,24-336,2.1,0,5.0,0.0,0.0,2.34,0.0,0.0,,20.0,1.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,lyon
1601,Jean Lucas,br BRA,MF,22-314,1.9,0,5.0,0.0,0.0,2.62,0.0,0.0,,25.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,lyon
1602,Fernando Marçal,br BRA,DF,32-072,0.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1603,Yaya Soumaré,fr FRA,FW,21-099,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1604,Jeff Reine-Adélaïde,fr FRA,FW,23-105,0.3,0,1.0,1.0,100.0,3.75,3.75,0.0,0.0,18.4,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,lyon
1605,Kenny Tete,nl NED,DF,25-205,0.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1606,Cenk Özkacar,tr TUR,DF,20-208,0.1,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,lyon
1607,Florent da Silva,fr FRA,FW,18-030,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1608,Malo Gusto,fr FRA,MF,17-348,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1609,Robin Zentner,de GER,GK,26-182,31.3,0,2.0,0.0,0.0,0.06,0.0,0.0,,20.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Mainz 05
1610,Jerry St. Juste,nl NED,DF,24-191,30.3,0,22.0,4.0,18.2,0.73,0.13,0.0,0.0,16.5,4.0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches,Mainz 05
1611,Moussa Niakhate,fr FRA,DF,25-051,30.2,3,6.0,3.0,50.0,0.2,0.1,0.33,0.67,13.5,0.0,1,1,2.5,1.8,0.29,0.5,0.2,Matches,Mainz 05
1612,Leandro Barreiro Martins,lu LUX,MF,21-115,23.2,2,30.0,9.0,30.0,1.29,0.39,0.07,0.22,16.0,0.0,0,0,2.9,2.9,0.1,-0.9,-0.9,Matches,Mainz 05
1613,Jean-Paul Boëtius,nl NED,"MF,FW",27-037,22.2,2,28.0,10.0,35.7,1.26,0.45,0.07,0.2,20.4,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,Mainz 05
1614,Danny Latza,de GER,MF,31-142,20.2,1,27.0,11.0,40.7,1.34,0.54,0.04,0.09,18.3,0.0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches,Mainz 05
1615,Karim Onisiwo,at AUT,FW,29-042,18.2,3,47.0,16.0,34.0,2.58,0.88,0.06,0.19,16.1,0.0,0,0,4.3,4.3,0.1,-1.3,-1.3,Matches,Mainz 05
1616,Phillipp Mwene,at AUT,DF,27-089,16.5,0,5.0,1.0,20.0,0.3,0.06,0.0,0.0,22.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Mainz 05
1617,Jonathan Burkardt,de GER,"FW,DF",20-291,15.9,2,33.0,12.0,36.4,2.07,0.75,0.06,0.17,14.1,0.0,0,0,4.5,4.5,0.15,-2.5,-2.5,Matches,Mainz 05
1618,Robin Quaison,se SWE,"FW,MF",27-201,15.5,5,30.0,15.0,50.0,1.94,0.97,0.17,0.33,17.6,1.0,0,0,4.5,4.5,0.16,-0.5,-0.5,Matches,Mainz 05
1619,Daniel Brosinski,de GER,DF,32-285,15.0,2,8.0,1.0,12.5,0.53,0.07,0.0,0.0,28.4,3.0,2,2,1.8,0.3,0.05,0.2,-0.3,Matches,Mainz 05
1620,Alexander Hack,de GER,DF,27-232,13.8,1,7.0,1.0,14.3,0.51,0.07,0.14,1.0,10.8,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,Mainz 05
1621,Jean-Philippe Mateta,fr FRA,FW,23-304,12.7,10,33.0,18.0,54.5,2.59,1.41,0.27,0.5,11.9,1.0,1,1,7.4,6.7,0.25,-0.4,-0.7,Matches,Mainz 05
1622,Stefan Bell,de GER,DF,29-247,12.7,0,4.0,1.0,25.0,0.32,0.08,0.0,0.0,15.8,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Mainz 05
1623,Dominik Kohr,de GER,MF,27-087,11.0,1,14.0,2.0,14.3,1.27,0.18,0.07,0.5,20.7,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,Mainz 05
1624,Danny da Costa,de GER,DF,27-289,10.1,0,4.0,0.0,0.0,0.4,0.0,0.0,,24.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Mainz 05
1625,Edimilson Fernandes,ch SUI,"MF,DF",25-013,9.1,0,12.0,4.0,33.3,1.33,0.44,0.0,0.0,24.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,Mainz 05
1626,Levin Öztunalı,de GER,"DF,FW",25-044,8.8,1,7.0,3.0,42.9,0.79,0.34,0.14,0.33,19.7,0.0,0,0,0.6,0.6,0.11,0.4,0.4,Matches,Mainz 05
1627,Ádám Szalai,hu HUN,FW,33-140,7.4,2,18.0,5.0,27.8,2.42,0.67,0.11,0.4,14.5,0.0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,Mainz 05
1628,Kevin Stöger,at AUT,"MF,FW",27-244,6.1,3,9.0,4.0,44.4,1.47,0.65,0.33,0.75,15.1,0.0,0,0,1.6,1.6,0.18,1.4,1.4,Matches,Mainz 05
1629,Pierre Kunde,cm CMR,MF,25-276,5.7,0,7.0,0.0,0.0,1.23,0.0,0.0,,25.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Mainz 05
1630,Luca Kilian,de GER,DF,21-239,5.6,0,1.0,0.0,0.0,0.18,0.0,0.0,,12.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,Mainz 05
1631,Robert Glatzel,de GER,FW,27-110,3.1,2,12.0,7.0,58.3,3.83,2.23,0.17,0.29,12.7,0.0,0,0,2.8,2.8,0.23,-0.8,-0.8,Matches,Mainz 05
1632,Ridle Baku,de GER,DF,23-020,3.0,0,3.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1633,Aarón Martín,es ESP,DF,24-006,2.9,0,1.0,0.0,0.0,0.34,0.0,0.0,,23.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Mainz 05
1634,Ji Dong-won,kr KOR,FW,29-335,1.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1635,Finn Dahmen,de GER,GK,23-032,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1636,Paul Nebel,de GER,MF,18-200,0.9,0,1.0,0.0,0.0,1.1,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1637,Issah Abbas,gh GHA,"DF,FW",22-214,0.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1638,Niklas Tauer,de GER,"MF,DF",20-070,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1639,Matondo-Merveille Papela,de GER,DF,20-100,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1640,Rúben Dias,pt POR,DF,23-359,44.1,1,18.0,6.0,33.3,0.41,0.14,0.06,0.17,6.7,0.0,0,0,3.2,3.2,0.2,-2.2,-2.2,Matches,Manchester City
1641,Ederson,br BRA,GK,27-264,44.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Manchester City
1642,Rodri,es ESP,MF,24-320,40.9,2,42.0,11.0,26.2,1.03,0.27,0.02,0.09,19.9,0.0,1,1,2.5,1.7,0.05,-0.5,-0.7,Matches,Manchester City
1643,Raheem Sterling,eng ENG,FW,26-151,37.3,13,95.0,41.0,43.2,2.55,1.1,0.14,0.32,14.5,4.0,0,1,12.4,11.7,0.16,-2.4,-1.7,Matches,Manchester City
1644,Riyad Mahrez,dz ALG,"FW,MF",30-076,35.5,14,100.0,39.0,39.0,2.82,1.1,0.13,0.33,16.0,3.0,1,1,9.8,9.1,0.12,3.2,2.9,Matches,Manchester City
1645,Kyle Walker,eng ENG,DF,30-345,35.4,2,15.0,5.0,33.3,0.42,0.14,0.13,0.4,28.6,0.0,0,0,0.3,0.3,0.02,0.7,0.7,Matches,Manchester City
1646,João Cancelo,pt POR,DF,26-346,35.0,2,43.0,13.0,30.2,1.23,0.37,0.05,0.15,21.6,0.0,0,0,2.3,2.3,0.06,-0.3,-0.3,Matches,Manchester City
1647,Phil Foden,eng ENG,"FW,MF",20-345,34.7,14,94.0,42.0,44.7,2.71,1.21,0.15,0.33,15.7,1.0,0,0,8.0,8.0,0.11,2.0,2.0,Matches,Manchester City
1648,İlkay Gündoğan,de GER,MF,30-196,34.7,16,61.0,24.0,39.3,1.76,0.69,0.25,0.63,16.6,4.0,1,2,10.0,8.5,0.15,5.0,5.5,Matches,Manchester City
1649,Bernardo Silva,pt POR,"MF,FW",26-271,34.2,5,46.0,21.0,45.7,1.34,0.61,0.11,0.24,13.8,0.0,0,0,3.9,3.9,0.1,-0.9,-0.9,Matches,Manchester City
1650,Kevin De Bruyne,be BEL,"MF,FW",29-314,32.1,9,104.0,31.0,29.8,3.24,0.97,0.07,0.23,20.2,12.0,2,3,11.5,9.2,0.09,-3.5,-3.2,Matches,Manchester City
1651,John Stones,eng ENG,DF,26-345,28.8,5,17.0,6.0,35.3,0.59,0.21,0.29,0.83,12.7,0.0,0,0,2.2,2.2,0.15,1.8,1.8,Matches,Manchester City
1652,Gabriel Jesus,br BRA,FW,24-035,28.2,13,68.0,26.0,38.2,2.41,0.92,0.19,0.5,11.9,0.0,0,0,9.1,9.1,0.17,0.9,0.9,Matches,Manchester City
1653,Aymeric Laporte,fr FRA,DF,26-346,24.0,2,15.0,4.0,26.7,0.62,0.17,0.13,0.5,10.9,0.0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches,Manchester City
1654,Oleksandr Zinchenko,ua UKR,DF,24-144,22.8,0,22.0,7.0,31.8,0.96,0.31,0.0,0.0,22.3,2.0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,Manchester City
