,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
1455,Noah Katterbach,de GER,DF,20-017,23,13,1235.0,13.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,1.4,0.01,0.11,0.12,0.01,0.12,Matches,Koln
1456,Jonas Hector,de GER,MF,30-338,19,14,1208.0,13.4,4.0,2.0,3.0,1.0,1.0,3.0,0.0,0.3,0.15,0.45,0.22,0.37,2.7,2.7,1.0,3.7,0.22,0.08,0.3,0.22,0.3,Matches,Koln
1457,Jan Thielmann,de GER,"FW,MF",18-339,23,10,1076.0,12.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.17,0.33,1.1,1.1,0.4,1.4,0.1,0.03,0.14,0.1,0.14,Matches,Koln
1458,Kingsley Ehizibue,nl NED,DF,25-340,20,14,1067.0,11.9,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.7,1.2,0.04,0.06,0.1,0.04,0.1,Matches,Koln
1459,Sebastian Andersson,se SWE,FW,29-289,13,11,906.0,10.1,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.2,0.1,0.1,4.4,3.6,0.3,4.0,0.43,0.03,0.47,0.36,0.39,Matches,Koln
1460,Sava Cestic,de GER,DF,20-070,11,11,899.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,Koln
1461,Emmanuel Dennis,ng NGA,FW,23-166,10,7,569.0,6.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.16,0.16,0.32,0.16,0.32,0.6,0.6,1.2,1.7,0.11,0.22,0.33,0.11,0.33,Matches,Koln
1462,Dimitris Limnios,gr GRE,"MF,FW",22-338,13,3,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.14,0.13,0.27,0.14,0.27,Matches,Koln
1463,Max Meyer,de GER,MF,25-224,9,3,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,0.24,0.02,0.26,0.24,0.26,Matches,Koln
1464,Benno Schmitz,de GER,DF,26-164,12,3,370.0,4.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,0.1,0.1,0.4,0.4,0.03,0.13,0.15,0.03,0.15,Matches,Koln
1465,Anthony Modeste,fr FRA,"FW,MF",33-016,9,2,289.0,3.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,1.8,1.0,0.0,1.1,0.73,0.01,0.74,0.42,0.43,Matches,Koln
1466,Florian Kainz,at AUT,"FW,MF",28-188,5,3,268.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0.4,0.4,0.9,1.3,0.12,0.3,0.43,0.12,0.43,Matches,Koln
1467,Toluwalas Arokodare,ng NGA,FW,20-158,11,0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.34,0.01,0.35,0.34,0.35,Matches,Koln
1468,Marco Höger,de GER,DF,31-226,3,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Koln
1469,Frederik Sørensen,dk DEN,DF,29-016,3,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Koln
1470,Ron-Robert Zieler,de GER,GK,32-077,1,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Koln
1471,Tim Lemperle,de GER,FW,19-084,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Koln
1472,Jhon Córdoba,co COL,FW,27-354,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Koln
1473,Christian Clemens,de GER,"FW,MF",29-269,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Koln
1474,Marvin Obuz,de GER,MF,19-095,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Koln
1475,Francesco Acerbi,it ITA,DF,31,45,45,3972.0,44.1,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.05,0.05,0.09,0.05,0.09,2.1,2.1,1.7,3.8,0.05,0.04,0.09,0.05,0.09,Matches,Lazio
1476,Thomas Strakosha,al ALB,GK,24,44,44,3960.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1477,Ciro Immobile,it ITA,FW,29,44,42,3678.0,40.9,39.0,9.0,24.0,15.0,17.0,8.0,0.0,0.95,0.22,1.17,0.59,0.81,27.7,16.1,6.6,22.7,0.72,0.17,0.9,0.42,0.59,Matches,Lazio
1478,Sergej Milinković-Savić,rs SRB,MF,24,43,40,3517.0,39.1,8.0,6.0,8.0,0.0,0.0,10.0,0.0,0.2,0.15,0.36,0.2,0.36,7.9,7.9,6.3,14.2,0.21,0.17,0.38,0.21,0.38,Matches,Lazio
1479,Luis Alberto,es ESP,MF,26,41,39,3386.0,37.6,7.0,16.0,6.0,1.0,1.0,7.0,0.0,0.19,0.43,0.61,0.16,0.58,7.5,6.7,11.5,18.2,0.2,0.31,0.51,0.18,0.49,Matches,Lazio
1480,Manuel Lazzari,it ITA,DF,25,40,37,3268.0,36.3,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.03,0.08,0.11,0.03,0.11,2.1,2.1,4.1,6.2,0.06,0.12,0.18,0.06,0.18,Matches,Lazio
1481,Ștefan Radu,ro ROU,DF,32,31,30,2465.0,27.4,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,0.2,0.2,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matches,Lazio
1482,Joaquín Correa,ar ARG,FW,24,35,26,2380.0,26.4,10.0,3.0,10.0,0.0,1.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,11.4,10.6,2.9,13.5,0.45,0.12,0.57,0.42,0.54,Matches,Lazio
1483,Marco Parolo,it ITA,MF,34,37,24,2355.0,26.2,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.08,0.04,0.11,0.08,0.11,1.7,1.7,0.5,2.2,0.07,0.02,0.09,0.07,0.09,Matches,Lazio
1484,Luiz Felipe,br BRA,DF,22,30,28,2353.0,26.1,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches,Lazio
1485,Lucas Leiva,br BRA,MF,32,30,28,2132.0,23.7,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,1.9,2.5,0.03,0.09,0.11,0.03,0.11,Matches,Lazio
1486,Felipe Caicedo,ec ECU,FW,30,38,24,1939.0,21.5,9.0,3.0,9.0,0.0,1.0,8.0,0.0,0.42,0.14,0.56,0.42,0.56,6.5,5.7,3.1,8.9,0.31,0.15,0.46,0.27,0.42,Matches,Lazio
1487,Senad Lulić,ba BIH,DF,33,27,23,1901.0,21.1,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.05,0.09,0.14,0.05,0.14,1.1,1.1,2.5,3.6,0.06,0.13,0.19,0.06,0.19,Matches,Lazio
1488,Patric,es ESP,DF,26,24,20,1792.0,19.9,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,Lazio
1489,Jony,es ESP,DF,28,32,20,1659.0,18.4,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.16,0.16,0.0,0.16,0.5,0.5,2.2,2.7,0.03,0.13,0.15,0.03,0.15,Matches,Lazio
1490,Bastos,ao ANG,DF,28,22,12,1294.0,14.4,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.21,0.0,0.21,0.21,0.21,1.2,1.2,0.0,1.2,0.09,0.0,0.09,0.09,0.09,Matches,Lazio
1491,Adam Marušić,me MNE,DF,26,15,10,942.0,10.5,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.19,0.1,0.29,0.19,0.29,1.6,1.6,0.5,2.1,0.15,0.05,0.2,0.15,0.2,Matches,Lazio
1492,Danilo Cataldi,it ITA,MF,24,28,7,940.0,10.4,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.19,0.0,0.19,0.19,0.19,0.7,0.7,0.9,1.6,0.07,0.09,0.16,0.07,0.16,Matches,Lazio
1493,Denis Vavro,sk SVK,DF,23,17,7,843.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,Lazio
1494,Jordan Lukaku,be BEL,DF,25,13,1,396.0,4.4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.45,0.45,0.0,0.45,0.1,0.1,0.8,0.9,0.02,0.18,0.2,0.02,0.2,Matches,Lazio
1495,Bobby Adekanye,nl NED,"FW,MF",20,15,2,376.0,4.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.24,0.24,0.48,0.24,0.48,1.9,1.9,0.3,2.2,0.61,0.09,0.7,0.61,0.7,Matches,Lazio
1496,Valon Berisha,xk KVX,MF,26,8,3,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.06,0.06,0.12,0.06,0.12,Matches,Lazio
1497,Silvio Proto,be BEL,GK,36,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1498,Djavan Anderson,nl NED,"DF,MF",24,7,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches,Lazio
1499,Anderson Lima,br BRA,MF,19,7,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.21,0.33,0.54,0.21,0.54,Matches,Lazio
1500,Joseph Minala,cm CMR,MF,22,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Lazio
1501,Luca Falbo,it ITA,DF,19,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1502,Nicolò Armini,it ITA,DF,18,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1503,Raúl Moro,es ESP,DF,16,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lazio
1504,Guido Guerrieri,it ITA,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lazio
1505,Jorge Silva,pt POR,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lazio
1506,Marco Alia,al ALB,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lazio
1507,Tiago Casasola,ar ARG,"DF,MF",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lazio
1508,Fabio Lucioni,it ITA,DF,31,37,37,3222.0,35.8,3.0,0.0,3.0,0.0,0.0,8.0,1.0,0.08,0.0,0.08,0.08,0.08,1.6,1.6,0.0,1.7,0.05,0.0,0.05,0.05,0.05,Matches,Lecce
1509,Gabriel,br BRA,GK,26,35,35,3087.0,34.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1510,Marco Mancosu,it ITA,"MF,FW",30,33,28,2440.0,27.1,14.0,2.0,5.0,9.0,11.0,3.0,0.0,0.52,0.07,0.59,0.18,0.26,15.2,6.8,4.0,10.8,0.56,0.15,0.71,0.25,0.4,Matches,Lecce
1511,Luca Rossettini,it ITA,DF,34,27,26,2351.0,26.1,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.9,1.1,0.0,0.04,0.04,0.0,0.04,Matches,Lecce
1512,Jacopo Petriccione,it ITA,MF,24,33,26,2285.0,25.4,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.2,0.2,0.0,0.2,0.5,0.5,2.2,2.7,0.02,0.09,0.11,0.02,0.11,Matches,Lecce
1513,Marco Calderoni,it ITA,DF,30,27,25,2154.0,23.9,3.0,2.0,3.0,0.0,0.0,7.0,0.0,0.13,0.08,0.21,0.13,0.21,0.7,0.7,2.2,2.9,0.03,0.1,0.13,0.03,0.13,Matches,Lecce
1514,Filippo Falco,it ITA,"FW,MF",27,31,25,2090.0,23.2,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.22,0.26,0.47,0.22,0.47,3.1,3.1,4.4,7.5,0.14,0.2,0.33,0.14,0.33,Matches,Lecce
1515,Panagiotis Tachtsidis,gr GRE,MF,28,29,25,2065.0,22.9,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,1.3,1.9,0.03,0.06,0.09,0.03,0.09,Matches,Lecce
1516,Andrea Rispoli,it ITA,DF,30,29,21,1999.0,22.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.2,2.0,0.04,0.06,0.1,0.04,0.1,Matches,Lecce
1517,Gianluca Lapadula,pe PER,FW,29,27,22,1964.0,21.8,13.0,0.0,11.0,2.0,2.0,8.0,1.0,0.6,0.0,0.6,0.5,0.5,10.6,9.1,2.1,11.2,0.53,0.11,0.64,0.46,0.56,Matches,Lecce
1518,Žan Majer,si SVN,MF,27,29,20,1787.0,19.9,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.1,0.05,0.15,0.1,0.15,2.3,2.3,1.4,3.6,0.12,0.07,0.2,0.12,0.2,Matches,Lecce
1519,Giulio Donati,it ITA,DF,29,20,20,1760.0,19.6,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,1.7,2.2,0.03,0.09,0.11,0.03,0.11,Matches,Lecce
1520,Khouma Babacar,sn SEN,FW,26,25,17,1422.0,15.8,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.19,0.0,0.19,0.19,0.19,6.1,4.4,0.7,5.1,0.39,0.04,0.43,0.28,0.32,Matches,Lecce
1521,Antonín Barák,cz CZE,MF,24,16,15,1369.0,15.2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,3.2,3.2,1.3,4.6,0.21,0.09,0.3,0.21,0.3,Matches,Lecce
1522,Cristian Dell'Orco,it ITA,DF,25,16,12,1111.0,12.3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.5,0.5,0.0,0.04,0.04,0.0,0.04,Matches,Lecce
1523,Yevhen Shakhov,ua UKR,"MF,FW",28,24,9,1085.0,12.1,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.0,2.9,0.07,0.17,0.24,0.07,0.24,Matches,Lecce
1524,Andrea Tabanelli,it ITA,MF,29,14,11,992.0,11.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.1,1.1,0.09,0.01,0.1,0.09,0.1,Matches,Lecce
1525,Riccardo Saponara,it ITA,"MF,FW",27,13,11,947.0,10.5,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.19,0.38,0.57,0.19,0.57,2.0,2.0,2.7,4.7,0.19,0.26,0.45,0.19,0.45,Matches,Lecce
1526,Diego Farias,br BRA,"FW,MF",29,19,7,846.0,9.4,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.21,0.0,0.21,0.21,0.21,1.7,1.7,1.7,3.4,0.19,0.19,0.37,0.19,0.37,Matches,Lecce
1527,Nehuén Paz,ar ARG,DF,26,13,10,844.0,9.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,Matches,Lecce
1528,Biagio Meccariello,it ITA,DF,28,14,8,768.0,8.5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,0.2,0.2,0.1,0.4,0.03,0.02,0.04,0.03,0.04,Matches,Lecce
1529,Alessandro Deiola,it ITA,MF,23,10,8,717.0,8.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.13,0.13,0.25,0.13,0.25,0.4,0.4,0.3,0.7,0.05,0.03,0.09,0.05,0.09,Matches,Lecce
1530,Andrea La Mantia,it ITA,FW,28,13,7,621.0,6.9,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,3.5,3.5,0.2,3.7,0.58,0.03,0.61,0.58,0.61,Matches,Lecce
1531,Mauro Vigorito,it ITA,GK,29,6,5,513.0,5.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1532,Brayan Vera,co COL,"DF,MF",20,9,2,245.0,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,0.1,0.1,0.2,0.2,0.05,0.09,0.14,0.05,0.14,Matches,Lecce
1533,Giannelli Imbula,cd COD,MF,26,4,2,220.0,2.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41,0.0,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1534,Davide Riccardi,it ITA,DF,23,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1535,Romario Benzar,ro ROU,DF,27,4,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,Matches,Lecce
1536,Edgaras Dubickas,lt LTU,DF,21,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1537,Simone Lo Faso,it ITA,FW,21,1,1,74.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,1.22,,,,,,,,,,Matches,Lecce
1538,Riccardo Fiamozzi,it ITA,DF,26,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Lecce
1539,Sergio Maselli,it ITA,MF,18,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Lecce
1540,Ilario Monterisi,it ITA,DF,17,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lecce
1541,Vito Radicchio,it ITA,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1542,Mattia Felici,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1543,Marco Bleve,it ITA,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1544,Michele Laraspata,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1545,Antonino Gallo,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1546,Augustas Dubickas,lt LTU,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1547,Gianmarco Chironi,it ITA,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1548,Samuele Oltremarini,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1549,Razvan Sava,ro ROU,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1550,Thom Haye,nl NED,"FW,MF",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1551,Roberto Pierno,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1552,Silvio Colella,it ITA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1553,Luka Dumancic,hr CRO,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1554,Salvatore Rimoli,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Lecce
1555,Stuart Dallas,nir NIR,"DF,MF",30-017,34,34,3049.0,33.9,7.0,2.0,7.0,0.0,0.0,6.0,0.0,0.21,0.06,0.27,0.21,0.27,3.7,3.7,1.9,5.6,0.11,0.05,0.17,0.11,0.17,Matches,Leeds United
1556,Luke Ayling,eng ENG,DF,29-254,34,34,3039.0,33.8,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2.6,3.7,0.03,0.08,0.11,0.03,0.11,Matches,Leeds United
1557,Illan Meslier,fr FRA,GK,21-065,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United
1558,Patrick Bamford,eng ENG,FW,27-243,34,34,2780.0,30.9,14.0,7.0,13.0,1.0,1.0,3.0,0.0,0.45,0.23,0.68,0.42,0.65,15.1,14.3,3.7,18.0,0.49,0.12,0.61,0.46,0.58,Matches,Leeds United
1559,Jack Harrison,eng ENG,MF,24-167,33,30,2532.0,28.1,7.0,6.0,7.0,0.0,0.0,2.0,0.0,0.25,0.21,0.46,0.25,0.46,6.1,6.1,5.4,11.5,0.22,0.2,0.42,0.22,0.42,Matches,Leeds United
1560,Kalvin Phillips,eng ENG,MF,25-155,26,26,2292.0,25.5,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,3.6,3.9,0.01,0.15,0.16,0.01,0.16,Matches,Leeds United
1561,Ezgjan Alioski,mk MKD,DF,29-083,34,27,2281.0,25.3,3.0,1.0,3.0,0.0,0.0,8.0,0.0,0.12,0.04,0.16,0.12,0.16,1.3,1.3,2.2,3.5,0.06,0.09,0.15,0.06,0.15,Matches,Leeds United
1562,Mateusz Klich,pl POL,MF,30-327,33,26,2229.0,24.8,3.0,5.0,1.0,2.0,2.0,6.0,0.0,0.12,0.2,0.32,0.04,0.24,3.1,1.6,3.6,5.2,0.12,0.15,0.27,0.06,0.21,Matches,Leeds United
1563,Raphael Dias Belloli,br BRA,MF,24-143,27,23,2100.0,23.3,6.0,6.0,6.0,0.0,0.0,3.0,0.0,0.26,0.26,0.51,0.26,0.51,5.3,5.3,7.1,12.4,0.23,0.31,0.54,0.23,0.54,Matches,Leeds United
1564,Liam Cooper,sco SCO,DF,29-249,24,24,2050.0,22.8,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.04,0.0,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.0,0.06,0.06,0.06,Matches,Leeds United
1565,Pascal Struijk,nl NED,"DF,MF",21-268,25,21,1918.0,21.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,2.1,2.1,0.1,2.2,0.1,0.01,0.11,0.1,0.11,Matches,Leeds United
1566,Tyler Roberts,wal WAL,"MF,FW",22-114,24,14,1324.0,14.7,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,1.6,1.6,1.6,3.1,0.12,0.11,0.23,0.12,0.23,Matches,Leeds United
1567,Rodrigo,es ESP,"MF,FW",30-061,24,14,1256.0,14.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.21,0.07,0.29,0.21,0.29,4.1,4.1,1.8,6.0,0.33,0.15,0.48,0.33,0.48,Matches,Leeds United
1568,Hélder Costa,pt POR,"MF,FW",27-114,23,14,1246.0,13.8,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.22,0.22,0.43,0.22,0.43,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matches,Leeds United
1569,Robin Koch,de GER,DF,24-293,16,12,1042.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.06,0.02,0.07,0.06,0.07,Matches,Leeds United
1570,Diego Llorente,es ESP,DF,27-263,12,11,979.0,10.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.6,1.3,0.06,0.06,0.12,0.06,0.12,Matches,Leeds United
1571,Jamie Shackleton,eng ENG,"MF,DF",21-210,15,5,641.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.05,0.05,0.0,0.05,Matches,Leeds United
1572,Ian Carlo Poveda,eng ENG,"MF,DF",21-086,15,2,492.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.09,0.21,0.31,0.09,0.31,Matches,Leeds United
1573,Pablo Hernández,es ESP,MF,36-025,16,3,448.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.4,0.9,0.9,0.6,1.6,0.23,0.16,0.39,0.23,0.39,Matches,Leeds United
