,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
1532,Luis Longstaff,eng ENG,FW,18.0,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Liverpool
1533,Jack Bearne,eng ENG,MF,17.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Liverpool
1534,Joe Hardy,eng ENG,FW,20.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Liverpool
1535,James Norris,eng ENG,DF,16.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Liverpool
1536,Elijah Dixon-Bonner,eng ENG,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Liverpool
1537,Simon Mignolet,be BEL,GK,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1538,Andy Lonergan,ie IRL,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1539,Billy Koumetio,fr FRA,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1540,Layton Stewart,eng ENG,FW,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1541,Ben Winterbottom,eng ENG,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1542,Thomas Clayton,sco SCO,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
1543,Anthony Lopes,pt POR,GK,28.0,41,41,3720.0,41.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Matches,lyon
1544,Jason Denayer,be BEL,"DF,MF",24.0,41,40,3601.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.02,0.0,0.02,0.9,0.9,0.3,1.2,0.03,0.01,0.04,0.03,0.04,Matches,lyon
1545,Moussa Dembélé,fr FRA,FW,23.0,46,38,3488.0,38.8,24.0,6.0,19.0,5.0,8.0,4.0,0.0,0.62,0.15,0.77,0.49,0.65,13.3,9.5,2.5,12.0,0.43,0.08,0.5,0.3,0.38,Matches,lyon
1546,Houssem Aouar,fr FRA,"MF,FW",21.0,41,37,3244.0,36.0,9.0,10.0,8.0,1.0,1.0,6.0,0.0,0.25,0.28,0.53,0.22,0.5,4.2,4.2,4.2,8.4,0.14,0.14,0.28,0.14,0.28,Matches,lyon
1547,Lucas Tousart,fr FRA,MF,22.0,39,32,2875.0,31.9,3.0,3.0,3.0,0.0,0.0,7.0,0.0,0.09,0.09,0.19,0.09,0.19,1.9,1.9,0.6,2.5,0.07,0.02,0.09,0.07,0.09,Matches,lyon
1548,Marcelo,br BRA,DF,32.0,33,31,2788.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,0.03,0.0,0.04,0.03,0.04,Matches,lyon
1549,Thiago Mendes,br BRA,MF,27.0,37,28,2733.0,30.4,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.23,0.23,0.0,0.23,1.3,1.3,1.6,2.9,0.05,0.07,0.12,0.05,0.12,Matches,lyon
1550,Maxwel Cornet,ci CIV,"DF,MF",22.0,38,28,2575.0,28.6,6.0,5.0,6.0,0.0,0.0,3.0,0.0,0.21,0.17,0.38,0.21,0.38,3.1,3.1,2.9,6.0,0.15,0.14,0.29,0.15,0.29,Matches,lyon
1551,Joachim Andersen,dk DEN,DF,23.0,32,26,2460.0,27.3,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,1.0,1.0,0.2,1.2,0.05,0.01,0.06,0.05,0.06,Matches,lyon
1552,Leo Dubois,fr FRA,DF,24.0,27,26,2260.0,25.1,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,2.6,2.9,0.01,0.11,0.13,0.01,0.13,Matches,lyon
1553,Martin Terrier,fr FRA,"FW,MF",22.0,35,22,1999.0,22.2,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41,2.4,2.4,1.5,4.0,0.15,0.1,0.25,0.15,0.25,Matches,lyon
1554,Bertrand Traoré,bf BFA,"MF,FW",23.0,35,21,1915.0,21.3,4.0,5.0,4.0,0.0,0.0,7.0,0.0,0.19,0.23,0.42,0.19,0.42,3.3,3.3,2.6,5.9,0.2,0.16,0.36,0.2,0.36,Matches,lyon
1555,Fernando Marçal,br BRA,DF,30.0,25,21,1798.0,20.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.05,0.05,0.0,0.05,0.3,0.3,1.5,1.8,0.02,0.1,0.12,0.02,0.12,Matches,lyon
1556,Memphis Depay,nl NED,"FW,MF",25.0,22,21,1687.0,18.7,15.0,2.0,12.0,3.0,3.0,1.0,0.0,0.8,0.11,0.91,0.64,0.75,8.5,6.2,3.7,10.0,0.48,0.21,0.69,0.35,0.56,Matches,lyon
1557,Kenny Tete,nl NED,DF,23.0,28,15,1667.0,18.5,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,0.5,0.5,1.4,1.9,0.04,0.1,0.14,0.04,0.14,Matches,lyon
1558,Youssouf Koné,ml MLI,DF,24.0,16,14,1211.0,13.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.9,0.01,0.06,0.07,0.01,0.07,Matches,lyon
1559,Maxence Caqueret,fr FRA,MF,19.0,16,14,1200.0,13.3,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.07,0.07,0.15,0.07,0.15,0.3,0.3,0.5,0.8,0.03,0.06,0.09,0.03,0.09,Matches,lyon
1560,Rafael,br BRA,DF,29.0,19,13,1131.0,12.6,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08,Matches,lyon
1561,Jeff Reine-Adélaïde,fr FRA,"MF,FW",21.0,22,14,1111.0,12.3,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.16,0.08,0.24,0.16,0.24,1.3,1.3,1.8,3.1,0.1,0.14,0.25,0.1,0.25,Matches,lyon
1562,Karl Toko Ekambi,cm CMR,FW,26.0,16,11,1061.0,11.8,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.17,0.17,0.34,0.17,0.34,3.3,3.3,1.7,5.0,0.36,0.19,0.55,0.36,0.55,Matches,lyon
1563,Bruno Guimarães,br BRA,MF,21.0,9,9,718.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.05,0.07,0.01,0.07,Matches,lyon
1564,Ciprian Tătărușanu,ro ROU,GK,33.0,6,6,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,lyon
1565,Jean Lucas,br BRA,MF,21.0,17,4,507.0,5.6,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.53,0.18,0.71,0.53,0.71,0.7,0.7,0.4,1.1,0.3,0.18,0.48,0.3,0.48,Matches,lyon
1566,Rayan Cherki,fr FRA,MF,15.0,13,4,477.0,5.3,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.57,0.38,0.94,0.57,0.94,0.2,0.2,0.1,0.4,0.12,0.08,0.2,0.12,0.2,Matches,lyon
1567,Amine Gouiri,fr FRA,FW,19.0,5,1,112.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,lyon
1568,Melvin Bard,fr FRA,DF,18.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.16,0.16,0.0,0.16,Matches,lyon
1569,Oumar Solet,fr FRA,DF,19.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,lyon
1570,Pierre Kalulu,fr FRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,lyon
1571,Pape Cheikh Diop,sn SEN,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,lyon
1572,Sinaly Diomande,ci CIV,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,lyon
1573,Anthony Racioppi,ch SUI,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,lyon
1574,Moussa Niakhate,fr FRA,DF,23.0,34,34,3060.0,34.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.03,0.06,0.09,0.03,0.09,1.0,1.0,1.0,1.9,0.03,0.03,0.06,0.03,0.06,Matches,Mainz 05
1575,Robin Quaison,se SWE,"FW,MF",25.0,33,32,2692.0,29.9,13.0,2.0,12.0,1.0,1.0,2.0,0.0,0.43,0.07,0.5,0.4,0.47,10.7,9.9,2.6,12.5,0.37,0.09,0.46,0.34,0.43,Matches,Mainz 05
1576,Ridle Baku,de GER,"DF,MF",21.0,31,27,2425.0,26.9,1.0,3.0,1.0,0.0,0.0,5.0,1.0,0.04,0.11,0.15,0.04,0.15,1.1,1.1,3.1,4.2,0.04,0.12,0.16,0.04,0.16,Matches,Mainz 05
1577,Jean-Paul Boëtius,nl NED,MF,25.0,29,27,2356.0,26.2,4.0,5.0,4.0,0.0,0.0,5.0,0.0,0.15,0.19,0.34,0.15,0.34,2.9,2.9,3.4,6.3,0.12,0.13,0.25,0.12,0.25,Matches,Mainz 05
1578,Jerry St. Juste,nl NED,DF,22.0,26,24,2137.0,23.7,2.0,2.0,2.0,0.0,0.0,7.0,0.0,0.08,0.08,0.17,0.08,0.17,0.8,0.8,0.6,1.3,0.03,0.02,0.06,0.03,0.06,Matches,Mainz 05
1579,Robin Zentner,de GER,GK,24.0,22,22,1935.0,21.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Mainz 05
1580,Aarón Martín,es ESP,DF,22.0,23,22,1882.0,20.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.4,3.6,0.01,0.17,0.18,0.01,0.18,Matches,Mainz 05
1581,Pierre Kunde,cm CMR,MF,24.0,28,22,1866.0,20.7,4.0,0.0,4.0,0.0,0.0,6.0,0.0,0.19,0.0,0.19,0.19,0.19,3.1,3.1,1.8,4.9,0.15,0.09,0.24,0.15,0.24,Matches,Mainz 05
1582,Karim Onisiwo,at AUT,FW,27.0,33,17,1818.0,20.2,4.0,6.0,4.0,0.0,0.0,4.0,0.0,0.2,0.3,0.5,0.2,0.5,4.2,4.2,4.0,8.2,0.22,0.21,0.43,0.22,0.43,Matches,Mainz 05
1583,Daniel Brosinski,de GER,DF,31.0,27,17,1799.0,20.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.1,0.2,0.3,0.05,0.25,1.6,0.9,3.6,4.5,0.09,0.19,0.28,0.05,0.24,Matches,Mainz 05
1584,Levin Öztunalı,de GER,"MF,FW",23.0,27,19,1778.0,19.8,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.2,0.15,0.35,0.2,0.35,2.1,2.1,2.6,4.6,0.1,0.13,0.23,0.1,0.23,Matches,Mainz 05
1585,Edimilson Fernandes,ch SUI,"MF,DF",23.0,25,19,1574.0,17.5,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.6,1.4,0.05,0.04,0.09,0.05,0.09,Matches,Mainz 05
1586,Danny Latza,de GER,MF,29.0,24,16,1435.0,15.9,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,1.4,2.4,0.06,0.09,0.16,0.06,0.16,Matches,Mainz 05
1587,Florian Müller,de GER,GK,21.0,14,13,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mainz 05
1588,Ádám Szalai,hu HUN,FW,31.0,27,12,1147.0,12.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,4.8,4.8,1.0,5.8,0.38,0.08,0.46,0.38,0.46,Matches,Mainz 05
1589,Jean-Philippe Mateta,fr FRA,FW,22.0,18,12,1053.0,11.7,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.26,0.09,0.34,0.17,0.26,6.3,5.7,0.4,6.1,0.54,0.03,0.57,0.49,0.52,Matches,Mainz 05
1590,Leandro Barreiro Martins,lu LUX,MF,19.0,18,11,938.0,10.4,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.19,0.19,0.0,0.19,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches,Mainz 05
1591,Alexander Hack,de GER,DF,25.0,14,9,805.0,8.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.8,0.07,0.02,0.09,0.07,0.09,Matches,Mainz 05
1592,Jeffrey Bruma,nl NED,DF,27.0,8,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05,Matches,Mainz 05
1593,Ronaël Pierre-Gabriel,fr FRA,DF,21.0,8,8,574.0,6.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.4,0.4,0.0,0.06,0.07,0.0,0.07,Matches,Mainz 05
1594,Taiwo Awoniyi,ng NGA,FW,21.0,12,5,483.0,5.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,1.9,1.9,0.9,2.8,0.35,0.17,0.52,0.35,0.52,Matches,Mainz 05
1595,Phillipp Mwene,at AUT,DF,25.0,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,Matches,Mainz 05
1596,Jonathan Burkardt,de GER,FW,19.0,9,3,269.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.8,0.8,0.1,0.9,0.28,0.05,0.33,0.28,0.33,Matches,Mainz 05
1597,Alexandru Maxim,ro ROU,MF,29.0,6,0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.06,0.37,0.44,0.06,0.44,Matches,Mainz 05
1598,Ji Dong-won,kr KOR,FW,28.0,4,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mainz 05
1599,Stefan Bell,de GER,DF,27.0,1,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Mainz 05
1600,Jonathan Meier,de GER,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mainz 05
1601,Ahmet Gürleyen,de GER,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mainz 05
1602,Finn Dahmen,de GER,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mainz 05
1603,Manolo Reina,es ESP,GK,34.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1604,Martin Valjent,sk SVK,DF,23.0,36,36,3182.0,35.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,0.02,0.02,0.03,0.02,0.03,Matches,Mallorca
1605,Dani Rodríguez,es ESP,"MF,FW",31.0,37,36,3039.0,33.8,5.0,2.0,4.0,1.0,1.0,7.0,0.0,0.15,0.06,0.21,0.12,0.18,4.5,3.8,2.2,6.0,0.13,0.07,0.2,0.11,0.18,Matches,Mallorca
1606,Iddrisu Baba,gh GHA,MF,23.0,36,35,2903.0,32.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Matches,Mallorca
1607,Antonio Raillo,es ESP,DF,27.0,32,32,2775.0,30.8,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.03,0.0,0.03,0.03,0.03,1.8,1.8,0.2,2.0,0.06,0.01,0.06,0.06,0.06,Matches,Mallorca
1608,Ante Budimir,hr CRO,FW,28.0,35,33,2765.0,30.7,13.0,2.0,11.0,2.0,2.0,12.0,0.0,0.42,0.07,0.49,0.36,0.42,10.4,8.8,1.0,9.8,0.34,0.03,0.37,0.29,0.32,Matches,Mallorca
1609,Salva Sevilla,es ESP,MF,35.0,35,31,2568.0,28.5,5.0,3.0,3.0,2.0,3.0,10.0,1.0,0.18,0.11,0.28,0.11,0.21,3.8,1.5,3.4,4.9,0.13,0.12,0.25,0.05,0.17,Matches,Mallorca
1610,Takefusa Kubo,jp JPN,"MF,FW",18.0,36,24,2402.0,26.7,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.15,0.15,0.3,0.15,0.3,2.8,2.8,2.9,5.7,0.11,0.11,0.22,0.11,0.22,Matches,Mallorca
1611,Lago Junior,ci CIV,"MF,FW",28.0,35,24,2188.0,24.3,4.0,0.0,1.0,3.0,3.0,3.0,0.0,0.16,0.0,0.16,0.04,0.04,5.3,3.0,1.2,4.2,0.22,0.05,0.27,0.12,0.17,Matches,Mallorca
1612,Lumor Agbenyenu,gh GHA,DF,22.0,23,20,1805.0,20.1,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05,0.3,0.3,1.9,2.3,0.02,0.1,0.11,0.02,0.11,Matches,Mallorca
1613,Aleix Febas,es ESP,MF,23.0,30,23,1780.0,19.8,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.15,0.2,0.05,0.2,0.6,0.6,1.4,2.0,0.03,0.08,0.11,0.03,0.11,Matches,Mallorca
1614,Fran Gámez,es ESP,DF,28.0,23,18,1768.0,19.6,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,0.9,1.9,0.05,0.05,0.1,0.05,0.1,Matches,Mallorca
1615,Alejandro Pozo Pozo,es ESP,DF,20.0,20,17,1588.0,17.6,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.06,0.17,0.23,0.06,0.23,0.3,0.3,1.2,1.5,0.02,0.07,0.09,0.02,0.09,Matches,Mallorca
1616,Cucho,co COL,"FW,MF",20.0,22,17,1487.0,16.5,5.0,1.0,5.0,0.0,0.0,5.0,1.0,0.3,0.06,0.36,0.3,0.36,4.2,4.2,1.3,5.5,0.26,0.08,0.34,0.26,0.34,Matches,Mallorca
1617,Joan Sastre Vanrell,es ESP,DF,22.0,20,17,1450.0,16.1,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,0.5,0.5,1.4,1.9,0.03,0.09,0.13,0.03,0.13,Matches,Mallorca
1618,Aleksandar Sedlar,rs SRB,DF,27.0,13,10,904.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Mallorca
1619,Xisco Campos,es ESP,DF,37.0,10,5,563.0,6.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches,Mallorca
1620,Aleksandar Trajkovski,mk MKD,"MF,DF",26.0,15,2,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,1.8,0.19,0.31,0.49,0.19,0.49,Matches,Mallorca
1621,Abdón Prats,es ESP,"FW,MF",26.0,21,1,345.0,3.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.1,0.7,0.44,0.03,0.48,0.2,0.23,Matches,Mallorca
1622,Pablo Chavarría,ar ARG,"FW,MF",31.0,14,1,241.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.24,0.29,0.52,0.24,0.52,Matches,Mallorca
1623,Marc Pedraza,es ESP,MF,32.0,4,3,201.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1624,Baba Rahman,gh GHA,DF,25.0,3,3,198.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,Matches,Mallorca
1625,Fabricio,es ESP,GK,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1626,Josep Señé,es ESP,MF,27.0,7,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.03,0.1,0.06,0.1,Matches,Mallorca
1627,Álex Alegría,es ESP,FW,26.0,7,0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1628,Leonardo Koutris,gr GRE,DF,24.0,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.18,0.18,0.0,0.18,Matches,Mallorca
1629,Miquel Parera,es ESP,GK,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1630,Yannis Salibur,fr FRA,"MF,FW",28.0,4,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.1,0.12,0.02,0.12,Matches,Mallorca
1631,Ariday Cabrera,es ESP,"MF,FW",30.0,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Mallorca
1632,Ki Sung-yueng,kr KOR,MF,30.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1633,Luka Romero,ar ARG,MF,14.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1634,Rafael Obrador,es ESP,DF,15.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca
1635,Jesús Ruiz,es ESP,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca
1636,Fran González,es ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca
1637,Pere Joan,es ESP,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca
1638,Raheem Sterling,eng ENG,FW,24.0,52,44,4012.0,44.6,31.0,5.0,31.0,0.0,2.0,6.0,0.0,0.7,0.11,0.81,0.7,0.81,22.8,20.9,9.6,30.5,0.63,0.27,0.9,0.58,0.84,Matches,Manchester City
1639,Ederson,br BRA,GK,25.0,44,44,3836.0,42.6,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City
1640,Kevin De Bruyne,be BEL,MF,28.0,48,44,3811.0,42.3,16.0,22.0,12.0,4.0,4.0,5.0,0.0,0.38,0.52,0.9,0.28,0.8,9.5,7.3,20.9,28.2,0.26,0.56,0.82,0.2,0.76,Matches,Manchester City
1641,Rodri,es ESP,MF,23.0,52,43,3705.0,41.2,4.0,2.0,4.0,0.0,0.0,13.0,0.0,0.1,0.05,0.15,0.1,0.15,1.5,1.5,1.6,3.1,0.04,0.05,0.09,0.04,0.09,Matches,Manchester City
1642,İlkay Gündoğan,de GER,MF,28.0,50,38,3554.0,39.5,5.0,5.0,3.0,2.0,3.0,7.0,0.0,0.13,0.13,0.25,0.08,0.2,6.7,5.2,4.3,9.5,0.21,0.14,0.35,0.16,0.3,Matches,Manchester City
1643,Kyle Walker,eng ENG,DF,29.0,42,40,3449.0,38.3,1.0,6.0,1.0,0.0,0.0,6.0,0.0,0.03,0.16,0.18,0.03,0.18,1.1,1.1,2.1,3.3,0.04,0.07,0.1,0.04,0.1,Matches,Manchester City
1644,Bernardo Silva,pt POR,"FW,MF",24.0,52,37,3332.0,37.0,8.0,10.0,8.0,0.0,0.0,6.0,0.0,0.22,0.27,0.49,0.22,0.49,7.3,7.3,5.8,13.1,0.27,0.21,0.48,0.27,0.48,Matches,Manchester City
1645,Gabriel Jesus,br BRA,"FW,MF",22.0,53,34,3311.0,36.8,23.0,11.0,23.0,0.0,2.0,3.0,0.0,0.63,0.3,0.92,0.63,0.92,23.2,21.7,6.9,28.6,0.8,0.24,1.04,0.75,0.98,Matches,Manchester City
1646,Fernandinho,br BRA,DF,34.0,41,35,3234.0,35.9,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,0.5,1.8,0.04,0.02,0.05,0.04,0.05,Matches,Manchester City
