,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
867,Dušan Vlahović,rs SRB,FW,19.0,34,16,1783.0,19.8,8.0,0.0,7.0,1.0,1.0,5.0,1.0,0.4,0.0,0.4,0.35,0.35,7.9,7.1,1.2,8.4,0.47,0.07,0.55,0.43,0.5,Matches,Fiorentina
868,Milan Badelj,hr CRO,MF,30.0,24,22,1730.0,19.2,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.05,0.0,0.05,0.05,0.05,1.3,1.3,1.0,2.3,0.08,0.06,0.13,0.08,0.13,Matches,Fiorentina
869,Franck Ribéry,fr FRA,FW,36.0,21,19,1409.0,15.7,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.19,0.19,0.38,0.19,0.38,2.8,2.8,3.9,6.8,0.18,0.25,0.43,0.18,0.43,Matches,Fiorentina
870,Marco Benassi,it ITA,MF,24.0,22,14,1323.0,14.7,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.2,0.07,0.27,0.2,0.27,1.0,1.0,1.1,2.1,0.09,0.1,0.19,0.09,0.19,Matches,Fiorentina
871,Federico Ceccherini,it ITA,DF,27.0,17,10,1015.0,11.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.02,0.0,0.03,0.02,0.03,Matches,Fiorentina
872,Patrick Cutrone,it ITA,FW,21.0,21,10,945.0,10.5,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.48,0.1,0.57,0.48,0.57,4.0,4.0,1.0,5.0,0.43,0.1,0.54,0.43,0.54,Matches,Fiorentina
873,Lorenzo Venuti,it ITA,DF,24.0,18,11,927.0,10.3,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.1,0.1,0.0,0.1,0.4,0.4,0.7,1.1,0.05,0.07,0.12,0.05,0.12,Matches,Fiorentina
874,Rachid Ghezzal,dz ALG,"MF,FW",27.0,21,10,908.0,10.1,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.1,0.2,0.1,0.2,0.6,0.6,1.6,2.2,0.06,0.17,0.23,0.06,0.23,Matches,Fiorentina
875,Pietro Terracciano,it ITA,GK,29.0,10,10,894.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fiorentina
876,Alfred Duncan,gh GHA,MF,26.0,13,10,887.0,9.9,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,0.8,0.8,0.6,1.3,0.08,0.06,0.14,0.08,0.14,Matches,Fiorentina
877,Kevin-Prince Boateng,gh GHA,FW,32.0,15,7,689.0,7.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,1.7,1.7,0.3,2.0,0.26,0.04,0.3,0.26,0.3,Matches,Fiorentina
878,Riccardo Sottil,it ITA,"FW,DF",20.0,21,6,620.0,6.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,0.7,0.7,0.6,1.3,0.13,0.1,0.23,0.13,0.23,Matches,Fiorentina
879,Igor,br BRA,DF,21.0,9,6,611.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01,Matches,Fiorentina
880,Luca Ranieri,it ITA,DF,20.0,5,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.04,0.27,0.3,0.04,0.3,Matches,Fiorentina
881,Christian Kouamé,ci CIV,FW,21.0,7,3,301.0,3.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3,0.6,1.6,1.6,0.2,1.8,0.46,0.07,0.53,0.46,0.53,Matches,Fiorentina
882,Aleksa Terzić,rs SRB,DF,19.0,4,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fiorentina
883,Sebastián Cristóforo,uy URU,MF,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.15,Matches,Fiorentina
884,Kevin Agudelo,co COL,"MF,FW",20.0,3,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.45,0.3,0.75,0.45,0.75,Matches,Fiorentina
885,Pedro,br BRA,FW,22.0,4,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.5,0.03,0.53,0.5,0.53,Matches,Fiorentina
886,Valentin Eysseric,fr FRA,MF,27.0,3,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18,Matches,Fiorentina
887,Cristóbal Montiel Rodríguez,es ESP,MF,19.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Fiorentina
888,Szymon Żurkowski,pl POL,MF,21.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Fiorentina
889,Maximiliano Olivera,uy URU,DF,27.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,Fiorentina
890,Federico Brancolini,it ITA,GK,18.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fiorentina
891,Christian Dalle Mura,it ITA,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fiorentina
892,Nicky Medja,ch SUI,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
893,Michele Cerofolini,it ITA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
894,Giovanni Simeone,ar ARG,FW,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
895,Cristiano Biraghi,it ITA,"DF,MF",26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
896,Niccolò Chiorra,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
897,Jacob Rasmussen,dk DEN,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fiorentina
898,Christian Günter,de GER,DF,26.0,36,36,3239.0,36.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,0.06,0.22,0.28,0.06,0.28,1.0,1.0,7.3,8.3,0.03,0.22,0.25,0.03,0.25,Matches,Freiburg
899,Jonathan Schmid,fr FRA,DF,29.0,35,33,3046.0,33.8,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.15,0.03,0.18,0.15,0.18,2.9,2.9,2.5,5.4,0.09,0.08,0.17,0.09,0.17,Matches,Freiburg
900,Nicolas Höfler,de GER,MF,29.0,33,32,2903.0,32.3,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,2.5,2.5,0.4,2.9,0.08,0.01,0.09,0.08,0.09,Matches,Freiburg
901,Robin Koch,de GER,"DF,MF",23.0,34,32,2805.0,31.2,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,2.6,2.6,1.5,4.1,0.09,0.05,0.14,0.09,0.14,Matches,Freiburg
902,Dominique Heintz,de GER,DF,25.0,30,29,2644.0,29.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,0.2,0.2,0.2,0.3,0.01,0.01,0.01,0.01,0.01,Matches,Freiburg
903,Nils Petersen,de GER,"FW,MF",30.0,36,26,2612.0,29.0,11.0,2.0,10.0,1.0,1.0,1.0,0.0,0.38,0.07,0.45,0.34,0.41,8.3,7.5,2.4,9.9,0.31,0.09,0.39,0.28,0.37,Matches,Freiburg
904,Lucas Höler,de GER,"FW,MF",25.0,36,28,2574.0,28.6,8.0,2.0,8.0,0.0,1.0,4.0,0.0,0.28,0.07,0.35,0.28,0.35,8.5,7.7,2.1,9.8,0.31,0.08,0.38,0.28,0.35,Matches,Freiburg
905,Alexander Schwolow,de GER,GK,27.0,25,25,2211.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
906,Philipp Lienhart,at AUT,DF,23.0,24,21,1949.0,21.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,0.7,1.7,0.05,0.03,0.08,0.05,0.08,Matches,Freiburg
907,Janik Haberer,de GER,"MF,FW",25.0,27,21,1811.0,20.1,2.0,2.0,2.0,0.0,0.0,5.0,1.0,0.1,0.1,0.2,0.1,0.2,1.0,1.0,0.7,1.8,0.05,0.04,0.09,0.05,0.09,Matches,Freiburg
908,Vincenzo Grifo,it ITA,"MF,FW",26.0,27,18,1708.0,19.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,0.21,0.47,0.69,0.16,0.63,3.0,2.2,4.6,6.9,0.17,0.26,0.43,0.12,0.38,Matches,Freiburg
909,Luca Waldschmidt,de GER,"FW,MF",23.0,24,15,1388.0,15.4,8.0,1.0,5.0,3.0,3.0,3.0,0.0,0.52,0.06,0.58,0.32,0.39,5.1,2.8,1.2,4.0,0.36,0.08,0.44,0.2,0.28,Matches,Freiburg
910,Manuel Gulde,de GER,DF,28.0,17,15,1371.0,15.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.0,1.0,0.2,1.2,0.07,0.01,0.08,0.07,0.08,Matches,Freiburg
911,Roland Sallai,hu HUN,"MF,FW",22.0,23,17,1283.0,14.3,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,2.4,2.4,1.5,3.9,0.19,0.11,0.3,0.19,0.3,Matches,Freiburg
912,Mark Flekken,nl NED,GK,26.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
913,Kwon Chang-hoon,kr KOR,"MF,FW",25.0,23,6,676.0,7.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,1.9,1.9,1.1,2.9,0.25,0.14,0.39,0.25,0.39,Matches,Freiburg
914,Amir Abrashi,al ALB,MF,29.0,13,8,663.0,7.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.05,0.02,0.07,0.05,0.07,Matches,Freiburg
915,Mike Frantz,de GER,"MF,DF",32.0,20,5,504.0,5.6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,0.7,0.9,0.06,0.17,0.23,0.06,0.23,Matches,Freiburg
916,Nico Schlotterbeck,de GER,DF,19.0,14,5,463.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.07,0.09,0.03,0.09,Matches,Freiburg
917,Brandon Borrello,au AUS,"MF,FW",24.0,8,5,408.0,4.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,0.2,0.2,0.2,0.4,0.06,0.07,0.13,0.06,0.13,Matches,Freiburg
918,Lukas Kübler,de GER,DF,26.0,5,3,209.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Freiburg
919,Yannik Keitel,de GER,MF,19.0,3,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.06,0.11,0.05,0.11,Matches,Freiburg
920,Jérôme Gondorf,de GER,MF,31.0,3,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,Freiburg
921,Niclas Thiede,de GER,GK,20.0,1,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
922,Gian-Luca Itter,de GER,"DF,MF",20.0,3,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
923,Jeong Woo-yeong,kr KOR,FW,19.0,1,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Freiburg
924,Lino Tempelmann,de GER,MF,20.0,1,1,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Freiburg
925,Tim Kleindienst,de GER,FW,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
926,Yoric Ravet,fr FRA,"FW,MF",29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
927,Cristian Romero,ar ARG,DF,21.0,33,33,2877.0,32.0,1.0,1.0,0.0,1.0,1.0,16.0,1.0,0.03,0.03,0.06,0.0,0.03,2.3,1.5,0.5,2.1,0.08,0.02,0.1,0.05,0.07,Matches,Genoa
928,Lasse Schöne,dk DEN,MF,33.0,34,31,2609.0,29.0,3.0,3.0,3.0,0.0,1.0,5.0,0.0,0.1,0.1,0.21,0.1,0.21,3.0,2.2,3.2,5.5,0.11,0.12,0.23,0.08,0.2,Matches,Genoa
929,Andrea Pinamonti,it ITA,FW,20.0,34,25,2416.0,26.8,7.0,1.0,6.0,1.0,2.0,1.0,0.0,0.26,0.04,0.3,0.22,0.26,6.7,4.9,0.6,5.6,0.27,0.02,0.29,0.2,0.22,Matches,Genoa
930,Domenico Criscito,it ITA,DF,32.0,28,26,2233.0,24.8,10.0,0.0,2.0,8.0,10.0,7.0,0.0,0.4,0.0,0.4,0.08,0.08,7.2,0.3,1.4,1.8,0.31,0.06,0.38,0.01,0.08,Matches,Genoa
931,Davide Biraschi,it ITA,DF,25.0,26,24,2151.0,23.9,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.04,0.04,0.0,0.04,0.3,0.3,0.6,0.9,0.01,0.03,0.04,0.01,0.04,Matches,Genoa
932,Paolo Ghiglione,it ITA,DF,22.0,27,22,1927.0,21.4,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.05,0.23,0.28,0.05,0.28,1.0,1.0,2.0,3.0,0.05,0.11,0.16,0.05,0.16,Matches,Genoa
933,Mattia Perin,it ITA,GK,26.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Genoa
934,Cristián Zapata,co COL,DF,32.0,22,21,1860.0,20.7,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.7,1.4,0.04,0.04,0.07,0.04,0.07,Matches,Genoa
935,Ionuț Radu,ro ROU,GK,22.0,19,19,1740.0,19.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,Genoa
936,Goran Pandev,mk MKD,"FW,MF",36.0,35,18,1705.0,18.9,9.0,1.0,9.0,0.0,0.0,6.0,1.0,0.48,0.05,0.53,0.48,0.53,5.4,5.4,2.1,7.5,0.29,0.11,0.4,0.29,0.4,Matches,Genoa
937,Francesco Cassata,it ITA,MF,22.0,26,20,1664.0,18.5,2.0,1.0,2.0,0.0,0.0,11.0,2.0,0.11,0.05,0.16,0.11,0.16,1.3,1.3,1.4,2.7,0.08,0.09,0.17,0.08,0.17,Matches,Genoa
938,Ivan Radovanović,rs SRB,MF,30.0,22,16,1525.0,16.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,0.6,1.4,0.05,0.04,0.1,0.05,0.1,Matches,Genoa
939,Lukas Lerager,dk DEN,MF,26.0,22,16,1477.0,16.4,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.6,2.8,0.08,0.1,0.18,0.08,0.18,Matches,Genoa
940,Antonio Sanabria,py PAR,FW,23.0,24,16,1387.0,15.4,6.0,2.0,6.0,0.0,0.0,3.0,0.0,0.39,0.13,0.52,0.39,0.52,3.7,3.7,1.9,5.6,0.24,0.12,0.37,0.24,0.37,Matches,Genoa
941,Andrea Masiello,it ITA,DF,33.0,15,15,1324.0,14.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.0,0.2,0.01,0.0,0.02,0.01,0.02,Matches,Genoa
942,Stefano Sturaro,it ITA,MF,26.0,18,15,1290.0,14.3,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.07,0.14,0.21,0.07,0.21,2.1,2.1,1.1,3.2,0.15,0.08,0.23,0.15,0.23,Matches,Genoa
943,Antonio Barreca,it ITA,"DF,MF",24.0,19,12,1215.0,13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.4,0.6,0.01,0.03,0.05,0.01,0.05,Matches,Genoa
944,Valon Behrami,ch SUI,MF,34.0,18,14,1171.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,Genoa
945,Peter Ankersen,dk DEN,DF,28.0,19,11,1063.0,11.8,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.8,0.8,0.7,1.6,0.07,0.06,0.13,0.07,0.13,Matches,Genoa
946,Christian Kouamé,ci CIV,FW,21.0,12,11,987.0,11.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.46,0.18,0.64,0.46,0.64,1.7,1.7,1.0,2.8,0.17,0.1,0.27,0.17,0.27,Matches,Genoa
947,Edoardo Goldaniga,it ITA,DF,25.0,14,9,904.0,10.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,1.1,1.1,0.2,1.3,0.12,0.03,0.15,0.12,0.15,Matches,Genoa
948,Marko Pajač,hr CRO,DF,26.0,12,9,849.0,9.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.6,1.8,0.02,0.19,0.21,0.02,0.21,Matches,Genoa
949,Kevin Agudelo,co COL,"MF,FW",20.0,12,9,826.0,9.2,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.11,0.11,0.22,0.11,0.22,1.1,1.1,1.2,2.3,0.15,0.16,0.31,0.15,0.31,Matches,Genoa
950,Andrea Favilli,it ITA,FW,22.0,22,8,796.0,8.8,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,1.6,1.6,0.8,2.4,0.22,0.11,0.33,0.22,0.33,Matches,Genoa
951,Adama Soumaoro,fr FRA,DF,27.0,8,7,637.0,7.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,0.6,0.6,0.0,0.6,0.09,0.0,0.09,0.09,0.09,Matches,Genoa
952,Filip Jagiełło,pl POL,MF,21.0,12,7,623.0,6.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,0.3,0.3,0.8,1.0,0.04,0.12,0.17,0.04,0.17,Matches,Genoa
953,Iago Falque,es ESP,MF,29.0,10,6,519.0,5.8,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.35,0.17,0.52,0.0,0.17,3.1,0.8,0.9,1.7,0.53,0.15,0.68,0.14,0.3,Matches,Genoa
954,Jawad El Yamiq,ma MAR,DF,27.0,4,2,265.0,2.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,Genoa
955,Mattia Destro,it ITA,"FW,MF",28.0,9,1,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.27,0.0,0.27,0.27,0.27,Matches,Genoa
956,Riccardo Saponara,it ITA,"MF,FW",27.0,5,3,197.0,2.2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.46,0.0,0.46,0.46,0.46,0.3,0.3,0.1,0.4,0.16,0.04,0.2,0.16,0.2,Matches,Genoa
957,Denilho Cleonise,nl NED,FW,17.0,5,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.51,0.0,0.51,0.51,0.51,Matches,Genoa
958,Nicolò Rovella,it ITA,MF,17.0,3,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Genoa
959,Sinan Gümüş,tr TUR,FW,25.0,3,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,Matches,Genoa
960,Jandrei,br BRA,GK,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Genoa
961,Rômulo,it ITA,DF,32.0,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Genoa
962,Federico Marchetti,it ITA,GK,36.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,Matches,Genoa
963,Nicolo Radaelli,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
964,Steeve-Mike Ebongue,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
965,Salvador Ichazo,uy URU,GK,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
966,Vasco Oliveira,pt POR,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
967,Sebastian Eriksson,se SWE,"DF,MF",30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
968,Flavio Junior Bianchi,it ITA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
969,Augustinas Klimavicius,lt LTU,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Genoa
970,David Soria,es ESP,GK,26.0,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,getafe
971,Djené,tg TOG,DF,27.0,41,41,3690.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,0.01,0.01,0.02,0.01,0.02,Matches,getafe
972,Marc Cucurella,es ESP,MF,21.0,45,41,3647.0,40.5,1.0,5.0,1.0,0.0,0.0,10.0,0.0,0.02,0.12,0.15,0.02,0.15,2.1,2.1,5.3,7.5,0.05,0.13,0.18,0.05,0.18,Matches,getafe
973,Mauro Arambarri,uy URU,MF,23.0,41,39,3509.0,39.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.03,0.03,0.05,0.03,0.05,2.1,2.1,1.7,3.9,0.05,0.04,0.1,0.05,0.1,Matches,getafe
974,Nemanja Maksimović,rs SRB,"MF,DF",24.0,42,39,3407.0,37.9,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,4.2,4.2,1.0,5.1,0.11,0.03,0.14,0.11,0.14,Matches,getafe
975,Jaime Mata,es ESP,FW,30.0,41,39,3250.0,36.1,14.0,4.0,10.0,4.0,5.0,16.0,0.0,0.39,0.11,0.5,0.28,0.39,12.8,9.0,3.3,12.2,0.35,0.09,0.44,0.25,0.34,Matches,getafe
976,Allan Nyom,cm CMR,"DF,MF",31.0,43,39,3143.0,34.9,2.0,1.0,2.0,0.0,0.0,15.0,2.0,0.06,0.03,0.09,0.06,0.09,0.7,0.7,1.4,2.2,0.02,0.04,0.06,0.02,0.06,Matches,getafe
977,Damián Suárez,uy URU,DF,31.0,34,34,2952.0,32.8,1.0,4.0,1.0,0.0,0.0,17.0,0.0,0.03,0.12,0.15,0.03,0.15,0.9,0.9,2.6,3.5,0.03,0.08,0.11,0.03,0.11,Matches,getafe
978,Mathías Olivera,uy URU,DF,21.0,29,26,2317.0,25.7,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.12,0.12,0.0,0.12,1.2,1.2,1.3,2.5,0.05,0.05,0.1,0.05,0.1,Matches,getafe
979,Jorge Molina,es ESP,FW,37.0,40,25,2097.0,23.3,6.0,3.0,4.0,2.0,3.0,6.0,1.0,0.26,0.13,0.39,0.17,0.3,7.1,4.8,3.9,8.7,0.31,0.17,0.47,0.21,0.37,Matches,getafe
980,Ángel Rodríguez,es ESP,FW,32.0,40,13,1852.0,20.6,13.0,3.0,12.0,1.0,1.0,8.0,0.0,0.63,0.15,0.78,0.58,0.73,8.5,7.7,2.2,9.9,0.41,0.11,0.52,0.37,0.48,Matches,getafe
981,Leandro Cabrera,uy URU,DF,28.0,21,20,1787.0,19.9,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,0.2,1.6,0.07,0.01,0.08,0.07,0.08,Matches,getafe
