,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
322,Mihai Dobre,ro ROU,MF,20.0,0.1,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Bournemouth
323,Stefano Sabelli,it ITA,DF,26.0,36.5,104.0,60,61.0,37.0,6.0,48.0,139.0,34.5,91.0,719.0,182.0,25.3,411.0,244.0,64.0,94.0,15.0,1.0,79.0,49,153,95.0,0.0,Matches,Brescia
324,Sandro Tonali,it ITA,MF,19.0,34.5,52.0,41,22.0,27.0,3.0,14.0,48.0,29.2,34.0,558.0,140.0,25.1,220.0,274.0,64.0,57.0,14.0,0.0,43.0,32,84,46.0,0.0,Matches,Brescia
325,Jesse Joronen,fi FIN,GK,26.0,30.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,Matches,Brescia
326,Aleš Matějů,cz CZE,DF,23.0,29.6,51.0,29,35.0,12.0,4.0,25.0,55.0,45.5,30.0,403.0,109.0,27.0,254.0,115.0,34.0,70.0,26.0,0.0,44.0,23,74,107.0,4.0,Matches,Brescia
327,Jhon Chancellor,ve VEN,DF,27.0,26.3,28.0,19,22.0,5.0,1.0,12.0,29.0,41.4,17.0,229.0,63.0,27.5,166.0,57.0,6.0,55.0,30.0,1.0,25.0,14,42,198.0,5.0,Matches,Brescia
328,Dimitri Bisoli,it ITA,MF,25.0,25.2,80.0,48,38.0,36.0,6.0,26.0,68.0,38.2,42.0,622.0,166.0,26.7,247.0,254.0,121.0,71.0,7.0,0.0,64.0,18,98,48.0,0.0,Matches,Brescia
329,Ernesto Torregrossa,it ITA,FW,27.0,21.8,15.0,8,5.0,8.0,2.0,5.0,26.0,19.2,21.0,317.0,61.0,19.2,39.0,148.0,130.0,17.0,6.0,0.0,11.0,2,17,19.0,0.0,Matches,Brescia
330,Daniele Dessena,it ITA,MF,32.0,20.8,24.0,15,12.0,10.0,2.0,10.0,31.0,32.3,21.0,300.0,72.0,24.0,86.0,149.0,65.0,21.0,3.0,0.0,18.0,6,30,24.0,0.0,Matches,Brescia
331,Andrea Cistana,it ITA,DF,22.0,20.4,35.0,21,24.0,9.0,2.0,16.0,24.0,66.7,8.0,199.0,57.0,28.6,133.0,58.0,8.0,52.0,37.0,0.0,15.0,24,59,121.0,0.0,Matches,Brescia
332,Alfredo Donnarumma,it ITA,FW,28.0,19.6,13.0,7,2.0,7.0,4.0,3.0,16.0,18.8,13.0,345.0,66.0,19.1,31.0,144.0,170.0,10.0,1.0,0.0,9.0,6,19,2.0,0.0,Matches,Brescia
333,Rômulo,it ITA,MF,32.0,19.1,32.0,16,12.0,14.0,6.0,10.0,44.0,22.7,34.0,344.0,68.0,19.8,104.0,154.0,86.0,24.0,1.0,0.0,23.0,7,39,8.0,0.0,Matches,Brescia
334,Nikolas Špalek,sk SVK,"MF,FW",22.0,18.9,21.0,14,6.0,11.0,4.0,5.0,33.0,15.2,28.0,497.0,116.0,23.3,116.0,239.0,142.0,23.0,0.0,0.0,23.0,6,27,10.0,0.0,Matches,Brescia
335,Florian Ayé,fr FRA,"FW,MF",22.0,15.8,20.0,13,10.0,6.0,4.0,6.0,15.0,40.0,9.0,493.0,100.0,20.3,54.0,250.0,189.0,34.0,3.0,0.0,31.0,2,22,19.0,0.0,Matches,Brescia
336,Mario Balotelli,it ITA,FW,28.0,15.6,4.0,2,1.0,3.0,0.0,0.0,2.0,0.0,2.0,153.0,28.0,18.3,11.0,75.0,67.0,10.0,3.0,0.0,7.0,5,9,20.0,0.0,Matches,Brescia
337,Bruno Martella,it ITA,"DF,MF",26.0,14.1,19.0,9,13.0,3.0,3.0,11.0,18.0,61.1,7.0,152.0,27.0,17.8,57.0,65.0,30.0,29.0,6.0,0.0,23.0,14,33,58.0,2.0,Matches,Brescia
338,Jaromír Zmrhal,cz CZE,MF,25.0,13.3,11.0,5,5.0,4.0,2.0,7.0,17.0,41.2,10.0,218.0,50.0,22.9,64.0,86.0,68.0,11.0,3.0,0.0,8.0,4,15,10.0,0.0,Matches,Brescia
339,Massimiliano Mangraviti,it ITA,DF,21.0,10.8,10.0,5,3.0,5.0,2.0,4.0,6.0,66.7,2.0,115.0,25.0,21.7,66.0,40.0,9.0,22.0,11.0,0.0,11.0,2,12,52.0,2.0,Matches,Brescia
340,Andrea Papetti,it ITA,DF,17.0,10.2,15.0,11,12.0,3.0,0.0,3.0,16.0,18.8,13.0,151.0,47.0,31.1,93.0,54.0,4.0,22.0,11.0,0.0,11.0,12,27,49.0,1.0,Matches,Brescia
341,Birkir Bjarnason,is ISL,"MF,FW",31.0,8.9,10.0,5,2.0,7.0,1.0,2.0,20.0,10.0,18.0,142.0,21.0,14.8,49.0,67.0,26.0,10.0,3.0,0.0,7.0,6,16,5.0,0.0,Matches,Brescia
342,Alessandro Semprini,it ITA,DF,21.0,7.0,10.0,3,7.0,3.0,0.0,6.0,9.0,66.7,3.0,82.0,17.0,20.7,41.0,25.0,16.0,20.0,5.0,1.0,15.0,3,13,16.0,0.0,Matches,Brescia
343,Emanuele Ndoj,al ALB,MF,22.0,6.2,10.0,8,4.0,6.0,0.0,4.0,19.0,21.1,15.0,177.0,44.0,24.9,57.0,87.0,33.0,17.0,1.0,0.0,16.0,4,14,6.0,0.0,Matches,Brescia
344,Lorenzo Andrenacci,it ITA,GK,24.0,5.9,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Brescia
345,Daniele Gastaldello,it ITA,DF,36.0,4.3,9.0,8,8.0,1.0,0.0,2.0,7.0,28.6,5.0,42.0,16.0,38.1,27.0,14.0,1.0,15.0,5.0,0.0,10.0,1,10,30.0,0.0,Matches,Brescia
346,Mattia Viviani,it ITA,MF,18.0,4.2,1.0,1,0.0,1.0,0.0,0.0,6.0,0.0,6.0,121.0,15.0,12.4,49.0,60.0,12.0,3.0,2.0,0.0,1.0,3,4,6.0,0.0,Matches,Brescia
347,Enrico Alfonso,it ITA,GK,31.0,3.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Brescia
348,Simon Skrabb,fi FIN,"MF,FW",24.0,2.9,7.0,4,2.0,3.0,2.0,4.0,10.0,40.0,6.0,72.0,18.0,25.0,17.0,29.0,26.0,8.0,1.0,0.0,7.0,0,7,2.0,0.0,Matches,Brescia
349,Giangiacomo Magnani,it ITA,"DF,MF",23.0,2.3,2.0,0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,16.7,6.0,0.0,0.0,3.0,1.0,0.0,2.0,2,4,4.0,0.0,Matches,Brescia
350,Alessandro Matri,it ITA,"FW,MF",34.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,0.0,0.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,Matches,Brescia
351,Felipe Curcio,br BRA,DF,26.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Brescia
352,Luca Tremolada,it ITA,MF,27.0,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Brescia
353,Andrea Ghezzi,it ITA,MF,18.0,0.4,2.0,1,0.0,1.0,1.0,1.0,1.0,100.0,0.0,15.0,5.0,33.3,3.0,6.0,6.0,1.0,0.0,0.0,1.0,0,2,0.0,0.0,Matches,Brescia
354,Leonardo Morosini,it ITA,"FW,MF",23.0,0.3,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,28.6,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0,1,2.0,0.0,Matches,Brescia
355,Gautier Larsonneur,fr FRA,GK,22.0,28.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,11.0,3.0,27.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Matches,brest
356,Gaëtan Charbonnier,fr FRA,"FW,MF",30.0,24.7,38.0,22,11.0,12.0,15.0,9.0,33.0,27.3,24.0,378.0,91.0,24.1,37.0,177.0,164.0,29.0,6.0,0.0,23.0,5,43,28.0,1.0,Matches,brest
357,Romain Perraud,fr FRA,DF,21.0,23.2,33.0,22,17.0,13.0,3.0,14.0,33.0,42.4,19.0,287.0,92.0,32.1,155.0,89.0,43.0,42.0,9.0,1.0,33.0,24,57,63.0,1.0,Matches,brest
358,Jean-Charles Castelletto,cm CMR,DF,24.0,22.8,23.0,13,15.0,8.0,0.0,10.0,18.0,55.6,8.0,146.0,53.0,36.3,78.0,65.0,3.0,41.0,19.0,0.0,22.0,19,39,147.0,3.0,Matches,brest
359,Julien Faussurier,fr FRA,DF,32.0,22.6,40.0,29,25.0,12.0,3.0,18.0,62.0,29.0,44.0,254.0,85.0,33.5,118.0,81.0,55.0,46.0,8.0,1.0,38.0,24,63,62.0,0.0,Matches,brest
360,Ibrahima Diallo,fr FRA,MF,20.0,20.2,48.0,41,21.0,25.0,2.0,10.0,23.0,43.5,13.0,317.0,102.0,32.2,114.0,180.0,23.0,15.0,2.0,0.0,13.0,15,63,27.0,1.0,Matches,brest
361,Haris Belkebla,dz ALG,MF,25.0,20.2,57.0,42,27.0,25.0,5.0,11.0,34.0,32.4,23.0,440.0,124.0,28.2,165.0,216.0,59.0,39.0,6.0,0.0,33.0,35,92,30.0,0.0,Matches,brest
362,Samuel Grandsir,fr FRA,"FW,MF",22.0,18.9,33.0,20,10.0,17.0,6.0,9.0,34.0,26.5,25.0,291.0,83.0,28.5,76.0,141.0,74.0,20.0,0.0,0.0,20.0,8,40,8.0,0.0,Matches,brest
363,Irvin Cardona,fr FRA,"FW,MF",21.0,18.8,16.0,12,7.0,6.0,3.0,7.0,28.0,25.0,21.0,331.0,94.0,28.4,60.0,150.0,121.0,15.0,1.0,0.0,14.0,3,19,7.0,1.0,Matches,brest
364,Yoann Court,fr FRA,"FW,MF",29.0,18.2,57.0,34,32.0,20.0,5.0,20.0,69.0,29.0,49.0,328.0,79.0,24.1,84.0,156.0,88.0,23.0,0.0,0.0,23.0,13,69,17.0,0.0,Matches,brest
365,Dénys Bain,fr FRA,DF,26.0,17.4,29.0,21,22.0,7.0,0.0,7.0,9.0,77.8,2.0,99.0,33.0,33.3,64.0,33.0,2.0,22.0,11.0,0.0,11.0,23,45,102.0,1.0,Matches,brest
366,Cristian Battocchio,it ITA,MF,27.0,17.1,32.0,25,11.0,16.0,5.0,9.0,37.0,24.3,28.0,282.0,72.0,25.5,86.0,138.0,58.0,18.0,4.0,0.0,14.0,19,51,34.0,0.0,Matches,brest
367,Mathias Autret,fr FRA,"MF,FW",28.0,16.0,24.0,14,6.0,11.0,7.0,4.0,22.0,18.2,18.0,316.0,71.0,22.5,71.0,164.0,81.0,24.0,2.0,0.0,22.0,11,34,6.0,0.0,Matches,brest
368,Jean-Kevin Duverne,fr FRA,DF,22.0,15.8,17.0,15,9.0,7.0,1.0,7.0,18.0,38.9,11.0,155.0,58.0,37.4,85.0,63.0,7.0,35.0,9.0,0.0,26.0,16,33,71.0,1.0,Matches,brest
369,Paul Lasne,fr FRA,"MF,FW",30.0,14.6,24.0,17,11.0,13.0,0.0,8.0,25.0,32.0,17.0,270.0,69.0,25.6,91.0,139.0,40.0,12.0,3.0,0.0,9.0,3,27,14.0,0.0,Matches,brest
370,Alexandre Mendy,gw GNB,"FW,MF",25.0,12.9,4.0,2,2.0,0.0,2.0,0.0,6.0,0.0,6.0,134.0,27.0,20.1,11.0,61.0,62.0,6.0,2.0,0.0,4.0,1,4,9.0,0.0,Matches,brest
371,Brendan Chardonnet,fr FRA,DF,24.0,12.5,17.0,12,11.0,4.0,2.0,3.0,9.0,33.3,6.0,81.0,29.0,35.8,52.0,27.0,2.0,16.0,9.0,0.0,7.0,16,25,69.0,0.0,Matches,brest
372,Gaëtan Belaud,fr FRA,DF,32.0,9.8,13.0,13,9.0,4.0,0.0,4.0,10.0,40.0,6.0,52.0,10.0,19.2,26.0,14.0,12.0,15.0,3.0,0.0,12.0,13,24,16.0,0.0,Matches,brest
373,Ludovic Baal,gf GUF,DF,33.0,9.2,34.0,21,17.0,14.0,3.0,12.0,25.0,48.0,13.0,178.0,62.0,34.8,96.0,65.0,17.0,22.0,3.0,0.0,19.0,14,48,31.0,1.0,Matches,brest
374,Hugo Magnetti,fr FRA,MF,21.0,5.8,15.0,17,5.0,8.0,2.0,3.0,7.0,42.9,4.0,81.0,33.0,40.7,31.0,37.0,13.0,8.0,0.0,0.0,8.0,12,22,8.0,0.0,Matches,brest
375,Donovan Léon,gf GUF,GK,26.0,4.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,brest
376,Hianga Mananga Mbock,fr FRA,MF,19.0,4.4,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,12.0,46.2,9.0,15.0,2.0,2.0,0.0,0.0,2.0,4,2,8.0,0.0,Matches,brest
377,Ferris N'Goma,fr FRA,"FW,MF",26.0,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,28.6,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,brest
378,Kévin Mayi,ga GAB,FW,26.0,0.2,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,brest
379,Mathew Ryan,au AUS,GK,27.0,38.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,4.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,4.0,Matches,Brighton
380,Lewis Dunk,eng ENG,DF,27.0,35.9,43.0,28,31.0,12.0,0.0,13.0,41.0,31.7,28.0,248.0,107.0,43.1,164.0,72.0,12.0,71.0,37.0,3.0,34.0,36,79,162.0,1.0,Matches,Brighton
381,Dan Burn,eng ENG,DF,27.0,32.0,63.0,36,34.0,23.0,6.0,24.0,56.0,42.9,32.0,465.0,164.0,35.3,251.0,161.0,53.0,67.0,22.0,0.0,45.0,26,89,148.0,0.0,Matches,Brighton
382,Neal Maupay,fr FRA,FW,22.0,31.7,28.0,17,8.0,13.0,7.0,8.0,36.0,22.2,28.0,703.0,185.0,26.3,70.0,280.0,353.0,31.0,4.0,0.0,27.0,3,31,7.0,0.0,Matches,Brighton
383,Adam Webster,eng ENG,DF,24.0,31.6,37.0,27,25.0,10.0,2.0,16.0,36.0,44.4,20.0,222.0,86.0,38.7,146.0,67.0,9.0,66.0,31.0,0.0,35.0,37,71,182.0,3.0,Matches,Brighton
384,Davy Pröpper,nl NED,MF,27.0,31.4,58.0,38,29.0,23.0,6.0,22.0,68.0,32.4,46.0,484.0,144.0,29.8,196.0,234.0,54.0,39.0,11.0,0.0,28.0,32,90,43.0,2.0,Matches,Brighton
385,Dale Stephens,eng ENG,MF,30.0,29.1,76.0,40,33.0,34.0,9.0,21.0,71.0,29.6,50.0,465.0,150.0,32.3,208.0,222.0,35.0,43.0,13.0,1.0,30.0,39,115,46.0,3.0,Matches,Brighton
386,Aaron Mooy,au AUS,"MF,FW",28.0,24.2,43.0,34,13.0,19.0,11.0,8.0,45.0,17.8,37.0,421.0,125.0,29.7,111.0,198.0,112.0,48.0,7.0,1.0,41.0,19,61,29.0,0.0,Matches,Brighton
387,Leandro Trossard,be BEL,"FW,MF",24.0,22.3,28.0,16,13.0,12.0,3.0,9.0,39.0,23.1,30.0,373.0,100.0,26.8,72.0,170.0,131.0,29.0,2.0,0.0,27.0,10,38,5.0,0.0,Matches,Brighton
388,Pascal Groß,de GER,"FW,MF",28.0,22.0,33.0,21,6.0,19.0,8.0,8.0,32.0,25.0,24.0,395.0,103.0,26.1,82.0,194.0,119.0,27.0,2.0,0.0,25.0,9,42,11.0,0.0,Matches,Brighton
389,Martín Montoya,es ESP,DF,28.0,21.1,49.0,28,30.0,14.0,5.0,22.0,50.0,44.0,28.0,375.0,92.0,24.5,164.0,158.0,53.0,41.0,6.0,0.0,35.0,17,66,55.0,1.0,Matches,Brighton
390,Aaron Connolly,ie IRL,FW,19.0,16.1,12.0,8,1.0,5.0,6.0,3.0,12.0,25.0,9.0,234.0,69.0,29.5,14.0,94.0,126.0,8.0,1.0,0.0,7.0,5,17,1.0,0.0,Matches,Brighton
391,Shane Duffy,ie IRL,DF,27.0,15.5,16.0,10,10.0,5.0,1.0,4.0,18.0,22.2,14.0,100.0,34.0,34.0,71.0,27.0,2.0,21.0,8.0,0.0,13.0,16,29,116.0,0.0,Matches,Brighton
392,Steven Alzate,co COL,"MF,DF",20.0,15.2,28.0,24,23.0,3.0,2.0,10.0,22.0,45.5,12.0,235.0,77.0,32.8,99.0,94.0,42.0,26.0,3.0,0.0,23.0,10,38,14.0,0.0,Matches,Brighton
393,Yves Bissouma,ml MLI,MF,22.0,14.7,58.0,36,35.0,20.0,3.0,18.0,38.0,47.4,20.0,308.0,90.0,29.2,126.0,143.0,39.0,28.0,4.0,0.0,24.0,16,74,22.0,0.0,Matches,Brighton
394,Solly March,eng ENG,"DF,FW",25.0,12.7,26.0,17,16.0,8.0,2.0,9.0,21.0,42.9,12.0,158.0,44.0,27.8,54.0,57.0,47.0,22.0,3.0,0.0,19.0,12,38,19.0,1.0,Matches,Brighton
395,Glenn Murray,eng ENG,FW,35.0,9.9,3.0,2,0.0,3.0,0.0,0.0,6.0,0.0,6.0,144.0,35.0,24.3,10.0,74.0,60.0,6.0,1.0,0.0,5.0,1,3,9.0,0.0,Matches,Brighton
396,Bernardo,br BRA,DF,24.0,8.8,28.0,18,14.0,5.0,9.0,12.0,19.0,63.2,7.0,129.0,44.0,34.1,56.0,48.0,25.0,16.0,3.0,0.0,13.0,5,33,25.0,0.0,Matches,Brighton
397,Tariq Lamptey,eng ENG,DF,18.0,6.5,9.0,3,8.0,1.0,0.0,0.0,9.0,0.0,9.0,91.0,17.0,18.7,39.0,32.0,20.0,13.0,1.0,0.0,12.0,9,18,15.0,1.0,Matches,Brighton
398,Ezequiel Schelotto,it ITA,DF,30.0,5.0,6.0,5,4.0,1.0,1.0,0.0,5.0,0.0,5.0,47.0,14.0,29.8,26.0,14.0,7.0,7.0,0.0,0.0,7.0,3,9,17.0,0.0,Matches,Brighton
399,Alireza Jahanbakhsh,ir IRN,"FW,MF",25.0,4.8,7.0,6,2.0,2.0,3.0,3.0,6.0,50.0,3.0,51.0,20.0,39.2,15.0,16.0,20.0,5.0,0.0,0.0,5.0,1,7,4.0,0.0,Matches,Brighton
400,Alexis Mac Allister,ar ARG,"MF,FW",20.0,3.9,9.0,4,4.0,3.0,2.0,4.0,9.0,44.4,5.0,105.0,25.0,23.8,27.0,51.0,27.0,14.0,1.0,0.0,13.0,2,11,1.0,0.0,Matches,Brighton
401,Gaëtan Bong,cm CMR,"MF,DF",31.0,3.4,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,7.0,58.3,6.0,4.0,2.0,2.0,1.0,0.0,1.0,1,0,0.0,0.0,Matches,Brighton
402,David Button,eng ENG,GK,30.0,3.0,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
403,Leon Balogun,ng NGA,DF,31.0,1.5,,2,,,,,,,,,,,,,,,,,,4,0,,,Matches,Brighton
404,Archie Davies,eng ENG,MF,20.0,1.0,,2,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
405,Peter Gwargis,se SWE,FW,18.0,1.0,,3,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
406,Alex Cochrane,eng ENG,DF,19.0,1.0,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
407,Taylor Richards,eng ENG,FW,18.0,1.0,,0,,,,,,,,,,,,,,,,,,1,0,,,Matches,Brighton
408,Haydon Roberts,eng ENG,DF,17.0,1.0,,2,,,,,,,,,,,,,,,,,,1,0,,,Matches,Brighton
409,Tudor Băluță,ro ROU,"DF,MF",20.0,1.0,,1,,,,,,,,,,,,,,,,,,1,0,,,Matches,Brighton
410,Jürgen Locadia,nl NED,"MF,FW",25.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,12.0,6.0,50.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Brighton
411,Teddy Jenks,eng ENG,MF,17.0,0.9,,0,,,,,,,,,,,,,,,,,,2,0,,,Matches,Brighton
412,Florin Andone,ro ROU,"MF,FW",26.0,0.8,2.0,2,0.0,1.0,1.0,0.0,0.0,,0.0,7.0,1.0,14.3,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0,2,1.0,0.0,Matches,Brighton
413,Ryan Longman,eng ENG,"FW,MF",18.0,0.4,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
414,Romaric Yapi,fr FRA,DF,19.0,0.2,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Brighton
415,Jack Spong,eng ENG,MF,17.0,0.1,,0,,,,,,,,,,,,,,,,,,1,0,,,Matches,Brighton
416,James Tarkowski,eng ENG,DF,26.0,40.0,76.0,51,54.0,22.0,0.0,25.0,50.0,50.0,25.0,313.0,100.0,31.9,217.0,84.0,12.0,85.0,46.0,0.0,39.0,43,119,329.0,1.0,Matches,Burnley
417,Dwight McNeil,eng ENG,MF,19.0,38.2,55.0,28,20.0,22.0,13.0,17.0,68.0,25.0,51.0,734.0,178.0,24.3,208.0,335.0,191.0,71.0,6.0,1.0,65.0,24,79,34.0,0.0,Matches,Burnley
418,Nick Pope,eng ENG,GK,27.0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,Matches,Burnley
419,Ashley Westwood,eng ENG,MF,29.0,36.0,48.0,30,18.0,22.0,8.0,17.0,59.0,28.8,42.0,608.0,152.0,25.0,204.0,309.0,95.0,45.0,9.0,0.0,36.0,27,75,32.0,1.0,Matches,Burnley
420,Ben Mee,eng ENG,DF,29.0,32.0,35.0,16,23.0,12.0,0.0,19.0,36.0,52.8,17.0,176.0,56.0,31.8,108.0,62.0,6.0,64.0,34.0,0.0,30.0,22,57,279.0,0.0,Matches,Burnley
421,Jack Cork,eng ENG,MF,30.0,30.7,39.0,27,10.0,21.0,8.0,11.0,65.0,16.9,54.0,605.0,172.0,28.4,146.0,347.0,112.0,53.0,12.0,0.0,41.0,25,64,57.0,0.0,Matches,Burnley
422,Chris Wood,nz NZL,FW,27.0,28.8,10.0,6,1.0,3.0,6.0,5.0,19.0,26.3,14.0,407.0,92.0,22.6,23.0,150.0,234.0,18.0,4.0,0.0,14.0,5,15,17.0,0.0,Matches,Burnley
423,Jay Rodriguez,eng ENG,FW,30.0,25.4,33.0,17,7.0,16.0,10.0,6.0,36.0,16.7,30.0,573.0,150.0,26.2,77.0,243.0,253.0,43.0,11.0,0.0,32.0,4,37,7.0,0.0,Matches,Burnley
424,Jeff Hendrick,ie IRL,MF,27.0,23.7,18.0,10,7.0,7.0,4.0,2.0,30.0,6.7,28.0,356.0,69.0,19.4,83.0,175.0,98.0,35.0,7.0,0.0,28.0,14,32,19.0,0.0,Matches,Burnley
425,Charlie Taylor,eng ENG,DF,25.0,23.1,43.0,17,26.0,14.0,3.0,17.0,43.0,39.5,26.0,224.0,65.0,29.0,117.0,79.0,28.0,60.0,7.0,0.0,53.0,16,56,106.0,1.0,Matches,Burnley
426,Erik Pieters,nl NED,"DF,MF",30.0,22.9,58.0,41,24.0,31.0,3.0,22.0,62.0,35.5,40.0,345.0,85.0,24.6,162.0,141.0,42.0,65.0,8.0,0.0,57.0,13,71,89.0,0.0,Matches,Burnley
427,Phil Bardsley,sco SCO,DF,34.0,21.9,55.0,35,21.0,25.0,9.0,18.0,33.0,54.5,15.0,234.0,65.0,27.8,101.0,111.0,22.0,43.0,12.0,1.0,31.0,15,70,88.0,0.0,Matches,Burnley
428,Matthew Lowton,eng ENG,DF,30.0,19.1,44.0,24,20.0,21.0,3.0,24.0,43.0,55.8,19.0,202.0,60.0,29.7,99.0,74.0,29.0,42.0,9.0,1.0,33.0,16,60,79.0,1.0,Matches,Burnley
429,Ashley Barnes,eng ENG,FW,29.0,15.0,6.0,4,1.0,3.0,2.0,2.0,13.0,15.4,11.0,275.0,63.0,22.9,20.0,123.0,132.0,17.0,4.0,0.0,13.0,5,11,14.0,0.0,Matches,Burnley
430,Matěj Vydra,cz CZE,FW,27.0,10.6,4.0,4,1.0,2.0,1.0,2.0,6.0,33.3,4.0,184.0,47.0,25.5,15.0,66.0,103.0,12.0,3.0,0.0,9.0,1,4,7.0,0.0,Matches,Burnley
431,Kevin Long,ie IRL,DF,28.0,9.3,10.0,8,8.0,2.0,0.0,3.0,8.0,37.5,5.0,53.0,17.0,32.1,34.0,17.0,2.0,15.0,9.0,0.0,6.0,1,11,39.0,0.0,Matches,Burnley
432,Josh Brownhill,eng ENG,MF,23.0,8.9,15.0,8,6.0,7.0,2.0,1.0,7.0,14.3,6.0,111.0,31.0,27.9,36.0,54.0,21.0,10.0,3.0,0.0,7.0,5,20,16.0,0.0,Matches,Burnley
433,Aaron Lennon,eng ENG,MF,32.0,8.3,15.0,9,7.0,4.0,4.0,9.0,14.0,64.3,5.0,143.0,27.0,18.9,37.0,67.0,39.0,8.0,2.0,0.0,6.0,8,23,6.0,0.0,Matches,Burnley
434,Jóhann Berg Guðmundsson,is ISL,MF,28.0,7.4,7.0,3,2.0,1.0,4.0,2.0,9.0,22.2,7.0,105.0,19.0,18.1,34.0,35.0,36.0,10.0,1.0,0.0,9.0,4,11,8.0,0.0,Matches,Burnley
435,Robbie Brady,ie IRL,MF,27.0,5.9,10.0,5,7.0,3.0,0.0,2.0,9.0,22.2,7.0,126.0,28.0,22.2,46.0,53.0,27.0,14.0,2.0,0.0,12.0,6,16,8.0,0.0,Matches,Burnley
436,Joe Hart,eng ENG,GK,32.0,3.0,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches,Burnley
437,Danny Drinkwater,eng ENG,MF,29.0,1.6,2.0,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,5.0,21.7,10.0,10.0,3.0,1.0,0.0,0.0,1.0,4,4,0.0,0.0,Matches,Burnley
438,Ben Gibson,eng ENG,DF,26.0,1.0,,1,,,,,,,,,,,,,,,,,,2,0,,,Matches,Burnley
439,Max Thompson,eng ENG,FW,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Burnley
440,João Pedro,br BRA,"FW,MF",27.0,36.2,22.0,16,9.0,7.0,6.0,4.0,25.0,16.0,21.0,430.0,104.0,24.2,77.0,191.0,162.0,43.0,11.0,0.0,32.0,6,28,38.0,0.0,Matches,Cagliari
