,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches,club
511,Saturnin Allagbé,bj BEN,GK,27-161,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
512,Aníbal Chalá,ec ECU,DF,24-358,8.8,8.0,1.03,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
513,Mihai Dobre,ro ROU,"FW,MF",22-245,6.0,11.0,2.21,6.0,0.0,2.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,dijon
514,Alfred Gomis,sn SEN,GK,27-239,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
515,Aboubakar Kamara,mr MTN,"FW,MF",26-056,5.0,15.0,3.2,8.0,0.0,3.0,2.0,2.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
516,Yassine Benzia,dz ALG,"MF,FW",26-236,4.5,14.0,3.1,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
517,Aurélien Scheidler,fr FRA,FW,22-332,3.8,6.0,1.58,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,dijon
518,Ahmad Ngouyamsa,cm CMR,DF,20-132,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
519,Romain Amalfitano,fr FRA,"FW,DF",31-248,1.3,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
520,Rayan Philippe,fr FRA,FW,20-191,1.0,1.0,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
521,Wilitty Younoussa,cm CMR,"DF,MF",19-235,0.2,3.0,15.88,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
522,Jacques Siwe,fr FRA,FW,19-277,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
523,Arthur Zagre,fr FRA,MF,19-210,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,dijon
524,Mats Hummels,de GER,DF,32-122,39.1,31.0,0.87,27.0,1.0,0.0,2.0,1.0,0.0,3.0,0.08,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dortmund
525,Erling Haaland,no NOR,FW,20-270,33.3,68.0,2.3,49.0,0.0,9.0,6.0,4.0,0.0,19.0,0.64,13.0,0.0,4.0,1.0,1.0,0.0,0.0,Matches,Dortmund
526,Manuel Akanji,ch SUI,DF,25-272,31.3,23.0,0.84,16.0,1.0,0.0,3.0,1.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
527,Marco Reus,de GER,MF,31-321,30.1,89.0,3.23,54.0,11.0,5.0,11.0,5.0,3.0,14.0,0.51,8.0,2.0,0.0,1.0,1.0,2.0,0.0,Matches,Dortmund
528,Emre Can,de GER,DF,27-095,29.3,41.0,1.64,32.0,0.0,4.0,0.0,2.0,3.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
529,Raphaël Guerreiro,pt POR,"DF,MF",27-116,28.5,85.0,3.13,74.0,5.0,2.0,1.0,2.0,1.0,13.0,0.48,11.0,1.0,0.0,1.0,0.0,0.0,0.0,Matches,Dortmund
530,Jadon Sancho,eng ENG,"FW,MF",21-023,27.7,124.0,5.17,91.0,22.0,6.0,2.0,2.0,1.0,22.0,0.92,17.0,1.0,1.0,1.0,2.0,0.0,0.0,Matches,Dortmund
531,Jude Bellingham,eng ENG,MF,17-292,25.7,52.0,2.32,39.0,0.0,2.0,2.0,8.0,1.0,10.0,0.45,9.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Dortmund
532,Gio Reyna,us USA,MF,18-155,25.0,77.0,3.41,51.0,7.0,7.0,2.0,9.0,1.0,13.0,0.58,9.0,1.0,1.0,1.0,1.0,0.0,0.0,Matches,Dortmund
533,Marwin Hitz,ch SUI,GK,33-211,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
534,Thomas Delaney,dk DEN,MF,29-226,22.2,22.0,1.27,18.0,0.0,0.0,1.0,1.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
535,Thomas Meunier,be BEL,MF,29-217,20.6,28.0,1.47,22.0,1.0,1.0,2.0,1.0,1.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dortmund
536,Roman Bürki,ch SUI,GK,30-154,20.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
537,Julian Brandt,de GER,MF,24-350,19.3,66.0,3.96,57.0,3.0,2.0,2.0,2.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
538,Mahmoud Dahoud,de GER,MF,25-106,17.8,35.0,2.3,26.0,0.0,4.0,3.0,1.0,1.0,6.0,0.39,5.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Dortmund
539,Axel Witsel,be BEL,MF,32-095,17.8,24.0,1.45,22.0,0.0,0.0,2.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
540,Mateu Morey,es ESP,DF,21-046,16.2,21.0,1.53,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
541,Thorgan Hazard,be BEL,FW,28-019,11.6,31.0,3.03,23.0,4.0,0.0,1.0,2.0,1.0,4.0,0.39,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Dortmund
542,Nico Schulz,de GER,"DF,MF",28-016,10.2,12.0,1.5,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.37,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
543,Felix Passlack,de GER,MF,22-323,7.0,10.0,1.93,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
544,Łukasz Piszczek,pl POL,"DF,MF",35-318,5.1,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
545,Youssoufa Moukoko,de GER,FW,16-148,5.1,17.0,3.36,6.0,0.0,2.0,4.0,3.0,2.0,2.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Dortmund
546,Dan-Axel Zagadou,fr FRA,DF,21-318,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
547,Reinier,br BRA,MF,19-088,2.6,5.0,2.39,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
548,Ansgar Knauff,de GER,FW,19-097,2.2,10.0,4.52,7.0,0.0,2.0,0.0,1.0,0.0,2.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Dortmund
549,Steffen Tigges,de GER,"FW,DF",22-260,1.7,1.0,1.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dortmund
550,Marko Dmitrović,rs SRB,GK,29-097,30.7,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
551,Kike,es ESP,FW,31-157,29.7,56.0,1.9,31.0,0.0,6.0,6.0,12.0,1.0,5.0,0.17,2.0,0.0,2.0,0.0,0.0,1.0,0.0,Matches,eibar
552,Anaitz Arbilla,es ESP,DF,33-351,27.6,28.0,1.07,17.0,4.0,4.0,1.0,0.0,2.0,3.0,0.11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,eibar
553,Edu Expósito,es ESP,MF,24-273,25.0,74.0,3.11,43.0,14.0,6.0,2.0,6.0,3.0,4.0,0.17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,eibar
554,Alejandro Pozo Pozo,es ESP,"DF,MF",22-068,24.8,29.0,1.21,20.0,1.0,3.0,1.0,2.0,2.0,4.0,0.17,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,eibar
555,Paulo Oliveira,pt POR,DF,29-113,24.5,5.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
556,Papakouli Diop,sn SEN,MF,35-043,22.7,26.0,1.16,20.0,1.0,1.0,0.0,2.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
557,Bryan,es ESP,"MF,FW",20-079,21.6,78.0,3.65,48.0,12.0,12.0,3.0,2.0,1.0,7.0,0.33,4.0,1.0,2.0,0.0,0.0,0.0,0.0,Matches,eibar
558,Sergio Álvarez,es ESP,"MF,DF",29-098,20.0,11.0,0.65,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
559,Takashi Inui,jp JPN,"MF,FW",32-333,20.0,37.0,1.94,23.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
560,Pedro Bigas,es ESP,DF,30-228,17.3,8.0,0.48,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
561,Esteban Burgos,ar ARG,DF,29-112,15.7,7.0,0.57,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,eibar
562,Kévin Rodrigues,pt POR,"DF,MF",27-057,13.7,20.0,1.73,14.0,4.0,1.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
563,Yoshinori Mutō,jp JPN,"FW,MF",28-290,13.7,24.0,2.02,11.0,0.0,3.0,3.0,5.0,2.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,eibar
564,Rafa Soares,pt POR,DF,25-357,13.2,17.0,1.52,14.0,3.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
565,Pedro León,es ESP,"MF,FW",34-158,12.8,25.0,2.53,11.0,8.0,3.0,2.0,1.0,0.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
566,Sergi Enrich,es ESP,FW,31-064,11.3,19.0,1.7,13.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
567,Recio,es ESP,"MF,FW",30-110,9.1,20.0,3.11,11.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
568,Rober Correa,es ESP,DF,28-223,8.1,5.0,0.62,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,eibar
569,José Ángel,es ESP,DF,31-238,6.5,9.0,1.38,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
570,Yoel,es ESP,GK,32-246,5.7,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
571,Aleix García,es ESP,MF,23-307,4.7,11.0,2.34,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
572,Miguel Atienza,es ESP,MF,21-339,4.5,3.0,0.67,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
573,Damian Kądzior,pl POL,"FW,MF",28-319,4.1,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
574,Quique,es ESP,"FW,MF",30-350,3.7,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
575,Sergio Cubero Ezcurra,es ESP,MF,21-238,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
576,Unai Dufur,es ESP,DF,22-120,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
577,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",22-120,1.5,1.0,1.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
578,Roberto Olabe del Arco,es ESP,MF,24-361,1.5,,,,,,,,,,,,,,,,,,Matches,eibar
579,Álvaro Tejero,es ESP,DF,24-285,1.2,4.0,3.27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
580,Eñaut Mendía,es ESP,FW,21-310,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eibar
581,Kevin Trapp,de GER,GK,30-283,30.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
582,André Silva,pt POR,FW,25-162,26.7,60.0,2.43,41.0,0.0,7.0,5.0,6.0,1.0,12.0,0.49,5.0,0.0,1.0,2.0,4.0,0.0,0.0,Matches,Eintracht Frankfurt
583,Martin Hinteregger,at AUT,DF,28-222,25.6,23.0,0.98,13.0,1.0,0.0,4.0,4.0,1.0,4.0,0.17,1.0,0.0,0.0,1.0,2.0,0.0,0.0,Matches,Eintracht Frankfurt
584,Daichi Kamada,jp JPN,"MF,FW",24-255,22.7,85.0,4.04,51.0,21.0,3.0,2.0,5.0,3.0,19.0,0.9,13.0,2.0,0.0,1.0,2.0,1.0,0.0,Matches,Eintracht Frankfurt
585,Filip Kostić,rs SRB,DF,28-167,22.2,96.0,4.33,64.0,23.0,1.0,4.0,3.0,1.0,20.0,0.9,13.0,4.0,1.0,1.0,1.0,0.0,0.0,Matches,Eintracht Frankfurt
586,Makoto Hasebe,jp JPN,"DF,MF",37-089,20.8,30.0,1.44,26.0,1.0,0.0,0.0,1.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
587,Djibril Sow,ch SUI,MF,24-070,20.1,30.0,1.51,26.0,0.0,0.0,0.0,3.0,1.0,5.0,0.25,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Eintracht Frankfurt
588,Obite N'Dicka,fr FRA,DF,21-240,20.0,11.0,0.61,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
589,Sebastian Rode,de GER,MF,30-188,17.5,38.0,2.41,33.0,1.0,1.0,0.0,3.0,0.0,5.0,0.32,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Eintracht Frankfurt
590,Stefan Ilsanker,at AUT,"MF,DF",31-334,15.6,10.0,0.69,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Eintracht Frankfurt
591,Erik Durm,de GER,DF,28-340,14.9,25.0,1.77,16.0,1.0,2.0,6.0,0.0,0.0,5.0,0.35,1.0,0.0,1.0,3.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
592,David Abraham,ar ARG,DF,34-276,14.6,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
593,Amin Younes,de GER,"MF,FW",27-254,14.2,49.0,3.54,30.0,5.0,7.0,3.0,4.0,0.0,6.0,0.43,3.0,1.0,2.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
594,Tuta,br BRA,DF,21-287,13.2,9.0,0.73,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Eintracht Frankfurt
595,Aymen Barkok,ma MAR,"FW,MF",22-331,10.2,35.0,3.75,24.0,7.0,2.0,0.0,1.0,1.0,5.0,0.54,3.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
596,Bas Dost,nl NED,FW,31-321,10.1,18.0,1.98,17.0,0.0,0.0,1.0,0.0,0.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
597,Almamy Touré,ml MLI,DF,24-354,7.9,25.0,3.24,21.0,1.0,1.0,0.0,0.0,2.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
598,Steven Zuber,ch SUI,DF,29-243,6.9,16.0,2.94,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
599,Luka Jović,rs SRB,"FW,MF",23-115,6.6,11.0,1.66,9.0,0.0,1.0,1.0,0.0,0.0,3.0,0.45,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
600,Dominik Kohr,de GER,"MF,FW",27-076,4.0,4.0,1.38,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
601,Danny da Costa,de GER,DF,27-278,2.2,3.0,2.45,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
602,Timothy Chandler,us USA,DF,31-019,1.5,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
603,Ajdin Hrustic,au AUS,"MF,FW",24-286,1.4,4.0,3.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
604,Ragnar Ache,de GER,"FW,MF",22-263,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht Frankfurt
605,Gonzalo Verdú,es ESP,DF,32-192,30.0,10.0,0.33,7.0,1.0,0.0,2.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
606,Édgar Badía,es ESP,GK,29-078,30.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
607,Raúl Guti,es ESP,MF,24-122,28.7,21.0,0.73,15.0,0.0,2.0,0.0,3.0,1.0,2.0,0.07,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches,elche
608,Iván Marcone,ar ARG,MF,30-332,27.7,20.0,0.75,19.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
609,Lucas Boyé,ar ARG,FW,25-062,26.3,32.0,1.27,19.0,0.0,5.0,2.0,6.0,0.0,3.0,0.12,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,elche
610,Tete Morente,es ESP,"MF,FW",24-148,22.2,34.0,1.55,20.0,3.0,5.0,1.0,5.0,0.0,9.0,0.41,5.0,1.0,1.0,1.0,1.0,0.0,0.0,Matches,elche
611,Fidel,es ESP,"MF,DF",31-186,22.1,55.0,2.49,30.0,16.0,4.0,1.0,4.0,0.0,5.0,0.23,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
612,Antonio Barragán,es ESP,DF,33-323,21.3,21.0,0.98,14.0,2.0,2.0,1.0,2.0,0.0,7.0,0.33,3.0,1.0,2.0,0.0,1.0,0.0,0.0,Matches,elche
613,Josema,es ESP,DF,24-329,20.1,13.0,0.65,8.0,4.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
614,Josan,es ESP,"MF,DF",31-149,19.1,25.0,1.37,14.0,7.0,1.0,0.0,2.0,1.0,3.0,0.16,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,elche
615,Pere Milla,es ESP,"FW,MF",28-220,17.9,32.0,1.79,17.0,0.0,1.0,6.0,6.0,2.0,5.0,0.28,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,elche
616,Dani Calvo,es ESP,DF,27-030,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
617,Emiliano Rigoni,ar ARG,"MF,FW",28-086,14.1,18.0,1.43,10.0,5.0,0.0,2.0,0.0,1.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,elche
618,Johan Mojica,co COL,DF,28-253,13.2,14.0,1.06,10.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
619,Diego González,es ESP,DF,26-093,11.2,4.0,0.36,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
620,Guido Carrillo,ar ARG,FW,29-341,10.5,12.0,1.26,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
621,Cifu,es ESP,DF,30-208,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
622,Juan Sánchez Miño,ar ARG,"DF,MF",31-120,7.5,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
623,Víctor Rodríguez,es ESP,MF,31-282,6.7,5.0,1.18,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
624,Omenuke Mfulu,cd COD,MF,27-042,6.5,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
625,Nino,es ESP,"FW,MF",40-325,5.8,3.0,1.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
626,Helibelton Palacios,co COL,DF,27-326,5.5,4.0,0.73,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
627,Luismi,es ESP,"MF,DF",28-361,3.3,1.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
628,Paulo Gazzaniga,ar ARG,GK,29-119,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
629,Diego Matías Rodríguez,ar ARG,GK,31-310,3.0,,,,,,,,,,,,,,,,,,Matches,elche
630,Jony Álamo,es ESP,MF,19-218,2.8,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
631,Jeison Lucumí,co COL,FW,26-023,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
632,John Donald,es ESP,DF,20-244,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
633,José Salinas,es ESP,DF,20-213,2.0,,,,,,,,,,,,,,,,,,Matches,elche
634,Pablo Piatti,ar ARG,"FW,MF",32-031,1.5,1.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
635,Gerard Barri,es ESP,DF,20-119,1.0,,,,,,,,,,,,,,,,,,Matches,elche
636,Youssouf Koné,ml MLI,"DF,FW",25-300,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
637,Diego Bri,es ESP,FW,18-231,0.5,,,,,,,,,,,,,,,,,,Matches,elche
638,Ramón Folch,es ESP,MF,31-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,elche
639,Michael Keane,eng ENG,DF,28-115,34.9,17.0,0.6,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton
640,Richarlison,br BRA,FW,23-361,32.3,66.0,2.44,43.0,0.0,8.0,3.0,11.0,1.0,9.0,0.33,5.0,0.0,2.0,1.0,1.0,0.0,0.0,Matches,Everton
641,Dominic Calvert-Lewin,eng ENG,FW,24-051,31.7,41.0,1.52,26.0,0.0,2.0,5.0,7.0,1.0,9.0,0.33,2.0,0.0,0.0,5.0,2.0,0.0,0.0,Matches,Everton
642,Lucas Digne,fr FRA,"DF,MF",27-290,30.4,55.0,2.22,38.0,13.0,0.0,2.0,2.0,0.0,11.0,0.44,6.0,3.0,0.0,2.0,0.0,0.0,0.0,Matches,Everton
643,Ben Godfrey,eng ENG,DF,23-111,30.3,6.0,0.24,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Everton
