,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
306,Nicolò Barella,it ITA,MF,20.0,34.2,92.0,60.0,43.0,42.0,7.0,21.0,87.0,24.1,66.0,740.0,230.0,31.1,222.0,381.0,137.0,48.0,6.0,0.0,42.0,33.0,125.0,42.0,0.0,Matches,Cagliari
307,Artur Ioniță,md MDA,MF,26.0,30.8,65.0,44.0,27.0,29.0,9.0,16.0,46.0,34.8,30.0,672.0,176.0,26.2,201.0,319.0,152.0,46.0,8.0,0.0,38.0,25.0,90.0,34.0,0.0,Matches,Cagliari
308,Leonardo Pavoletti,it ITA,FW,28.0,30.2,29.0,15.0,4.0,15.0,10.0,3.0,24.0,12.5,21.0,452.0,118.0,26.1,38.0,215.0,199.0,27.0,9.0,0.0,18.0,9.0,38.0,27.0,0.0,Matches,Cagliari
309,Alessio Cragno,it ITA,GK,23.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Cagliari
310,Paolo Faragò,it ITA,"DF,MF",24.0,28.6,103.0,69.0,55.0,34.0,14.0,25.0,71.0,35.2,46.0,515.0,197.0,38.3,226.0,201.0,88.0,56.0,3.0,0.0,53.0,15.0,118.0,77.0,1.0,Matches,Cagliari
311,Luca Ceppitelli,it ITA,DF,27.0,24.7,58.0,34.0,44.0,13.0,1.0,12.0,31.0,38.7,19.0,239.0,96.0,40.2,154.0,78.0,7.0,44.0,20.0,0.0,24.0,30.0,88.0,178.0,1.0,Matches,Cagliari
312,Luca Cigarini,it ITA,MF,31.0,23.8,58.0,37.0,25.0,27.0,6.0,24.0,84.0,28.6,60.0,358.0,114.0,31.8,136.0,182.0,40.0,44.0,4.0,0.0,40.0,19.0,77.0,28.0,1.0,Matches,Cagliari
313,Fabio Pisacane,it ITA,DF,31.0,23.7,58.0,26.0,41.0,14.0,3.0,21.0,53.0,39.6,32.0,279.0,90.0,32.3,175.0,88.0,16.0,39.0,15.0,0.0,24.0,25.0,83.0,119.0,0.0,Matches,Cagliari
314,Filippo Romagna,it ITA,DF,20.0,22.0,39.0,25.0,28.0,9.0,2.0,12.0,24.0,50.0,12.0,209.0,72.0,34.4,127.0,71.0,11.0,33.0,9.0,0.0,24.0,18.0,57.0,90.0,1.0,Matches,Cagliari
315,Marco Andreolli,it ITA,DF,31.0,21.7,28.0,19.0,19.0,7.0,2.0,7.0,15.0,46.7,8.0,180.0,58.0,32.2,125.0,47.0,8.0,33.0,19.0,0.0,14.0,13.0,41.0,141.0,2.0,Matches,Cagliari
316,Diego Farias,br BRA,"FW,MF",27.0,20.2,24.0,10.0,2.0,11.0,11.0,4.0,26.0,15.4,22.0,322.0,79.0,24.5,62.0,128.0,132.0,16.0,0.0,0.0,16.0,9.0,33.0,3.0,0.0,Matches,Cagliari
317,João Pedro,br BRA,"MF,FW",25.0,19.8,16.0,11.0,3.0,11.0,2.0,1.0,20.0,5.0,19.0,246.0,57.0,23.2,55.0,130.0,61.0,13.0,1.0,0.0,12.0,7.0,23.0,16.0,0.0,Matches,Cagliari
318,Marco Sau,it ITA,"FW,MF",29.0,15.0,16.0,13.0,4.0,5.0,7.0,2.0,11.0,18.2,9.0,238.0,66.0,27.7,36.0,107.0,95.0,12.0,0.0,0.0,12.0,4.0,20.0,2.0,0.0,Matches,Cagliari
319,Leandro Castán,br BRA,DF,30.0,12.7,28.0,14.0,21.0,7.0,0.0,10.0,16.0,62.5,6.0,147.0,46.0,31.3,91.0,44.0,12.0,24.0,10.0,0.0,14.0,9.0,37.0,41.0,0.0,Matches,Cagliari
320,Senna Miangue,be BEL,"MF,DF",20.0,9.9,9.0,6.0,6.0,3.0,0.0,4.0,10.0,40.0,6.0,102.0,32.0,31.4,45.0,44.0,13.0,11.0,1.0,0.0,10.0,4.0,13.0,28.0,0.0,Matches,Cagliari
321,Marco Capuano,it ITA,DF,25.0,9.8,14.0,11.0,9.0,5.0,0.0,6.0,13.0,46.2,7.0,118.0,36.0,30.5,71.0,42.0,5.0,11.0,2.0,0.0,9.0,5.0,19.0,19.0,0.0,Matches,Cagliari
322,Rafael,br BRA,GK,35.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
323,Charalambos Lykogiannis,gr GRE,DF,23.0,7.6,22.0,4.0,13.0,7.0,2.0,6.0,13.0,46.2,7.0,121.0,26.0,21.5,63.0,46.0,12.0,18.0,4.0,1.0,14.0,7.0,29.0,37.0,0.0,Matches,Cagliari
324,Daniele Dessena,it ITA,"MF,DF",30.0,7.4,13.0,7.0,7.0,4.0,2.0,5.0,11.0,45.5,6.0,103.0,39.0,37.9,44.0,39.0,20.0,11.0,1.0,0.0,10.0,6.0,19.0,11.0,0.0,Matches,Cagliari
325,Alessandro Deiola,it ITA,MF,21.0,5.2,9.0,6.0,3.0,4.0,2.0,3.0,9.0,33.3,6.0,83.0,18.0,21.7,24.0,39.0,20.0,10.0,0.0,0.0,10.0,6.0,15.0,11.0,0.0,Matches,Cagliari
326,Gregory van der Wiel,nl NED,DF,29.0,4.2,7.0,3.0,5.0,2.0,0.0,4.0,7.0,57.1,3.0,34.0,11.0,32.4,21.0,12.0,1.0,5.0,0.0,0.0,5.0,8.0,15.0,7.0,0.0,Matches,Cagliari
327,Andrea Cossu,it ITA,"MF,FW",37.0,3.9,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,72.0,16.0,22.2,20.0,38.0,14.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,Matches,Cagliari
328,Niccolò Giannetti,it ITA,"FW,MF",26.0,3.8,5.0,4.0,2.0,2.0,1.0,0.0,5.0,0.0,5.0,71.0,13.0,18.3,14.0,38.0,19.0,2.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,Matches,Cagliari
329,Han Kwang-song,kp PRK,FW,18.0,3.1,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,60.0,14.0,23.3,12.0,27.0,21.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,Matches,Cagliari
330,Damir Ceter,co COL,"FW,MF",19.0,2.2,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,54.0,16.0,29.6,7.0,34.0,13.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,Matches,Cagliari
331,Luca Crosta,it ITA,GK,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
332,Duje Čop,hr CRO,FW,27.0,1.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,30.0,9.0,30.0,1.0,10.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,Cagliari
333,Marco Borriello,it ITA,FW,35.0,0.9,,,,,,,,,,,,,,,,,,,,,0.0,,,Matches,Cagliari
334,Federico Melchiorri,it ITA,FW,30.0,0.7,,,,,,,,,,,,,,,,,,,,,0.0,,,Matches,Cagliari
335,Alexander Molberg,dk DEN,DF,18.0,0.3,,,,,,,,,,,,,,,,,,,,,0.0,,,Matches,Cagliari
336,Fabrizio Caligara,it ITA,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
337,Jonny Castro,es ESP,DF,23.0,39.5,89.0,57.0,56.0,25.0,8.0,22.0,70.0,31.4,48.0,574.0,173.0,30.1,340.0,175.0,59.0,78.0,6.0,0.0,72.0,55.0,144.0,49.0,1.0,Matches,celta vigo
338,Hugo Mallo,es ESP,DF,26.0,37.3,77.0,39.0,54.0,19.0,4.0,29.0,55.0,52.7,26.0,434.0,134.0,30.9,244.0,146.0,44.0,59.0,15.0,0.0,44.0,36.0,113.0,65.0,0.0,Matches,celta vigo
339,Stanislav Lobotka,sk SVK,MF,22.0,36.2,52.0,42.0,25.0,24.0,3.0,16.0,48.0,33.3,32.0,663.0,193.0,29.1,230.0,354.0,79.0,46.0,10.0,0.0,36.0,29.0,81.0,18.0,0.0,Matches,celta vigo
340,Maxi Gómez,uy URU,FW,20.0,35.6,5.0,3.0,0.0,2.0,3.0,2.0,17.0,11.8,15.0,410.0,115.0,28.0,12.0,190.0,208.0,10.0,2.0,0.0,8.0,4.0,9.0,28.0,1.0,Matches,celta vigo
341,Iago Aspas,es ESP,FW,29.0,34.3,24.0,19.0,9.0,8.0,7.0,6.0,27.0,22.2,21.0,606.0,154.0,25.4,63.0,268.0,275.0,30.0,1.0,0.0,29.0,14.0,38.0,5.0,0.0,Matches,celta vigo
342,Daniel Wass,dk DEN,"MF,FW",28.0,34.0,23.0,9.0,9.0,8.0,6.0,7.0,24.0,29.2,17.0,424.0,112.0,26.4,123.0,208.0,93.0,48.0,4.0,0.0,44.0,22.0,45.0,28.0,0.0,Matches,celta vigo
343,Sergi Gómez,es ESP,DF,25.0,31.8,42.0,20.0,32.0,10.0,0.0,9.0,17.0,52.9,8.0,259.0,88.0,34.0,182.0,73.0,4.0,50.0,24.0,0.0,26.0,38.0,80.0,74.0,2.0,Matches,celta vigo
344,Pione Sisto,dk DEN,"FW,MF",22.0,29.1,16.0,13.0,10.0,5.0,1.0,8.0,32.0,25.0,24.0,556.0,158.0,28.4,140.0,258.0,158.0,20.0,2.0,0.0,18.0,13.0,29.0,1.0,0.0,Matches,celta vigo
345,Gustavo Cabral,ar ARG,DF,31.0,22.8,30.0,21.0,14.0,15.0,1.0,9.0,31.0,29.0,22.0,166.0,58.0,34.9,110.0,51.0,5.0,29.0,13.0,0.0,16.0,20.0,50.0,76.0,2.0,Matches,celta vigo
346,Rubén Blanco,es ESP,GK,22.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,celta vigo
347,Pablo Hernández,cl CHI,MF,30.0,21.5,37.0,27.0,15.0,18.0,4.0,13.0,40.0,32.5,27.0,295.0,83.0,28.1,84.0,168.0,43.0,44.0,9.0,1.0,35.0,19.0,56.0,49.0,1.0,Matches,celta vigo
348,Sergio Álvarez,es ESP,GK,30.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Matches,celta vigo
349,Jozabed,es ESP,MF,26.0,19.0,16.0,8.0,9.0,6.0,1.0,5.0,20.0,25.0,15.0,337.0,75.0,22.3,74.0,203.0,60.0,22.0,3.0,0.0,19.0,10.0,26.0,11.0,0.0,Matches,celta vigo
350,Facundo Roncaglia,ar ARG,DF,30.0,16.9,28.0,18.0,24.0,4.0,0.0,11.0,20.0,55.0,9.0,142.0,55.0,38.7,85.0,53.0,4.0,31.0,10.0,0.0,21.0,14.0,42.0,38.0,0.0,Matches,celta vigo
351,Nemanja Radoja,rs SRB,MF,24.0,14.6,17.0,10.0,5.0,10.0,2.0,4.0,12.0,33.3,8.0,229.0,63.0,27.5,70.0,117.0,42.0,6.0,1.0,0.0,5.0,4.0,21.0,9.0,0.0,Matches,celta vigo
352,Andreu Fontàs,es ESP,DF,27.0,13.8,10.0,8.0,7.0,3.0,0.0,2.0,15.0,13.3,13.0,82.0,26.0,31.7,53.0,28.0,1.0,21.0,6.0,0.0,15.0,10.0,20.0,28.0,0.0,Matches,celta vigo
353,Brais Méndez,es ESP,"MF,FW",20.0,13.0,8.0,5.0,2.0,2.0,4.0,1.0,10.0,10.0,9.0,229.0,68.0,29.7,38.0,103.0,88.0,18.0,0.0,0.0,18.0,3.0,11.0,5.0,1.0,Matches,celta vigo
354,Emre Mor,tr TUR,"FW,MF",20.0,10.8,9.0,4.0,5.0,4.0,0.0,2.0,9.0,22.2,7.0,114.0,27.0,23.7,42.0,48.0,24.0,14.0,1.0,0.0,13.0,6.0,15.0,1.0,0.0,Matches,celta vigo
355,Lucas Boyé,ar ARG,"FW,MF",21.0,3.2,5.0,3.0,2.0,3.0,0.0,2.0,10.0,20.0,8.0,75.0,19.0,25.3,17.0,33.0,25.0,6.0,0.0,0.0,6.0,8.0,13.0,1.0,0.0,Matches,celta vigo
356,John Guidetti,se SWE,FW,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,33.3,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,celta vigo
357,Andrew Hjulsager,dk DEN,"DF,MF",22.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,37.5,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,celta vigo
358,Róbert Mazáň,sk SVK,DF,23.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,3.0,18.8,4.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,celta vigo
359,César Azpilicueta,es ESP,DF,27.0,52.8,77.0,58.0,50.0,20.0,7.0,25.0,64.0,39.1,39.0,444.0,165.0,37.2,282.0,128.0,34.0,63.0,24.0,1.0,39.0,75.0,120.0,113.0,1.0,Matches,Chelsea
360,N'Golo Kanté,fr FRA,MF,26.0,46.7,110.0,108.0,54.0,51.0,5.0,29.0,80.0,36.3,51.0,715.0,225.0,31.5,258.0,370.0,87.0,50.0,4.0,0.0,46.0,108.0,178.0,22.0,2.0,Matches,Chelsea
361,Thibaut Courtois,be BEL,GK,25.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,Matches,Chelsea
362,Marcos Alonso,es ESP,"DF,MF",26.0,44.6,46.0,54.0,24.0,18.0,4.0,24.0,48.0,50.0,24.0,477.0,143.0,30.0,216.0,184.0,77.0,64.0,6.0,0.0,58.0,53.0,79.0,51.0,2.0,Matches,Chelsea
363,Antonio Rüdiger,de GER,DF,24.0,42.1,47.0,47.0,30.0,14.0,3.0,24.0,47.0,51.1,23.0,255.0,84.0,32.9,169.0,69.0,17.0,57.0,16.0,1.0,41.0,32.0,63.0,75.0,1.0,Matches,Chelsea
364,Eden Hazard,be BEL,"FW,MF",26.0,41.3,7.0,7.0,1.0,6.0,0.0,2.0,10.0,20.0,8.0,223.0,57.0,25.6,26.0,94.0,103.0,10.0,0.0,0.0,10.0,10.0,13.0,1.0,0.0,Matches,Chelsea
365,Cesc Fàbregas,es ESP,MF,30.0,40.9,57.0,56.0,26.0,22.0,9.0,16.0,54.0,29.6,38.0,470.0,128.0,27.2,187.0,209.0,74.0,31.0,5.0,0.0,26.0,40.0,76.0,18.0,1.0,Matches,Chelsea
366,Gary Cahill,eng ENG,DF,31.0,37.7,30.0,17.0,19.0,8.0,3.0,11.0,24.0,45.8,13.0,139.0,56.0,40.3,81.0,46.0,12.0,36.0,18.0,0.0,18.0,21.0,42.0,108.0,1.0,Matches,Chelsea
367,Andreas Christensen,dk DEN,DF,21.0,34.6,22.0,18.0,17.0,4.0,1.0,8.0,15.0,53.3,7.0,139.0,59.0,42.4,107.0,29.0,3.0,48.0,15.0,0.0,33.0,36.0,43.0,89.0,1.0,Matches,Chelsea
368,Tiemoué Bakayoko,fr FRA,MF,22.0,34.2,62.0,66.0,31.0,26.0,5.0,18.0,47.0,38.3,29.0,484.0,146.0,30.2,185.0,242.0,57.0,38.0,5.0,0.0,33.0,49.0,93.0,28.0,0.0,Matches,Chelsea
369,Willian,br BRA,"FW,MF",28.0,34.0,25.0,28.0,6.0,14.0,5.0,4.0,16.0,25.0,12.0,336.0,89.0,26.5,57.0,174.0,105.0,20.0,1.0,0.0,19.0,9.0,30.0,7.0,0.0,Matches,Chelsea
370,Victor Moses,ng NGA,"DF,MF",26.0,33.6,41.0,35.0,24.0,11.0,6.0,15.0,27.0,55.6,12.0,293.0,80.0,27.3,140.0,107.0,46.0,46.0,6.0,0.0,40.0,18.0,55.0,32.0,2.0,Matches,Chelsea
371,Álvaro Morata,es ESP,FW,24.0,31.1,9.0,8.0,0.0,4.0,5.0,0.0,11.0,0.0,11.0,268.0,63.0,23.5,11.0,105.0,152.0,16.0,4.0,0.0,12.0,10.0,17.0,19.0,0.0,Matches,Chelsea
372,Pedro,es ESP,"FW,MF",30.0,27.9,19.0,24.0,5.0,8.0,6.0,11.0,23.0,47.8,12.0,254.0,76.0,29.9,55.0,110.0,89.0,15.0,1.0,0.0,14.0,26.0,33.0,7.0,0.0,Matches,Chelsea
373,Davide Zappacosta,it ITA,"DF,MF",25.0,23.5,19.0,21.0,13.0,3.0,3.0,11.0,23.0,47.8,12.0,202.0,66.0,32.7,88.0,59.0,55.0,26.0,4.0,0.0,22.0,11.0,24.0,15.0,0.0,Matches,Chelsea
374,David Luiz,br BRA,"DF,MF",30.0,16.6,19.0,15.0,14.0,4.0,1.0,7.0,18.0,38.9,11.0,71.0,29.0,40.8,47.0,24.0,0.0,15.0,7.0,0.0,8.0,26.0,34.0,37.0,0.0,Matches,Chelsea
375,Willy Caballero,ar ARG,GK,35.0,13.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Chelsea
376,Danny Drinkwater,eng ENG,MF,27.0,12.8,14.0,19.0,5.0,8.0,1.0,6.0,15.0,40.0,9.0,157.0,42.0,26.8,62.0,79.0,16.0,11.0,2.0,0.0,9.0,15.0,18.0,7.0,0.0,Matches,Chelsea
377,Michy Batshuayi,be BEL,FW,23.0,11.9,5.0,4.0,2.0,3.0,0.0,1.0,2.0,50.0,1.0,72.0,14.0,19.4,5.0,36.0,31.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,Matches,Chelsea
378,Olivier Giroud,fr FRA,FW,30.0,10.4,4.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,138.0,27.0,19.6,16.0,79.0,43.0,1.0,1.0,0.0,0.0,3.0,7.0,5.0,0.0,Matches,Chelsea
379,Emerson Palmieri,it ITA,"DF,MF",22.0,5.1,6.0,2.0,5.0,1.0,0.0,2.0,2.0,100.0,0.0,66.0,22.0,33.3,45.0,16.0,5.0,3.0,0.0,0.0,3.0,4.0,9.0,9.0,0.0,Matches,Chelsea
380,Kenedy,br BRA,"FW,MF",21.0,4.8,,8.0,,,,,,,,,,,,,,,,,,6.0,0.0,,,Matches,Chelsea
381,Ethan Ampadu,wal WAL,DF,16.0,4.5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,Matches,Chelsea
382,Charly Musonda Jr.,be BEL,FW,20.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,3.0,16.7,1.0,12.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Matches,Chelsea
383,Ross Barkley,eng ENG,"MF,FW",23.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,2.0,14.3,7.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Matches,Chelsea
384,Callum Hudson-Odoi,eng ENG,FW,16.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
385,Kyle Scott,eng ENG,MF,19.0,0.3,,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Chelsea
386,Jake Clarke-Salter,eng ENG,DF,19.0,0.2,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Chelsea
387,Dujon Sterling,eng ENG,DF,17.0,0.2,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Chelsea
388,Jeremie Boga,ci CIV,MF,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
389,Stefano Sorrentino,it ITA,GK,38.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches,Chievo
390,Ivan Radovanović,rs SRB,MF,28.0,36.2,66.0,37.0,36.0,24.0,6.0,25.0,67.0,37.3,42.0,475.0,141.0,29.7,213.0,216.0,46.0,60.0,21.0,0.0,39.0,26.0,92.0,122.0,1.0,Matches,Chievo
391,Fabrizio Cacciatore,it ITA,DF,30.0,34.2,50.0,30.0,29.0,16.0,5.0,20.0,46.0,43.5,26.0,441.0,134.0,30.4,225.0,149.0,67.0,57.0,11.0,0.0,46.0,22.0,72.0,82.0,1.0,Matches,Chievo
392,Roberto Inglese,it ITA,FW,25.0,32.4,32.0,20.0,9.0,12.0,11.0,14.0,35.0,40.0,21.0,454.0,102.0,22.5,55.0,191.0,208.0,31.0,3.0,0.0,28.0,5.0,37.0,19.0,0.0,Matches,Chievo
393,Valter Birsa,si SVN,"MF,FW",30.0,28.8,27.0,16.0,4.0,16.0,7.0,8.0,72.0,11.1,64.0,572.0,132.0,23.1,101.0,289.0,182.0,39.0,2.0,0.0,37.0,19.0,46.0,8.0,0.0,Matches,Chievo
394,Përparim Hetemaj,fi FIN,MF,30.0,27.8,79.0,48.0,38.0,26.0,15.0,29.0,81.0,35.8,52.0,760.0,198.0,26.1,303.0,350.0,107.0,61.0,7.0,0.0,54.0,27.0,106.0,47.0,0.0,Matches,Chievo
395,Nenad Tomović,rs SRB,DF,29.0,25.6,42.0,25.0,31.0,10.0,1.0,16.0,27.0,59.3,11.0,237.0,74.0,31.2,151.0,72.0,14.0,55.0,26.0,1.0,29.0,32.0,74.0,142.0,0.0,Matches,Chievo
396,Massimo Gobbi,it ITA,DF,36.0,24.0,30.0,22.0,16.0,10.0,4.0,11.0,31.0,35.5,20.0,232.0,70.0,30.2,131.0,69.0,32.0,50.0,7.0,0.0,43.0,16.0,46.0,74.0,1.0,Matches,Chievo
397,Lucas Castro,ar ARG,MF,28.0,22.1,57.0,36.0,20.0,29.0,8.0,15.0,41.0,36.6,26.0,428.0,113.0,26.4,122.0,236.0,70.0,46.0,6.0,0.0,40.0,22.0,79.0,32.0,0.0,Matches,Chievo
398,Alessandro Gamberini,it ITA,DF,35.0,21.0,19.0,7.0,17.0,2.0,0.0,7.0,14.0,50.0,7.0,137.0,34.0,24.8,106.0,29.0,2.0,45.0,26.0,1.0,19.0,11.0,30.0,119.0,0.0,Matches,Chievo
399,Dario Dainelli,it ITA,DF,38.0,18.3,26.0,18.0,18.0,7.0,1.0,12.0,25.0,48.0,13.0,144.0,58.0,40.3,111.0,27.0,6.0,30.0,21.0,0.0,9.0,28.0,54.0,123.0,0.0,Matches,Chievo
400,Mattia Bani,it ITA,DF,23.0,17.0,28.0,15.0,18.0,9.0,1.0,8.0,20.0,40.0,12.0,188.0,49.0,26.1,124.0,54.0,10.0,30.0,14.0,0.0,16.0,23.0,51.0,110.0,0.0,Matches,Chievo
401,Manuel Pucciarelli,it ITA,FW,26.0,16.7,25.0,16.0,4.0,9.0,12.0,7.0,19.0,36.8,12.0,386.0,88.0,22.8,54.0,172.0,160.0,22.0,3.0,0.0,19.0,5.0,30.0,2.0,0.0,Matches,Chievo
402,Samuel Bastien,be BEL,"MF,FW",20.0,15.8,23.0,17.0,8.0,11.0,4.0,4.0,19.0,21.1,15.0,341.0,87.0,25.5,97.0,165.0,79.0,28.0,3.0,0.0,25.0,18.0,41.0,17.0,0.0,Matches,Chievo
403,Fabio Depaoli,it ITA,"MF,DF",20.0,14.6,38.0,18.0,23.0,14.0,1.0,16.0,43.0,37.2,27.0,308.0,68.0,22.1,146.0,121.0,41.0,40.0,9.0,0.0,31.0,14.0,52.0,36.0,0.0,Matches,Chievo
404,Nicola Rigoni,it ITA,MF,26.0,11.4,31.0,22.0,14.0,14.0,3.0,8.0,22.0,36.4,14.0,179.0,50.0,27.9,65.0,99.0,15.0,13.0,5.0,0.0,8.0,9.0,40.0,20.0,0.0,Matches,Chievo
405,Paweł Jaroszyński,pl POL,"DF,MF",22.0,10.1,32.0,15.0,20.0,9.0,3.0,12.0,23.0,52.2,11.0,157.0,39.0,24.8,89.0,53.0,15.0,24.0,3.0,0.0,21.0,8.0,40.0,36.0,1.0,Matches,Chievo
406,Emanuele Giaccherini,it ITA,"MF,FW",32.0,10.0,6.0,5.0,3.0,2.0,1.0,1.0,21.0,4.8,20.0,188.0,36.0,19.1,61.0,80.0,47.0,12.0,1.0,0.0,11.0,5.0,11.0,6.0,0.0,Matches,Chievo
407,Riccardo Meggiorini,it ITA,FW,31.0,8.7,9.0,6.0,5.0,3.0,1.0,1.0,10.0,10.0,9.0,156.0,33.0,21.2,23.0,78.0,55.0,14.0,3.0,0.0,11.0,3.0,12.0,6.0,0.0,Matches,Chievo
408,Mariusz Stępiński,pl POL,FW,22.0,8.7,14.0,6.0,4.0,8.0,2.0,1.0,7.0,14.3,6.0,241.0,43.0,17.8,26.0,132.0,83.0,5.0,0.0,0.0,5.0,3.0,17.0,6.0,0.0,Matches,Chievo
409,Sergio Pellissier,it ITA,FW,38.0,7.6,4.0,2.0,1.0,3.0,0.0,2.0,6.0,33.3,4.0,70.0,17.0,24.3,3.0,39.0,28.0,6.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,Matches,Chievo
410,Boštjan Cesar,si SVN,DF,35.0,6.1,6.0,4.0,4.0,1.0,1.0,2.0,3.0,66.7,1.0,51.0,11.0,21.6,32.0,17.0,2.0,9.0,4.0,0.0,5.0,4.0,10.0,39.0,1.0,Matches,Chievo
411,Luca Garritano,it ITA,"MF,FW",23.0,3.7,6.0,5.0,2.0,2.0,2.0,0.0,5.0,0.0,5.0,70.0,20.0,28.6,29.0,25.0,16.0,4.0,0.0,0.0,4.0,1.0,7.0,3.0,0.0,Matches,Chievo
412,Andrea Seculin,it ITA,GK,27.0,1.3,,,,,,,,,,,,,,,,,,,,,0.0,,,Matches,Chievo
413,Gianluca Gaudino,de GER,MF,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Chievo
414,Mehdi Léris,fr FRA,"MF,FW",19.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,3.0,13.6,9.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Matches,Chievo
415,Alex Cordaz,it ITA,GK,34.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Matches,Crotone
