,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
2172,Moreto Cassamã,gw GNB,MF,21.0,6.6,0,3,0,0.0,0.46,0.0,0.0,,24.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,reims
2173,Nathanael Mbuku,fr FRA,"MF,FW",17.0,5.2,0,10,1,10.0,1.94,0.19,0.0,0.0,16.9,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,reims
2174,El Bilal Touré,ml MLI,FW,17.0,5.0,3,9,4,44.4,1.79,0.79,0.11,0.25,12.0,0.0,2,2,3.6,2.2,0.24,-0.6,-1.2,Matches,reims
2175,Suk Hyun-jun,kr KOR,"FW,MF",28.0,4.2,1,14,3,21.4,3.34,0.72,0.07,0.33,14.9,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,reims
2176,Nicolas Lemaître,fr FRA,GK,22.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,reims
2177,Timothée Nkada,fr FRA,"FW,MF",20.0,1.6,0,2,0,0.0,1.22,0.0,0.0,,16.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,reims
2178,Dario Maresic,at AUT,DF,19.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,reims
2179,Sambou Sissoko,fr FRA,"MF,FW",20.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,reims
2180,Kaj Sierhuis,nl NED,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,reims
2181,Arber Zeneli,xk KVX,MF,24.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,reims
2182,Hamari Traoré,ml MLI,DF,27.0,37.0,1,22,5,22.7,0.6,0.14,0.05,0.2,22.0,0.0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,rennes
2183,Edouard Mendy,sn SEN,"GK,MF",27.0,32.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,rennes
2184,Damien Da Silva,fr FRA,DF,31.0,32.6,1,8,3,37.5,0.25,0.09,0.13,0.33,13.2,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Matches,rennes
2185,M'Baye Niang,sn SEN,"FW,MF",24.0,31.9,15,81,34,42.0,2.54,1.07,0.14,0.32,15.3,0.0,4,7,11.1,8.1,0.11,-0.1,1.9,Matches,rennes
2186,Eduardo Camavinga,fr FRA,MF,16.0,30.8,1,21,5,23.8,0.68,0.16,0.05,0.2,20.3,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,rennes
2187,Benjamin Bourigeaud,fr FRA,MF,25.0,29.9,3,54,15,27.8,1.81,0.5,0.04,0.13,26.3,11.0,1,1,2.7,2.7,0.05,-0.7,-0.7,Matches,rennes
2188,Faitout Maouassa,fr FRA,DF,21.0,28.9,3,14,9,64.3,0.48,0.31,0.21,0.33,25.2,0.0,0,0,0.5,0.5,0.04,2.5,2.5,Matches,rennes
2189,Jérémy Morel,mg MAD,DF,35.0,27.4,2,17,4,23.5,0.62,0.15,0.12,0.5,15.7,0.0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,rennes
2190,Raphael Dias Belloli,br BRA,"MF,FW",22.0,25.0,7,51,18,35.3,2.04,0.72,0.12,0.33,19.8,8.0,1,1,6.6,5.2,0.11,-1.6,-1.2,Matches,rennes
2191,Joris Gnagnon,fr FRA,DF,22.0,24.8,2,17,5,29.4,0.69,0.2,0.12,0.4,12.6,0.0,0,0,1.6,1.6,0.1,0.4,0.4,Matches,rennes
2192,Romain Del Castillo,fr FRA,"MF,FW",23.0,22.0,2,38,15,39.5,1.73,0.68,0.03,0.07,18.7,0.0,1,1,2.7,2.0,0.06,-0.7,-1.0,Matches,rennes
2193,Adrien Hunou,fr FRA,FW,25.0,19.8,11,39,21,53.8,1.97,1.06,0.26,0.48,11.9,0.0,1,1,7.8,7.0,0.22,1.2,1.0,Matches,rennes
2194,James Lea Siliki,fr FRA,MF,23.0,18.6,1,22,7,31.8,1.18,0.38,0.05,0.14,23.0,1.0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,rennes
2195,Flavien Tait,fr FRA,"FW,MF",26.0,18.6,2,25,8,32.0,1.35,0.43,0.08,0.25,18.7,1.0,0,0,1.9,1.9,0.09,0.1,0.1,Matches,rennes
2196,Clément Grenier,fr FRA,MF,28.0,14.5,1,18,3,16.7,1.24,0.21,0.06,0.33,26.9,9.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,rennes
2197,Jérémy Gélin,fr FRA,"DF,MF",22.0,14.5,1,5,1,20.0,0.35,0.07,0.2,1.0,9.9,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,rennes
2198,Jordan Siebatcheu,us USA,FW,23.0,7.4,1,16,3,18.8,2.15,0.4,0.06,0.33,11.5,0.0,0,0,1.8,1.8,0.13,-1.8,-1.8,Matches,rennes
2199,Romain Salin,fr FRA,GK,35.0,7.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,rennes
2200,Yann Gboho,fr FRA,"MF,FW",18.0,7.0,2,4,2,50.0,0.57,0.29,0.5,1.0,15.9,0.0,0,0,0.3,0.3,0.09,0.7,0.7,Matches,rennes
2201,Steven Nzonzi,fr FRA,MF,30.0,6.2,0,3,2,66.7,0.48,0.32,0.0,0.0,15.5,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,rennes
2202,Sacha Boey,fr FRA,DF,18.0,4.9,0,3,0,0.0,0.61,0.0,0.0,,16.8,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,rennes
2203,Gerzino Nyamsi,fr FRA,DF,22.0,4.3,0,3,1,33.3,0.7,0.23,0.0,0.0,34.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,rennes
2204,Jonas Martin,fr FRA,MF,29.0,3.0,0,2,1,50.0,0.66,0.33,0.0,0.0,16.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,rennes
2205,Souleyman Doumbia,ci CIV,DF,22.0,2.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,rennes
2206,Lucas Da Cunha,fr FRA,"FW,MF",18.0,2.0,0,6,0,0.0,3.0,0.0,0.0,,22.1,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,rennes
2207,Tomáš Koubek,cz CZE,GK,26.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,,0,0,,,,,,Matches,rennes
2208,Rafik Guitane,fr FRA,FW,20.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,rennes
2209,Pépé Bonet,fr FRA,GK,16.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,rennes
2210,Pau López,es ESP,GK,24.0,41.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Roma
2211,Edin Džeko,ba BIH,FW,33.0,39.3,19,149,54,36.2,3.79,1.37,0.13,0.35,12.7,0.0,0,0,21.8,21.8,0.15,-2.8,-2.8,Matches,Roma
2212,Gianluca Mancini,it ITA,"DF,MF",23.0,39.1,1,25,5,20.0,0.64,0.13,0.04,0.2,9.6,0.0,0,0,2.8,2.8,0.12,-1.8,-1.8,Matches,Roma
2213,Aleksandar Kolarov,rs SRB,DF,33.0,38.9,7,80,18,22.5,2.06,0.46,0.06,0.28,24.7,29.0,2,4,7.1,4.1,0.05,-0.1,0.9,Matches,Roma
2214,Jordan Veretout,fr FRA,MF,26.0,35.7,7,27,8,29.6,0.76,0.22,0.04,0.13,25.9,2.0,6,6,5.7,1.1,0.04,1.3,-0.1,Matches,Roma
2215,Chris Smalling,eng ENG,DF,29.0,35.5,3,25,6,24.0,0.7,0.17,0.12,0.5,8.5,0.0,0,0,2.2,2.2,0.09,0.8,0.8,Matches,Roma
2216,Lorenzo Pellegrini,it ITA,MF,23.0,27.8,3,69,15,21.7,2.48,0.54,0.03,0.13,20.1,5.0,1,1,4.2,4.2,0.07,-3.2,-3.2,Matches,Roma
2217,Bryan Cristante,it ITA,MF,24.0,24.6,1,33,9,27.3,1.34,0.37,0.03,0.11,20.5,0.0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches,Roma
2218,Leonardo Spinazzola,it ITA,DF,26.0,24.0,2,18,5,27.8,0.75,0.21,0.11,0.4,15.5,0.0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,Roma
2219,Amadou Diawara,gn GUI,MF,22.0,23.7,1,11,3,27.3,0.46,0.13,0.0,0.0,25.0,0.0,1,1,1.1,0.4,0.04,-0.1,-0.4,Matches,Roma
2220,Justin Kluivert,nl NED,"FW,MF",20.0,23.6,7,52,17,32.7,2.21,0.72,0.13,0.41,20.0,0.0,0,0,4.6,4.6,0.09,2.4,2.4,Matches,Roma
2221,Nicolò Zaniolo,it ITA,"FW,MF",20.0,22.3,8,61,28,45.9,2.74,1.26,0.13,0.29,17.0,0.0,0,0,5.9,5.9,0.1,2.1,2.1,Matches,Roma
2222,Henrikh Mkhitaryan,am ARM,"MF,FW",30.0,20.3,9,48,16,33.3,2.36,0.79,0.19,0.56,16.7,0.0,0,0,6.9,6.9,0.14,2.1,2.1,Matches,Roma
2223,Federico Fazio,ar ARG,DF,32.0,19.6,2,10,4,40.0,0.51,0.2,0.2,0.5,10.1,0.0,0,0,1.1,1.1,0.11,0.9,0.9,Matches,Roma
2224,Alessandro Florenzi,it ITA,DF,28.0,13.8,0,18,3,16.7,1.31,0.22,0.0,0.0,24.9,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,Roma
2225,Bruno Peres,br BRA,DF,29.0,13.0,2,15,5,33.3,1.15,0.38,0.13,0.4,17.4,0.0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,Roma
2226,Cengiz Ünder,tr TUR,FW,22.0,12.8,3,35,10,28.6,2.73,0.78,0.09,0.3,19.3,1.0,0,0,2.3,2.3,0.08,0.7,0.7,Matches,Roma
2227,Diego Perotti,ar ARG,"FW,MF",31.0,12.6,6,13,4,30.8,1.03,0.32,0.08,0.25,24.0,0.0,5,5,4.8,1.0,0.09,1.2,0.0,Matches,Roma
2228,Davide Santon,it ITA,DF,28.0,10.9,0,3,1,33.3,0.28,0.09,0.0,0.0,25.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Roma
2229,Nikola Kalinić,hr CRO,FW,31.0,9.5,5,30,14,46.7,3.15,1.47,0.17,0.36,10.2,0.0,0,0,5.6,5.6,0.22,-0.6,-0.6,Matches,Roma
2230,Javier Pastore,ar ARG,MF,30.0,8.8,0,23,7,30.4,2.61,0.79,0.0,0.0,15.1,0.0,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches,Roma
2231,Carles Pérez,es ESP,FW,21.0,8.6,2,24,9,37.5,2.8,1.05,0.08,0.22,18.7,0.0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches,Roma
2232,Roger Ibanez,br BRA,DF,20.0,7.8,0,3,0,0.0,0.38,0.0,0.0,,7.7,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,Roma
2233,Antonio Mirante,it ITA,GK,36.0,6.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Roma
2234,Davide Zappacosta,it ITA,"DF,MF",27.0,5.0,0,4,0,0.0,0.8,0.0,0.0,,16.3,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,Roma
2235,Gonzalo Villar,es ESP,MF,21.0,3.6,0,2,2,100.0,0.56,0.56,0.0,0.0,8.5,0.0,0,0,0.9,0.9,0.43,-0.9,-0.9,Matches,Roma
2236,Yıldırım Mert Çetin,tr TUR,DF,22.0,2.9,0,3,0,0.0,1.05,0.0,0.0,,9.3,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches,Roma
2237,Juan Jesus,br BRA,DF,28.0,2.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Roma
2238,Mirko Antonucci,it ITA,MF,20.0,1.2,0,4,0,0.0,3.27,0.0,0.0,,17.0,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,Roma
2239,Daniel Fuzato,br BRA,GK,22.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Roma
2240,Riccardo Calafiori,it ITA,DF,17.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Roma
2241,Yann M'Vila,fr FRA,"MF,DF",29.0,31.4,0,10,3,30.0,0.32,0.1,0.0,0.0,22.7,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,saint-etienne
2242,Stéphane Ruffier,fr FRA,GK,32.0,30.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,saint-etienne
2243,Mathieu Debuchy,fr FRA,DF,34.0,29.9,2,18,5,27.8,0.6,0.17,0.11,0.4,13.4,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,saint-etienne
2244,Denis Bouanga,ga GAB,"MF,DF",24.0,29.8,12,98,42,42.9,3.29,1.41,0.09,0.21,18.8,2.0,3,3,9.4,7.1,0.08,0.6,-0.1,Matches,saint-etienne
2245,Loïc Perrin,fr FRA,DF,33.0,27.4,0,6,0,0.0,0.22,0.0,0.0,,12.5,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches,saint-etienne
2246,Timothée Kolodziejczak,fr FRA,DF,27.0,23.5,2,7,4,57.1,0.3,0.17,0.29,0.5,17.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches,saint-etienne
2247,Wesley Fofana,fr FRA,DF,18.0,21.9,2,7,1,14.3,0.32,0.05,0.29,2.0,7.7,0.0,0,0,0.7,0.7,0.11,0.3,0.3,Matches,saint-etienne
2248,Ryad Boudebouz,dz ALG,"FW,MF",29.0,21.2,2,30,7,23.3,1.42,0.33,0.03,0.14,24.6,6.0,1,1,2.1,1.3,0.04,-1.1,-1.3,Matches,saint-etienne
2249,Miguel Trauco,pe PER,DF,26.0,20.9,1,14,3,21.4,0.67,0.14,0.07,0.33,19.9,1.0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,saint-etienne
2250,Wahbi Khazri,tn TUN,"FW,MF",28.0,18.3,6,54,12,22.2,2.95,0.65,0.07,0.33,23.7,6.0,2,2,4.7,3.1,0.06,0.3,-0.1,Matches,saint-etienne
2251,Zaydou Youssouf,fr FRA,MF,20.0,18.2,0,12,3,25.0,0.66,0.17,0.0,0.0,28.7,1.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,saint-etienne
2252,Mahdi Camara,fr FRA,MF,21.0,17.3,2,15,5,33.3,0.87,0.29,0.13,0.4,21.9,0.0,0,0,0.6,0.6,0.05,0.4,0.4,Matches,saint-etienne
2253,Arnaud Nordin,fr FRA,FW,21.0,16.4,3,22,8,36.4,1.34,0.49,0.14,0.38,19.1,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,saint-etienne
2254,William Saliba,fr FRA,DF,18.0,16.0,0,4,0,0.0,0.25,0.0,0.0,,13.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,saint-etienne
2255,Harold Moukoudi,cm CMR,DF,21.0,15.8,0,3,0,0.0,0.19,0.0,0.0,,9.4,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,saint-etienne
2256,Franck Honorat,fr FRA,"DF,FW",22.0,15.3,0,10,1,10.0,0.65,0.07,0.0,0.0,22.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,saint-etienne
2257,Romain Hamouma,fr FRA,"FW,MF",32.0,14.5,6,30,12,40.0,2.07,0.83,0.2,0.5,13.2,1.0,0,0,4.2,4.2,0.15,1.8,1.8,Matches,saint-etienne
2258,Yohan Cabaye,fr FRA,MF,33.0,13.0,1,19,7,36.8,1.46,0.54,0.05,0.14,21.0,1.0,0,1,0.6,0.6,0.05,-0.6,-0.6,Matches,saint-etienne
2259,Jean-Eudes Aholou,ci CIV,"MF,FW",25.0,11.2,1,15,4,26.7,1.34,0.36,0.07,0.25,18.1,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,saint-etienne
2260,Jessy Moulin,fr FRA,GK,33.0,11.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,saint-etienne
2261,Lois Diony,fr FRA,FW,26.0,10.6,2,20,10,50.0,1.89,0.95,0.1,0.2,15.7,2.0,0,0,1.5,1.5,0.1,0.5,0.5,Matches,saint-etienne
2262,Charles Abi,fr FRA,FW,19.0,10.2,1,9,2,22.2,0.88,0.2,0.11,0.5,12.9,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,saint-etienne
2263,Robert Berić,si SVN,FW,28.0,8.7,1,11,1,9.1,1.27,0.12,0.09,1.0,10.5,0.0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches,saint-etienne
2264,Sergi Palencia,es ESP,DF,23.0,8.2,0,1,0,0.0,0.12,0.0,0.0,,16.0,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,saint-etienne
2265,Gabriel Silva,br BRA,DF,28.0,5.4,1,2,1,50.0,0.37,0.18,0.5,1.0,14.2,0.0,0,0,0.1,0.1,0.08,0.9,0.9,Matches,saint-etienne
2266,Assane Dioussé,sn SEN,MF,21.0,5.1,0,2,1,50.0,0.39,0.2,0.0,0.0,21.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,saint-etienne
2267,Bilal Benkhedim,fr FRA,MF,18.0,3.0,1,3,1,33.3,1.02,0.34,0.33,1.0,17.5,0.0,0,0,0.6,0.6,0.31,-0.6,-0.6,Matches,saint-etienne
2268,Edmilson Indjai,gw GNB,FW,19.0,1.8,1,4,3,75.0,2.18,1.64,0.25,0.33,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,saint-etienne
2269,Yvann Macon,fr FRA,DF,20.0,1.4,0,1,1,100.0,0.7,0.7,0.0,0.0,30.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,saint-etienne
2270,Stefan Bajic,fr FRA,GK,17.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,saint-etienne
2271,Maxence Rivera,fr FRA,MF,17.0,0.8,0,2,1,50.0,2.57,1.29,0.0,0.0,19.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,saint-etienne
2272,Yvan Neyou,cm CMR,MF,22.0,0.5,0,1,1,100.0,2.0,2.0,0.0,0.0,,,0,0,,,,,,Matches,saint-etienne
2273,Jean-Philippe Krasso,fr FRA,FW,22.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,,,0,0,,,,,,Matches,saint-etienne
2274,Emil Audero,it ITA,GK,22.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sampdoria
2275,Omar Colley,gm GAM,DF,26.0,31.8,0,23,5,21.7,0.72,0.16,0.0,0.0,9.9,0.0,0,0,2.9,2.9,0.13,-2.9,-2.9,Matches,Sampdoria
2276,Bartosz Bereszyński,pl POL,DF,27.0,27.7,0,17,1,5.9,0.61,0.04,0.0,0.0,27.5,0.0,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches,Sampdoria
2277,Albin Ekdal,se SWE,MF,30.0,26.5,0,17,2,11.8,0.64,0.08,0.0,0.0,18.3,0.0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches,Sampdoria
2278,Fabio Quagliarella,it ITA,FW,36.0,26.3,12,96,29,30.2,3.65,1.1,0.06,0.21,16.3,0.0,6,8,13.1,7.8,0.08,-2.1,-1.8,Matches,Sampdoria
2279,Nicola Murru,it ITA,DF,24.0,26.1,0,9,1,11.1,0.34,0.04,0.0,0.0,20.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Sampdoria
2280,Karol Linetty,pl POL,MF,24.0,24.4,4,31,9,29.0,1.27,0.37,0.13,0.44,20.2,0.0,0,0,1.7,1.7,0.06,2.3,2.3,Matches,Sampdoria
2281,Jakub Jankto,cz CZE,MF,23.0,24.3,2,41,9,22.0,1.69,0.37,0.05,0.22,18.7,0.0,0,0,2.8,2.8,0.07,-0.8,-0.8,Matches,Sampdoria
2282,Manolo Gabbiadini,it ITA,FW,27.0,22.7,12,87,35,40.2,3.83,1.54,0.13,0.31,20.4,12.0,1,1,8.0,7.3,0.08,3.0,2.7,Matches,Sampdoria
2283,Ronaldo Vieira,gw GNB,MF,21.0,22.2,0,30,6,20.0,1.35,0.27,0.0,0.0,21.8,0.0,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,Sampdoria
2284,Morten Thorsby,no NOR,"MF,DF",23.0,21.7,1,16,4,25.0,0.74,0.18,0.06,0.25,11.9,0.0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,Sampdoria
2285,Fabio Depaoli,it ITA,"MF,DF",22.0,20.6,0,28,4,14.3,1.36,0.19,0.0,0.0,20.0,0.0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches,Sampdoria
2286,Gastón Ramírez,uy URU,"MF,FW",28.0,16.5,7,37,16,43.2,2.25,0.97,0.11,0.25,19.2,5.0,3,3,6.2,3.9,0.11,0.8,0.1,Matches,Sampdoria
2287,Tommaso Augello,it ITA,DF,24.0,13.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sampdoria
2288,Maya Yoshida,jp JPN,DF,30.0,13.2,0,5,1,20.0,0.38,0.08,0.0,0.0,14.8,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Sampdoria
2289,Alex Ferrari,it ITA,DF,25.0,11.7,0,4,1,25.0,0.34,0.09,0.0,0.0,11.9,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Sampdoria
2290,Jeison Murillo,co COL,DF,27.0,9.4,0,2,0,0.0,0.21,0.0,0.0,,19.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Sampdoria
2291,Gianluca Caprari,it ITA,"FW,MF",26.0,9.3,4,24,8,33.3,2.57,0.86,0.17,0.5,18.9,3.0,0,0,1.9,1.9,0.08,1.1,1.1,Matches,Sampdoria
2292,Federico Bonazzoli,it ITA,"FW,MF",22.0,8.3,6,42,16,38.1,5.08,1.94,0.14,0.38,16.9,0.0,0,0,4.1,4.1,0.1,1.9,1.9,Matches,Sampdoria
2293,Lorenzo Tonelli,it ITA,DF,29.0,7.8,0,6,1,16.7,0.77,0.13,0.0,0.0,19.5,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Sampdoria
2294,Julian Chabot,de GER,DF,21.0,7.3,1,1,1,100.0,0.14,0.14,1.0,1.0,7.0,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Matches,Sampdoria
2295,Mehdi Léris,fr FRA,"MF,FW",21.0,6.7,1,12,3,25.0,1.8,0.45,0.08,0.33,20.8,1.0,0,0,0.8,0.6,0.05,0.2,0.4,Matches,Sampdoria
2296,Andrea Bertolacci,it ITA,MF,28.0,5.9,0,4,2,50.0,0.67,0.34,0.0,0.0,24.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Sampdoria
2297,Emiliano Rigoni,ar ARG,"MF,FW",26.0,5.1,0,7,2,28.6,1.38,0.39,0.0,0.0,18.2,1.0,0,0,1.2,1.2,0.17,-1.2,-1.2,Matches,Sampdoria
2298,Gonzalo Maroni,ar ARG,MF,20.0,2.7,0,4,1,25.0,1.48,0.37,0.0,0.0,25.9,1.0,0,1,1.1,0.3,0.09,-1.1,-0.3,Matches,Sampdoria
2299,Vasco Regini,it ITA,DF,28.0,2.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sampdoria
2300,Antonino La Gumina,it ITA,FW,23.0,2.1,0,4,2,50.0,1.94,0.97,0.0,0.0,15.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Sampdoria
2301,Wladimiro Falcone,it ITA,GK,24.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sampdoria
2302,Édgar Barreto,py PAR,MF,35.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,18.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Sampdoria
2303,Kristoffer Askildsen,no NOR,MF,18.0,0.8,1,1,1,100.0,1.18,1.18,1.0,1.0,27.0,0.0,0,0,0.0,0.0,0.04,1.0,1.0,Matches,Sampdoria
2304,Felice D'Amico,it ITA,MF,18.0,0.0,0,1,0,0.0,30.0,0.0,0.0,,20.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Sampdoria
2305,Francesco Caputo,it ITA,FW,31.0,33.6,21,72,33,45.8,2.14,0.98,0.26,0.58,13.0,0.0,2,2,15.7,14.2,0.2,5.3,4.8,Matches,Sassuolo
2306,Andrea Consigli,it ITA,GK,32.0,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sassuolo
2307,Manuel Locatelli,it ITA,MF,21.0,29.6,0,33,6,18.2,1.12,0.2,0.0,0.0,24.2,4.0,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches,Sassuolo
2308,Jeremie Boga,ci CIV,FW,22.0,28.8,11,57,20,35.1,1.98,0.69,0.19,0.55,16.8,1.0,0,0,4.8,4.8,0.08,6.2,6.2,Matches,Sassuolo
2309,Domenico Berardi,it ITA,FW,24.0,28.7,14,115,44,38.3,4.01,1.53,0.1,0.27,22.9,17.0,2,3,9.8,7.6,0.07,4.2,4.4,Matches,Sassuolo
2310,Jeremy Toljan,de GER,DF,24.0,25.3,1,8,2,25.0,0.32,0.08,0.13,0.5,19.1,0.0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,Sassuolo
2311,Gian Marco Ferrari,it ITA,DF,27.0,22.1,0,11,2,18.2,0.5,0.09,0.0,0.0,7.4,0.0,0,0,1.6,1.6,0.15,-1.6,-1.6,Matches,Sassuolo
2312,Pedro Obiang,gq EQG,MF,27.0,20.6,1,22,7,31.8,1.07,0.34,0.05,0.14,21.1,0.0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,Sassuolo
2313,Marlon,br BRA,DF,23.0,20.2,0,5,1,20.0,0.25,0.05,0.0,0.0,13.2,0.0,0,0,0.9,0.9,0.19,-0.9,-0.9,Matches,Sassuolo
2314,Hamed Junior Traorè,ci CIV,"MF,FW",19.0,19.4,5,45,23,51.1,2.32,1.18,0.11,0.22,19.0,3.0,0,0,4.8,4.8,0.11,-0.8,-0.8,Matches,Sassuolo
2315,Filip Đuričić,rs SRB,"MF,FW",27.0,18.5,5,41,9,22.0,2.21,0.49,0.12,0.56,19.5,2.0,0,0,3.3,3.3,0.08,1.7,1.7,Matches,Sassuolo
2316,Giorgos Kiriakopoulos,gr GRE,DF,23.0,18.3,0,20,8,40.0,1.1,0.44,0.0,0.0,24.0,2.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Sassuolo
