,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
10,Rubén Sobrino,es ESP,"FW,MF",25.0,21.6,418.0,409.0,9.0,0.0,0.0,123.0,3.0,14.0,1.0,0.0,0.0,0.0,279.0,60.0,79.0,51.0,281.0,43.0,1.0,18.0,300.0,4.0,12.0,6.0,21.0,Matches,alaves
11,Guillermo Maripán,cl CHI,DF,23.0,20.0,470.0,457.0,13.0,13.0,0.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0,307.0,37.0,126.0,49.0,360.0,47.0,0.0,2.0,344.0,2.0,18.0,6.0,6.0,Matches,alaves
12,Víctor Laguardia,es ESP,DF,27.0,19.3,578.0,538.0,40.0,40.0,0.0,96.0,24.0,1.0,0.0,0.0,0.0,0.0,270.0,66.0,242.0,36.0,453.0,74.0,0.0,2.0,388.0,0.0,28.0,12.0,5.0,Matches,alaves
13,Daniel Torres,co COL,MF,27.0,18.8,507.0,496.0,11.0,9.0,0.0,115.0,14.0,2.0,0.0,0.0,0.0,0.0,354.0,50.0,103.0,62.0,403.0,32.0,0.0,5.0,414.0,5.0,9.0,7.0,9.0,Matches,alaves
14,Wakaso,gh GHA,"MF,FW",27.0,15.0,487.0,446.0,41.0,10.0,1.0,80.0,25.0,27.0,3.0,0.0,0.0,0.0,280.0,45.0,162.0,385.0,13.0,46.0,27.0,3.0,329.0,8.0,26.0,8.0,8.0,Matches,alaves
15,John Guidetti,se SWE,FW,25.0,14.9,345.0,342.0,3.0,0.0,0.0,90.0,7.0,13.0,1.0,0.0,0.0,0.0,200.0,67.0,78.0,56.0,213.0,50.0,1.0,15.0,227.0,4.0,8.0,13.0,14.0,Matches,alaves
16,Álvaro Medrán,es ESP,"MF,FW",23.0,14.0,468.0,448.0,20.0,16.0,1.0,113.0,22.0,7.0,3.0,0.0,0.0,0.0,328.0,42.0,98.0,145.0,298.0,20.0,1.0,1.0,356.0,6.0,7.0,15.0,16.0,Matches,alaves
17,Burgui,es ESP,"FW,MF",23.0,12.8,354.0,336.0,18.0,3.0,2.0,73.0,7.0,18.0,3.0,0.0,0.0,0.0,280.0,35.0,39.0,42.0,286.0,16.0,9.0,0.0,264.0,1.0,8.0,14.0,22.0,Matches,alaves
18,Carlos Vigaray,es ESP,"DF,MF",22.0,11.0,329.0,263.0,66.0,1.0,0.0,68.0,7.0,10.0,0.0,0.0,0.0,0.0,179.0,51.0,99.0,12.0,224.0,22.0,65.0,0.0,211.0,0.0,13.0,9.0,17.0,Matches,alaves
19,Adrián Diéguez,es ESP,DF,21.0,9.7,172.0,144.0,28.0,6.0,0.0,24.0,5.0,1.0,1.0,0.0,0.0,0.0,106.0,5.0,61.0,118.0,19.0,13.0,21.0,1.0,130.0,1.0,8.0,3.0,2.0,Matches,alaves
20,Antonio Sivera,es ESP,GK,20.0,7.0,12.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,10.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,Matches,alaves
21,Bojan Krkić,es ESP,"FW,MF",26.0,6.6,138.0,133.0,5.0,1.0,0.0,30.0,3.0,4.0,0.0,0.0,0.0,0.0,113.0,10.0,15.0,10.0,119.0,6.0,0.0,2.0,109.0,0.0,1.0,4.0,3.0,Matches,alaves
22,Hernán Pérez,py PAR,"MF,FW",28.0,5.5,147.0,137.0,10.0,0.0,0.0,38.0,7.0,8.0,7.0,0.0,0.0,0.0,82.0,24.0,41.0,17.0,115.0,10.0,1.0,1.0,96.0,1.0,1.0,8.0,10.0,Matches,alaves
23,Christian Santos,ve VEN,FW,29.0,5.5,141.0,140.0,1.0,0.0,0.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0,36.0,41.0,54.0,24.0,28.0,0.0,11.0,90.0,0.0,3.0,4.0,0.0,Matches,alaves
24,Ermedin Demirović,ba BIH,FW,19.0,4.1,31.0,31.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,11.0,3.0,19.0,6.0,0.0,1.0,20.0,0.0,1.0,1.0,3.0,Matches,alaves
25,Óscar Romero,py PAR,"MF,FW",25.0,2.8,72.0,61.0,11.0,7.0,0.0,15.0,7.0,2.0,3.0,0.0,0.0,0.0,32.0,12.0,28.0,51.0,8.0,7.0,1.0,0.0,41.0,0.0,3.0,1.0,3.0,Matches,alaves
26,Víctor López,es ESP,"MF,FW",20.0,2.7,18.0,16.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,4.0,6.0,1.0,13.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,Matches,alaves
27,Enzo Fernández,es ESP,MF,22.0,1.7,30.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,1.0,2.0,26.0,2.0,0.0,0.0,17.0,0.0,2.0,1.0,2.0,Matches,alaves
28,Aleksandar Katai,rs SRB,"FW,MF",26.0,0.8,11.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,Matches,alaves
29,Héctor Hernández,es ESP,MF,26.0,0.2,13.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,8.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,Matches,alaves
30,Héctor Bellerín,es ESP,"DF,MF",22.0,46.2,2121.0,1916.0,205.0,1.0,2.0,279.0,14.0,98.0,0.0,0.0,0.0,0.0,1514.0,257.0,350.0,194.0,1597.0,104.0,204.0,3.0,1758.0,7.0,20.0,49.0,69.0,Matches,Arsenal
31,Granit Xhaka,ch SUI,MF,24.0,46.0,3130.0,2969.0,161.0,62.0,1.0,437.0,164.0,61.0,81.0,6.0,3.0,2.0,2327.0,263.0,540.0,2519.0,430.0,140.0,14.0,8.0,2673.0,12.0,39.0,71.0,37.0,Matches,Arsenal
32,Petr Čech,cz CZE,GK,35.0,38.1,808.0,651.0,157.0,48.0,0.0,87.0,27.0,0.0,0.0,0.0,0.0,0.0,406.0,71.0,331.0,521.0,88.0,1.0,0.0,164.0,564.0,5.0,27.0,2.0,2.0,Matches,Arsenal
33,Shkodran Mustafi,de GER,DF,25.0,36.3,1752.0,1727.0,25.0,22.0,0.0,203.0,22.0,10.0,0.0,0.0,0.0,0.0,1309.0,108.0,335.0,69.0,1465.0,160.0,3.0,6.0,1476.0,5.0,43.0,19.0,13.0,Matches,Arsenal
34,Nacho Monreal,es ESP,DF,31.0,34.3,1774.0,1711.0,63.0,15.0,0.0,221.0,21.0,46.0,1.0,0.0,0.0,0.0,1393.0,115.0,266.0,1373.0,208.0,118.0,47.0,4.0,1556.0,3.0,18.0,14.0,35.0,Matches,Arsenal
35,Mesut Özil,de GER,"MF,FW",28.0,32.8,1914.0,1793.0,121.0,33.0,2.0,270.0,59.0,78.0,67.0,5.0,8.0,1.0,1547.0,142.0,225.0,1699.0,179.0,14.0,13.0,8.0,1597.0,9.0,16.0,44.0,62.0,Matches,Arsenal
36,Laurent Koscielny,fr FRA,DF,31.0,31.0,1711.0,1687.0,24.0,19.0,0.0,171.0,75.0,7.0,0.0,0.0,0.0,0.0,1263.0,184.0,264.0,140.0,1405.0,120.0,5.0,12.0,1504.0,4.0,27.0,21.0,20.0,Matches,Arsenal
37,Alexandre Lacazette,fr FRA,FW,26.0,30.5,704.0,665.0,39.0,0.0,1.0,157.0,10.0,33.0,0.0,0.0,0.0,0.0,529.0,85.0,90.0,96.0,558.0,30.0,0.0,6.0,531.0,5.0,7.0,20.0,25.0,Matches,Arsenal
38,Jack Wilshere,eng ENG,MF,25.0,29.6,803.0,790.0,13.0,11.0,2.0,116.0,11.0,32.0,0.0,0.0,0.0,0.0,640.0,69.0,94.0,730.0,46.0,16.0,1.0,4.0,694.0,6.0,7.0,17.0,7.0,Matches,Arsenal
39,Alex Iwobi,ng NGA,"FW,MF",21.0,29.2,1152.0,1140.0,12.0,3.0,3.0,228.0,18.0,33.0,1.0,0.0,0.0,0.0,999.0,69.0,84.0,139.0,1000.0,9.0,4.0,0.0,987.0,3.0,13.0,29.0,27.0,Matches,Arsenal
40,Sead Kolašinac,ba BIH,"DF,MF",24.0,29.1,1452.0,1280.0,172.0,4.0,1.0,197.0,13.0,42.0,2.0,0.0,0.0,0.0,961.0,190.0,301.0,1064.0,117.0,80.0,166.0,5.0,1152.0,2.0,28.0,35.0,50.0,Matches,Arsenal
41,Aaron Ramsey,wal WAL,MF,26.0,27.4,1246.0,1220.0,26.0,13.0,0.0,224.0,21.0,32.0,0.0,0.0,0.0,0.0,977.0,120.0,149.0,215.0,977.0,34.0,12.0,4.0,1034.0,7.0,16.0,33.0,36.0,Matches,Arsenal
42,Mohamed Elneny,eg EGY,MF,25.0,26.0,829.0,819.0,10.0,3.0,0.0,116.0,15.0,33.0,2.0,0.0,0.0,0.0,693.0,66.0,70.0,60.0,740.0,21.0,4.0,0.0,766.0,2.0,7.0,9.0,6.0,Matches,Arsenal
43,Danny Welbeck,eng ENG,"FW,MF",26.0,26.0,395.0,389.0,6.0,0.0,0.0,94.0,1.0,9.0,0.0,0.0,0.0,0.0,326.0,31.0,38.0,33.0,323.0,26.0,2.0,4.0,319.0,0.0,1.0,14.0,13.0,Matches,Arsenal
44,Rob Holding,eng ENG,DF,21.0,22.4,594.0,586.0,8.0,4.0,1.0,70.0,24.0,1.0,0.0,0.0,0.0,0.0,461.0,35.0,98.0,98.0,434.0,44.0,4.0,2.0,498.0,1.0,19.0,4.0,8.0,Matches,Arsenal
45,Ainsley Maitland-Niles,eng ENG,"DF,MF",19.0,21.7,600.0,539.0,61.0,3.0,0.0,51.0,13.0,38.0,0.0,0.0,0.0,0.0,425.0,64.0,111.0,108.0,418.0,13.0,58.0,1.0,501.0,3.0,7.0,11.0,19.0,Matches,Arsenal
46,David Ospina,co COL,GK,28.0,20.2,100.0,79.0,21.0,7.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,42.0,9.0,75.0,0.0,0.0,12.0,79.0,0.0,2.0,2.0,0.0,Matches,Arsenal
47,Calum Chambers,eng ENG,DF,22.0,19.5,629.0,602.0,27.0,7.0,1.0,72.0,25.0,9.0,0.0,0.0,0.0,0.0,448.0,52.0,129.0,59.0,481.0,56.0,20.0,1.0,515.0,2.0,17.0,13.0,9.0,Matches,Arsenal
48,Alexis Sánchez,cl CHI,"FW,MF",28.0,19.0,912.0,861.0,51.0,15.0,2.0,149.0,45.0,63.0,32.0,3.0,0.0,1.0,593.0,88.0,231.0,56.0,828.0,21.0,1.0,3.0,639.0,1.0,20.0,38.0,41.0,Matches,Arsenal
49,Olivier Giroud,fr FRA,FW,30.0,14.1,134.0,130.0,4.0,0.0,0.0,35.0,1.0,10.0,0.0,0.0,0.0,0.0,73.0,30.0,31.0,76.0,25.0,21.0,0.0,6.0,95.0,1.0,1.0,4.0,4.0,Matches,Arsenal
50,Henrikh Mkhitaryan,am ARM,"FW,MF",28.0,13.4,477.0,455.0,22.0,3.0,1.0,105.0,18.0,45.0,17.0,3.0,2.0,3.0,376.0,41.0,60.0,87.0,367.0,14.0,2.0,4.0,354.0,1.0,9.0,20.0,16.0,Matches,Arsenal
51,Pierre-Emerick Aubameyang,ga GAB,FW,28.0,12.7,319.0,298.0,21.0,0.0,0.0,81.0,2.0,23.0,0.0,0.0,0.0,0.0,219.0,43.0,57.0,21.0,268.0,23.0,2.0,1.0,219.0,1.0,9.0,16.0,21.0,Matches,Arsenal
52,Theo Walcott,eng ENG,"MF,FW",28.0,10.2,22.0,21.0,1.0,0.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,18.0,3.0,1.0,0.0,20.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,3.0,Matches,Arsenal
53,Per Mertesacker,de GER,DF,32.0,9.4,242.0,240.0,2.0,2.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,192.0,25.0,25.0,51.0,160.0,22.0,0.0,2.0,222.0,0.0,2.0,0.0,1.0,Matches,Arsenal
54,Reiss Nelson,eng ENG,"MF,FW",17.0,8.5,82.0,82.0,0.0,0.0,0.0,19.0,1.0,14.0,0.0,0.0,0.0,0.0,68.0,9.0,5.0,6.0,73.0,2.0,0.0,1.0,75.0,0.0,1.0,1.0,1.0,Matches,Arsenal
55,Francis Coquelin,fr FRA,"MF,DF",26.0,8.2,93.0,93.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,71.0,12.0,10.0,4.0,81.0,6.0,0.0,0.0,79.0,0.0,2.0,6.0,0.0,Matches,Arsenal
56,Mathieu Debuchy,fr FRA,DF,32.0,7.2,,,,,,,,16.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
57,Joe Willock,eng ENG,MF,17.0,5.7,33.0,33.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,29.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,Matches,Arsenal
58,Alex Oxlade-Chamberlain,eng ENG,"MF,DF",23.0,4.0,151.0,137.0,14.0,2.0,0.0,20.0,10.0,17.0,0.0,0.0,0.0,0.0,94.0,11.0,46.0,23.0,109.0,4.0,12.0,0.0,116.0,0.0,4.0,2.0,6.0,Matches,Arsenal
59,Matt Macey,eng ENG,GK,22.0,2.3,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
60,Konstantinos Mavropanos,gr GRE,"DF,MF",19.0,2.2,97.0,97.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,13.0,28.0,61.0,8.0,0.0,0.0,84.0,0.0,0.0,3.0,1.0,Matches,Arsenal
61,Eddie Nketiah,eng ENG,"FW,MF",18.0,1.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,Matches,Arsenal
62,Josh Dasilva,eng ENG,MF,18.0,0.7,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
63,Chuba Akpom,eng ENG,FW,21.0,0.6,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
64,Marcus McGuane,eng ENG,MF,18.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
65,Ben Sheaf,eng ENG,MF,19.0,0.1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Arsenal
66,Remo Freuler,ch SUI,MF,25.0,33.4,2200.0,2110.0,90.0,53.0,0.0,293.0,37.0,23.0,15.0,1.0,7.0,5.0,1715.0,228.0,257.0,297.0,1781.0,75.0,22.0,8.0,1900.0,14.0,33.0,42.0,37.0,Matches,Atalanta
67,Bryan Cristante,it ITA,"MF,FW",22.0,31.4,1584.0,1560.0,24.0,15.0,2.0,361.0,31.0,26.0,0.0,0.0,0.0,0.0,1103.0,230.0,251.0,190.0,1257.0,54.0,8.0,9.0,1223.0,7.0,40.0,39.0,50.0,Matches,Atalanta
68,Etrit Berisha,al ALB,GK,28.0,31.0,801.0,518.0,283.0,69.0,0.0,78.0,29.0,0.0,0.0,0.0,0.0,0.0,299.0,60.0,442.0,473.0,156.0,0.0,0.0,157.0,543.0,2.0,26.0,4.0,2.0,Matches,Atalanta
69,Papu Gómez,ar ARG,"FW,MF",29.0,30.6,1512.0,1314.0,198.0,44.0,4.0,285.0,72.0,126.0,124.0,29.0,29.0,5.0,878.0,205.0,429.0,250.0,1184.0,39.0,27.0,10.0,1108.0,5.0,33.0,28.0,48.0,Matches,Atalanta
70,Andrea Masiello,it ITA,DF,31.0,30.1,1924.0,1817.0,107.0,37.0,1.0,235.0,125.0,3.0,2.0,0.0,0.0,0.0,1217.0,256.0,451.0,382.0,1338.0,96.0,68.0,9.0,1624.0,4.0,57.0,21.0,23.0,Matches,Atalanta
71,Marten de Roon,nl NED,MF,26.0,28.6,1685.0,1641.0,44.0,30.0,0.0,283.0,65.0,9.0,3.0,0.0,2.0,0.0,1254.0,201.0,230.0,210.0,1349.0,77.0,11.0,2.0,1426.0,5.0,30.0,28.0,25.0,Matches,Atalanta
72,Rafael Tolói,it ITA,DF,26.0,27.2,1672.0,1537.0,135.0,42.0,2.0,223.0,71.0,13.0,0.0,0.0,0.0,0.0,1018.0,252.0,402.0,164.0,1324.0,64.0,93.0,4.0,1352.0,7.0,35.0,36.0,29.0,Matches,Atalanta
73,Hans Hateboer,nl NED,"DF,MF",23.0,26.6,1401.0,1222.0,179.0,10.0,1.0,224.0,17.0,51.0,0.0,0.0,0.0,0.0,928.0,241.0,232.0,188.0,934.0,77.0,169.0,4.0,1111.0,2.0,28.0,43.0,53.0,Matches,Atalanta
74,Mattia Caldara,it ITA,DF,23.0,24.0,1011.0,955.0,56.0,52.0,0.0,135.0,51.0,1.0,0.0,0.0,0.0,0.0,673.0,146.0,192.0,123.0,787.0,64.0,4.0,7.0,870.0,1.0,20.0,11.0,9.0,Matches,Atalanta
75,José Luis Palomino,ar ARG,DF,27.0,22.0,1128.0,1063.0,65.0,28.0,0.0,167.0,17.0,8.0,0.0,0.0,0.0,0.0,799.0,138.0,191.0,850.0,145.0,59.0,37.0,8.0,949.0,2.0,21.0,23.0,15.0,Matches,Atalanta
76,Andrea Petagna,it ITA,FW,22.0,18.0,524.0,483.0,41.0,2.0,4.0,120.0,30.0,32.0,0.0,0.0,0.0,0.0,324.0,91.0,109.0,298.0,170.0,29.0,7.0,6.0,385.0,1.0,15.0,9.0,30.0,Matches,Atalanta
77,Josip Iličić,si SVN,"FW,MF",29.0,22.2,1188.0,1047.0,141.0,37.0,4.0,231.0,69.0,54.0,78.0,28.0,28.0,9.0,767.0,196.0,225.0,962.0,186.0,12.0,17.0,5.0,911.0,7.0,25.0,15.0,55.0,Matches,Atalanta
78,Leonardo Spinazzola,it ITA,DF,24.0,16.7,972.0,853.0,119.0,10.0,3.0,128.0,32.0,47.0,0.0,0.0,0.0,0.0,570.0,186.0,216.0,216.0,614.0,22.0,109.0,8.0,746.0,1.0,24.0,11.0,40.0,Matches,Atalanta
79,Timothy Castagne,be BEL,"DF,MF",21.0,16.7,963.0,824.0,139.0,6.0,0.0,149.0,15.0,29.0,2.0,0.0,1.0,0.0,624.0,166.0,173.0,103.0,680.0,41.0,131.0,1.0,776.0,1.0,9.0,21.0,23.0,Matches,Atalanta
80,Robin Gosens,de GER,"DF,MF",23.0,16.1,862.0,754.0,108.0,7.0,0.0,144.0,9.0,30.0,2.0,0.0,0.0,0.0,579.0,126.0,157.0,653.0,73.0,28.0,99.0,1.0,676.0,5.0,22.0,21.0,25.0,Matches,Atalanta
81,Andreas Cornelius,dk DEN,FW,24.0,10.4,304.0,286.0,18.0,0.0,0.0,116.0,9.0,12.0,0.0,0.0,0.0,0.0,167.0,72.0,65.0,179.0,43.0,35.0,0.0,7.0,213.0,1.0,5.0,4.0,16.0,Matches,Atalanta
82,Gianluca Mancini,it ITA,DF,21.0,7.6,341.0,326.0,15.0,6.0,0.0,61.0,18.0,4.0,0.0,0.0,0.0,0.0,220.0,42.0,79.0,44.0,254.0,27.0,9.0,1.0,278.0,0.0,6.0,2.0,5.0,Matches,Atalanta
83,Jasmin Kurtić,si SVN,"MF,FW",28.0,7.4,322.0,314.0,8.0,2.0,0.0,80.0,7.0,9.0,0.0,0.0,0.0,0.0,212.0,64.0,46.0,43.0,236.0,12.0,4.0,2.0,248.0,1.0,2.0,9.0,13.0,Matches,Atalanta
84,Pierluigi Gollini,it ITA,GK,22.0,6.9,185.0,129.0,56.0,16.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,120.0,11.0,54.0,8.0,148.0,0.0,0.0,26.0,159.0,1.0,1.0,1.0,0.0,Matches,Atalanta
85,Musa Barrow,gm GAM,"FW,MF",18.0,4.9,126.0,117.0,9.0,0.0,0.0,28.0,7.0,4.0,0.0,0.0,0.0,0.0,84.0,20.0,22.0,27.0,86.0,6.0,3.0,2.0,97.0,0.0,2.0,4.0,4.0,Matches,Atalanta
86,Nicolas Haas,ch SUI,MF,21.0,1.9,91.0,90.0,1.0,1.0,0.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,67.0,10.0,14.0,14.0,74.0,3.0,0.0,0.0,77.0,1.0,3.0,0.0,1.0,Matches,Atalanta
87,Riccardo Orsolini,it ITA,"FW,MF",20.0,1.4,52.0,47.0,5.0,2.0,0.0,14.0,3.0,4.0,2.0,1.0,1.0,0.0,32.0,8.0,12.0,39.0,9.0,1.0,1.0,0.0,38.0,0.0,3.0,0.0,3.0,Matches,Atalanta
88,Alessandro Bastoni,it ITA,DF,18.0,1.0,84.0,72.0,12.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,20.0,55.0,12.0,8.0,9.0,0.0,72.0,0.0,1.0,1.0,3.0,Matches,Atalanta
89,Luca Vido,it ITA,"FW,MF",20.0,0.8,31.0,30.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,6.0,5.0,26.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,Matches,Atalanta
90,Francesco Rossi,it ITA,GK,26.0,0.1,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,Matches,Atalanta
91,Squad Total,,,25.7,38.0,20966.0,19111.0,1855.0,473.0,21.0,3404.0,731.0,489.0,228.0,59.0,68.0,19.0,13731.0,2959.0,4276.0,5773.0,12867.0,829.0,828.0,279.0,16813.0,68.0,441.0,375.0,509.0,,Atalanta
92,Opponent Total,,,27.1,38.0,17077.0,15164.0,1913.0,478.0,16.0,3093.0,422.0,374.0,186.0,56.0,34.0,13.0,9981.0,2704.0,4392.0,5108.0,9755.0,716.0,837.0,268.0,12845.0,48.0,379.0,313.0,494.0,,Atalanta
93,Iñaki Williams,es ESP,"FW,MF",23.0,41.5,754.0,729.0,25.0,2.0,1.0,168.0,9.0,92.0,0.0,0.0,0.0,0.0,531.0,98.0,125.0,47.0,615.0,56.0,11.0,6.0,555.0,4.0,15.0,18.0,50.0,Matches,athletic club
94,Raúl García,es ESP,"MF,FW",31.0,36.6,879.0,869.0,10.0,3.0,5.0,192.0,10.0,39.0,1.0,0.0,0.0,0.0,426.0,166.0,287.0,173.0,478.0,163.0,0.0,4.0,491.0,13.0,27.0,22.0,54.0,Matches,athletic club
95,Unai Núñez,es ESP,DF,20.0,34.2,1501.0,1468.0,33.0,24.0,0.0,241.0,74.0,2.0,0.0,0.0,0.0,0.0,1017.0,138.0,346.0,155.0,1147.0,147.0,9.0,5.0,1208.0,1.0,45.0,16.0,19.0,Matches,athletic club
96,Iñigo Lekue,es ESP,"DF,FW",24.0,33.7,1157.0,1006.0,151.0,6.0,1.0,202.0,24.0,100.0,0.0,0.0,0.0,0.0,705.0,158.0,294.0,147.0,786.0,63.0,144.0,2.0,862.0,8.0,27.0,21.0,45.0,Matches,athletic club
97,Aritz Aduriz,es ESP,FW,36.0,33.1,509.0,490.0,19.0,1.0,0.0,135.0,5.0,23.0,1.0,0.0,0.0,0.0,295.0,110.0,104.0,54.0,307.0,81.0,4.0,16.0,329.0,2.0,13.0,10.0,27.0,Matches,athletic club
98,Markel Susaeta,es ESP,"FW,MF",29.0,32.2,1003.0,870.0,133.0,46.0,0.0,185.0,55.0,111.0,76.0,0.0,0.0,0.0,679.0,88.0,236.0,120.0,827.0,39.0,7.0,1.0,740.0,3.0,15.0,20.0,34.0,Matches,athletic club
99,Kepa Arrizabalaga,es ESP,GK,22.0,31.0,862.0,663.0,199.0,65.0,0.0,118.0,23.0,0.0,0.0,0.0,0.0,0.0,259.0,22.0,581.0,89.0,684.0,1.0,0.0,67.0,545.0,6.0,11.0,3.0,3.0,Matches,athletic club
100,Mikel San José,es ESP,MF,28.0,30.7,1034.0,1014.0,20.0,12.0,1.0,184.0,21.0,14.0,3.0,0.0,0.0,0.0,709.0,114.0,211.0,132.0,767.0,96.0,0.0,1.0,802.0,3.0,21.0,16.0,26.0,Matches,athletic club
101,Ander Iturraspe,es ESP,MF,28.0,27.2,1220.0,1113.0,107.0,68.0,0.0,238.0,61.0,48.0,37.0,0.0,0.0,0.0,795.0,121.0,304.0,202.0,872.0,120.0,1.0,4.0,974.0,7.0,32.0,19.0,16.0,Matches,athletic club
