,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
411,Kevin Long,ie IRL,DF,26.0,19.3,581.0,576.0,5.0,4.0,0.0,87.0,26.0,2.0,0.0,0.0,0.0,0.0,290.0,45.0,246.0,39.0,380.0,130.0,1.0,2.0,400.0,0.0,26.0,6.0,11.0,Matches,Burnley
412,Chris Wood,nz NZL,FW,25.0,19.1,399.0,392.0,7.0,1.0,0.0,101.0,5.0,5.0,0.0,0.0,0.0,0.0,175.0,87.0,137.0,49.0,189.0,111.0,0.0,23.0,242.0,4.0,10.0,14.0,21.0,Matches,Burnley
413,Scott Arfield,ca CAN,"FW,MF",28.0,16.6,382.0,374.0,8.0,0.0,0.0,89.0,3.0,7.0,0.0,0.0,0.0,0.0,258.0,48.0,76.0,55.0,278.0,43.0,1.0,2.0,267.0,2.0,13.0,14.0,18.0,Matches,Burnley
414,Ashley Westwood,eng ENG,MF,27.0,15.7,596.0,586.0,10.0,8.0,0.0,54.0,32.0,9.0,2.0,0.0,0.0,0.0,385.0,38.0,173.0,27.0,524.0,39.0,0.0,1.0,469.0,3.0,14.0,10.0,6.0,Matches,Burnley
415,Robbie Brady,ie IRL,"MF,FW",25.0,15.6,588.0,472.0,116.0,44.0,2.0,117.0,59.0,72.0,64.0,0.0,3.0,2.0,277.0,42.0,269.0,449.0,81.0,42.0,8.0,3.0,354.0,9.0,32.0,10.0,26.0,Matches,Burnley
416,Phil Bardsley,sco SCO,DF,32.0,14.8,579.0,437.0,142.0,10.0,0.0,100.0,7.0,30.0,0.0,0.0,0.0,0.0,216.0,87.0,276.0,51.0,328.0,58.0,132.0,1.0,390.0,2.0,26.0,8.0,13.0,Matches,Burnley
417,Charlie Taylor,eng ENG,DF,23.0,13.9,455.0,360.0,95.0,3.0,0.0,101.0,11.0,33.0,0.0,0.0,0.0,0.0,171.0,77.0,207.0,294.0,9.0,48.0,92.0,1.0,303.0,2.0,17.0,4.0,24.0,Matches,Burnley
418,Sam Vokes,wal WAL,FW,27.0,12.9,265.0,255.0,10.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,75.0,111.0,16.0,96.0,91.0,0.0,10.0,141.0,3.0,4.0,7.0,11.0,Matches,Burnley
419,Aaron Lennon,eng ENG,"MF,FW",30.0,12.4,292.0,291.0,1.0,0.0,0.0,59.0,4.0,16.0,0.0,0.0,0.0,0.0,219.0,19.0,54.0,26.0,253.0,8.0,1.0,3.0,202.0,0.0,11.0,8.0,24.0,Matches,Burnley
420,Tom Heaton,eng ENG,GK,31.0,3.4,92.0,52.0,40.0,18.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,64.0,5.0,69.0,0.0,0.0,18.0,52.0,3.0,4.0,0.0,1.0,Matches,Burnley
421,Georges-Kévin N'Koudou,fr FRA,MF,22.0,2.5,91.0,86.0,5.0,1.0,0.0,17.0,7.0,8.0,4.0,1.0,0.0,0.0,66.0,5.0,20.0,11.0,77.0,2.0,0.0,1.0,63.0,1.0,5.0,1.0,7.0,Matches,Burnley
422,Jonathan Walters,ie IRL,FW,33.0,1.1,12.0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,5.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,Matches,Burnley
423,Nahki Wells,bm BER,FW,27.0,0.9,21.0,21.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,6.0,12.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,Matches,Burnley
424,Aiden O'Neill,au AUS,MF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
425,Simone Padoin,it ITA,"DF,MF",33.0,34.5,1343.0,1126.0,217.0,15.0,1.0,183.0,30.0,80.0,5.0,0.0,1.0,0.0,657.0,250.0,436.0,299.0,772.0,66.0,192.0,6.0,987.0,3.0,21.0,23.0,47.0,Matches,Cagliari
426,Nicolò Barella,it ITA,MF,20.0,34.2,1631.0,1516.0,115.0,49.0,2.0,269.0,82.0,53.0,42.0,8.0,16.0,3.0,940.0,277.0,414.0,153.0,1376.0,61.0,10.0,11.0,1225.0,8.0,37.0,26.0,56.0,Matches,Cagliari
427,Artur Ioniță,md MDA,MF,26.0,30.8,969.0,964.0,5.0,2.0,1.0,195.0,22.0,29.0,1.0,1.0,0.0,0.0,585.0,174.0,210.0,187.0,616.0,96.0,2.0,15.0,723.0,2.0,19.0,20.0,38.0,Matches,Cagliari
428,Leonardo Pavoletti,it ITA,FW,28.0,30.2,797.0,784.0,13.0,2.0,0.0,251.0,18.0,5.0,0.0,0.0,0.0,0.0,301.0,230.0,266.0,96.0,373.0,124.0,1.0,48.0,534.0,3.0,27.0,12.0,16.0,Matches,Cagliari
429,Alessio Cragno,it ITA,GK,23.0,29.5,763.0,447.0,316.0,79.0,0.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,227.0,44.0,492.0,59.0,540.0,0.0,0.0,124.0,475.0,4.0,19.0,1.0,3.0,Matches,Cagliari
430,Paolo Faragò,it ITA,"DF,MF",24.0,28.6,1331.0,1023.0,308.0,15.0,3.0,180.0,37.0,91.0,4.0,0.0,2.0,1.0,430.0,349.0,552.0,182.0,696.0,104.0,289.0,11.0,867.0,13.0,45.0,25.0,53.0,Matches,Cagliari
431,Luca Ceppitelli,it ITA,DF,27.0,24.7,1160.0,1121.0,39.0,35.0,2.0,166.0,52.0,0.0,0.0,0.0,0.0,0.0,643.0,130.0,387.0,248.0,776.0,94.0,1.0,4.0,907.0,7.0,33.0,17.0,16.0,Matches,Cagliari
432,Luca Cigarini,it ITA,MF,31.0,23.8,1603.0,1371.0,232.0,107.0,1.0,217.0,82.0,25.0,83.0,26.0,26.0,5.0,894.0,244.0,465.0,183.0,1322.0,68.0,5.0,8.0,1229.0,7.0,26.0,19.0,19.0,Matches,Cagliari
433,Fabio Pisacane,it ITA,DF,31.0,23.7,1034.0,997.0,37.0,27.0,0.0,117.0,53.0,8.0,0.0,0.0,0.0,0.0,685.0,116.0,233.0,320.0,622.0,49.0,10.0,10.0,840.0,3.0,22.0,7.0,21.0,Matches,Cagliari
434,Filippo Romagna,it ITA,DF,20.0,22.0,897.0,851.0,46.0,35.0,0.0,150.0,26.0,5.0,0.0,0.0,0.0,0.0,526.0,93.0,278.0,38.0,762.0,61.0,10.0,2.0,670.0,6.0,30.0,14.0,19.0,Matches,Cagliari
435,Marco Andreolli,it ITA,DF,31.0,21.7,847.0,800.0,47.0,33.0,0.0,108.0,32.0,0.0,0.0,0.0,0.0,0.0,557.0,93.0,197.0,179.0,601.0,50.0,2.0,1.0,681.0,3.0,15.0,7.0,7.0,Matches,Cagliari
436,Diego Farias,br BRA,"FW,MF",27.0,20.2,569.0,530.0,39.0,2.0,2.0,108.0,13.0,26.0,12.0,5.0,0.0,1.0,367.0,135.0,67.0,50.0,463.0,20.0,20.0,6.0,454.0,3.0,12.0,12.0,22.0,Matches,Cagliari
437,João Pedro,br BRA,"MF,FW",25.0,19.8,518.0,495.0,23.0,11.0,1.0,98.0,25.0,15.0,8.0,2.0,4.0,2.0,269.0,112.0,137.0,59.0,372.0,49.0,2.0,13.0,364.0,5.0,11.0,7.0,15.0,Matches,Cagliari
438,Marco Sau,it ITA,"FW,MF",29.0,15.0,380.0,361.0,19.0,2.0,0.0,80.0,5.0,9.0,3.0,1.0,0.0,0.0,261.0,79.0,40.0,44.0,305.0,13.0,2.0,10.0,290.0,2.0,4.0,8.0,18.0,Matches,Cagliari
439,Leandro Castán,br BRA,DF,30.0,12.7,537.0,507.0,30.0,23.0,0.0,102.0,7.0,2.0,0.0,0.0,0.0,0.0,326.0,52.0,159.0,429.0,49.0,43.0,7.0,2.0,412.0,1.0,13.0,5.0,13.0,Matches,Cagliari
440,Senna Miangue,be BEL,"MF,DF",20.0,9.9,407.0,307.0,100.0,3.0,0.0,57.0,7.0,35.0,0.0,0.0,0.0,0.0,174.0,51.0,182.0,251.0,32.0,19.0,96.0,4.0,266.0,1.0,15.0,10.0,18.0,Matches,Cagliari
441,Marco Capuano,it ITA,DF,25.0,9.8,390.0,322.0,68.0,7.0,0.0,49.0,5.0,7.0,0.0,0.0,0.0,0.0,221.0,69.0,100.0,245.0,56.0,17.0,60.0,2.0,299.0,0.0,6.0,6.0,9.0,Matches,Cagliari
442,Rafael,br BRA,GK,35.0,8.8,247.0,126.0,121.0,30.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,61.0,8.0,178.0,150.0,48.0,1.0,0.0,25.0,142.0,0.0,7.0,4.0,0.0,Matches,Cagliari
443,Charalambos Lykogiannis,gr GRE,DF,23.0,7.6,290.0,198.0,92.0,5.0,0.0,43.0,9.0,14.0,5.0,1.0,2.0,1.0,86.0,45.0,159.0,161.0,13.0,21.0,82.0,1.0,167.0,0.0,5.0,5.0,17.0,Matches,Cagliari
444,Daniele Dessena,it ITA,"MF,DF",30.0,7.4,243.0,225.0,18.0,2.0,0.0,37.0,3.0,8.0,0.0,0.0,0.0,0.0,119.0,47.0,77.0,32.0,170.0,19.0,16.0,2.0,163.0,0.0,6.0,5.0,6.0,Matches,Cagliari
445,Alessandro Deiola,it ITA,MF,21.0,5.2,148.0,143.0,5.0,0.0,0.0,29.0,4.0,4.0,0.0,0.0,0.0,0.0,86.0,33.0,29.0,16.0,119.0,4.0,5.0,1.0,104.0,1.0,3.0,6.0,3.0,Matches,Cagliari
446,Gregory van der Wiel,nl NED,DF,29.0,4.2,167.0,144.0,23.0,2.0,0.0,22.0,10.0,7.0,0.0,0.0,0.0,0.0,95.0,27.0,45.0,17.0,117.0,6.0,21.0,1.0,133.0,2.0,3.0,0.0,4.0,Matches,Cagliari
447,Andrea Cossu,it ITA,"MF,FW",37.0,3.9,125.0,102.0,23.0,8.0,0.0,25.0,8.0,11.0,14.0,0.0,3.0,0.0,71.0,12.0,42.0,14.0,108.0,3.0,0.0,0.0,76.0,0.0,4.0,1.0,3.0,Matches,Cagliari
448,Niccolò Giannetti,it ITA,"FW,MF",26.0,3.8,66.0,62.0,4.0,0.0,0.0,16.0,2.0,5.0,0.0,0.0,0.0,0.0,36.0,14.0,16.0,7.0,41.0,7.0,1.0,2.0,47.0,0.0,1.0,3.0,4.0,Matches,Cagliari
449,Han Kwang-song,kp PRK,FW,18.0,3.1,64.0,62.0,2.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,11.0,18.0,7.0,46.0,5.0,1.0,3.0,44.0,0.0,3.0,0.0,3.0,Matches,Cagliari
450,Damir Ceter,co COL,"FW,MF",19.0,2.2,58.0,58.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,8.0,22.0,3.0,30.0,12.0,0.0,2.0,37.0,0.0,3.0,1.0,1.0,Matches,Cagliari
451,Luca Crosta,it ITA,GK,19.0,2.0,24.0,12.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,1.0,19.0,0.0,0.0,4.0,13.0,1.0,2.0,0.0,0.0,Matches,Cagliari
452,Duje Čop,hr CRO,FW,27.0,1.5,23.0,22.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,2.0,17.0,2.0,0.0,1.0,13.0,0.0,2.0,2.0,0.0,Matches,Cagliari
453,Marco Borriello,it ITA,FW,35.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
454,Federico Melchiorri,it ITA,FW,30.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
455,Alexander Molberg,dk DEN,DF,18.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
456,Fabrizio Caligara,it ITA,MF,17.0,0.2,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Matches,Cagliari
457,Jonny Castro,es ESP,DF,23.0,39.5,2020.0,1776.0,244.0,28.0,0.0,333.0,43.0,45.0,1.0,0.0,0.0,0.0,1353.0,269.0,398.0,548.0,1124.0,107.0,215.0,5.0,1643.0,13.0,38.0,38.0,40.0,Matches,celta vigo
458,Hugo Mallo,es ESP,DF,26.0,37.3,2152.0,1870.0,282.0,30.0,0.0,422.0,43.0,94.0,0.0,0.0,0.0,0.0,1203.0,314.0,635.0,235.0,1454.0,170.0,252.0,3.0,1575.0,10.0,76.0,29.0,81.0,Matches,celta vigo
459,Stanislav Lobotka,sk SVK,MF,22.0,36.2,2065.0,2031.0,34.0,31.0,0.0,363.0,52.0,6.0,1.0,0.0,0.0,0.0,1654.0,170.0,241.0,231.0,1718.0,101.0,1.0,4.0,1858.0,4.0,13.0,33.0,20.0,Matches,celta vigo
460,Maxi Gómez,uy URU,FW,20.0,35.6,626.0,574.0,52.0,5.0,1.0,137.0,16.0,16.0,0.0,0.0,0.0,0.0,376.0,118.0,132.0,60.0,436.0,85.0,2.0,14.0,455.0,2.0,17.0,13.0,21.0,Matches,celta vigo
461,Iago Aspas,es ESP,FW,29.0,34.3,1290.0,1230.0,60.0,17.0,3.0,291.0,37.0,52.0,24.0,0.0,0.0,0.0,978.0,146.0,166.0,922.0,286.0,62.0,5.0,7.0,971.0,12.0,31.0,37.0,44.0,Matches,celta vigo
462,Daniel Wass,dk DEN,"MF,FW",28.0,34.0,1667.0,1516.0,151.0,59.0,1.0,299.0,63.0,97.0,68.0,1.0,2.0,0.0,1079.0,228.0,360.0,172.0,1319.0,114.0,24.0,16.0,1250.0,7.0,40.0,34.0,44.0,Matches,celta vigo
463,Sergi Gómez,es ESP,DF,25.0,31.8,1629.0,1607.0,22.0,19.0,0.0,230.0,45.0,3.0,0.0,0.0,0.0,0.0,1250.0,119.0,260.0,146.0,1325.0,116.0,3.0,5.0,1410.0,4.0,37.0,14.0,13.0,Matches,celta vigo
464,Pione Sisto,dk DEN,"FW,MF",22.0,29.1,1091.0,1033.0,58.0,24.0,1.0,204.0,50.0,56.0,24.0,0.0,0.0,0.0,794.0,100.0,197.0,115.0,952.0,10.0,9.0,3.0,876.0,4.0,14.0,24.0,32.0,Matches,celta vigo
465,Gustavo Cabral,ar ARG,DF,31.0,22.8,1285.0,1268.0,17.0,15.0,0.0,194.0,25.0,0.0,0.0,0.0,0.0,0.0,958.0,92.0,235.0,126.0,1014.0,114.0,1.0,6.0,1115.0,2.0,28.0,9.0,6.0,Matches,celta vigo
466,Rubén Blanco,es ESP,GK,22.0,21.6,684.0,567.0,117.0,35.0,1.0,94.0,19.0,0.0,0.0,0.0,0.0,0.0,283.0,28.0,373.0,146.0,458.0,1.0,0.0,58.0,418.0,6.0,25.0,3.0,2.0,Matches,celta vigo
467,Pablo Hernández,cl CHI,MF,30.0,21.5,1233.0,1210.0,23.0,22.0,0.0,169.0,34.0,8.0,0.0,0.0,0.0,0.0,844.0,116.0,273.0,882.0,180.0,124.0,1.0,8.0,1027.0,1.0,22.0,10.0,18.0,Matches,celta vigo
468,Sergio Álvarez,es ESP,GK,30.0,20.4,518.0,397.0,121.0,38.0,0.0,85.0,7.0,0.0,0.0,0.0,0.0,0.0,237.0,28.0,253.0,78.0,394.0,1.0,0.0,32.0,342.0,2.0,22.0,2.0,2.0,Matches,celta vigo
469,Jozabed,es ESP,MF,26.0,19.0,884.0,876.0,8.0,2.0,0.0,215.0,34.0,11.0,4.0,0.0,0.0,0.0,689.0,98.0,97.0,84.0,758.0,36.0,2.0,4.0,764.0,2.0,8.0,16.0,16.0,Matches,celta vigo
470,Facundo Roncaglia,ar ARG,DF,30.0,16.9,1091.0,1072.0,19.0,16.0,0.0,174.0,36.0,5.0,0.0,0.0,0.0,0.0,794.0,118.0,179.0,103.0,899.0,71.0,3.0,3.0,940.0,1.0,27.0,7.0,15.0,Matches,celta vigo
471,Nemanja Radoja,rs SRB,MF,24.0,14.6,612.0,608.0,4.0,4.0,0.0,135.0,9.0,3.0,0.0,0.0,0.0,0.0,455.0,60.0,97.0,146.0,401.0,46.0,0.0,3.0,522.0,2.0,5.0,7.0,13.0,Matches,celta vigo
472,Andreu Fontàs,es ESP,DF,27.0,13.8,701.0,687.0,14.0,11.0,0.0,124.0,12.0,0.0,0.0,0.0,0.0,0.0,571.0,21.0,109.0,606.0,66.0,23.0,2.0,0.0,618.0,2.0,5.0,8.0,2.0,Matches,celta vigo
473,Brais Méndez,es ESP,"MF,FW",20.0,13.0,467.0,452.0,15.0,6.0,0.0,85.0,10.0,25.0,6.0,0.0,0.0,0.0,374.0,25.0,68.0,374.0,70.0,16.0,2.0,2.0,349.0,3.0,13.0,11.0,14.0,Matches,celta vigo
474,Emre Mor,tr TUR,"FW,MF",20.0,10.8,292.0,273.0,19.0,3.0,1.0,43.0,11.0,31.0,14.0,0.0,0.0,0.0,210.0,25.0,57.0,259.0,23.0,8.0,2.0,0.0,195.0,3.0,6.0,11.0,19.0,Matches,celta vigo
475,Lucas Boyé,ar ARG,"FW,MF",21.0,3.2,134.0,131.0,3.0,0.0,0.0,26.0,2.0,8.0,0.0,0.0,0.0,0.0,95.0,19.0,20.0,20.0,104.0,5.0,3.0,1.0,88.0,1.0,5.0,5.0,7.0,Matches,celta vigo
476,John Guidetti,se SWE,FW,25.0,3.0,38.0,38.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,3.0,7.0,5.0,27.0,3.0,0.0,1.0,28.0,0.0,1.0,1.0,2.0,Matches,celta vigo
477,Andrew Hjulsager,dk DEN,"DF,MF",22.0,2.2,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,Matches,celta vigo
478,Róbert Mazáň,sk SVK,DF,23.0,0.9,80.0,75.0,5.0,0.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,54.0,15.0,11.0,56.0,17.0,1.0,5.0,0.0,70.0,0.0,2.0,2.0,0.0,Matches,celta vigo
479,César Azpilicueta,es ESP,DF,27.0,52.8,2862.0,2775.0,87.0,32.0,2.0,293.0,57.0,71.0,0.0,0.0,0.0,0.0,2091.0,216.0,555.0,173.0,2401.0,194.0,55.0,14.0,2403.0,13.0,37.0,47.0,42.0,Matches,Chelsea
480,N'Golo Kanté,fr FRA,MF,26.0,46.7,2144.0,2129.0,15.0,10.0,3.0,364.0,57.0,14.0,0.0,0.0,0.0,0.0,1753.0,175.0,216.0,311.0,1766.0,50.0,3.0,1.0,1899.0,8.0,29.0,33.0,35.0,Matches,Chelsea
481,Thibaut Courtois,be BEL,GK,25.0,46.3,998.0,810.0,188.0,36.0,0.0,155.0,14.0,0.0,0.0,0.0,0.0,0.0,573.0,40.0,385.0,654.0,169.0,0.0,0.0,159.0,734.0,3.0,27.0,2.0,4.0,Matches,Chelsea
482,Marcos Alonso,es ESP,"DF,MF",26.0,44.6,1646.0,1424.0,222.0,13.0,0.0,312.0,42.0,108.0,0.0,0.0,0.0,0.0,1027.0,219.0,400.0,1145.0,183.0,68.0,209.0,4.0,1277.0,9.0,37.0,36.0,74.0,Matches,Chelsea
483,Antonio Rüdiger,de GER,DF,24.0,42.1,1686.0,1663.0,23.0,13.0,1.0,197.0,61.0,16.0,0.0,0.0,0.0,0.0,1357.0,105.0,224.0,412.0,1161.0,63.0,10.0,13.0,1487.0,4.0,31.0,20.0,16.0,Matches,Chelsea
484,Eden Hazard,be BEL,"FW,MF",26.0,41.3,1424.0,1347.0,77.0,27.0,4.0,277.0,70.0,90.0,19.0,2.0,0.0,0.0,1100.0,150.0,174.0,185.0,1178.0,35.0,10.0,10.0,1171.0,9.0,9.0,43.0,48.0,Matches,Chelsea
485,Cesc Fàbregas,es ESP,MF,30.0,40.9,2260.0,2053.0,207.0,73.0,8.0,362.0,84.0,124.0,127.0,8.0,13.0,0.0,1539.0,204.0,517.0,215.0,1967.0,64.0,4.0,4.0,1794.0,15.0,23.0,64.0,48.0,Matches,Chelsea
486,Gary Cahill,eng ENG,DF,31.0,37.7,1312.0,1286.0,26.0,18.0,0.0,168.0,27.0,1.0,0.0,0.0,0.0,0.0,1009.0,101.0,202.0,136.0,1030.0,104.0,8.0,9.0,1149.0,6.0,33.0,10.0,12.0,Matches,Chelsea
487,Andreas Christensen,dk DEN,DF,21.0,34.6,1323.0,1304.0,19.0,17.0,1.0,129.0,49.0,0.0,0.0,0.0,0.0,0.0,1124.0,65.0,134.0,86.0,1138.0,69.0,2.0,0.0,1225.0,4.0,17.0,5.0,5.0,Matches,Chelsea
488,Tiemoué Bakayoko,fr FRA,MF,22.0,34.2,1098.0,1092.0,6.0,4.0,0.0,160.0,31.0,13.0,0.0,0.0,0.0,0.0,845.0,107.0,146.0,192.0,815.0,62.0,1.0,6.0,940.0,3.0,17.0,24.0,15.0,Matches,Chelsea
489,Willian,br BRA,"FW,MF",28.0,34.0,1029.0,946.0,83.0,28.0,1.0,186.0,44.0,100.0,48.0,5.0,5.0,1.0,742.0,117.0,170.0,122.0,876.0,13.0,6.0,6.0,769.0,8.0,19.0,25.0,49.0,Matches,Chelsea
490,Victor Moses,ng NGA,"DF,MF",26.0,33.6,1072.0,919.0,153.0,1.0,0.0,174.0,21.0,94.0,0.0,0.0,0.0,0.0,605.0,185.0,282.0,158.0,691.0,53.0,152.0,3.0,782.0,4.0,14.0,25.0,57.0,Matches,Chelsea
491,Álvaro Morata,es ESP,FW,24.0,31.1,573.0,541.0,32.0,0.0,1.0,141.0,23.0,15.0,0.0,0.0,0.0,0.0,363.0,100.0,110.0,70.0,422.0,45.0,0.0,15.0,406.0,3.0,16.0,25.0,28.0,Matches,Chelsea
492,Pedro,es ESP,"FW,MF",30.0,27.9,691.0,681.0,10.0,2.0,0.0,94.0,15.0,50.0,4.0,0.0,2.0,0.0,533.0,67.0,91.0,197.0,470.0,19.0,3.0,2.0,543.0,0.0,9.0,19.0,25.0,Matches,Chelsea
493,Davide Zappacosta,it ITA,"DF,MF",25.0,23.5,631.0,529.0,102.0,1.0,0.0,123.0,15.0,99.0,1.0,0.0,0.0,0.0,381.0,89.0,161.0,50.0,448.0,26.0,100.0,1.0,499.0,1.0,5.0,5.0,39.0,Matches,Chelsea
494,David Luiz,br BRA,"DF,MF",30.0,16.6,494.0,475.0,19.0,19.0,0.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,353.0,55.0,86.0,101.0,358.0,31.0,0.0,0.0,412.0,0.0,10.0,3.0,6.0,Matches,Chelsea
495,Willy Caballero,ar ARG,GK,35.0,13.7,83.0,70.0,13.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,34.0,7.0,65.0,0.0,0.0,9.0,61.0,0.0,2.0,0.0,2.0,Matches,Chelsea
496,Danny Drinkwater,eng ENG,MF,27.0,12.8,376.0,375.0,1.0,1.0,2.0,48.0,6.0,8.0,0.0,0.0,0.0,0.0,301.0,36.0,39.0,69.0,294.0,10.0,0.0,0.0,327.0,2.0,1.0,4.0,9.0,Matches,Chelsea
497,Michy Batshuayi,be BEL,FW,23.0,11.9,92.0,87.0,5.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,14.0,8.0,17.0,62.0,9.0,0.0,2.0,65.0,1.0,1.0,3.0,7.0,Matches,Chelsea
498,Olivier Giroud,fr FRA,FW,30.0,10.4,218.0,207.0,11.0,0.0,1.0,56.0,2.0,5.0,0.0,0.0,0.0,0.0,122.0,39.0,57.0,116.0,41.0,38.0,1.0,2.0,142.0,0.0,2.0,11.0,4.0,Matches,Chelsea
499,Emerson Palmieri,it ITA,"DF,MF",22.0,5.1,163.0,137.0,26.0,3.0,0.0,22.0,3.0,17.0,1.0,0.0,0.0,0.0,99.0,23.0,41.0,126.0,10.0,5.0,22.0,0.0,125.0,0.0,1.0,7.0,4.0,Matches,Chelsea
500,Kenedy,br BRA,"FW,MF",21.0,4.8,,,,,,,,13.0,,,,,,,,,,,,,,,,,,Matches,Chelsea
501,Ethan Ampadu,wal WAL,DF,16.0,4.5,19.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,3.0,16.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,Matches,Chelsea
502,Charly Musonda Jr.,be BEL,FW,20.0,2.8,16.0,16.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,0.0,15.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Matches,Chelsea
503,Ross Barkley,eng ENG,"MF,FW",23.0,2.3,51.0,51.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,44.0,3.0,4.0,11.0,39.0,1.0,0.0,0.0,38.0,1.0,1.0,1.0,2.0,Matches,Chelsea
504,Callum Hudson-Odoi,eng ENG,FW,16.0,0.9,16.0,16.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,6.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,Matches,Chelsea
505,Kyle Scott,eng ENG,MF,19.0,0.3,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Chelsea
506,Jake Clarke-Salter,eng ENG,DF,19.0,0.2,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Chelsea
507,Dujon Sterling,eng ENG,DF,17.0,0.2,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Matches,Chelsea
508,Jeremie Boga,ci CIV,MF,20.0,0.2,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,Chelsea
509,Stefano Sorrentino,it ITA,GK,38.0,39.0,1135.0,638.0,497.0,136.0,0.0,59.0,16.0,0.0,0.0,0.0,0.0,0.0,381.0,82.0,672.0,40.0,875.0,0.0,0.0,170.0,718.0,3.0,18.0,7.0,1.0,Matches,Chievo
510,Ivan Radovanović,rs SRB,MF,28.0,36.2,1807.0,1678.0,129.0,108.0,1.0,259.0,122.0,16.0,15.0,3.0,0.0,5.0,1108.0,216.0,483.0,198.0,1452.0,98.0,6.0,12.0,1454.0,12.0,34.0,18.0,22.0,Matches,Chievo
511,Fabrizio Cacciatore,it ITA,DF,30.0,34.2,1975.0,1659.0,316.0,25.0,1.0,285.0,54.0,105.0,4.0,1.0,1.0,0.0,991.0,391.0,593.0,342.0,1216.0,94.0,287.0,6.0,1494.0,7.0,38.0,37.0,54.0,Matches,Chievo
512,Roberto Inglese,it ITA,FW,25.0,32.4,563.0,550.0,13.0,0.0,0.0,149.0,5.0,17.0,0.0,0.0,0.0,0.0,286.0,136.0,141.0,97.0,321.0,66.0,0.0,28.0,362.0,4.0,15.0,6.0,34.0,Matches,Chievo
513,Valter Birsa,si SVN,"MF,FW",30.0,28.8,1503.0,1275.0,228.0,66.0,2.0,229.0,82.0,77.0,105.0,41.0,26.0,14.0,886.0,212.0,405.0,1031.0,381.0,50.0,9.0,11.0,1079.0,12.0,34.0,24.0,60.0,Matches,Chievo
